Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Thigh.Top.LateralX	R.Thigh.Top.LateralY	R.Thigh.Top.LateralZ	R.Thigh.Bottom.LateralX	R.Thigh.Bottom.LateralY	R.Thigh.Bottom.LateralZ	R.Thigh.Top.MedialX	R.Thigh.Top.MedialY	R.Thigh.Top.MedialZ	R.Thigh.Bottom.MedialX	R.Thigh.Bottom.MedialY	R.Thigh.Bottom.MedialZ	R.Shank.Top.LateralX	R.Shank.Top.LateralY	R.Shank.Top.LateralZ	R.Shank.Bottom.LateralX	R.Shank.Bottom.LateralY	R.Shank.Bottom.LateralZ	R.Shank.Top.MedialX	R.Shank.Top.MedialY	R.Shank.Top.MedialZ	R.Shank.Bottom.MedialX	R.Shank.Bottom.MedialY	R.Shank.Bottom.MedialZ	R.Heel.TopX	R.Heel.TopY	R.Heel.TopZ	R.Heel.BottomX	R.Heel.BottomY	R.Heel.BottomZ	R.Heel.LateralX	R.Heel.LateralY	R.Heel.LateralZ	L.Thigh.Top.LateralX	L.Thigh.Top.LateralY	L.Thigh.Top.LateralZ	L.Thigh.Bottom.LateralX	L.Thigh.Bottom.LateralY	L.Thigh.Bottom.LateralZ	L.Thigh.Top.MedialX	L.Thigh.Top.MedialY	L.Thigh.Top.MedialZ	L.Thigh.Bottom.MedialX	L.Thigh.Bottom.MedialY	L.Thigh.Bottom.MedialZ	L.Shank.Top.LateralX	L.Shank.Top.LateralY	L.Shank.Top.LateralZ	L.Shank.Bottom.LateralX	L.Shank.Bottom.LateralY	L.Shank.Bottom.LateralZ	L.Shank.Top.MedialX	L.Shank.Top.MedialY	L.Shank.Top.MedialZ	L.Shank.Bottom.MedialX	L.Shank.Bottom.MedialY	L.Shank.Bottom.MedialZ	L.Heel.TopX	L.Heel.TopY	L.Heel.TopZ	L.Heel.BottomX	L.Heel.BottomY	L.Heel.BottomZ	L.Heel.LateralX	L.Heel.LateralY	L.Heel.LateralZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.Knee.MedialX	R.Knee.MedialY	R.Knee.MedialZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.Ankle.MedialX	R.Ankle.MedialY	R.Ankle.MedialZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	R.MT2X	R.MT2Y	R.MT2Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.Knee.MedialX	L.Knee.MedialY	L.Knee.MedialZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.Ankle.MedialX	L.Ankle.MedialY	L.Ankle.MedialZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z	L.MT2X	L.MT2Y	L.MT2Z
0	856.568	1075.35	1363.52	863.639	1073	1129.32	682.265	1085.17	1291.61	684.746	1080.8	1182.64	781.119	1142.85	1388.82	787.477	1140.5	1081.81	754.895	779.418	1448.7	749.473	668.849	1443.4	699.854	784.633	1408.32	690.597	675.13	1400.81	699.308	292.046	1449.25	705.793	211.796	1436.14	658.453	294.232	1413.77	662.629	214.946	1400.63	651.067	93.0564	1373.31	639.659	43.1369	1374.37	662.805	60.1374	1410.4	757.169	784.73	1029.13	749.844	675.414	1033.28	703.776	790.266	1074.11	693.29	681.541	1079.6	680.217	282.911	1024.47	689.977	203.143	1034.39	650.549	286.26	1068.69	660.034	202.265	1076.13	650.873	92.0551	1085.27	641.121	42.3004	1087.37	671.922	54.2013	1041.02	792.642	970.574	1429.04	743.334	555.311	1432.17	742.858	533.504	1300.23	741.763	490.943	1438.42	795.243	468.518	1388.22	710.416	107.174	1414.25	733.34	123.527	1330.57	861.727	59.7818	1326.38	838.184	55.8179	1437.68	875.196	69.5075	1377.3	799.859	970.379	1049.52	747.488	565.145	1043.06	746.591	531.404	1171.25	733.775	498.478	1032.11	790.826	463.758	1087.3	711.137	105.688	1044.44	738.059	116.548	1128.14	863.711	56.3005	1128.34	839.538	53.9928	1014.89	874.242	69.309	1074.69
0.007	856.505	1075.36	1363.52	863.569	1073.01	1129.31	682.203	1085.17	1291.61	684.675	1080.78	1182.64	781.073	1142.84	1388.82	787.396	1140.51	1081.81	754.867	779.421	1448.71	749.458	668.846	1443.41	699.817	784.628	1408.32	690.575	675.12	1400.82	699.302	292.037	1449.26	705.794	211.804	1436.14	658.433	294.227	1413.78	662.624	214.945	1400.65	651.066	93.0534	1373.32	639.664	43.1312	1374.37	662.803	60.1335	1410.41	757.111	784.725	1029.13	749.805	675.41	1033.28	703.729	790.253	1074.12	693.262	681.53	1079.61	680.209	282.904	1024.47	689.964	203.147	1034.39	650.55	286.249	1068.69	660.026	202.258	1076.13	650.871	92.0497	1085.27	641.126	42.2976	1087.37	671.918	54.2077	1041.02	792.589	970.574	1429.05	743.325	555.306	1432.17	742.826	533.507	1300.25	741.752	490.942	1438.41	795.232	468.518	1388.19	710.411	107.173	1414.26	733.329	123.526	1330.58	861.716	59.7991	1326.39	838.191	55.8251	1437.7	875.195	69.5113	1377.3	799.798	970.378	1049.5	747.469	565.133	1043.06	746.56	531.398	1171.25	733.773	498.479	1032.11	790.822	463.757	1087.3	711.129	105.685	1044.45	738.055	116.551	1128.15	863.705	56.306	1128.35	839.526	53.9914	1014.9	874.248	69.3095	1074.7
0.013	856.446	1075.36	1363.5	863.492	1073.02	1129.3	682.128	1085.14	1291.62	684.608	1080.77	1182.63	781.011	1142.85	1388.81	787.31	1140.52	1081.8	754.848	779.414	1448.7	749.435	668.844	1443.4	699.783	784.612	1408.34	690.561	675.111	1400.84	699.295	292.036	1449.26	705.786	211.801	1436.15	658.416	294.213	1413.79	662.613	214.935	1400.66	651.058	93.0469	1373.32	639.655	43.1243	1374.37	662.8	60.127	1410.4	757.065	784.711	1029.13	749.751	675.401	1033.27	703.674	790.242	1074.12	693.23	681.521	1079.63	680.195	282.933	1024.47	689.964	203.139	1034.39	650.538	286.241	1068.68	660.021	202.252	1076.13	650.871	92.0434	1085.27	641.12	42.2993	1087.38	671.919	54.1929	1041.01	792.554	970.575	1429.05	743.305	555.31	1432.17	742.793	533.495	1300.23	741.734	490.938	1438.41	795.217	468.523	1388.2	710.407	107.166	1414.26	733.343	123.534	1330.59	861.717	59.7987	1326.4	838.18	55.8182	1437.69	875.196	69.5063	1377.29	799.75	970.374	1049.49	747.453	565.11	1043.08	746.542	531.396	1171.25	733.742	498.476	1032.1	790.821	463.772	1087.33	711.129	105.68	1044.44	738.055	116.542	1128.15	863.705	56.2983	1128.35	839.525	53.9872	1014.9	874.24	69.3155	1074.7
0.02	856.404	1075.36	1363.47	863.422	1073.04	1129.28	682.042	1085.14	1291.62	684.529	1080.75	1182.63	780.961	1142.85	1388.8	787.223	1140.52	1081.8	754.824	779.412	1448.7	749.434	668.837	1443.4	699.752	784.616	1408.36	690.549	675.107	1400.86	699.282	292.036	1449.26	705.788	211.794	1436.16	658.396	294.211	1413.81	662.609	214.927	1400.67	651.06	93.0446	1373.33	639.658	43.1252	1374.37	662.797	60.1285	1410.41	757.017	784.704	1029.12	749.719	675.405	1033.28	703.625	790.224	1074.12	693.202	681.498	1079.64	680.198	282.924	1024.47	689.96	203.135	1034.4	650.528	286.232	1068.69	660.021	202.235	1076.14	650.868	92.0409	1085.27	641.118	42.2893	1087.38	671.913	54.1957	1041.02	792.517	970.574	1429.05	743.294	555.306	1432.17	742.757	533.488	1300.23	741.725	490.928	1438.41	795.209	468.518	1388.18	710.398	107.164	1414.26	733.332	123.515	1330.6	861.722	59.7999	1326.4	838.185	55.8294	1437.7	875.193	69.514	1377.29	799.693	970.388	1049.47	747.433	565.125	1043.07	746.558	531.401	1171.24	733.743	498.476	1032.1	790.81	463.777	1087.32	711.124	105.679	1044.45	738.049	116.531	1128.15	863.7	56.3052	1128.35	839.519	53.9944	1014.9	874.241	69.3255	1074.7
0.027	856.338	1075.37	1363.47	863.339	1073.05	1129.27	681.973	1085.12	1291.62	684.455	1080.73	1182.62	780.91	1142.85	1388.79	787.109	1140.52	1081.78	754.802	779.423	1448.71	749.42	668.843	1443.4	699.719	784.604	1408.36	690.54	675.096	1400.88	699.277	292.033	1449.26	705.781	211.802	1436.16	658.378	294.201	1413.82	662.598	214.923	1400.69	651.048	93.036	1373.33	639.652	43.1208	1374.38	662.796	60.1195	1410.4	756.964	784.699	1029.11	749.658	675.401	1033.28	703.581	790.201	1074.13	693.169	681.485	1079.65	680.186	282.883	1024.47	689.948	203.131	1034.39	650.522	286.226	1068.68	660.02	202.221	1076.15	650.869	92.032	1085.28	641.116	42.2852	1087.37	671.904	54.1912	1041.01	792.482	970.56	1429.05	743.272	555.298	1432.17	742.723	533.498	1300.23	741.705	490.934	1438.41	795.183	468.519	1388.17	710.401	107.159	1414.26	733.317	123.532	1330.6	861.719	59.7989	1326.39	838.18	55.8597	1437.72	875.188	69.5222	1377.3	799.627	970.39	1049.46	747.422	565.109	1043.07	746.54	531.404	1171.25	733.72	498.468	1032.09	790.807	463.785	1087.31	711.117	105.68	1044.43	738.051	116.531	1128.16	863.698	56.3027	1128.35	839.512	53.9831	1014.89	874.226	69.3208	1074.7
0.033	856.284	1075.37	1363.45	863.263	1073.14	1129.16	681.899	1085.1	1291.62	684.377	1080.71	1182.62	780.862	1142.85	1388.79	787.01	1140.51	1081.78	754.801	779.424	1448.72	749.412	668.84	1443.4	699.696	784.606	1408.38	690.52	675.094	1400.89	699.272	292.034	1449.27	705.776	211.801	1436.17	658.366	294.192	1413.82	662.594	214.909	1400.68	651.052	93.0313	1373.32	639.655	43.118	1374.37	662.788	60.1209	1410.42	756.915	784.699	1029.11	749.621	675.399	1033.28	703.53	790.191	1074.13	693.146	681.467	1079.67	680.169	282.911	1024.47	689.944	203.127	1034.39	650.517	286.211	1068.69	660.017	202.208	1076.13	650.855	92.0317	1085.28	641.111	42.275	1087.38	671.901	54.1912	1041.02	792.449	970.558	1429.02	743.259	555.301	1432.17	742.708	533.49	1300.22	741.698	490.931	1438.4	795.161	468.517	1388.17	710.394	107.17	1414.27	733.311	123.526	1330.59	861.721	59.7989	1326.39	838.176	55.8648	1437.72	875.185	69.5166	1377.29	799.558	970.386	1049.46	747.391	565.116	1043.08	746.542	531.405	1171.24	733.702	498.468	1032.09	790.787	463.773	1087.3	711.104	105.681	1044.44	738.04	116.541	1128.15	863.694	56.3098	1128.34	839.494	53.9938	1014.89	874.227	69.3215	1074.7
0.04	856.232	1075.38	1363.44	863.175	1073.08	1129.23	681.817	1085.08	1291.64	684.295	1080.69	1182.63	780.81	1142.84	1388.79	786.918	1140.51	1081.78	754.768	779.421	1448.71	749.407	668.837	1443.39	699.66	784.607	1408.4	690.503	675.095	1400.91	699.259	292.032	1449.26	705.765	211.793	1436.17	658.359	294.189	1413.82	662.588	214.912	1400.69	651.047	93.028	1373.33	639.651	43.1121	1374.37	662.79	60.1242	1410.41	756.865	784.684	1029.1	749.594	675.38	1033.29	703.478	790.176	1074.13	693.111	681.449	1079.68	680.166	282.872	1024.49	689.932	203.11	1034.4	650.503	286.203	1068.69	660.011	202.191	1076.14	650.857	92.0343	1085.28	641.106	42.2638	1087.37	671.897	54.1803	1041.02	792.411	970.555	1429.02	743.251	555.303	1432.17	742.665	533.496	1300.21	741.675	490.922	1438.4	795.147	468.522	1388.14	710.395	107.158	1414.28	733.318	123.523	1330.6	861.719	59.7939	1326.4	838.188	55.8672	1437.72	875.194	69.5163	1377.29	799.485	970.386	1049.44	747.372	565.103	1043.07	746.531	531.405	1171.24	733.683	498.452	1032.08	790.786	463.781	1087.31	711.099	105.677	1044.44	738.037	116.536	1128.16	863.685	56.2964	1128.34	839.491	53.9842	1014.89	874.219	69.3136	1074.7
0.047	856.178	1075.39	1363.43	863.082	1073.1	1129.22	681.734	1085.06	1291.65	684.22	1080.67	1182.63	780.755	1142.86	1388.79	786.819	1140.51	1081.79	754.756	779.418	1448.72	749.4	668.843	1443.4	699.642	784.602	1408.42	690.495	675.09	1400.9	699.245	292.035	1449.26	705.765	211.791	1436.16	658.35	294.183	1413.82	662.588	214.9	1400.69	651.048	93.0353	1373.34	639.645	43.1117	1374.37	662.784	60.1266	1410.42	756.821	784.688	1029.1	749.56	675.376	1033.28	703.435	790.162	1074.12	693.09	681.438	1079.68	680.14	282.897	1024.48	689.915	203.109	1034.4	650.499	286.189	1068.7	660.002	202.191	1076.14	650.845	92.0335	1085.27	641.108	42.2698	1087.37	671.893	54.1814	1041.02	792.37	970.568	1429.05	743.232	555.302	1432.17	742.649	533.507	1300.21	741.656	490.923	1438.4	795.134	468.523	1388.13	710.396	107.161	1414.28	733.299	123.526	1330.59	861.711	59.8015	1326.38	838.174	55.8328	1437.69	875.186	69.5227	1377.3	799.41	970.389	1049.43	747.343	565.109	1043.07	746.536	531.406	1171.23	733.662	498.445	1032.07	790.785	463.781	1087.29	711.083	105.685	1044.44	738.038	116.532	1128.16	863.681	56.2979	1128.34	839.476	53.9927	1014.89	874.198	69.3223	1074.69
0.053	856.125	1075.4	1363.41	862.981	1073.12	1129.2	681.649	1085.04	1291.68	684.126	1080.65	1182.64	780.707	1142.86	1388.79	786.723	1140.51	1081.8	754.74	779.421	1448.72	749.397	668.837	1443.4	699.609	784.604	1408.42	690.489	675.085	1400.92	699.244	292.025	1449.26	705.758	211.794	1436.16	658.339	294.179	1413.82	662.565	214.903	1400.68	651.052	93.0308	1373.34	639.647	43.1179	1374.38	662.786	60.1226	1410.42	756.786	784.677	1029.09	749.524	675.366	1033.29	703.387	790.145	1074.12	693.061	681.419	1079.68	680.131	282.883	1024.48	689.909	203.089	1034.41	650.488	286.179	1068.7	660	202.179	1076.17	650.848	92.0224	1085.29	641.105	42.2693	1087.38	671.887	54.1814	1041.02	792.339	970.566	1429.03	743.217	555.305	1432.16	742.62	533.51	1300.21	741.649	490.93	1438.4	795.113	468.51	1388.11	710.402	107.159	1414.28	733.302	123.522	1330.6	861.701	59.8042	1326.39	838.177	55.8265	1437.68	875.18	69.521	1377.29	799.327	970.392	1049.42	747.315	565.09	1043.07	746.532	531.395	1171.25	733.636	498.433	1032.07	790.767	463.763	1087.29	711.072	105.677	1044.44	738.03	116.525	1128.16	863.678	56.3006	1128.34	839.472	53.9886	1014.89	874.198	69.3253	1074.7
0.06	856.07	1075.41	1363.4	862.939	1073.2	1129.34	681.564	1085.02	1291.68	684.046	1080.63	1182.64	780.641	1142.86	1388.79	786.62	1140.51	1081.8	754.724	779.42	1448.73	749.395	668.84	1443.4	699.582	784.604	1408.43	690.479	675.083	1400.92	699.225	292.034	1449.25	705.755	211.795	1436.17	658.323	294.18	1413.81	662.568	214.9	1400.69	651.041	93.0321	1373.34	639.643	43.1174	1374.37	662.79	60.1211	1410.41	756.751	784.665	1029.07	749.492	675.362	1033.29	703.346	790.125	1074.12	693.044	681.395	1079.68	680.137	282.85	1024.5	689.903	203.089	1034.41	650.484	286.163	1068.71	659.997	202.167	1076.17	650.838	92.0258	1085.28	641.107	42.2659	1087.37	671.872	54.186	1041.02	792.293	970.563	1429.03	743.2	555.305	1432.16	742.609	533.519	1300.2	741.635	490.924	1438.4	795.102	468.536	1388.11	710.389	107.172	1414.29	733.297	123.521	1330.59	861.698	59.8022	1326.38	838.168	55.8636	1437.71	875.182	69.5147	1377.28	799.247	970.384	1049.41	747.296	565.074	1043.07	746.526	531.392	1171.23	733.62	498.427	1032.07	790.764	463.761	1087.27	711.069	105.685	1044.43	738.037	116.529	1128.16	863.674	56.2956	1128.34	839.467	53.9892	1014.89	874.176	69.3226	1074.69
