Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Thigh.Top.LateralX	R.Thigh.Top.LateralY	R.Thigh.Top.LateralZ	R.Thigh.Bottom.LateralX	R.Thigh.Bottom.LateralY	R.Thigh.Bottom.LateralZ	R.Thigh.Top.MedialX	R.Thigh.Top.MedialY	R.Thigh.Top.MedialZ	R.Thigh.Bottom.MedialX	R.Thigh.Bottom.MedialY	R.Thigh.Bottom.MedialZ	R.Shank.Top.LateralX	R.Shank.Top.LateralY	R.Shank.Top.LateralZ	R.Shank.Bottom.LateralX	R.Shank.Bottom.LateralY	R.Shank.Bottom.LateralZ	R.Shank.Top.MedialX	R.Shank.Top.MedialY	R.Shank.Top.MedialZ	R.Shank.Bottom.MedialX	R.Shank.Bottom.MedialY	R.Shank.Bottom.MedialZ	R.Heel.TopX	R.Heel.TopY	R.Heel.TopZ	R.Heel.BottomX	R.Heel.BottomY	R.Heel.BottomZ	R.Heel.LateralX	R.Heel.LateralY	R.Heel.LateralZ	L.Thigh.Top.LateralX	L.Thigh.Top.LateralY	L.Thigh.Top.LateralZ	L.Thigh.Bottom.LateralX	L.Thigh.Bottom.LateralY	L.Thigh.Bottom.LateralZ	L.Thigh.Top.MedialX	L.Thigh.Top.MedialY	L.Thigh.Top.MedialZ	L.Thigh.Bottom.MedialX	L.Thigh.Bottom.MedialY	L.Thigh.Bottom.MedialZ	L.Shank.Top.LateralX	L.Shank.Top.LateralY	L.Shank.Top.LateralZ	L.Shank.Bottom.LateralX	L.Shank.Bottom.LateralY	L.Shank.Bottom.LateralZ	L.Shank.Top.MedialX	L.Shank.Top.MedialY	L.Shank.Top.MedialZ	L.Shank.Bottom.MedialX	L.Shank.Bottom.MedialY	L.Shank.Bottom.MedialZ	L.Heel.TopX	L.Heel.TopY	L.Heel.TopZ	L.Heel.BottomX	L.Heel.BottomY	L.Heel.BottomZ	L.Heel.LateralX	L.Heel.LateralY	L.Heel.LateralZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z
0	2516.09	958.669	1098.25	2521.37	941.023	878.799	2341.88	1002.92	1044.16	2341.18	1012.15	944.975	2446.46	1031.69	1147.34	2474.54	1031.71	838.296	2467.38	688.611	1174.62	2518.02	591.646	1158.61	2422.27	673.659	1126.07	2469.06	575.509	1107.47	2615.16	269.12	1125.23	2649.31	194.046	1104.28	2583.44	263.702	1082.85	2617.17	192.316	1064.02	2644.5	94.0575	1024.67	2660.38	45.4193	1013.79	2666.25	65.3478	1064.17	2329.86	715.721	806.892	2291.11	614.341	822.019	2282.44	740.488	852.576	2242.64	640.334	870.463	2033.42	433.971	859.922	1975.01	379.629	869.796	2030.83	448.495	911.382	1971.26	394.617	923.177	1896.79	366.556	937.119	1850.94	358.62	949.74	1865.75	347.116	900.096	2839.23	166.091	1042.68	2803.08	110.353	1133.19	1945.95	159.6	934.729	1898.77	200.204	846.557
0.007	2515.66	954.934	1098.93	2521.93	939.485	879.201	2341.27	998.748	1044.68	2340.96	1008.38	945.377	2445.44	1026.88	1148.2	2471.94	1030.55	837.928	2465.34	686.27	1175.12	2515.71	589.063	1158.64	2420.01	671.449	1126.66	2466.38	573.077	1107.98	2614.31	266.688	1124.64	2649.23	191.843	1103.15	2583.43	261.462	1081.38	2617.26	190.218	1062.65	2644.75	91.8968	1023.74	2660.86	43.1452	1013.17	2666.62	63.5785	1063.46	2333.62	710.167	806.58	2296.41	608.287	821.996	2285.92	734.319	852.228	2247.8	633.529	870.397	2035.23	440.783	860.352	1974.3	389.076	870.352	2033.43	455.194	912.109	1971.45	403.991	923.802	1895.26	379.271	938.293	1849.15	372.95	951	1863.31	361.532	901.251	2839.02	164.768	1041.13	2803.29	109.888	1131.87	1936.48	170.685	933.586	1890.87	214.049	845.976
0.013	2514.95	950.957	1099.62	2522.25	937.418	879.628	2340.49	993.981	1045.4	2340.68	1003.84	945.826	2444.5	1021.96	1149.19	2469.25	1028.63	837.374	2464.15	684.156	1175.06	2514.4	586.859	1158.82	2418.27	668.891	1127.3	2464.61	570.75	1108.62	2613.14	264.233	1122.53	2646.95	189.027	1101.63	2581.09	258.481	1080.17	2614.81	187.308	1061.51	2642.1	88.8671	1022.97	2657.91	39.9803	1013.16	2663.83	60.9691	1063.13	2337.78	704.088	806.421	2302.27	601.641	822.094	2289.57	727.666	852.237	2253.44	626.134	870.847	2038.29	447.042	860.8	1975.15	398.159	870.779	2037.42	461.126	912.608	1973.17	412.894	924.49	1895.29	391.925	939.423	1848.93	387.155	952.093	1862.76	375.693	902.18	2836.52	161.621	1038.73	2800.96	107.7	1130.41	1928.44	181.805	932.661	1884.7	227.998	845.389
0.02	2516.48	947.074	1100.78	2522.54	934.778	880.163	2339.39	988.657	1046.29	2340.34	998.647	946.37	2443.5	1016.98	1150.26	2466.48	1025.88	836.749	2463.72	682.031	1174.65	2514.02	584.766	1158.78	2417.24	666.106	1127.65	2463.94	567.839	1109.14	2609.23	260.834	1120.98	2642.38	185.315	1100.55	2576.85	255.098	1078.86	2610.18	183.62	1060.29	2636.59	84.7197	1022.16	2652.25	35.6901	1012.62	2658.44	56.9993	1062.38	2341.87	697.731	806.529	2308.02	594.655	822.057	2293.35	720.524	852.234	2259.09	618.296	871.105	2042.61	452.587	861.013	1977.39	406.712	871.149	2042.68	466.505	913.176	1976.41	421.063	924.883	1896.89	403.866	940.47	1850.35	401.043	952.951	1863.91	389.544	902.832	2831.52	156.68	1036.79	2795.94	103.56	1128.98	1921.77	192.83	931.867	1880.54	241.289	845.142
0.027	2515.31	943.127	1101.62	2522.76	931.541	880.807	2338.19	982.976	1047.12	2339.94	992.824	947.035	2442.51	1011.99	1151.38	2463.73	1022.18	836.144	2464.03	679.514	1173.88	2514.68	582.472	1158.01	2417.02	663.021	1127.6	2464.13	564.942	1109.1	2603.94	256.747	1119.93	2635.9	180.764	1099.21	2571.24	251.391	1078.09	2603.43	179.314	1059.46	2628.38	79.7223	1020.99	2643.55	30.5498	1011.61	2649.99	51.9709	1061.28	2346.11	690.918	806.804	2314.22	587.229	822.404	2297.23	712.867	852.384	2264.95	609.918	871.537	2048.24	457.467	861.347	1981.14	414.398	871.637	2049.22	470.965	913.584	1980.92	428.541	925.359	1900.09	415.189	941.577	1853.59	414.382	953.412	1866.97	402.731	903.459	2823.73	150.32	1035.18	2788.14	97.5423	1127.36	1916.57	203.392	931.036	1877.37	254.715	844.172
0.033	2514.25	939.343	1102.66	2522.77	927.683	881.521	2336.86	976.998	1047.85	2339.62	986.45	947.661	2441.22	1006.99	1152.61	2461.06	1017.7	835.602	2464.68	676.83	1172.88	2515.99	579.881	1156.76	2417.29	659.565	1127.37	2464.78	561.695	1108.94	2597.79	252.128	1119.18	2627.62	175.616	1098.19	2564.6	247.711	1077.61	2594.64	174.82	1058.72	2617.44	74.2103	1019.4	2632.12	24.8504	1009.77	2638.84	45.998	1059.49	2350.49	683.628	807.323	2320.8	579.214	823.243	2301.01	704.647	853.106	2270.67	601.118	871.672	2055.01	461.512	861.778	1986.15	421.484	871.913	2057.02	474.551	913.864	1986.76	435.442	925.728	1905.3	425.671	942.343	1858.54	427.065	953.825	1871.92	414.771	903.933	2813.21	142.64	1032.91	2777.42	89.5517	1125.55	1912.63	213.734	930.228	1876	267.217	843.618
0.04	2513.25	935.599	1103.79	2522.79	923.151	882.396	2335.45	970.737	1048.4	2339.23	979.615	948.118	2439.93	1001.95	1153.48	2458.71	1012.43	835.131	2465.49	673.704	1172	2517.37	577	1155.83	2417.32	655.618	1127.54	2465.56	557.945	1108.85	2590.81	247.18	1118.38	2617.8	169.729	1097.03	2556.88	244.066	1077.08	2584.35	170.242	1057.87	2603.97	69.1509	1017.69	2617.28	19.4392	1007.91	2624.68	40.3774	1057.73	2354.71	676.056	808.025	2327.02	571.052	823.68	2304.92	695.966	853.724	2276.8	591.688	872.545	2063.01	464.848	862.143	1992.49	427.89	872.206	2065.89	477.254	914.236	1993.83	441.375	926.068	1911.63	435.451	944.663	1865.27	438.629	954.633	1877.71	426.409	904.559	2801.71	132.837	1031.9	2764.34	80.3924	1123.46	1910.44	223.425	929.133	1875.89	279.168	842.803
0.047	2512.37	931.921	1105.11	2522.66	918.177	883.261	2334.01	964.17	1048.6	2338.87	972.177	948.213	2438.26	996.612	1154.36	2456.73	1006.45	834.732	2466.32	669.965	1171.38	2518.61	573.54	1154.79	2417.83	650.993	1127.8	2466.27	553.753	1108.88	2582.85	242.008	1117.58	2606.63	163.683	1095.54	2548.31	240.307	1076.75	2572.53	165.699	1057.02	2587.72	70.4086	1016.19	2596.57	19.6536	1007.54	2605.95	40.7907	1056.76	2358.91	667.966	808.836	2333.74	562.384	824.24	2308.62	686.839	854.464	2282.86	581.756	873.085	2072.48	466.932	862.427	2000.13	433.556	872.329	2075.73	479.031	914.646	2002.39	446.263	926.458	1919.5	444.415	946.208	1873.49	449.218	955.218	1885.37	436.88	904.886	2788.11	119.863	1028.21	2747.96	70.2851	1120.82	1909.9	232.485	927.919	1877.45	290.401	842.097
0.053	2511.57	928.102	1106.52	2522.48	912.6	884.158	2332.29	957.299	1048.43	2338.36	964.378	948.202	2436.07	991.254	1155.27	2455.18	999.728	834.276	2467.08	665.368	1171.34	2519.71	569.317	1153.89	2418.06	646.037	1128.58	2466.72	549.009	1109.11	2574.21	236.767	1116.47	2594.75	157.727	1093.83	2538.84	236.417	1076.44	2560.23	160.967	1056.01	2571.5	70.2134	1013.7	2575.79	18.904	1006.47	2587.26	40.3542	1055.02	2363.06	659.773	809.529	2340.22	553.482	824.63	2312.36	677.33	855.12	2289.07	571.535	873.497	2082.89	468.282	862.581	2008.81	438.275	872.409	2086.57	480.032	914.941	2011.67	450.666	926.471	1928.97	451.89	943.893	1882.95	458.642	955.829	1894.21	446.21	905.244	2773.88	105.385	1024.6	2730.9	59.7409	1118.22	1911.09	240.76	926.378	1880.74	300.512	841.538
0.06	2510.73	924.162	1107.91	2522.17	906.488	884.984	2330.38	950.182	1047.99	2337.61	956.076	947.676	2433.78	985.415	1155.86	2454.15	992.269	833.886	2467.43	660.151	1172.18	2520.36	564.77	1153.53	2417.86	640.614	1130.11	2466.88	544.206	1109.33	2565.18	231.809	1115.17	2582.72	152.751	1092.37	2529.04	232.792	1075.75	2547.64	156.845	1054.57	2555.44	71.0776	1011.18	2554.79	19.8685	1005.28	2568.59	41.0234	1053.28	2367.3	651.282	810.195	2347.16	544.349	825.228	2316.14	667.548	855.816	2295.3	561.183	873.64	2093.89	469.04	862.718	2018.73	442.058	872.384	2098.15	480.117	915.217	2021.96	454.333	926.562	1939.16	458.48	944.261	1893.47	466.742	956.311	1904.19	454.44	905.637	2758.81	89.2527	1020.65	2712.91	48.9489	1115.22	1913.89	248.215	924.823	1885.61	310.102	840.217
