Time	Fx	Fy	Fz	COPx	COPy	COPz	Ty
1	44.86	80.11	0.08	1871.5	0	1157.52	1053.93
2	33.11	77.06	-10.68	1862.18	0	1083.6	7499.54
3	17.93	53.41	-6.1	1663.18	0	1173.41	1978.52
4	38.99	56.15	-5.34	2172.46	0	1094.37	3712.29
5	1.37	43.79	-7.55	1567.24	0	1123.97	9999.8
6	30.67	36.01	-7.71	2038.05	0	1133.03	-2763.78
7	3.97	34.79	-8.47	1938.43	0	1080.93	9263.42
8	-0	-0	-0	2149	0	976.7	-0
9	19.45	27.01	-5.72	1842.86	0	1113.29	3926.49
10	-0	-0	-0	2149	0	976.7	-0
11	-0	-0	-0	2149	0	976.7	-0
12	-0	-0	-0	2149	0	976.7	-0
13	-0	-0	-0	2149	0	976.7	-0
14	-0	-0	-0	2149	0	976.7	-0
15	-0	-0	-0	2149	0	976.7	-0
16	-0	-0	-0	2149	0	976.7	-0
17	-0	-0	-0	2149	0	976.7	-0
18	-0	-0	-0	2149	0	976.7	-0
19	-0	-0	-0	2149	0	976.7	-0
20	-0	-0	-0	2149	0	976.7	-0
21	-0	-0	-0	2149	0	976.7	-0
22	-0	-0	-0	2149	0	976.7	-0
23	-0	-0	-0	2149	0	976.7	-0
24	-0	-0	-0	2149	0	976.7	-0
25	-0	-0	-0	2149	0	976.7	-0
26	-0	-0	-0	2149	0	976.7	-0
27	-0	-0	-0	2149	0	976.7	-0
28	-68.13	32.35	-2.9	2021.18	0	1106.18	10137.8
29	29.68	18.31	-6.71	2939.98	0	888.62	-6612.3
30	-0	-0	-0	2149	0	976.7	-0
31	-30.59	122.53	16.71	2403.91	0	1045.52	9610.41
32	15.11	94.76	-0.84	2084.89	0	1012.96	10521.9
33	-37	197.91	8.85	2160.3	0	1039.69	649.79
34	23.88	227.51	-18.39	2290.41	0	1000.6	1333.68
35	35.32	321.5	-4.58	2140.25	0	1026.91	9976.74
36	16.48	399.32	-6.87	2226.92	0	1022.04	-2799.49
37	33.11	488.59	-18.54	2166.44	0	1008.51	11489.5
38	47.84	561.68	-5.8	2198.28	0	1011.59	-609.22
39	11.83	646.06	2.59	2188.91	0	1007.97	7617.58
40	21.06	688.32	19	2164.38	0	1011.66	7325.19
41	15.87	701.45	15.34	2198.83	0	1006.76	6570.35
42	-20.75	757.45	30.75	2167.69	0	1007.78	2439.87
43	-33.19	738.83	22.58	2184.14	0	1009.25	7924.32
44	-98.11	792.69	10.68	2174.65	0	1011.72	15741.1
45	-104.29	798.34	-20.37	2174.1	0	1007.26	1811.89
46	-111.01	830.08	-9.16	2195.38	0	1004.49	338.36
47	-159.91	876.46	12.66	2175.79	0	1004.42	1683.7
48	-144.73	892.33	27.24	2183.5	0	1004.51	10996.8
49	-155.87	980.53	39.37	2183.68	0	1005.19	17102
50	-170.14	982.21	16.25	2176.9	0	1000.73	5028.57
51	-156.86	1066.89	38.53	2168.53	0	1004.05	2579.06
52	-173.26	1103.21	41.35	2179.09	0	1003.14	16846.7
