Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Thigh.Top.LateralX	R.Thigh.Top.LateralY	R.Thigh.Top.LateralZ	R.Thigh.Bottom.LateralX	R.Thigh.Bottom.LateralY	R.Thigh.Bottom.LateralZ	R.Thigh.Top.MedialX	R.Thigh.Top.MedialY	R.Thigh.Top.MedialZ	R.Thigh.Bottom.MedialX	R.Thigh.Bottom.MedialY	R.Thigh.Bottom.MedialZ	R.Shank.Top.LateralX	R.Shank.Top.LateralY	R.Shank.Top.LateralZ	R.Shank.Bottom.LateralX	R.Shank.Bottom.LateralY	R.Shank.Bottom.LateralZ	R.Shank.Top.MedialX	R.Shank.Top.MedialY	R.Shank.Top.MedialZ	R.Shank.Bottom.MedialX	R.Shank.Bottom.MedialY	R.Shank.Bottom.MedialZ	R.Heel.TopX	R.Heel.TopY	R.Heel.TopZ	R.Heel.BottomX	R.Heel.BottomY	R.Heel.BottomZ	R.Heel.LateralX	R.Heel.LateralY	R.Heel.LateralZ	L.Thigh.Top.LateralX	L.Thigh.Top.LateralY	L.Thigh.Top.LateralZ	L.Thigh.Bottom.LateralX	L.Thigh.Bottom.LateralY	L.Thigh.Bottom.LateralZ	L.Thigh.Top.MedialX	L.Thigh.Top.MedialY	L.Thigh.Top.MedialZ	L.Thigh.Bottom.MedialX	L.Thigh.Bottom.MedialY	L.Thigh.Bottom.MedialZ	L.Shank.Top.LateralX	L.Shank.Top.LateralY	L.Shank.Top.LateralZ	L.Shank.Bottom.LateralX	L.Shank.Bottom.LateralY	L.Shank.Bottom.LateralZ	L.Shank.Top.MedialX	L.Shank.Top.MedialY	L.Shank.Top.MedialZ	L.Shank.Bottom.MedialX	L.Shank.Bottom.MedialY	L.Shank.Bottom.MedialZ	L.Heel.TopX	L.Heel.TopY	L.Heel.TopZ	L.Heel.BottomX	L.Heel.BottomY	L.Heel.BottomZ	L.Heel.LateralX	L.Heel.LateralY	L.Heel.LateralZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.Knee.MedialX	R.Knee.MedialY	R.Knee.MedialZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.Ankle.MedialX	R.Ankle.MedialY	R.Ankle.MedialZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	R.MT2X	R.MT2Y	R.MT2Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.Knee.MedialX	L.Knee.MedialY	L.Knee.MedialZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.Ankle.MedialX	L.Ankle.MedialY	L.Ankle.MedialZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z	L.MT2X	L.MT2Y	L.MT2Z
0	853.099	1036.62	1340.56	853.112	1036.79	1105.21	687.055	1072.83	1274.85	683.626	1074.66	1177.17	783.822	1095.08	1385.74	762.618	1107.07	1065.51	741.901	758.07	1419.81	743.884	647.352	1413.26	682.296	760.372	1381.84	679.244	650.083	1376.76	676.986	291.214	1417.15	684.972	206.758	1412.73	642.248	287.221	1376.58	650.55	206.875	1374.43	641.404	91.891	1367.56	631.698	42.496	1368.85	661.01	65.3951	1410.49	713.485	750.295	1032.33	727.563	640.351	1032.86	664.187	746.138	1080.18	670.158	635.509	1077.76	689.076	273.23	1030.69	699.482	193.981	1038.41	651.965	272.823	1069.4	660.489	192.191	1076.21	649.443	93.0312	1081.99	638.049	43.1082	1078.47	672.57	64.686	1038.59	774.594	940.652	1392.41	729.942	550.89	1399.24	729.146	533.754	1269.98	721.371	491.34	1402.64	775.877	457.542	1356.26	700.774	115.755	1412.68	723.923	122.533	1324.98	857.376	66.3035	1331.52	819.3	49.2262	1443.64	859.65	72.3701	1370.79	763.931	948.614	1048.64	724.12	557.932	1042.6	716.582	535.506	1174.62	717.626	487.005	1038.55	776.01	456.545	1092.22	708.76	108.692	1042.77	730.126	120.977	1128.51	864.621	63.8274	1122.56	831.724	49.6025	1012.38	878.818	65.2651	1077.67
0.007	853.142	1036.62	1340.57	853.133	1036.79	1105.22	687.09	1072.83	1274.86	683.663	1074.66	1177.18	783.856	1095.06	1385.73	762.633	1107.06	1065.53	741.932	758.062	1419.82	743.915	647.345	1413.27	682.333	760.377	1381.85	679.263	650.087	1376.77	677	291.212	1417.16	684.982	206.752	1412.74	642.252	287.222	1376.58	650.553	206.874	1374.44	641.409	91.8862	1367.57	631.703	42.4906	1368.84	661.007	65.3989	1410.48	713.492	750.302	1032.34	727.574	640.349	1032.86	664.208	746.135	1080.19	670.163	635.513	1077.77	689.079	273.235	1030.69	699.482	193.987	1038.42	651.97	272.825	1069.41	660.486	192.192	1076.24	649.45	93.0288	1081.99	638.05	43.12	1078.47	672.575	64.6806	1038.6	774.637	940.655	1392.41	729.961	550.889	1399.25	729.151	533.758	1269.99	721.377	491.343	1402.64	775.89	457.542	1356.27	700.773	115.76	1412.68	723.914	122.534	1324.98	857.377	66.3056	1331.51	819.304	49.226	1443.63	859.649	72.3742	1370.79	763.959	948.616	1048.65	724.124	557.933	1042.62	716.599	535.5	1174.6	717.623	487.004	1038.56	776.015	456.54	1092.23	708.754	108.698	1042.78	730.122	120.96	1128.51	864.62	63.8235	1122.57	831.721	49.6013	1012.39	878.811	65.2611	1077.68
0.013	853.182	1036.61	1340.58	853.171	1036.78	1105.22	687.128	1072.83	1274.88	683.691	1074.67	1177.19	783.895	1095.06	1385.76	762.657	1107.05	1065.54	741.97	758.062	1419.81	743.942	647.341	1413.27	682.36	760.377	1381.86	679.294	650.087	1376.78	677.009	291.212	1417.17	684.988	206.754	1412.73	642.256	287.228	1376.59	650.556	206.871	1374.44	641.407	91.8891	1367.56	631.698	42.4905	1368.85	661.011	65.4032	1410.49	713.506	750.3	1032.36	727.574	640.356	1032.88	664.221	746.14	1080.2	670.175	635.515	1077.79	689.078	273.244	1030.7	699.485	193.988	1038.42	651.96	272.843	1069.4	660.487	192.195	1076.24	649.452	93.0275	1081.98	638.038	43.1197	1078.47	672.58	64.6836	1038.61	774.676	940.649	1392.42	729.971	550.887	1399.26	729.175	533.764	1270	721.388	491.35	1402.65	775.909	457.539	1356.27	700.784	115.765	1412.68	723.92	122.536	1324.98	857.377	66.3117	1331.51	819.302	49.2341	1443.64	859.652	72.3764	1370.79	763.978	948.618	1048.65	724.133	557.939	1042.62	716.592	535.51	1174.63	717.635	487.019	1038.57	776.018	456.553	1092.23	708.768	108.691	1042.78	730.124	120.978	1128.52	864.617	63.82	1122.56	831.723	49.6034	1012.38	878.814	65.2626	1077.67
0.02	853.224	1036.61	1340.58	853.196	1036.78	1105.23	687.171	1072.84	1274.89	683.725	1074.67	1177.21	783.935	1095.05	1385.76	762.678	1107.04	1065.55	742	758.065	1419.82	743.961	647.348	1413.27	682.395	760.377	1381.87	679.317	650.093	1376.8	677.013	291.218	1417.17	684.988	206.761	1412.74	642.263	287.231	1376.59	650.552	206.883	1374.44	641.409	91.8986	1367.56	631.694	42.4999	1368.84	661.012	65.3954	1410.49	713.523	750.306	1032.36	727.589	640.362	1032.89	664.269	746.092	1080.21	670.193	635.521	1077.8	689.081	273.247	1030.71	699.483	193.991	1038.43	651.977	272.831	1069.41	660.496	192.2	1076.23	649.452	93.0322	1082.01	638.046	43.129	1078.47	672.575	64.6848	1038.6	774.713	940.652	1392.42	729.993	550.894	1399.26	729.17	533.765	1270	721.401	491.352	1402.64	775.915	457.541	1356.29	700.783	115.769	1412.69	723.91	122.542	1324.97	857.378	66.3122	1331.51	819.301	49.2361	1443.63	859.657	72.3755	1370.79	764.004	948.626	1048.66	724.131	557.945	1042.63	716.588	535.507	1174.64	717.63	487.023	1038.57	776.02	456.553	1092.23	708.766	108.696	1042.77	730.134	120.971	1128.5	864.628	63.8366	1122.56	831.714	49.6059	1012.37	878.808	65.2728	1077.68
0.027	853.262	1036.6	1340.58	853.231	1036.77	1105.23	687.202	1072.84	1274.91	683.754	1074.67	1177.23	783.974	1095.04	1385.77	762.696	1107.02	1065.55	742.042	758.058	1419.84	743.99	647.347	1413.28	682.43	760.38	1381.88	679.338	650.095	1376.82	677.019	291.229	1417.17	684.997	206.76	1412.74	642.271	287.237	1376.61	650.561	206.885	1374.45	641.411	91.9045	1367.57	631.693	42.4931	1368.85	661.014	65.4007	1410.49	713.537	750.3	1032.38	727.592	640.361	1032.9	664.283	746.085	1080.23	670.2	635.522	1077.81	689.088	273.248	1030.7	699.489	193.993	1038.43	651.98	272.84	1069.42	660.493	192.198	1076.24	649.453	93.0354	1081.99	638.048	43.1184	1078.47	672.582	64.6849	1038.61	774.752	940.653	1392.43	730.004	550.887	1399.26	729.17	533.765	1270.01	721.406	491.355	1402.65	775.933	457.544	1356.28	700.771	115.774	1412.69	723.917	122.541	1324.98	857.367	66.3039	1331.52	819.303	49.2313	1443.63	859.656	72.3757	1370.78	764.015	948.628	1048.68	724.137	557.954	1042.64	716.624	535.512	1174.63	717.635	487.017	1038.57	776.026	456.559	1092.24	708.767	108.702	1042.78	730.125	120.968	1128.51	864.626	63.8354	1122.57	831.716	49.5999	1012.37	878.81	65.2737	1077.67
0.033	853.302	1036.6	1340.58	853.251	1036.77	1105.24	687.238	1072.84	1274.93	683.786	1074.67	1177.25	784.017	1095.02	1385.78	762.723	1107.01	1065.59	742.071	758.062	1419.85	744.02	647.349	1413.3	682.465	760.391	1381.9	679.361	650.094	1376.82	677.035	291.218	1417.18	685.001	206.755	1412.74	642.279	287.241	1376.61	650.569	206.881	1374.45	641.415	91.9021	1367.57	631.701	42.5043	1368.85	661.02	65.4028	1410.49	713.552	750.298	1032.39	727.606	640.362	1032.91	664.308	746.09	1080.25	670.214	635.53	1077.83	689.092	273.245	1030.71	699.488	193.99	1038.44	651.982	272.846	1069.43	660.503	192.199	1076.26	649.457	93.0277	1082.01	638.048	43.1242	1078.47	672.582	64.6893	1038.61	774.791	940.646	1392.44	730.026	550.889	1399.27	729.176	533.778	1270.01	721.416	491.347	1402.66	775.952	457.546	1356.29	700.774	115.77	1412.68	723.925	122.536	1324.99	857.381	66.3055	1331.52	819.313	49.2299	1443.63	859.659	72.3773	1370.79	764.035	948.63	1048.69	724.144	557.95	1042.65	716.639	535.498	1174.65	717.643	487.017	1038.6	776.04	456.556	1092.24	708.764	108.699	1042.78	730.122	120.981	1128.51	864.63	63.8364	1122.57	831.714	49.602	1012.37	878.812	65.2725	1077.67
0.04	853.35	1036.6	1340.59	853.277	1036.77	1105.25	687.278	1072.85	1274.94	683.826	1074.67	1177.27	784.061	1095.03	1385.8	762.749	1107	1065.59	742.109	758.068	1419.86	744.045	647.345	1413.31	682.504	760.393	1381.93	679.388	650.108	1376.85	677.045	291.221	1417.18	685.01	206.763	1412.75	642.292	287.235	1376.62	650.567	206.894	1374.45	641.415	91.8952	1367.58	631.698	42.4994	1368.85	661.012	65.4095	1410.51	713.57	750.304	1032.4	727.623	640.367	1032.93	664.323	746.088	1080.27	670.227	635.52	1077.85	689.094	273.257	1030.72	699.492	194.005	1038.45	651.987	272.843	1069.44	660.501	192.205	1076.26	649.451	93.039	1082	638.048	43.124	1078.47	672.583	64.6944	1038.62	774.83	940.651	1392.45	730.04	550.892	1399.28	729.185	533.776	1270.02	721.442	491.349	1402.66	775.956	457.551	1356.3	700.793	115.763	1412.68	723.924	122.541	1324.99	857.375	66.3106	1331.51	819.306	49.2348	1443.64	859.654	72.3763	1370.78	764.054	948.631	1048.71	724.148	557.95	1042.65	716.645	535.501	1174.65	717.646	487.018	1038.6	776.048	456.574	1092.24	708.763	108.701	1042.78	730.126	120.972	1128.51	864.626	63.8433	1122.57	831.724	49.6127	1012.38	878.818	65.2704	1077.67
0.047	853.386	1036.6	1340.6	853.308	1036.76	1105.26	687.313	1072.85	1274.97	683.855	1074.69	1177.29	784.111	1095.03	1385.81	762.764	1106.99	1065.61	742.135	758.061	1419.88	744.081	647.348	1413.32	682.535	760.389	1381.94	679.411	650.11	1376.87	677.052	291.228	1417.19	685.013	206.768	1412.76	642.292	287.241	1376.63	650.578	206.893	1374.48	641.418	91.8991	1367.58	631.698	42.4976	1368.86	661.02	65.3971	1410.5	713.582	750.303	1032.42	727.634	640.374	1032.94	664.351	746.092	1080.28	670.247	635.527	1077.86	689.101	273.253	1030.72	699.496	193.999	1038.44	651.99	272.852	1069.46	660.503	192.207	1076.27	649.456	93.0395	1082.02	638.049	43.1285	1078.47	672.584	64.6925	1038.61	774.874	940.642	1392.47	730.064	550.891	1399.3	729.177	533.773	1270.03	721.452	491.346	1402.67	775.977	457.549	1356.31	700.777	115.784	1412.71	723.931	122.541	1325.01	857.381	66.3079	1331.52	819.313	49.2349	1443.63	859.666	72.3712	1370.79	764.1	948.62	1048.72	724.15	557.953	1042.66	716.652	535.493	1174.67	717.658	487.02	1038.61	776.056	456.555	1092.25	708.781	108.698	1042.78	730.129	120.969	1128.52	864.633	63.8396	1122.57	831.728	49.6078	1012.38	878.82	65.2669	1077.67
0.053	853.423	1036.58	1340.6	853.339	1036.75	1105.27	687.358	1072.86	1274.98	683.89	1074.68	1177.31	784.16	1095.02	1385.83	762.789	1106.98	1065.63	742.165	758.061	1419.89	744.109	647.35	1413.33	682.571	760.391	1381.97	679.436	650.112	1376.88	677.065	291.231	1417.2	685.019	206.769	1412.77	642.303	287.25	1376.63	650.581	206.899	1374.48	641.417	91.8998	1367.59	631.696	42.5038	1368.86	661.018	65.4028	1410.51	713.597	750.302	1032.43	727.643	640.372	1032.95	664.369	746.09	1080.3	670.259	635.529	1077.87	689.105	273.261	1030.73	699.497	194.005	1038.46	652.003	272.851	1069.46	660.508	192.204	1076.28	649.457	93.0435	1082.01	638.042	43.1326	1078.48	672.588	64.6894	1038.62	774.907	940.65	1392.49	730.099	550.896	1399.3	729.191	533.779	1270.03	721.468	491.343	1402.68	775.991	457.56	1356.32	700.789	115.76	1412.69	723.929	122.555	1325	857.38	66.3028	1331.52	819.313	49.2355	1443.64	859.667	72.3788	1370.78	764.117	948.621	1048.73	724.171	557.95	1042.66	716.667	535.503	1174.69	717.675	487.024	1038.63	776.057	456.567	1092.25	708.775	108.713	1042.78	730.133	120.974	1128.51	864.643	63.8389	1122.56	831.722	49.6071	1012.38	878.823	65.2695	1077.68
0.06	853.462	1036.59	1340.63	853.38	1036.75	1105.29	687.391	1072.86	1275.01	683.93	1074.68	1177.34	784.208	1095.01	1385.84	762.809	1106.96	1065.64	742.193	758.06	1419.91	744.133	647.35	1413.34	682.611	760.394	1381.99	679.456	650.117	1376.89	677.073	291.228	1417.21	685.039	206.761	1412.77	642.315	287.248	1376.64	650.591	206.905	1374.49	641.42	91.9051	1367.59	631.702	42.5029	1368.85	661.018	65.4035	1410.49	713.622	750.301	1032.45	727.656	640.378	1032.96	664.388	746.094	1080.32	670.28	635.539	1077.89	689.112	273.262	1030.74	699.506	194.005	1038.47	652.017	272.855	1069.49	660.513	192.216	1076.29	649.459	93.041	1082.02	638.053	43.1304	1078.48	672.583	64.6968	1038.62	774.949	940.65	1392.5	730.12	550.9	1399.3	729.21	533.78	1270.05	721.477	491.349	1402.68	776.007	457.559	1356.33	700.79	115.763	1412.7	723.935	122.546	1325	857.382	66.3064	1331.52	819.314	49.233	1443.64	859.671	72.37	1370.78	764.155	948.614	1048.75	724.181	557.955	1042.68	716.695	535.495	1174.69	717.699	487.032	1038.65	776.072	456.567	1092.26	708.782	108.716	1042.79	730.141	120.987	1128.52	864.641	63.8438	1122.57	831.728	49.6088	1012.4	878.822	65.2734	1077.67
