Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Thigh.Top.LateralX	R.Thigh.Top.LateralY	R.Thigh.Top.LateralZ	R.Thigh.Bottom.LateralX	R.Thigh.Bottom.LateralY	R.Thigh.Bottom.LateralZ	R.Thigh.Top.MedialX	R.Thigh.Top.MedialY	R.Thigh.Top.MedialZ	R.Thigh.Bottom.MedialX	R.Thigh.Bottom.MedialY	R.Thigh.Bottom.MedialZ	R.Shank.Top.LateralX	R.Shank.Top.LateralY	R.Shank.Top.LateralZ	R.Shank.Bottom.LateralX	R.Shank.Bottom.LateralY	R.Shank.Bottom.LateralZ	R.Shank.Top.MedialX	R.Shank.Top.MedialY	R.Shank.Top.MedialZ	R.Shank.Bottom.MedialX	R.Shank.Bottom.MedialY	R.Shank.Bottom.MedialZ	R.Heel.TopX	R.Heel.TopY	R.Heel.TopZ	R.Heel.BottomX	R.Heel.BottomY	R.Heel.BottomZ	R.Heel.LateralX	R.Heel.LateralY	R.Heel.LateralZ	L.Thigh.Top.LateralX	L.Thigh.Top.LateralY	L.Thigh.Top.LateralZ	L.Thigh.Bottom.LateralX	L.Thigh.Bottom.LateralY	L.Thigh.Bottom.LateralZ	L.Thigh.Top.MedialX	L.Thigh.Top.MedialY	L.Thigh.Top.MedialZ	L.Thigh.Bottom.MedialX	L.Thigh.Bottom.MedialY	L.Thigh.Bottom.MedialZ	L.Shank.Top.LateralX	L.Shank.Top.LateralY	L.Shank.Top.LateralZ	L.Shank.Bottom.LateralX	L.Shank.Bottom.LateralY	L.Shank.Bottom.LateralZ	L.Shank.Top.MedialX	L.Shank.Top.MedialY	L.Shank.Top.MedialZ	L.Shank.Bottom.MedialX	L.Shank.Bottom.MedialY	L.Shank.Bottom.MedialZ	L.Heel.TopX	L.Heel.TopY	L.Heel.TopZ	L.Heel.BottomX	L.Heel.BottomY	L.Heel.BottomZ	L.Heel.LateralX	L.Heel.LateralY	L.Heel.LateralZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.Knee.MedialX	R.Knee.MedialY	R.Knee.MedialZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.Ankle.MedialX	R.Ankle.MedialY	R.Ankle.MedialZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	R.MT2X	R.MT2Y	R.MT2Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.Knee.MedialX	L.Knee.MedialY	L.Knee.MedialZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.Ankle.MedialX	L.Ankle.MedialY	L.Ankle.MedialZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z	L.MT2X	L.MT2Y	L.MT2Z
0	875.859	1068.85	1353.5	877.752	1063.77	1114.65	705.066	1106.15	1286.45	702.904	1105.96	1185.88	805.195	1131.32	1394.8	794.684	1138.43	1071.88	800.153	757.956	1442.83	801.517	647.371	1441.2	737.567	757.32	1414.03	736.326	647.407	1410	724.656	258.219	1447.3	725.319	178.872	1429.31	679.27	264.157	1418.15	678.451	185.712	1400.24	647.959	87.9485	1370.74	639.354	41.9361	1371.22	671.275	62.3559	1416.61	780.359	776.268	1023.73	787.737	666.212	1029.29	724.785	774.222	1066.35	726.428	665.115	1068.95	741.363	264.447	1011.44	730.999	186.266	1029.3	694.088	277.178	1033.53	685.787	194.83	1051.91	649.352	88.6378	1082.28	640.008	41.1442	1081	675.762	62.7026	1035.89	805.017	961.692	1415.84	797.492	538.073	1433.39	801.575	526.175	1312.28	779.598	485.207	1442.12	840.54	458.567	1392.5	709.838	104.227	1418.6	735.264	122.053	1332.48	863.726	60.5665	1332.91	834.91	50.5111	1444.14	870.482	71.2462	1379.35	808.919	965.805	1051.91	803.949	545.405	1036.21	791.044	528.287	1158.02	841.404	458.328	1072.13	786.271	488.881	1026.37	708.132	106.801	1038.24	735.582	119.288	1122.66	864.813	57.982	1122.44	828.579	50.5031	1012.09	868.658	68.3546	1077.94
0.007	875.827	1068.86	1353.49	877.691	1063.78	1114.66	705.026	1106.14	1286.46	702.865	1105.94	1185.89	805.183	1131.32	1394.82	794.668	1138.46	1071.9	800.144	757.952	1442.84	801.514	647.371	1441.2	737.567	757.313	1414.05	736.323	647.399	1409.99	724.661	258.213	1447.3	725.316	178.872	1429.31	679.273	264.158	1418.16	678.457	185.707	1400.23	647.953	87.9358	1370.73	639.361	41.9288	1371.21	671.272	62.3558	1416.6	780.337	776.262	1023.72	787.708	666.214	1029.27	724.753	774.211	1066.34	726.413	665.105	1068.96	741.354	264.443	1011.43	730.991	186.256	1029.29	694.084	277.173	1033.52	685.787	194.823	1051.9	649.352	88.6315	1082.28	639.999	41.1382	1080.99	675.746	62.7034	1035.88	804.997	961.685	1415.85	797.509	538.067	1433.4	801.576	526.171	1312.29	779.608	485.202	1442.13	840.543	458.573	1392.5	709.832	104.226	1418.59	735.286	122.136	1332.55	863.717	60.5735	1332.91	834.894	50.5127	1444.15	870.487	71.2404	1379.35	808.892	965.806	1051.91	803.941	545.396	1036.23	791.027	528.274	1158.01	841.398	458.338	1072.15	786.251	488.876	1026.37	708.142	106.791	1038.23	735.574	119.284	1122.65	864.814	57.9913	1122.44	828.588	50.4749	1012.1	868.651	68.3563	1077.94
0.013	875.793	1068.87	1353.48	877.644	1063.79	1114.69	704.991	1106.14	1286.48	702.823	1105.94	1185.91	805.16	1131.34	1394.81	794.634	1138.47	1071.93	800.138	757.949	1442.82	801.52	647.372	1441.21	737.562	757.308	1414.05	736.33	647.39	1410	724.659	258.205	1447.3	725.311	178.862	1429.31	679.277	264.16	1418.15	678.451	185.703	1400.23	647.96	87.9372	1370.74	639.353	41.9318	1371.22	671.272	62.3567	1416.59	780.305	776.262	1023.72	787.707	666.206	1029.27	724.734	774.206	1066.35	726.387	665.106	1068.97	741.356	264.435	1011.44	730.998	186.258	1029.28	694.084	277.173	1033.52	685.785	194.819	1051.9	649.349	88.6414	1082.27	639.997	41.1444	1080.98	675.748	62.7059	1035.87	804.97	961.681	1415.85	797.51	538.065	1433.4	801.593	526.168	1312.29	779.614	485.196	1442.14	840.54	458.56	1392.49	709.833	104.228	1418.59	735.26	122.032	1332.49	863.721	60.5611	1332.91	834.904	50.5119	1444.14	870.481	71.2465	1379.36	808.845	965.811	1051.91	803.917	545.393	1036.23	791.024	528.28	1158.01	841.569	458.07	1071.99	786.233	488.886	1026.37	708.136	106.799	1038.24	735.574	119.282	1122.66	864.816	57.9834	1122.44	828.573	50.4927	1012.09	868.648	68.3585	1077.93
0.02	875.75	1068.87	1353.49	877.654	1063.81	1114.87	704.962	1106.12	1286.49	702.79	1105.92	1185.93	805.138	1131.33	1394.81	794.583	1138.48	1071.93	800.131	757.949	1442.83	801.525	647.358	1441.21	737.553	757.292	1414.05	736.332	647.374	1410	724.661	258.208	1447.3	725.32	178.859	1429.31	679.278	264.153	1418.15	678.445	185.704	1400.23	647.948	87.9457	1370.74	639.354	41.9238	1371.22	671.274	62.3481	1416.61	780.293	776.253	1023.72	787.672	666.202	1029.28	724.708	774.194	1066.34	726.372	665.1	1068.98	741.358	264.432	1011.43	730.994	186.253	1029.29	694.085	277.168	1033.52	685.775	194.816	1051.9	649.346	88.6348	1082.28	640.002	41.1436	1080.98	675.744	62.705	1035.86	804.936	961.683	1415.86	797.52	538.057	1433.39	801.587	526.165	1312.3	779.623	485.189	1442.13	840.549	458.565	1392.5	709.831	104.219	1418.58	735.259	122.049	1332.5	863.719	60.5638	1332.9	834.897	50.5094	1444.14	870.478	71.2442	1379.35	808.832	965.814	1051.91	803.913	545.385	1036.24	791.023	528.265	1158.01	841.575	458.089	1072.01	786.226	488.882	1026.38	708.138	106.798	1038.23	735.583	119.27	1122.65	864.805	57.9917	1122.43	828.589	50.4844	1012.09	868.649	68.353	1077.94
0.027	875.722	1068.89	1353.49	877.553	1063.79	1114.71	704.918	1106.12	1286.51	702.746	1105.91	1185.94	805.104	1131.35	1394.82	794.54	1138.48	1071.95	800.123	757.944	1442.83	801.525	647.358	1441.2	737.543	757.291	1414.05	736.328	647.373	1410	724.671	258.199	1447.3	725.319	178.86	1429.31	679.274	264.148	1418.16	678.454	185.697	1400.24	647.948	87.945	1370.76	639.352	41.9305	1371.22	671.264	62.3425	1416.61	780.261	776.258	1023.72	787.642	666.209	1029.28	724.684	774.193	1066.34	726.348	665.094	1068.98	741.344	264.435	1011.44	730.985	186.248	1029.29	694.08	277.164	1033.53	685.777	194.807	1051.89	649.342	88.6278	1082.28	639.996	41.1344	1080.99	675.736	62.7092	1035.87	804.924	961.678	1415.86	797.521	538.051	1433.4	801.573	526.163	1312.3	779.626	485.183	1442.13	840.555	458.56	1392.51	709.826	104.218	1418.59	735.252	122.047	1332.49	863.724	60.5643	1332.91	834.892	50.512	1444.14	870.486	71.2437	1379.35	808.788	965.805	1051.92	803.89	545.399	1036.25	790.998	528.253	1158.02	841.564	458.077	1072.02	786.209	488.878	1026.39	708.143	106.802	1038.23	735.575	119.277	1122.65	864.808	57.9952	1122.44	828.568	50.4986	1012.09	868.649	68.3542	1077.93
0.033	875.682	1068.9	1353.51	877.52	1063.79	1114.72	704.895	1106.1	1286.53	702.706	1105.91	1185.96	805.069	1131.35	1394.82	794.462	1138.48	1071.94	800.107	757.931	1442.83	801.518	647.352	1441.21	737.533	757.278	1414.05	736.329	647.356	1410	724.672	258.193	1447.3	725.322	178.859	1429.31	679.281	264.144	1418.16	678.454	185.699	1400.24	647.954	87.9384	1370.74	639.355	41.9219	1371.21	671.264	62.348	1416.61	780.232	776.25	1023.72	787.617	666.208	1029.28	724.656	774.185	1066.34	726.334	665.092	1068.98	741.348	264.425	1011.43	730.995	186.24	1029.28	694.081	277.163	1033.53	685.775	194.805	1051.89	649.355	88.6216	1082.27	640	41.1361	1080.98	675.741	62.7089	1035.87	804.902	961.666	1415.88	797.532	538.046	1433.39	801.571	526.167	1312.3	779.637	485.174	1442.13	840.551	458.555	1392.51	709.824	104.21	1418.59	735.254	122.05	1332.5	863.725	60.5613	1332.9	834.9	50.5053	1444.14	870.48	71.2435	1379.35	808.757	965.805	1051.91	803.874	545.396	1036.25	790.994	528.246	1158.01	841.557	458.082	1072	786.212	488.874	1026.39	708.119	106.804	1038.23	735.573	119.277	1122.65	864.81	57.9959	1122.44	828.589	50.4902	1012.09	868.642	68.3587	1077.93
0.04	875.655	1068.9	1353.51	877.454	1063.8	1114.71	704.861	1106.09	1286.56	702.661	1105.9	1185.96	805.043	1131.36	1394.81	794.394	1138.46	1071.96	800.096	757.925	1442.84	801.505	647.357	1441.21	737.519	757.276	1414.05	736.318	647.338	1410	724.675	258.197	1447.31	725.327	178.856	1429.31	679.284	264.143	1418.17	678.459	185.696	1400.25	647.947	87.9453	1370.74	639.345	41.9327	1371.22	671.275	62.3447	1416.6	780.211	776.252	1023.73	787.604	666.236	1029.28	724.643	774.177	1066.35	726.315	665.088	1068.98	741.34	264.43	1011.43	730.994	186.239	1029.28	694.074	277.162	1033.52	685.77	194.794	1051.89	649.345	88.6251	1082.26	639.994	41.1479	1080.97	675.736	62.6976	1035.87	804.882	961.658	1415.88	797.536	538.044	1433.4	801.557	526.152	1312.3	779.646	485.174	1442.14	840.56	458.556	1392.5	709.821	104.227	1418.6	735.247	122.051	1332.48	863.727	60.5678	1332.89	834.899	50.5122	1444.14	870.478	71.2397	1379.35	808.728	965.814	1051.91	803.875	545.385	1036.25	790.978	528.242	1158.01	841.532	458.084	1072	786.195	488.871	1026.38	708.143	106.792	1038.24	735.568	119.276	1122.65	864.8	57.9961	1122.43	828.57	50.502	1012.08	868.642	68.3542	1077.93
0.047	875.629	1068.89	1353.51	877.415	1063.81	1114.72	704.825	1106.09	1286.58	702.624	1105.89	1185.98	805.016	1131.35	1394.81	794.301	1138.45	1071.97	800.064	757.93	1442.84	801.501	647.348	1441.22	737.499	757.272	1414.05	736.311	647.343	1409.99	724.684	258.198	1447.31	725.335	178.853	1429.31	679.288	264.14	1418.18	678.464	185.693	1400.25	647.951	87.9458	1370.75	639.351	41.9325	1371.22	671.262	62.3505	1416.61	780.188	776.257	1023.73	787.592	666.229	1029.27	724.616	774.17	1066.35	726.306	665.078	1068.98	741.344	264.42	1011.42	730.992	186.24	1029.28	694.073	277.161	1033.52	685.777	194.792	1051.89	649.346	88.6302	1082.26	639.999	41.143	1080.97	675.739	62.7074	1035.87	804.858	961.662	1415.9	797.543	538.031	1433.41	801.58	526.136	1312.31	779.646	485.167	1442.14	840.559	458.556	1392.51	709.821	104.223	1418.59	735.257	122.05	1332.48	863.713	60.5665	1332.9	834.904	50.5113	1444.14	870.481	71.2406	1379.35	808.69	965.819	1051.91	803.865	545.383	1036.25	790.985	528.228	1157.99	841.533	458.088	1072	786.207	488.874	1026.38	708.116	106.797	1038.22	735.566	119.274	1122.65	864.812	57.9895	1122.43	828.558	50.4993	1012.08	868.642	68.3552	1077.93
0.053	875.589	1068.9	1353.51	877.379	1063.8	1114.73	704.792	1106.08	1286.59	702.577	1105.89	1185.99	804.985	1131.36	1394.81	794.222	1138.44	1071.97	800.042	757.93	1442.85	801.491	647.339	1441.23	737.482	757.262	1414.04	736.3	647.335	1410	724.692	258.186	1447.31	725.332	178.847	1429.32	679.293	264.14	1418.19	678.464	185.694	1400.25	647.952	87.9424	1370.75	639.357	41.9288	1371.21	671.262	62.3524	1416.61	780.156	776.257	1023.74	787.559	666.204	1029.27	724.592	774.158	1066.36	726.29	665.073	1068.99	741.334	264.42	1011.42	730.983	186.238	1029.28	694.063	277.158	1033.52	685.769	194.788	1051.87	649.349	88.6336	1082.26	640	41.1274	1080.98	675.747	62.6951	1035.86	804.832	961.656	1415.9	797.546	538.036	1433.41	801.597	526.138	1312.32	779.654	485.168	1442.14	840.561	458.555	1392.5	709.821	104.221	1418.6	735.245	122.043	1332.48	863.722	60.5646	1332.9	834.897	50.5081	1444.14	870.493	71.2396	1379.34	808.643	965.819	1051.92	803.856	545.38	1036.25	790.99	528.244	1157.98	841.539	458.087	1071.98	786.183	488.874	1026.37	708.118	106.797	1038.22	735.57	119.272	1122.65	864.809	57.9844	1122.43	828.564	50.4929	1012.08	868.633	68.348	1077.92
0.06	875.575	1068.9	1353.5	877.333	1063.81	1114.74	704.766	1106.07	1286.6	702.538	1105.88	1186	804.962	1131.37	1394.81	794.154	1138.44	1071.98	800.026	757.928	1442.87	801.475	647.342	1441.23	737.477	757.261	1414.04	736.288	647.334	1410.01	724.703	258.188	1447.31	725.347	178.845	1429.32	679.294	264.138	1418.2	678.466	185.685	1400.26	647.948	87.9457	1370.75	639.351	41.937	1371.22	671.271	62.3495	1416.61	780.137	776.251	1023.75	787.559	666.224	1029.27	724.581	774.146	1066.37	726.279	665.069	1069.01	741.344	264.415	1011.42	730.984	186.234	1029.28	694.068	277.151	1033.5	685.766	194.792	1051.85	649.34	88.638	1082.26	639.993	41.1476	1080.97	675.741	62.698	1035.86	804.804	961.649	1415.9	797.54	538.035	1433.42	801.601	526.13	1312.33	779.655	485.171	1442.16	840.563	458.557	1392.51	709.837	104.225	1418.6	735.271	122.141	1332.55	863.724	60.569	1332.9	834.901	50.5162	1444.14	870.483	71.2474	1379.34	808.61	965.825	1051.92	803.843	545.382	1036.23	790.983	528.241	1157.98	841.523	458.08	1071.97	786.176	488.867	1026.36	708.107	106.802	1038.21	735.586	119.281	1122.64	864.806	57.9937	1122.42	828.557	50.4964	1012.07	868.635	68.3584	1077.92
