Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Thigh.Top.LateralX	R.Thigh.Top.LateralY	R.Thigh.Top.LateralZ	R.Thigh.Bottom.LateralX	R.Thigh.Bottom.LateralY	R.Thigh.Bottom.LateralZ	R.Thigh.Top.MedialX	R.Thigh.Top.MedialY	R.Thigh.Top.MedialZ	R.Thigh.Bottom.MedialX	R.Thigh.Bottom.MedialY	R.Thigh.Bottom.MedialZ	R.Shank.Top.LateralX	R.Shank.Top.LateralY	R.Shank.Top.LateralZ	R.Shank.Bottom.LateralX	R.Shank.Bottom.LateralY	R.Shank.Bottom.LateralZ	R.Shank.Top.MedialX	R.Shank.Top.MedialY	R.Shank.Top.MedialZ	R.Shank.Bottom.MedialX	R.Shank.Bottom.MedialY	R.Shank.Bottom.MedialZ	R.Heel.TopX	R.Heel.TopY	R.Heel.TopZ	R.Heel.BottomX	R.Heel.BottomY	R.Heel.BottomZ	R.Heel.LateralX	R.Heel.LateralY	R.Heel.LateralZ	L.Thigh.Top.LateralX	L.Thigh.Top.LateralY	L.Thigh.Top.LateralZ	L.Thigh.Bottom.LateralX	L.Thigh.Bottom.LateralY	L.Thigh.Bottom.LateralZ	L.Thigh.Top.MedialX	L.Thigh.Top.MedialY	L.Thigh.Top.MedialZ	L.Thigh.Bottom.MedialX	L.Thigh.Bottom.MedialY	L.Thigh.Bottom.MedialZ	L.Shank.Top.LateralX	L.Shank.Top.LateralY	L.Shank.Top.LateralZ	L.Shank.Bottom.LateralX	L.Shank.Bottom.LateralY	L.Shank.Bottom.LateralZ	L.Shank.Top.MedialX	L.Shank.Top.MedialY	L.Shank.Top.MedialZ	L.Shank.Bottom.MedialX	L.Shank.Bottom.MedialY	L.Shank.Bottom.MedialZ	L.Heel.TopX	L.Heel.TopY	L.Heel.TopZ	L.Heel.BottomX	L.Heel.BottomY	L.Heel.BottomZ	L.Heel.LateralX	L.Heel.LateralY	L.Heel.LateralZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z
0	2211.62	1060.58	1182.43	2240.65	1011.15	942.245	2048.26	1068.34	1068.03	2055.32	1048.85	974.149	2138.34	1107.91	1203.62	2195.32	1081.65	892.592	2211.19	762.356	1239.77	2265.45	667.253	1227.67	2159.22	740.068	1200.02	2210.25	643.385	1186.44	2186.53	261.778	1158.95	2170.42	182.421	1130.46	2162.49	278.865	1114.65	2148.36	203.113	1088.94	2092.94	84.2366	1047.85	2081.05	33.2478	1047.26	2097.55	54.488	1089.59	2147.98	737.755	865.409	2164.91	628.922	874.356	2092.06	734.508	904.959	2103.15	624.58	912.213	1895.54	587.927	919.422	1817.76	598.743	936.824	1910.15	625.684	955.108	1831.89	637.962	973.777	1727.93	686.475	1020.43	1683.14	710.553	1025.5	1696.77	690.421	978.749	NaN	NaN	NaN	2262.19	35.5328	1161.91	1631.29	476.544	1020.71	1631.98	539.489	916.545
0.007	2209.61	1060.68	1182.19	2237.76	1009.43	943.271	2046.05	1068.67	1067.67	2052.28	1048.94	973.66	2135.72	1109.52	1202.76	2190.54	1082.36	892.098	2202.63	760.962	1240.58	2254.03	664.186	1228.82	2150.06	740.117	1200.87	2198.05	641.296	1187.83	2162.85	259.088	1160.14	2144	180.394	1131.3	2138.27	277.11	1116.79	2121.69	202.306	1090.4	2062.56	84.5875	1047.96	2050.56	33.5601	1047.24	2067.1	54.8702	1089.83	2157.03	735.526	866.097	2179.6	627.775	875.545	2100.59	729.289	904.396	2117.37	620.117	912.32	1915.81	582.14	918.527	1837.77	592.383	934.974	1929.75	620.306	953.924	1851.14	632.094	971.509	1743.96	680.271	1015.66	1698.49	703.012	1018.04	1713.68	682.304	973.204	NaN	NaN	NaN	2231.53	35.3387	1162.45	1653.69	467.648	1019.86	1655.09	527.706	913.84
0.013	2207.72	1060.25	1181.88	2233.67	1009.42	941.808	2043.78	1069.87	1068.83	2049.94	1049.58	974.628	2133.57	1110.56	1202.3	2185.25	1085.81	891.561	2194.17	760.247	1241.52	2242.52	661.612	1230.01	2140.53	740.571	1202.76	2185.25	639.893	1190.45	2138.55	256.85	1160.96	2117.24	179.538	1131.8	2113.41	276.428	1118.31	2094.46	202.394	1091.76	2032.11	85.3152	1048	2019.86	34.1869	1047.31	2036.5	55.4516	1089.86	2165.76	735.008	867.328	2194.01	628.599	877.146	2109	725.587	904.424	2131.78	617.531	912.788	1936.07	576.397	917.806	1857.6	585.397	932.847	1948.84	614.989	953.107	1869.76	625.676	969.393	1759.07	672.568	1010.39	1712.69	693.552	1010.63	1729.51	672.234	967.187	NaN	NaN	NaN	2200.67	35.1137	1162.72	1676.74	456.865	1019.52	1678.27	513.617	911.653
0.02	2206.04	1059.92	1181.55	2229.33	1010.67	939.765	2042.01	1071.54	1070.48	2045.51	1052.38	975.639	2132.13	1111.3	1202.21	2178.98	1088.97	890.344	2185.39	759.908	1242.43	2230.71	659.574	1230.92	2130.63	741.355	1205.04	2171.65	638.95	1193.38	2113.35	257.069	1161.43	2089.85	180.496	1132.24	2088.68	277.525	1118.88	2067.59	204.075	1092.11	2001.61	85.9615	1048.14	1989.18	35.0209	1047.47	2005.89	56.2719	1089.82	2173.82	736.235	868.942	2208.06	631.379	878.866	2117.45	723.602	904.936	2145.93	616.758	913.613	1956.52	570.816	919.164	1877.06	578.112	930.817	1967.11	609.842	952.801	1887.53	618.769	967.463	1773.11	663.185	1004.82	1725.72	682.112	1003.48	1744.37	660.425	961.176	NaN	NaN	NaN	2169.81	35.0473	1162.78	1700.47	444.507	1019.84	1701.48	497.659	909.916
0.027	2204.45	1059.66	1181.28	2225.79	1013.33	938.141	2039.44	1073.74	1072.39	2042.66	1055	977.783	2131.94	1112.31	1201.85	2172.07	1091.52	889.562	2176.1	759.656	1243.12	2217.88	657.896	1231.2	2119.99	742.66	1206.76	2156.33	639.237	1196.23	2087.71	257.704	1161.82	2062.16	181.763	1132.62	2063.83	278.773	1119.18	2040.77	205.817	1092.42	1971.33	87.0589	1048.44	1958.67	36.0192	1047.64	1975.45	57.2053	1090.13	2181.95	738.946	870.743	2221.7	635.97	880.62	2125.91	722.961	906.07	2160.08	617.796	914.537	1976	565.748	918.722	1896.09	570.606	928.843	1984.65	604.942	952.733	1904.61	611.309	965.706	1786.16	651.928	999.114	1737.99	668.623	996.713	1757.97	646.157	955.327	NaN	NaN	NaN	2139.21	34.9241	1162.88	1724.81	430.701	1020.56	1724.68	480.042	908.852
0.033	2203.48	1059.67	1181.38	2222.88	1016.89	936.764	2037.65	1076.44	1074.34	2040.7	1057.6	980.488	2131.82	1114.24	1202.31	2166.45	1093.54	889.24	2166.16	759.719	1243.16	2204.24	656.294	1231.11	2109.23	744.463	1207.77	2141.17	639.746	1197.69	2062.16	258.375	1161.72	2034.64	183.199	1133.01	2038.35	280.053	1119.35	2013.7	207.751	1092.92	1941.31	88.2923	1048.95	1928.3	37.4059	1048.09	1945.18	58.5256	1090.73	2190.42	742.901	872.991	2235.04	642.239	882.379	2134.48	723.684	907.233	2174.17	620.614	915.772	1994.72	560.541	917.817	1914.61	562.553	926.944	2001.16	600.332	952.867	1920.58	603.442	964.174	1798.55	639.134	993.409	1749.6	652.917	990.214	1771.18	629.735	949.746	NaN	NaN	NaN	2108.57	34.9579	1163.64	1749.89	415.329	1021.46	1748.05	460.995	908.281
0.04	2201.52	1059.61	1181.03	2220.08	1020.81	935.792	2036.16	1079.37	1076.2	2038.42	1060.8	982.823	2132.2	1116.58	1202.71	2161.16	1095.96	888.712	2156.93	759.23	1242.71	2190.13	654.992	1230.6	2098.13	746.762	1208.03	2126.09	640.738	1198	2035.63	259.797	1161.63	2006.92	185.221	1133.07	2012.66	281.893	1118.92	1986.5	209.954	1092.7	1911.58	89.9191	1049.82	1898.08	39.1844	1048.92	1915.21	59.9839	1091.47	2198.15	748.107	874.714	2248.09	650.071	884.219	2143.11	725.839	908.733	2188.38	624.996	917.31	2012.44	555.753	916.904	1932.44	553.827	925.131	2016.53	595.742	952.817	1935.77	594.753	962.642	1810.14	624.298	988.274	1760.76	634.92	984.416	1783.82	611.764	944.56	NaN	NaN	NaN	2078.18	34.9371	1163.85	1775.55	399.02	1022.81	1771.64	440.703	908.072
0.047	2201.24	1060.96	1180.76	2217.71	1024.83	935.259	2035.06	1082.42	1077.92	2036.4	1064.23	984.912	2132.65	1118.97	1202.7	2156.87	1098.53	888.765	2146.34	759.348	1242.13	2175.57	653.904	1229.59	2086.89	749.351	1207.59	2110.88	642.198	1197.28	2009.12	261.728	1160.99	1979.04	187.573	1132.73	1986.83	283.906	1118.06	1959.35	212.405	1092.13	1882.09	92.3823	1050.31	1868.04	41.831	1049.32	1885.48	62.33	1091.91	2205.76	754.389	876.349	2260.65	659.085	885.754	2151.6	729.116	910.039	2202.55	631.005	919.193	2029.18	551.523	916.058	1949.5	544.227	923.713	2030.49	591.08	952.449	1949.9	585.291	961.272	1821.82	607.015	983.513	1771.75	614.515	979.652	1796.15	591.899	939.986	NaN	NaN	NaN	2047.88	35.2176	1163.86	1802.18	381.29	1024.01	1795.89	419.426	908.134
0.053	2200.28	1061.16	1181.44	2215.38	1028.93	935.127	2034.27	1085.64	1079.56	2034.35	1068.3	986.508	2134.55	1121.68	1203.06	2153.24	1101.33	888.994	2135.86	759.367	1240.76	2160.28	653.31	1228.41	2075.61	752.131	1206.53	2095.23	644.316	1195.73	1982.59	263.816	1160.27	1951.42	190.031	1132.15	1960.57	286.311	1117.34	1931.82	215.272	1091.71	1852.93	95.6901	1050.71	1838.16	45.3013	1049.42	1855.93	65.3879	1092.14	2212.88	761.528	877.706	2272.91	669.286	887.262	2160.1	733.51	911.3	2215.65	638.409	920.924	2045.19	546.193	915.981	1965.92	533.758	922.729	2043.54	585.986	951.916	1963.3	575.039	959.763	1833.31	587.999	979.47	1782.31	590.879	976.322	1809.19	570.426	936.707	NaN	NaN	NaN	2017.55	35.5291	1163.45	1829.83	362.542	1025.14	1821.16	397.472	908.373
0.06	2199.82	1061.83	1181.65	2213.67	1033.24	935.232	2033.74	1089.03	1081.18	2033.15	1072.07	987.885	2135.83	1123.81	1203.57	2150.98	1104.69	889.481	2124.44	760.477	1239.57	2144.56	653.42	1226.35	2064.1	755.876	1205.03	2079.26	647.445	1193.7	1956.79	266.495	1159.76	1923.87	193.173	1131.78	1934.18	289.461	1117.19	1904.49	218.696	1091.57	1824.05	99.9287	1051.14	1808.32	49.9318	1049.68	1826.56	69.3939	1092.62	2219.81	769.643	878.85	2284.05	680.601	888.505	2168.48	739.008	912.374	2229.63	647.369	923.41	2060.6	540.185	916.128	1982.22	522.031	922.277	2055.51	580.277	951.489	1976.36	563.509	958.881	1845.25	567.388	976.688	1794.01	566.609	973.724	1822.83	546.582	934.127	NaN	NaN	NaN	1987.22	35.9235	1162.91	1859.12	342.936	1025.87	1847.89	375.3	908.625
