Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Thigh.Top.LateralX	R.Thigh.Top.LateralY	R.Thigh.Top.LateralZ	R.Thigh.Bottom.LateralX	R.Thigh.Bottom.LateralY	R.Thigh.Bottom.LateralZ	R.Thigh.Top.MedialX	R.Thigh.Top.MedialY	R.Thigh.Top.MedialZ	R.Thigh.Bottom.MedialX	R.Thigh.Bottom.MedialY	R.Thigh.Bottom.MedialZ	R.Shank.Top.LateralX	R.Shank.Top.LateralY	R.Shank.Top.LateralZ	R.Shank.Bottom.LateralX	R.Shank.Bottom.LateralY	R.Shank.Bottom.LateralZ	R.Shank.Top.MedialX	R.Shank.Top.MedialY	R.Shank.Top.MedialZ	R.Shank.Bottom.MedialX	R.Shank.Bottom.MedialY	R.Shank.Bottom.MedialZ	R.Heel.TopX	R.Heel.TopY	R.Heel.TopZ	R.Heel.BottomX	R.Heel.BottomY	R.Heel.BottomZ	R.Heel.LateralX	R.Heel.LateralY	R.Heel.LateralZ	L.Thigh.Top.LateralX	L.Thigh.Top.LateralY	L.Thigh.Top.LateralZ	L.Thigh.Bottom.LateralX	L.Thigh.Bottom.LateralY	L.Thigh.Bottom.LateralZ	L.Thigh.Top.MedialX	L.Thigh.Top.MedialY	L.Thigh.Top.MedialZ	L.Thigh.Bottom.MedialX	L.Thigh.Bottom.MedialY	L.Thigh.Bottom.MedialZ	L.Shank.Top.LateralX	L.Shank.Top.LateralY	L.Shank.Top.LateralZ	L.Shank.Bottom.LateralX	L.Shank.Bottom.LateralY	L.Shank.Bottom.LateralZ	L.Shank.Top.MedialX	L.Shank.Top.MedialY	L.Shank.Top.MedialZ	L.Shank.Bottom.MedialX	L.Shank.Bottom.MedialY	L.Shank.Bottom.MedialZ	L.Heel.TopX	L.Heel.TopY	L.Heel.TopZ	L.Heel.BottomX	L.Heel.BottomY	L.Heel.BottomZ	L.Heel.LateralX	L.Heel.LateralY	L.Heel.LateralZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.Knee.MedialX	R.Knee.MedialY	R.Knee.MedialZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.Ankle.MedialX	R.Ankle.MedialY	R.Ankle.MedialZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	R.MT2X	R.MT2Y	R.MT2Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.Knee.MedialX	L.Knee.MedialY	L.Knee.MedialZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.Ankle.MedialX	L.Ankle.MedialY	L.Ankle.MedialZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z	L.MT2X	L.MT2Y	L.MT2Z
0	830.941	1075.37	1323.11	811.613	1081.72	1094.97	643.327	1121.06	1269.63	636.162	1121.76	1177.79	750.107	1158.21	1368.32	731.452	1158.61	1061.8	715.564	834.783	1390.68	728.107	725.519	1387.83	657.689	831.388	1351.37	665.38	721.715	1349.13	693.473	290.026	1410.22	701.005	208.814	1408.97	647.683	286.037	1382.03	653.003	205.667	1381.13	641.41	87.6263	1370.41	632.972	40.9945	1370.25	660.635	61.6596	1411.38	708.618	814.835	1035.35	713.514	704.464	1040.74	646.877	813.423	1074.13	653.065	703.372	1072.5	683.089	290.964	1028.32	692.475	210.514	1033.45	637.986	288.619	1056.79	648.703	204.779	1060.26	642.743	82.2599	1082.32	636.93	39.8305	1081.44	661.143	58.2043	1040.42	751.812	989.562	1381.23	715.721	576.823	1369	731.138	550.827	1242.65	714.323	511.337	1376.08	775.645	486.742	1330.63	692.212	114.781	1412.88	716.617	117.707	1326.83	843.012	59.7075	1326.59	808.247	50.0917	1441.3	851.114	72.9778	1375.51	725.46	988.731	1048.83	695.632	571.156	1061.24	700.433	556.075	1190.03	695.439	511.398	1055.1	752.916	476.695	1102.84	699.761	107.584	1032.78	714.622	118.2	1120.97	843.822	61.1704	1125.7	817.365	48.6673	1013.21	853.047	70.8663	1079.6
0.007	830.991	1075.37	1323.11	811.658	1081.72	1094.97	643.384	1121.07	1269.65	636.221	1121.77	1177.81	750.16	1158.2	1368.32	731.5	1158.61	1061.8	715.625	834.786	1390.68	728.184	725.513	1387.83	657.767	831.386	1351.37	665.443	721.711	1349.14	693.509	290.022	1410.22	701.034	208.815	1408.97	647.717	286.053	1382.04	653.02	205.675	1381.13	641.421	87.6289	1370.4	632.975	40.9856	1370.25	660.634	61.6653	1411.38	708.643	814.84	1035.37	713.543	704.466	1040.75	646.915	813.433	1074.13	653.088	703.382	1072.51	683.102	290.971	1028.32	692.474	210.522	1033.45	637.989	288.625	1056.79	648.699	204.784	1060.26	642.749	82.2585	1082.33	636.926	39.8392	1081.44	661.162	58.2052	1040.42	751.871	989.552	1381.23	715.808	576.716	1368.72	731.194	550.825	1242.65	714.37	511.331	1376.08	775.697	486.733	1330.64	692.217	114.783	1412.88	716.621	117.699	1326.82	843.019	59.7002	1326.58	808.244	50.0844	1441.31	851.119	72.9808	1375.51	725.511	988.738	1048.82	695.657	571.159	1061.24	700.447	556.065	1190.03	695.462	511.398	1055.1	752.927	476.698	1102.84	699.757	107.591	1032.77	714.625	118.208	1120.96	843.812	61.1747	1125.7	817.367	48.668	1013.21	853.054	70.8675	1079.59
0.013	831.046	1075.37	1323.12	811.707	1081.72	1094.98	643.438	1121.07	1269.65	636.265	1121.77	1177.81	750.213	1158.19	1368.33	731.543	1158.61	1061.81	715.699	834.788	1390.69	728.255	725.524	1387.84	657.855	831.389	1351.39	665.504	721.721	1349.16	693.552	290.024	1410.23	701.047	208.816	1408.97	647.754	286.063	1382.05	653.037	205.695	1381.13	641.413	87.6383	1370.4	632.974	41.0005	1370.25	660.64	61.6675	1411.38	708.677	814.845	1035.37	713.56	704.457	1040.76	646.944	813.427	1074.14	653.108	703.381	1072.52	683.092	290.974	1028.32	692.472	210.525	1033.45	637.994	288.632	1056.8	648.703	204.792	1060.27	642.742	82.2622	1082.33	636.935	39.8401	1081.43	661.156	58.2165	1040.41	751.929	989.556	1381.24	715.877	576.726	1368.73	731.241	550.822	1242.67	714.437	511.333	1376.09	775.748	486.72	1330.63	692.229	114.783	1412.88	716.62	117.706	1326.82	843.026	59.702	1326.59	808.249	50.0944	1441.31	851.124	72.981	1375.52	725.544	988.745	1048.84	695.672	571.154	1061.25	700.473	556.073	1190.04	695.458	511.409	1055.11	752.937	476.699	1102.84	699.763	107.595	1032.76	714.631	118.208	1120.97	843.812	61.1688	1125.7	817.372	48.6625	1013.21	853.048	70.8612	1079.6
0.02	831.103	1075.37	1323.12	811.746	1081.71	1094.98	643.476	1121.07	1269.66	636.323	1121.77	1177.82	750.257	1158.19	1368.34	731.597	1158.59	1061.82	715.772	834.786	1390.7	728.331	725.522	1387.86	657.922	831.396	1351.41	665.567	721.724	1349.17	693.584	290.035	1410.24	701.08	208.822	1408.97	647.787	286.072	1382.06	653.058	205.7	1381.14	641.43	87.6384	1370.4	632.981	41.0083	1370.25	660.637	61.669	1411.38	708.703	814.835	1035.38	713.584	704.47	1040.76	646.974	813.445	1074.16	653.136	703.386	1072.53	683.086	290.978	1028.33	692.472	210.528	1033.45	637.991	288.632	1056.82	648.704	204.797	1060.28	642.741	82.273	1082.32	636.933	39.8373	1081.43	661.156	58.2135	1040.43	751.976	989.558	1381.24	715.924	576.83	1369.02	731.294	550.823	1242.67	714.506	511.325	1376.1	775.807	486.707	1330.64	692.235	114.783	1412.87	716.633	117.71	1326.82	843.032	59.706	1326.59	808.246	50.0876	1441.32	851.124	72.9759	1375.52	725.576	988.738	1048.84	695.689	571.161	1061.27	700.509	556.079	1190.06	695.467	511.405	1055.11	752.948	476.699	1102.84	699.757	107.587	1032.77	714.639	118.211	1120.97	843.82	61.1693	1125.69	817.375	48.6583	1013.21	853.054	70.8567	1079.6
0.027	831.158	1075.35	1323.13	811.791	1081.7	1094.98	643.527	1121.07	1269.66	636.372	1121.76	1177.84	750.278	1158.17	1368.25	731.617	1158.58	1061.82	715.839	834.789	1390.7	728.397	725.525	1387.86	658.004	831.386	1351.42	665.621	721.723	1349.18	693.614	290.027	1410.25	701.098	208.814	1408.98	647.828	286.08	1382.07	653.079	205.7	1381.15	641.418	87.6407	1370.4	632.981	41.0092	1370.25	660.642	61.6652	1411.38	708.735	814.842	1035.4	713.598	704.465	1040.78	647.002	813.443	1074.18	653.15	703.398	1072.54	683.089	290.973	1028.34	692.453	210.53	1033.45	637.986	288.64	1056.83	648.699	204.795	1060.27	642.747	82.2618	1082.33	636.933	39.8359	1081.43	661.161	58.2111	1040.41	752.038	989.552	1381.24	716.021	576.726	1368.75	731.355	550.825	1242.69	714.561	511.332	1376.1	775.866	486.708	1330.65	692.237	114.784	1412.88	716.636	117.711	1326.82	843.032	59.6989	1326.59	808.253	50.0906	1441.3	851.125	72.9679	1375.51	725.632	988.734	1048.85	695.682	571.164	1061.26	700.516	556.07	1190.07	695.466	511.406	1055.13	752.95	476.698	1102.84	699.751	107.584	1032.77	714.626	118.208	1120.96	843.822	61.1653	1125.7	817.374	48.6581	1013.21	853.058	70.862	1079.6
0.033	831.221	1075.36	1323.12	811.836	1081.7	1094.98	643.584	1121.07	1269.66	636.419	1121.76	1177.85	750.347	1158.17	1368.34	731.656	1158.56	1061.83	715.906	834.792	1390.7	728.467	725.531	1387.87	658.082	831.383	1351.43	665.687	721.722	1349.2	693.645	290.034	1410.26	701.119	208.82	1408.98	647.867	286.094	1382.07	653.095	205.716	1381.15	641.429	87.6522	1370.4	632.98	41.0126	1370.25	660.639	61.6697	1411.37	708.768	814.846	1035.41	713.613	704.472	1040.79	647.034	813.458	1074.19	653.173	703.4	1072.56	683.073	290.991	1028.33	692.457	210.54	1033.45	637.988	288.641	1056.84	648.693	204.804	1060.28	642.749	82.2662	1082.33	636.926	39.8459	1081.44	661.17	58.2091	1040.43	752.112	989.567	1381.25	716.068	576.837	1369.04	731.414	550.829	1242.69	714.612	511.325	1376.11	775.914	486.698	1330.66	692.245	114.79	1412.87	716.644	117.722	1326.82	843.026	59.6973	1326.59	808.25	50.0804	1441.31	851.131	72.9653	1375.52	725.664	988.738	1048.86	695.693	571.17	1061.27	700.561	556.076	1190.08	695.464	511.415	1055.13	752.967	476.693	1102.84	699.759	107.578	1032.77	714.625	118.205	1120.96	843.817	61.161	1125.7	817.374	48.6558	1013.21	853.052	70.8495	1079.59
0.04	831.276	1075.36	1323.14	811.871	1081.69	1094.97	643.644	1121.08	1269.68	636.475	1121.76	1177.86	750.39	1158.16	1368.35	731.678	1158.55	1061.84	715.98	834.79	1390.71	728.538	725.528	1387.87	658.164	831.391	1351.43	665.742	721.717	1349.21	693.669	290.041	1410.25	701.141	208.82	1408.98	647.901	286.097	1382.08	653.117	205.719	1381.15	641.427	87.6438	1370.4	633.32	40.93	1370.55	660.644	61.6731	1411.38	708.774	814.843	1035.41	713.616	704.472	1040.79	647.056	813.453	1074.21	653.188	703.41	1072.58	683.056	290.99	1028.34	692.439	210.533	1033.45	637.985	288.644	1056.86	648.694	204.803	1060.3	642.747	82.2696	1082.32	636.92	39.8514	1081.43	661.155	58.2151	1040.42	752.168	989.562	1381.25	716.154	576.726	1368.77	731.476	550.827	1242.71	714.671	511.328	1376.13	775.967	486.684	1330.66	692.246	114.787	1412.85	716.645	117.717	1326.82	843.037	59.6962	1326.59	808.253	50.0886	1441.31	851.126	72.9651	1375.52	725.7	988.745	1048.87	695.704	571.167	1061.28	700.572	556.084	1190.08	695.468	511.414	1055.13	752.982	476.69	1102.84	699.743	107.581	1032.77	714.625	118.209	1120.96	843.816	61.1672	1125.7	817.373	48.6486	1013.21	853.054	70.8474	1079.59
0.047	831.343	1075.35	1323.14	811.921	1081.69	1094.98	643.702	1121.08	1269.69	636.53	1121.75	1177.88	750.438	1158.15	1368.36	731.705	1158.52	1061.85	716.047	834.796	1390.72	728.601	725.53	1387.87	658.241	831.395	1351.45	665.798	721.728	1349.22	693.699	290.035	1410.26	701.167	208.821	1408.98	647.927	286.103	1382.08	653.139	205.718	1381.16	641.435	87.6513	1370.4	632.981	41.0141	1370.25	660.646	61.6774	1411.37	708.8	814.851	1035.42	713.638	704.468	1040.8	647.089	813.471	1074.22	653.201	703.415	1072.59	683.051	290.994	1028.34	692.441	210.539	1033.46	637.985	288.645	1056.87	648.694	204.811	1060.3	642.75	82.2733	1082.33	636.93	39.8476	1081.43	661.161	58.2048	1040.42	752.25	989.56	1381.25	716.197	576.832	1369.06	731.507	550.842	1242.71	714.716	511.326	1376.14	776.021	486.677	1330.68	692.253	114.784	1412.87	716.645	117.706	1326.82	843.036	59.6927	1326.59	808.248	50.0817	1441.31	851.133	72.9611	1375.52	725.74	988.733	1048.87	695.707	571.173	1061.28	700.597	556.064	1190.08	695.465	511.422	1055.14	752.985	476.691	1102.83	699.746	107.586	1032.76	714.637	118.205	1120.95	843.828	61.1634	1125.69	817.372	48.6431	1013.2	853.055	70.844	1079.59
0.053	831.409	1075.35	1323.14	811.958	1081.69	1094.97	643.759	1121.08	1269.71	636.595	1121.75	1177.89	750.456	1158.1	1368.3	731.722	1158.52	1061.85	716.124	834.801	1390.72	728.67	725.538	1387.88	658.324	831.396	1351.46	665.862	721.734	1349.24	693.728	290.046	1410.27	701.173	208.825	1408.99	647.954	286.118	1382.09	653.149	205.739	1381.16	641.437	87.6557	1370.39	632.974	41.0237	1370.25	660.649	61.6782	1411.38	708.814	814.85	1035.42	713.642	704.482	1040.8	647.12	813.478	1074.24	653.22	703.42	1072.6	683.049	291.001	1028.33	692.424	210.551	1033.44	637.983	288.653	1056.87	648.698	204.811	1060.31	642.748	82.2729	1082.33	636.93	39.8481	1081.43	661.164	58.2199	1040.42	752.326	989.55	1381.26	716.266	576.726	1368.77	731.556	550.85	1242.73	714.767	511.324	1376.14	776.062	486.67	1330.68	692.252	114.801	1412.87	716.648	117.72	1326.81	843.034	59.6955	1326.59	808.253	50.0838	1441.3	851.129	72.9622	1375.52	725.772	988.745	1048.88	695.7	571.183	1061.28	700.614	556.081	1190.1	695.468	511.426	1055.15	752.992	476.698	1102.83	699.74	107.578	1032.75	714.636	118.212	1120.95	843.821	61.1663	1125.69	817.371	48.6427	1013.2	853.056	70.8488	1079.58
0.06	831.47	1075.34	1323.13	811.993	1081.68	1094.95	643.828	1121.08	1269.73	636.648	1121.75	1177.91	750.5	1158.08	1368.3	731.756	1158.51	1061.86	716.196	834.808	1390.74	728.735	725.528	1387.88	658.404	831.408	1351.48	665.92	721.74	1349.24	693.754	290.047	1410.27	701.196	208.832	1408.98	647.988	286.128	1382.1	653.17	205.743	1381.17	641.437	87.6589	1370.4	632.98	41.0202	1370.24	660.645	61.6923	1411.37	708.843	814.855	1035.44	713.646	704.474	1040.8	647.148	813.492	1074.26	653.239	703.43	1072.62	683.047	291	1028.35	692.422	210.548	1033.45	637.987	288.662	1056.89	648.702	204.819	1060.31	642.758	82.2774	1082.32	636.935	39.8526	1081.43	661.15	58.222	1040.42	752.393	989.559	1381.27	716.345	576.723	1368.79	731.597	550.844	1242.73	714.818	511.319	1376.15	776.105	486.663	1330.68	692.243	114.878	1413.06	716.661	117.716	1326.81	843.045	59.6903	1326.6	808.249	50.0843	1441.31	851.137	72.9572	1375.51	725.806	988.738	1048.88	695.73	571.182	1061.28	700.656	556.083	1190.1	695.484	511.435	1055.16	753.006	476.688	1102.83	699.75	107.577	1032.76	714.635	118.21	1120.94	843.824	61.1676	1125.69	817.377	48.6434	1013.19	853.054	70.8375	1079.58
