Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Thigh.Top.LateralX	R.Thigh.Top.LateralY	R.Thigh.Top.LateralZ	R.Thigh.Bottom.LateralX	R.Thigh.Bottom.LateralY	R.Thigh.Bottom.LateralZ	R.Thigh.Top.MedialX	R.Thigh.Top.MedialY	R.Thigh.Top.MedialZ	R.Thigh.Bottom.MedialX	R.Thigh.Bottom.MedialY	R.Thigh.Bottom.MedialZ	R.Shank.Top.LateralX	R.Shank.Top.LateralY	R.Shank.Top.LateralZ	R.Shank.Bottom.LateralX	R.Shank.Bottom.LateralY	R.Shank.Bottom.LateralZ	R.Shank.Top.MedialX	R.Shank.Top.MedialY	R.Shank.Top.MedialZ	R.Shank.Bottom.MedialX	R.Shank.Bottom.MedialY	R.Shank.Bottom.MedialZ	R.Heel.TopX	R.Heel.TopY	R.Heel.TopZ	R.Heel.BottomX	R.Heel.BottomY	R.Heel.BottomZ	R.Heel.LateralX	R.Heel.LateralY	R.Heel.LateralZ	L.Thigh.Top.LateralX	L.Thigh.Top.LateralY	L.Thigh.Top.LateralZ	L.Thigh.Bottom.LateralX	L.Thigh.Bottom.LateralY	L.Thigh.Bottom.LateralZ	L.Thigh.Top.MedialX	L.Thigh.Top.MedialY	L.Thigh.Top.MedialZ	L.Thigh.Bottom.MedialX	L.Thigh.Bottom.MedialY	L.Thigh.Bottom.MedialZ	L.Shank.Top.LateralX	L.Shank.Top.LateralY	L.Shank.Top.LateralZ	L.Shank.Bottom.LateralX	L.Shank.Bottom.LateralY	L.Shank.Bottom.LateralZ	L.Shank.Top.MedialX	L.Shank.Top.MedialY	L.Shank.Top.MedialZ	L.Shank.Bottom.MedialX	L.Shank.Bottom.MedialY	L.Shank.Bottom.MedialZ	L.Heel.TopX	L.Heel.TopY	L.Heel.TopZ	L.Heel.BottomX	L.Heel.BottomY	L.Heel.BottomZ	L.Heel.LateralX	L.Heel.LateralY	L.Heel.LateralZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z
0	2155.4	1044.26	1147.26	2146.57	1036.21	922.997	1974.59	1103.19	1086.91	1976.47	1099.59	994.621	2070.19	1136.58	1189.96	2093.67	1122.12	884.206	2140.37	805.547	1215.02	2206.19	719.345	1210.91	2092.15	773.599	1176.53	2157.81	685.628	1166.94	2152.44	332.709	1156.94	2129.84	256.293	1139.35	2110.58	351.528	1127.83	2086.41	276.819	1110.96	2031.81	175.566	1071.87	2007.95	135.651	1064.21	2034.67	140.137	1109.74	1986.48	780.348	875.751	1962.65	673.657	893.559	1924.83	798.469	909.272	1903.14	691.459	922.149	1739.48	328.263	922.72	1698.8	259.611	937.031	1702.57	356.747	948.334	1661.79	284.138	962.152	1577.13	194.615	1002.34	1545.15	167.634	1002.93	1573.01	164.766	960.323	2213.27	78.1727	1043.12	2160.5	69.763	1148.96	1712.86	48.3244	1038.38	1678.71	56.2064	927.148
0.007	2156.42	1049.22	1147.37	2149.42	1040.18	924.316	1976.65	1107.95	1085.89	1979.25	1104.12	993.447	2071.14	1142.19	1190.52	2098.75	1128.87	884.475	2138.66	808.26	1213.32	2203.98	721.58	1209.17	2090.72	777.268	1173.82	2155.57	688.618	1164.5	2166.76	327.497	1156	2149.37	249.659	1138.77	2124.25	343.468	1125.96	2105.13	267.296	1109.36	2057.71	162.388	1070.54	2036.56	120.973	1062.53	2061.98	127.463	1110.47	1983.65	785.604	876.047	1956.79	679.62	893.677	1922.35	805.585	909.079	1897.8	699.161	922.04	1728.66	336.774	921.341	1687.94	267.992	935.006	1692.07	364.962	947.803	1651.29	292.114	960.827	1568.32	207.072	999.682	1534.36	182.312	999.91	1562.2	177.281	957.537	2245.05	76.6008	1043.3	2191.96	64.2574	1148.49	1694.01	51.7376	1037.2	1661.02	61.3334	925.72
0.013	2158.73	1053.46	1147.84	2152.32	1043.78	925.433	1978.77	1112.39	1084.96	1981.76	1108.34	992.293	2073.69	1146.9	1189.89	2103.72	1135.31	884.818	2136.99	810.01	1211.36	2201.59	722.908	1206.09	2088.72	780.272	1171.19	2152.59	690.921	1161.79	2181.05	322.528	1155.11	2168.84	243.79	1138.22	2138.18	335.96	1124.45	2124.19	258.359	1107.91	2084.02	150.201	1069.6	2065.53	107.584	1061.5	2090.65	115.434	1107.59	1980.85	790.632	876.024	1951.68	685.507	893.713	1920.2	812.152	909.018	1892.96	706.406	922.014	1718.7	345.192	919.878	1677.95	276.409	933.14	1682.49	373.175	946.96	1641.41	300.37	959.452	1560.25	219.676	997.123	1524.92	197.053	997.212	1554.04	189.939	955.546	2276.67	76.1598	1043.81	2223.59	60.4321	1148.59	1676.18	56.4665	1035.24	1644.19	67.7141	924.27
0.02	2159.87	1056.76	1147.79	2154.9	1046.84	926.191	1980.81	1116.54	1084.13	1984.24	1112.49	991.138	2074.48	1151.33	1190.26	2108.38	1141.09	885.294	2134.54	811.448	1209.69	2198.22	723.624	1203.61	2086.14	782.636	1169.09	2148.95	692.635	1158.75	2195.23	318.085	1154.4	2188.31	238.569	1137.65	2152.2	328.777	1122.84	2143.32	250.443	1107.14	2110.54	139.227	1069.11	2094.76	95.6198	1060.56	2119.07	104.907	1107.1	1978.63	795.367	875.945	1947.05	690.812	893.589	1918.45	818.098	909.126	1888.88	713.019	921.898	1709.69	353.301	918.641	1669.3	284.166	931.722	1673.79	381.258	946.04	1632.42	308.579	958.012	1552.7	232.492	994.572	1515.97	212.152	994.358	1545.17	203.247	953.09	2307.62	76.9845	1044.52	2254.72	58.1803	1149.03	1657.72	62.1865	1033.61	1627.92	75.0732	922.878
0.027	2160.8	1059.51	1147.57	2157.37	1049.45	926.88	1982.82	1120.31	1083.31	1986.65	1116.32	990.036	2076.25	1155.39	1190.7	2112.53	1146.22	885.783	2131.83	812.214	1208.14	2194.35	723.602	1201.11	2083.25	784.306	1167.04	2144.72	693.809	1155.87	2209.29	314.051	1153.58	2207.47	234.244	1137.28	2166.14	322.121	1121.49	2162.31	243.229	1105.94	2136.87	129.558	1068.76	2123.84	84.9943	1060.21	2147.34	95.8345	1106.82	1976.47	799.703	875.778	1943.26	695.794	893.323	1916.94	823.508	909.162	1885.58	718.819	922	1701.9	361.155	917.421	1660.6	292.416	930.068	1666.17	389.304	944.864	1623.95	316.965	956.275	1545.86	245.771	992.475	1507.75	227.917	991.921	1536.97	217.005	950.946	2337.65	79.2953	1045.39	2285.34	57.398	1149.66	1639.39	68.9659	1032.68	1611.24	83.2994	921.612
0.033	2161.72	1061.58	1147.28	2159.46	1051.59	927.498	1984.59	1123.64	1082.74	1989	1119.9	988.955	2078.88	1158.76	1190.34	2116.74	1150.55	886.319	2129.1	812.666	1206.66	2190.39	722.712	1198.29	2080.14	785.992	1165.46	2140.24	694.422	1153.4	2222.8	310.503	1153.08	2225.98	230.602	1137.07	2179.94	316.011	1120.21	2180.96	236.405	1104.91	2162.77	121.012	1068.56	2152.6	75.7196	1060	2175.07	87.9684	1107.16	1974.99	803.469	875.447	1940.3	699.927	892.818	1915.99	828.052	909.305	1883.17	723.78	921.812	1694.69	368.784	916.326	1651.83	301.087	928.425	1659.28	397.338	943.734	1615.75	325.881	954.586	1539.31	259.176	991.347	1500.12	243.826	990.841	1528.63	231.257	949.731	2366.36	82.9977	1046.15	2314.96	58.0274	1150.33	1622.55	76.3858	1029.79	1594.18	92.4797	919.967
0.04	2162.53	1062.97	1146.85	2161.4	1053.42	928.131	1986.17	1126.61	1082.22	1991.15	1123.12	987.943	2080.62	1161.39	1190.55	2120.58	1154.16	887.013	2126.49	812.728	1205.39	2186.37	722.07	1197.35	2077.21	786.911	1164.2	2136.1	694.534	1151.47	2235.54	307.271	1152.42	2243.04	227.507	1137.31	2193.04	309.741	1118.56	2199.27	230.614	1103.49	2187.92	113.662	1068.56	2180.55	67.8809	1059.78	2202.11	81.2039	1106.8	1974.15	806.707	874.547	1938.63	703.376	892.29	1915.7	831.726	909.209	1881.79	727.713	921.537	1687.87	376.3	915.262	1643.61	309.441	927.062	1653.03	405.511	942.611	1607.96	334.735	953.067	1532.93	272.302	991.047	1492.79	259.533	991.261	1520.07	245.457	949.554	2393.66	88.2118	1047.07	2343.35	59.7648	1150.89	1604.95	83.2121	1027.2	1576.56	102.299	918.243
0.047	2163.27	1063.96	1146.62	2163.22	1054.87	928.749	1987.8	1129.25	1081.67	1993.16	1126.06	986.955	2082.45	1163.72	1190.96	2124.44	1157.1	887.842	2124.21	812.314	1204.5	2183.15	720.592	1195.65	2074.72	787.149	1163.35	2132.63	694.184	1150.15	2247.59	304.48	1151.81	2259.62	225.335	1137.43	2205.47	304.26	1117.28	2216.29	225.593	1102.78	2211.84	107.663	1068.64	2207.38	61.7452	1059.4	2227.87	75.8988	1106.67	1974.5	808.88	874.509	1937.91	705.889	891.496	1916.14	834.405	908.897	1881.42	730.595	921.088	1681.26	383.73	914.224	1635.24	317.973	925.739	1647.2	413.711	941.723	1600.17	344.255	951.852	1526.04	285.242	991.652	1485.15	274.878	992.487	1511.08	259.754	950.221	2419.13	94.5107	1048.17	2369.88	62.2017	1151.5	1587.67	91.8217	1023.63	1558.14	114.013	916.151
0.053	2163.75	1064.47	1146.22	2164.79	1056.01	929.367	1988.8	1131.13	1081.46	1994.86	1128.42	986.312	2084.25	1165.39	1191.45	2128.15	1159.34	888.816	2122.45	811.416	1204.34	2180.69	719.103	1195.14	2073.09	787.013	1162.51	2130.18	693.523	1149.23	2258.3	302.167	1151.35	2274.6	223.751	1137.55	2216.75	299.571	1116.41	2231.96	221.574	1102.21	2234.25	103.266	1068.86	2232.28	57.2255	1058.85	2251.82	71.7449	1106.47	1975.51	810.27	873.858	1938.27	707.518	890.464	1917.32	836.007	908.123	1882.09	732.547	920.215	1674.62	391.252	913.263	1626.6	327.025	924.908	1641.61	422.132	941.011	1592.49	354.132	951.197	1517.89	298.062	992.526	1476.7	289.729	994.349	1499.15	274.849	950.665	2442.07	101.6	1049.21	2394.19	64.8675	1151.77	1571.91	101.795	1020.51	1540.71	126.865	914.147
0.06	2164.21	1064.7	1146.05	2166.41	1056.84	930.031	1989.6	1132.56	1081.44	1996.26	1130.35	985.889	2086.02	1166.69	1192.12	2131.69	1161.07	889.756	2121.31	810.081	1204.63	2178.91	717.325	1195.09	2072.32	786.638	1161.88	2128.58	692.584	1148.46	2267.63	300.347	1150.96	2288.55	222.954	1137.48	2226.42	295.582	1115.96	2245.8	218.411	1101.71	2254.36	100.173	1069.19	2254.63	54.3323	1058.41	2273.46	68.6983	1106.2	1977.39	810.842	873.097	1939.75	708.128	889.382	1919.06	836.652	907.286	1883.69	733.139	919.398	1668.15	399.197	912.196	1617.79	336.624	924.154	1636.48	430.987	940.586	1584.89	364.901	950.913	1509.26	311.038	993.498	1467.85	304.106	996.084	1488.75	288.986	951.784	2462.04	108.988	1050.24	2415.64	67.8053	1152.36	1557.47	112.73	1017.59	1524.48	140.375	912.568
