Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Thigh.Top.LateralX	R.Thigh.Top.LateralY	R.Thigh.Top.LateralZ	R.Thigh.Bottom.LateralX	R.Thigh.Bottom.LateralY	R.Thigh.Bottom.LateralZ	R.Thigh.Top.MedialX	R.Thigh.Top.MedialY	R.Thigh.Top.MedialZ	R.Thigh.Bottom.MedialX	R.Thigh.Bottom.MedialY	R.Thigh.Bottom.MedialZ	R.Shank.Top.LateralX	R.Shank.Top.LateralY	R.Shank.Top.LateralZ	R.Shank.Bottom.LateralX	R.Shank.Bottom.LateralY	R.Shank.Bottom.LateralZ	R.Shank.Top.MedialX	R.Shank.Top.MedialY	R.Shank.Top.MedialZ	R.Shank.Bottom.MedialX	R.Shank.Bottom.MedialY	R.Shank.Bottom.MedialZ	R.Heel.TopX	R.Heel.TopY	R.Heel.TopZ	R.Heel.BottomX	R.Heel.BottomY	R.Heel.BottomZ	R.Heel.LateralX	R.Heel.LateralY	R.Heel.LateralZ	L.Thigh.Top.LateralX	L.Thigh.Top.LateralY	L.Thigh.Top.LateralZ	L.Thigh.Bottom.LateralX	L.Thigh.Bottom.LateralY	L.Thigh.Bottom.LateralZ	L.Thigh.Top.MedialX	L.Thigh.Top.MedialY	L.Thigh.Top.MedialZ	L.Thigh.Bottom.MedialX	L.Thigh.Bottom.MedialY	L.Thigh.Bottom.MedialZ	L.Shank.Top.LateralX	L.Shank.Top.LateralY	L.Shank.Top.LateralZ	L.Shank.Bottom.LateralX	L.Shank.Bottom.LateralY	L.Shank.Bottom.LateralZ	L.Shank.Top.MedialX	L.Shank.Top.MedialY	L.Shank.Top.MedialZ	L.Shank.Bottom.MedialX	L.Shank.Bottom.MedialY	L.Shank.Bottom.MedialZ	L.Heel.TopX	L.Heel.TopY	L.Heel.TopZ	L.Heel.BottomX	L.Heel.BottomY	L.Heel.BottomZ	L.Heel.LateralX	L.Heel.LateralY	L.Heel.LateralZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z
0	2392.57	999.934	1132.55	2388.19	1016.6	918.798	2215.53	1048.61	1085.6	2209.81	1047.43	975.333	2338.75	1093.24	1172.22	2304.95	1089.84	872.049	2223.71	714.242	1173.15	2220.7	605.802	1158.05	2180.49	724.863	1119.62	2174.76	616.9	1101.43	1937.19	485.911	1135.03	1859.82	464.526	1121.76	1931.07	527.928	1101.99	1854.69	508.217	1087.34	1777.86	520.313	1055.25	1733.9	538.701	1050.97	1744.32	511.318	1098.15	2367.44	766.92	851.724	2419.21	670.403	865.468	2311.6	743.39	882.755	2360.93	645.342	897.085	2463.68	230.434	916.099	2482.63	154.78	939.179	2421.05	231.322	947.7	2439.92	150.937	967.342	2428.55	68.2569	1010.7	2421.58	22.3919	1010.26	2444.19	42.4211	968.272	1703.04	315.58	1032.11	1697.96	354.62	1141.18	2646.17	52.8607	1026.11	2604.16	35.1281	918.514
0.007	2391.5	993.678	1132.57	2386.12	1011.09	919.028	2213.58	1041.23	1086.85	2207.73	1041.06	976.464	2338.07	1086	1173.73	2302.15	1083.22	872.53	2228.97	705.789	1173.26	2229.48	597.273	1157.87	2185.9	715.212	1119.21	2183.24	607.095	1101.31	1950.31	487.439	1136.2	1872.39	468.12	1122.13	1945.64	529.738	1103.34	1868.6	512.82	1088.87	1792.01	527.793	1056.45	1748.54	547.357	1052.37	1758.56	519.862	1099.55	2365.17	762.28	850.944	2417.87	666.247	862.985	2309.92	738.253	882.366	2360.37	640.497	895.513	2456.31	227.756	917.06	2471.85	151.807	940.55	2412.87	230.478	947.702	2428.62	149.498	967.994	2409.27	69.9083	1011.69	2399.92	24.0376	1010.1	2423.39	44.1541	968.696	1710.8	324.907	1035.3	1707.76	364.997	1144.15	2626.58	42.7418	1026.72	2585.29	35.4022	917.978
0.013	2390.19	987.53	1132.71	2383.45	1005.44	919.677	2211.31	1034.06	1088.43	2205.32	1035.14	977.595	2336.98	1078.88	1175.33	2299.67	1076.41	872.881	2234.61	697.8	1173.36	2238.3	589.357	1158.04	2191.06	705.922	1119.52	2191.77	597.724	1101.55	1964.22	488.234	1137.47	1885.5	471.702	1123.7	1960.87	530.834	1104.84	1883.26	516.588	1090.38	1806.46	534.03	1057.33	1763.67	554.627	1053.83	1773.67	526.956	1100.7	2363.15	758.605	849.53	2416.23	662.619	860.762	2308.63	734.372	881.802	2359.42	636.642	894.209	2448.87	225.424	918.095	2459.96	149.449	943.515	2405.79	231.843	948.206	2415.99	150.449	969.822	2389.16	71.1081	1015.03	2378	25.5827	1011.36	2402.19	46.9041	970.905	1720.21	332.788	1038.56	1719.36	373.856	1147.19	2605.82	42.0298	1031.88	2562.95	35.9765	918.196
0.02	2388.63	981.309	1132.31	2379.92	999.594	921.139	2208.81	1027.19	1089.92	2202.21	1029.14	978.48	2335.86	1071.26	1177.08	2297.59	1069.62	873.075	2240.3	690.289	1173.77	2247.66	582.007	1158.4	2196.12	696.832	1120.38	2200.54	588.727	1102.31	1978.75	488.445	1138.6	1899.59	474.503	1125.01	1976.65	531.371	1105.99	1898.6	519.527	1091.79	1820.86	538.913	1057.98	1779	560.583	1055.5	1788.92	532.639	1102.03	2361.6	755.211	848.365	2415.39	659.546	859.147	2307.27	730.862	881.26	2359.09	633.417	893.107	2440.05	225.342	919.812	2445.14	148.993	946.2	2397.28	235.512	949.533	2401.48	153.48	972.538	2368.25	72.8017	1017.3	2356.11	27.0615	1012.82	2380.66	49.0199	972.663	1731.47	339.158	1041.81	1732.64	380.921	1150.18	2584.69	40.0072	1033.64	2540.96	36.249	920.277
0.027	2386.81	975.417	1131.8	2376.29	993.856	922.104	2206.29	1020.89	1091.41	2198.85	1023.49	979.791	2334.58	1063.58	1178.6	2295.92	1063.12	873.152	2246.43	683.321	1174.53	2257.56	575.399	1159.23	2201.32	688.18	1121.57	2209.55	580.265	1103.53	1993.85	488.065	1139.73	1914.56	476.302	1125.44	1992.89	531.217	1107.3	1914.52	521.534	1093.11	1836.21	543.029	1059.29	1794.45	565.159	1057.24	1804.85	537.182	1103.77	2359.3	751.79	846.971	2414.58	656.973	857.392	2305.71	726.443	880.271	2358.87	629.87	891.541	2427.22	226.828	921.192	2427.76	150.206	947.602	2384.66	238.764	950.652	2384.74	156.945	973.693	2347.19	74.2157	1019.19	2334.2	28.8848	1014.04	2359	50.9265	974.131	1743.43	345.13	1043.47	1748.18	385.391	1150.6	2563.59	37.4056	1035.34	2519.09	36.3296	921.405
0.033	2384.67	969.827	1131.55	2372.81	988.327	921.962	2203.91	1015.73	1092.65	2195.65	1018.31	981.772	2332.83	1056.02	1179.99	2293.85	1056.49	872.96	2252.96	677.105	1175.4	2267.82	569.601	1160.27	2206.8	680.151	1122.86	2218.96	572.464	1105.2	2009.44	487.359	1141.01	1929.82	477.399	1126.57	2009.51	530.575	1108.53	1930.94	522.769	1094.4	1851.49	545.152	1059.12	1810.02	568.346	1059.23	1821.04	540.31	1105.65	2356.1	748.35	846.16	2412.57	654.105	855.482	2303.03	722.295	879.396	2357.32	626.17	889.821	2412.07	227.042	921.496	2410.09	150.767	948.453	2369.79	240.891	950.572	2366.75	159.593	974.044	2325.59	75.3782	1019.79	2311.99	30.1882	1014.4	2336.94	52.2808	974.701	1757.31	348.573	1046.07	1764.3	388.657	1153.04	2541.69	36.0742	1035.42	2495.97	36.9439	920.688
0.04	2382.25	964.264	1130.98	2369.25	983.098	921.222	2201.86	1011.63	1093.28	2192.66	1013.57	983.596	2330.69	1048.78	1181.17	2291.35	1049.92	872.9	2259.84	671.421	1176.68	2278.62	564.519	1161.48	2213.61	672.48	1125.25	2228.74	565.4	1107.17	2025.44	486.215	1141.94	1945.77	477.609	1127.54	2026.34	529.468	1109.71	1947.61	523.098	1095.58	1867.17	546.809	1060.52	1825.39	570.124	1062.25	1837.45	541.872	1107.49	2351.92	744.833	845.487	2408.4	650.391	854.135	2299.16	718.784	879.752	2353.17	622.432	888.598	2396.53	226.623	920.109	2390.95	150.543	947.545	2355.02	242.465	949.788	2348.28	161.581	973.258	2302.97	76.0148	1019.18	2289.2	30.8137	1013.9	2314.17	52.7038	974.101	1772.51	350.375	1048.38	1781.58	390.009	1155.24	2518.95	35.2847	1035.11	2473.26	36.308	920.753
0.047	2379.71	959.361	1130.81	2366.66	978.443	919.896	2199.84	1008.17	1093.74	2189.82	1009.42	985.337	2328	1042.38	1181.96	2288.03	1043.18	873.207	2267.07	666.749	1177.96	2290.07	560.274	1162.66	2220.25	665.571	1127.5	2239.15	559.096	1109.33	2041.01	485.077	1143.27	1962.07	477.065	1128.36	2043.07	528.006	1110.65	1964.4	522.618	1096.58	1882.73	547.292	1061.92	1840.74	570.375	1063.98	1853.74	542.105	1109.4	2346.14	740.9	844.87	2401.63	645.752	852.985	2294.17	715.768	879.82	2346.85	618.691	888.842	2380.14	225.79	918.724	2371.34	149.985	946.156	2339.29	243.22	948.237	2329.03	162.65	971.558	2279.93	76.506	1018.29	2266.03	31.2783	1013.19	2291.21	52.9471	973.357	1788.85	350.45	1050.32	1799.72	389.541	1157.21	2495.91	34.8447	1034.56	2450.28	36.1313	920.278
0.053	2377.45	954.947	1130.45	2364.64	975.816	918.054	2197.74	1005.06	1094.24	2186.95	1006.29	987.044	2324.15	1037.38	1182.74	2283.99	1036.52	874.074	2275.66	662.14	1179.57	2302	557.07	1164.02	2227.52	659.308	1129.91	2250.26	553.709	1111.57	2058.34	482.798	1143.64	1978.44	475.747	1129.18	2059.89	526.124	1111.48	1981.01	521.336	1097.53	1898.07	546.484	1063.22	1855.72	569.172	1065.65	1869.85	540.76	1111.03	2340.61	736.687	844.679	2394.54	640.708	853.162	2288.96	712.909	881.142	2340.13	615.112	890.51	2362.85	224.244	917.523	2351.21	148.845	945.548	2322.4	243.038	946.768	2308.95	163.027	970.414	2256.55	76.6872	1017.49	2242.61	31.3482	1012.78	2267.88	52.9721	972.636	1806.12	348.495	1052.19	1818.57	387.311	1158.84	2472.44	34.311	1034.37	2427	35.9813	919.961
0.06	2375.4	951.068	1129.98	2362.45	973.415	916.899	2195.72	1002.49	1094.53	2184.87	1004.4	988.57	2318.96	1034.71	1183.06	2279.49	1030.59	875.151	2284.16	659.13	1180.93	2314.4	555.135	1165.54	2235.32	654.013	1132.04	2262.08	549.428	1113.82	2074.79	480.692	1144.31	1994.88	473.563	1129.92	2076.22	524.143	1112.2	1997.36	519.337	1098.39	1913.09	544.407	1064.4	1870.22	566.527	1067.24	1885.64	538.013	1112.43	2334.96	732.896	844.564	2386.74	636.008	853.223	2283.69	710.552	882.631	2333.31	612.063	892.714	2345.47	222.038	917.356	2330.87	147.236	945.322	2305.06	242.337	945.655	2288.67	162.95	969.433	2233.02	77.0178	1017.1	2219.02	31.7083	1012.39	2244.27	53.1417	972.288	1824.14	345.252	1053.25	1837.79	383.445	1160.25	2448.86	33.9001	1034.14	2403.46	35.7735	919.905
