Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Thigh.Top.LateralX	R.Thigh.Top.LateralY	R.Thigh.Top.LateralZ	R.Thigh.Bottom.LateralX	R.Thigh.Bottom.LateralY	R.Thigh.Bottom.LateralZ	R.Thigh.Top.MedialX	R.Thigh.Top.MedialY	R.Thigh.Top.MedialZ	R.Thigh.Bottom.MedialX	R.Thigh.Bottom.MedialY	R.Thigh.Bottom.MedialZ	R.Shank.Top.LateralX	R.Shank.Top.LateralY	R.Shank.Top.LateralZ	R.Shank.Bottom.LateralX	R.Shank.Bottom.LateralY	R.Shank.Bottom.LateralZ	R.Shank.Top.MedialX	R.Shank.Top.MedialY	R.Shank.Top.MedialZ	R.Shank.Bottom.MedialX	R.Shank.Bottom.MedialY	R.Shank.Bottom.MedialZ	R.Heel.TopX	R.Heel.TopY	R.Heel.TopZ	R.Heel.BottomX	R.Heel.BottomY	R.Heel.BottomZ	R.Heel.LateralX	R.Heel.LateralY	R.Heel.LateralZ	L.Thigh.Top.LateralX	L.Thigh.Top.LateralY	L.Thigh.Top.LateralZ	L.Thigh.Bottom.LateralX	L.Thigh.Bottom.LateralY	L.Thigh.Bottom.LateralZ	L.Thigh.Top.MedialX	L.Thigh.Top.MedialY	L.Thigh.Top.MedialZ	L.Thigh.Bottom.MedialX	L.Thigh.Bottom.MedialY	L.Thigh.Bottom.MedialZ	L.Shank.Top.LateralX	L.Shank.Top.LateralY	L.Shank.Top.LateralZ	L.Shank.Bottom.LateralX	L.Shank.Bottom.LateralY	L.Shank.Bottom.LateralZ	L.Shank.Top.MedialX	L.Shank.Top.MedialY	L.Shank.Top.MedialZ	L.Shank.Bottom.MedialX	L.Shank.Bottom.MedialY	L.Shank.Bottom.MedialZ	L.Heel.TopX	L.Heel.TopY	L.Heel.TopZ	L.Heel.BottomX	L.Heel.BottomY	L.Heel.BottomZ	L.Heel.LateralX	L.Heel.LateralY	L.Heel.LateralZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.Knee.MedialX	R.Knee.MedialY	R.Knee.MedialZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.Ankle.MedialX	R.Ankle.MedialY	R.Ankle.MedialZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	R.MT2X	R.MT2Y	R.MT2Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.Knee.MedialX	L.Knee.MedialY	L.Knee.MedialZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.Ankle.MedialX	L.Ankle.MedialY	L.Ankle.MedialZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z	L.MT2X	L.MT2Y	L.MT2Z
0	823.461	940.892	1348.92	814.003	938.455	1112.6	654.581	974.799	1286.34	653.133	973.745	1185.73	773.005	1003.77	1380.59	756.737	1002.19	1082.67	734.566	737.25	1415.36	749.63	628.641	1419.14	681.188	731.017	1371.21	692.317	621.111	1373.21	696.538	257.459	1423.4	700.53	172.838	1416.99	659.046	255.273	1384.81	664.794	174.73	1380.19	646.999	91.5627	1369.87	638.359	40.59	1370.64	662.547	61.2009	1410.39	752.875	702.526	1040.21	764.002	592.863	1045.69	691.78	700.238	1071.59	698.297	590.037	1077.95	694.69	257.173	1038.93	701.942	176.864	1044.78	656.118	257.456	1076.43	661.07	176.625	1082.06	641.695	87.3973	1092.01	632.965	40.1616	1092.51	656.426	64.2877	1051.24	755.793	851.472	1402	743.546	501.393	1401.77	743.044	479.657	1281.9	747.433	436.478	1407.07	788.16	413.092	1367.55	712.11	102.013	1413.54	732.644	115.133	1333.22	845.307	58.9963	1331.29	819.109	52.1473	1441.65	852.361	77.7138	1365.13	735.302	849.704	1065.53	745.493	493.797	1062.39	736.845	479.536	1183.65	742.533	437.533	1058.4	784.949	414.815	1100	705.769	102.757	1048.61	723.58	115.502	1129.91	842.26	60.0805	1128.58	814.555	44.341	1020.45	853.91	71.788	1086.1
0.007	823.464	940.893	1348.89	814.018	938.444	1112.57	654.585	974.789	1286.32	653.138	973.738	1185.72	773.012	1003.77	1380.56	756.729	1002.18	1082.64	734.577	737.255	1415.35	749.629	628.639	1419.12	681.186	731.018	1371.19	692.316	621.113	1373.2	696.534	257.452	1423.39	700.527	172.836	1416.98	659.037	255.264	1384.8	664.791	174.726	1380.18	646.987	91.5639	1369.87	638.348	40.592	1370.65	662.555	61.2002	1410.39	752.877	702.527	1040.2	764.027	592.856	1045.67	691.795	700.248	1071.59	698.324	590.027	1077.95	694.703	257.169	1038.92	701.949	176.851	1044.78	656.123	257.453	1076.43	661.074	176.63	1082.05	641.692	87.3926	1092.01	632.962	40.1573	1092.5	656.42	64.2916	1051.23	755.812	851.472	1401.98	743.53	501.402	1401.78	743.027	479.663	1281.87	747.423	436.462	1407.02	788.138	413.092	1367.54	712.119	102.02	1413.54	732.641	115.12	1333.22	845.314	58.9837	1331.31	819.11	52.154	1441.63	852.359	77.7117	1365.12	735.313	849.695	1065.53	745.495	493.791	1062.39	736.854	479.531	1183.64	742.547	437.524	1058.38	784.962	414.804	1100	705.771	102.748	1048.6	723.581	115.504	1129.91	842.252	60.0706	1128.59	814.552	44.3392	1020.44	853.906	71.7871	1086.09
0.013	823.471	940.889	1348.85	814.026	938.448	1112.55	654.591	974.784	1286.29	653.145	973.735	1185.68	773.017	1003.78	1380.53	756.736	1002.16	1082.6	734.57	737.25	1415.34	749.623	628.648	1419.11	681.183	731.019	1371.18	692.314	621.109	1373.18	696.522	257.461	1423.37	700.522	172.843	1416.98	659.037	255.265	1384.78	664.788	174.73	1380.18	646.994	91.5571	1369.88	638.361	40.583	1370.64	662.548	61.1995	1410.39	752.904	702.53	1040.18	764.043	592.868	1045.66	691.804	700.257	1071.59	698.349	590.044	1077.93	694.701	257.168	1038.92	701.941	176.851	1044.76	656.13	257.445	1076.42	661.075	176.63	1082.05	641.696	87.393	1092.01	632.959	40.1549	1092.51	656.421	64.2783	1051.24	755.808	851.474	1401.96	743.515	501.393	1401.76	743.03	479.657	1281.86	747.406	436.46	1407.02	788.13	413.092	1367.53	712.117	102.018	1413.54	732.635	115.127	1333.22	845.304	58.9781	1331.3	819.104	52.1551	1441.64	852.354	77.7151	1365.13	735.335	849.688	1065.49	745.514	493.785	1062.38	736.881	479.534	1183.62	742.551	437.53	1058.38	784.964	414.809	1099.99	705.768	102.744	1048.61	723.575	115.505	1129.92	842.247	60.0828	1128.59	814.558	44.3345	1020.45	853.9	71.7988	1086.09
0.02	823.47	940.89	1348.83	814.046	938.445	1112.52	654.586	974.773	1286.26	653.159	973.722	1185.67	773.021	1003.78	1380.5	756.745	1002.15	1082.57	734.568	737.247	1415.32	749.616	628.64	1419.1	681.188	731.014	1371.17	692.314	621.113	1373.17	696.525	257.449	1423.37	700.52	172.836	1416.98	659.028	255.266	1384.78	664.784	174.726	1380.17	646.995	91.5569	1369.86	638.356	40.5863	1370.64	662.552	61.1992	1410.39	752.932	702.523	1040.17	764.072	592.865	1045.65	691.831	700.249	1071.57	698.363	590.037	1077.93	694.716	257.163	1038.91	701.955	176.846	1044.76	656.135	257.456	1076.4	661.083	176.625	1082.04	641.693	87.3885	1092.02	632.963	40.1522	1092.5	656.419	64.2784	1051.23	755.803	851.484	1401.94	743.509	501.382	1401.73	743.019	479.652	1281.84	747.404	436.456	1407.01	788.136	413.082	1367.5	712.121	102.01	1413.53	732.638	115.124	1333.22	845.308	58.9872	1331.3	819.103	52.1488	1441.63	852.356	77.7058	1365.11	735.353	849.684	1065.48	745.542	493.784	1062.37	736.892	479.528	1183.6	742.573	437.521	1058.37	784.99	414.798	1099.96	705.772	102.747	1048.61	723.574	115.497	1129.91	842.247	60.0727	1128.59	814.549	44.3352	1020.45	853.902	71.7994	1086.09
0.027	823.465	940.9	1348.81	814.045	938.454	1112.5	654.589	974.765	1286.25	653.169	973.716	1185.64	773.013	1003.78	1380.48	756.753	1002.14	1082.54	734.553	737.249	1415.32	749.606	628.624	1419.09	681.186	731.015	1371.14	692.305	621.109	1373.16	696.522	257.451	1423.36	700.521	172.833	1416.97	659.024	255.26	1384.77	664.782	174.723	1380.17	646.995	91.5599	1369.87	638.351	40.5921	1370.64	662.547	61.2058	1410.39	752.961	702.519	1040.16	764.094	592.867	1045.63	691.845	700.254	1071.57	698.392	590.035	1077.93	694.726	257.158	1038.9	701.962	176.838	1044.76	656.14	257.467	1076.39	661.089	176.624	1082.03	641.692	87.3991	1092.02	632.961	40.1507	1092.51	656.417	64.286	1051.23	755.803	851.482	1401.91	743.502	501.386	1401.71	743.043	479.652	1281.84	747.407	436.455	1407	788.127	413.088	1367.5	712.117	102.009	1413.53	732.543	115.08	1333.37	845.309	58.9773	1331.32	819.107	52.153	1441.63	852.354	77.7045	1365.12	735.356	849.675	1065.46	745.559	493.778	1062.36	736.914	479.526	1183.6	742.59	437.515	1058.37	784.999	414.789	1099.95	705.752	102.744	1048.61	723.577	115.494	1129.91	842.25	60.0707	1128.58	814.553	44.3373	1020.45	853.906	71.7946	1086.09
0.033	823.465	940.889	1348.78	814.069	938.447	1112.48	654.585	974.761	1286.22	653.174	973.711	1185.61	773.016	1003.78	1380.45	756.761	1002.13	1082.53	734.542	737.243	1415.3	749.589	628.632	1419.09	681.174	731.015	1371.12	692.304	621.11	1373.14	696.523	257.451	1423.35	700.528	172.834	1416.96	659.018	255.264	1384.76	664.779	174.725	1380.17	646.995	91.5571	1369.87	638.354	40.5902	1370.64	662.554	61.2012	1410.39	752.983	702.526	1040.15	764.116	592.869	1045.62	691.876	700.261	1071.56	698.416	590.052	1077.89	694.743	257.159	1038.89	701.966	176.831	1044.76	656.146	257.453	1076.39	661.09	176.638	1082.04	641.691	87.3986	1092.02	632.965	40.1466	1092.5	656.419	64.2803	1051.24	755.785	851.491	1401.92	743.494	501.385	1401.71	743.036	479.653	1281.82	747.441	436.639	1406.91	788.12	413.08	1367.49	712.116	102.005	1413.53	732.641	115.116	1333.22	845.316	58.9695	1331.31	819.107	52.151	1441.63	852.365	77.6938	1365.12	735.38	849.678	1065.44	745.581	493.789	1062.36	736.934	479.534	1183.58	742.59	437.525	1058.38	785.033	414.782	1099.94	705.775	102.746	1048.61	723.58	115.5	1129.9	842.256	60.071	1128.59	814.558	44.3334	1020.45	853.904	71.7914	1086.09
0.04	823.458	940.894	1348.77	814.074	938.44	1112.47	654.582	974.747	1286.18	653.181	973.708	1185.58	773.008	1003.79	1380.43	756.785	1002.13	1082.51	734.531	737.239	1415.28	749.573	628.632	1419.07	681.167	731.015	1371.1	692.285	621.116	1373.12	696.521	257.447	1423.34	700.533	172.829	1416.96	659.018	255.255	1384.75	664.775	174.726	1380.16	646.99	91.5662	1369.86	638.356	40.5953	1370.64	662.551	61.2002	1410.39	753.012	702.529	1040.12	764.153	592.866	1045.61	691.899	700.256	1071.55	698.446	590.055	1077.87	694.752	257.151	1038.89	701.982	176.827	1044.76	656.149	257.471	1076.36	661.091	176.64	1082.03	641.69	87.3953	1092.02	632.954	40.1524	1092.51	656.428	64.2782	1051.23	755.785	851.48	1401.91	743.496	501.381	1401.69	743.053	479.633	1281.82	747.449	436.723	1406.85	788.126	413.074	1367.47	712.123	102.01	1413.53	732.544	115.069	1333.37	845.314	58.9642	1331.3	819.105	52.1474	1441.63	852.368	77.6934	1365.11	735.409	849.693	1065.42	745.611	493.785	1062.34	736.953	479.538	1183.58	742.602	437.525	1058.37	785.05	414.783	1099.92	705.769	102.749	1048.61	723.578	115.491	1129.91	842.257	60.0627	1128.58	814.551	44.3337	1020.45	853.91	71.7816	1086.08
0.047	823.462	940.899	1348.74	814.093	938.459	1112.44	654.578	974.743	1286.16	653.193	973.704	1185.57	773.001	1003.8	1380.4	756.8	1002.12	1082.49	734.515	737.241	1415.27	749.558	628.629	1419.06	681.152	731.019	1371.08	692.274	621.103	1373.09	696.518	257.446	1423.33	700.531	172.832	1416.96	659.015	255.26	1384.75	664.78	174.725	1380.15	646.987	91.5631	1369.87	638.348	40.5954	1370.64	662.551	61.2088	1410.39	753.045	702.526	1040.11	764.19	592.872	1045.6	691.922	700.259	1071.53	698.465	590.057	1077.85	694.762	257.152	1038.89	701.987	176.835	1044.75	656.166	257.479	1076.34	661.09	176.641	1082.03	641.691	87.3973	1092.02	632.966	40.1541	1092.52	656.425	64.2742	1051.23	755.773	851.491	1401.89	743.486	501.383	1401.68	743.061	479.63	1281.81	747.432	436.628	1406.89	788.123	413.071	1367.46	712.127	102.002	1413.53	732.567	115.069	1333.38	845.323	58.9682	1331.3	819.115	52.143	1441.64	852.364	77.6981	1365.12	735.417	849.681	1065.41	745.624	493.773	1062.33	736.981	479.537	1183.57	742.63	437.52	1058.37	785.068	414.778	1099.92	705.788	102.735	1048.61	723.585	115.487	1129.9	842.256	60.06	1128.58	814.551	44.3335	1020.44	853.907	71.7859	1086.08
0.053	823.451	940.904	1348.73	814.105	938.458	1112.43	654.575	974.737	1286.13	653.198	973.701	1185.53	772.984	1003.81	1380.39	756.831	1002.13	1082.47	734.503	737.239	1415.25	749.55	628.637	1419.04	681.143	731.012	1371.03	692.265	621.115	1373.08	696.52	257.449	1423.33	700.53	172.836	1416.95	659.018	255.256	1384.73	664.788	174.719	1380.15	647.005	91.5649	1369.87	638.356	40.5972	1370.63	662.55	61.2126	1410.39	753.08	702.534	1040.1	764.23	592.869	1045.58	691.94	700.259	1071.51	698.497	590.05	1077.83	694.772	257.15	1038.88	701.999	176.831	1044.75	656.168	257.482	1076.33	661.098	176.641	1082.03	641.692	87.4099	1092	632.968	40.1497	1092.5	656.429	64.2764	1051.23	755.754	851.499	1401.88	743.497	501.376	1401.67	743.097	479.621	1281.8	747.435	436.633	1406.89	788.13	413.075	1367.46	712.127	102	1413.52	732.558	115.061	1333.37	845.323	58.9706	1331.3	819.112	52.1465	1441.63	852.364	77.695	1365.12	735.456	849.692	1065.38	745.658	493.779	1062.32	736.996	479.53	1183.56	742.688	437.501	1058.33	785.044	414.885	1099.94	705.794	102.736	1048.61	723.588	115.496	1129.9	842.265	60.063	1128.58	814.553	44.3357	1020.44	853.912	71.7844	1086.08
0.06	823.438	940.914	1348.73	814.132	938.461	1112.43	654.573	974.724	1286.1	653.208	973.7	1185.5	772.972	1003.81	1380.37	756.857	1002.13	1082.46	734.48	737.244	1415.24	749.528	628.638	1419.04	681.131	731.011	1371.01	692.261	621.112	1373.07	696.524	257.448	1423.33	700.525	172.839	1416.95	659.022	255.267	1384.74	664.784	174.73	1380.15	646.998	91.5655	1369.86	638.357	40.5954	1370.64	662.552	61.2083	1410.39	753.111	702.53	1040.09	764.262	592.868	1045.57	691.958	700.263	1071.49	698.523	590.052	1077.81	694.787	257.154	1038.87	702.012	176.828	1044.75	656.178	257.485	1076.33	661.105	176.643	1082.02	641.69	87.409	1092.01	632.965	40.165	1092.5	656.429	64.2708	1051.23	755.743	851.498	1401.86	743.482	501.369	1401.67	743.1	479.627	1281.8	747.449	436.717	1406.84	788.12	413.078	1367.46	712.13	102.011	1413.53	732.55	115.064	1333.38	845.32	58.9721	1331.3	819.115	52.1376	1441.64	852.364	77.6948	1365.13	735.476	849.695	1065.35	745.677	493.769	1062.31	737.022	479.533	1183.56	742.714	437.495	1058.33	785.078	414.871	1099.93	705.778	102.744	1048.61	723.594	115.495	1129.89	842.273	60.0596	1128.57	814.551	44.3396	1020.44	853.908	71.7838	1086.09
