,loss,mae,mse,msle,val_loss,val_mae,val_mse,val_msle
0,0.16288958489894867,0.32949328422546387,0.16288958489894867,0.07871315628290176,0.0969054251909256,0.25603169202804565,0.0969054251909256,0.047532837837934494
1,0.08166913688182831,0.23048114776611328,0.08166913688182831,0.04064042866230011,0.0743177980184555,0.2247750461101532,0.0743177980184555,0.03651280701160431
2,0.06847789138555527,0.213375061750412,0.06847789138555527,0.03421591594815254,0.06616593897342682,0.2170323133468628,0.06616593897342682,0.03235127404332161
3,0.0626206248998642,0.20680192112922668,0.0626206248998642,0.031208543106913567,0.061918944120407104,0.21221083402633667,0.061918944120407104,0.030201591551303864
4,0.059418901801109314,0.20278504490852356,0.05941890552639961,0.029538258910179138,0.059209905564785004,0.208309143781662,0.059209905564785004,0.02884794771671295
5,0.05722798407077789,0.19960233569145203,0.05722798407077789,0.028385231271386147,0.0571712963283062,0.2049456536769867,0.0571712963283062,0.02784341759979725
6,0.05547807365655899,0.196766659617424,0.05547807365655899,0.027470851317048073,0.05547145754098892,0.20188871026039124,0.05547145754098892,0.02701626531779766
7,0.0539560429751873,0.19410504400730133,0.0539560429751873,0.026683900505304337,0.05396522581577301,0.19902358949184418,0.05396522581577301,0.026286695152521133
8,0.05255882441997528,0.19153329730033875,0.05255882441997528,0.02596540004014969,0.05256763845682144,0.19625639915466309,0.05256763845682144,0.02560518868267536
9,0.05121450871229172,0.18895047903060913,0.05121450871229172,0.025272643193602562,0.051211532205343246,0.19348619878292084,0.051211532205343246,0.024932172149419785
10,0.0498562715947628,0.18622663617134094,0.0498562715947628,0.024566637352108955,0.049828968942165375,0.1905539631843567,0.049828968942165375,0.02422972396016121
11,0.04839141666889191,0.18314017355442047,0.04839141666889191,0.023798899725079536,0.04831773787736893,0.18720650672912598,0.04831773787736893,0.02344580367207527
12,0.04665089026093483,0.17931219935417175,0.04665089026093483,0.02288939245045185,0.046527180820703506,0.18310847878456116,0.046527180820703506,0.02251012809574604
13,0.04456266760826111,0.17454686760902405,0.04456266760826111,0.021807290613651276,0.04448356106877327,0.1782059669494629,0.04448356106877327,0.02144869975745678
14,0.04233836010098457,0.16916775703430176,0.04233836010098457,0.020655924454331398,0.04232293367385864,0.17270667850971222,0.04232293367385864,0.020337406545877457
15,0.04008476436138153,0.16334190964698792,0.04008476436138153,0.019489575177431107,0.04008227586746216,0.1668442040681839,0.04008227586746216,0.019192803651094437
16,0.03780011832714081,0.15711753070354462,0.03780011832714081,0.018310800194740295,0.037777017802000046,0.16075438261032104,0.037777017802000046,0.018017997965216637
17,0.03548464924097061,0.15060965716838837,0.03548465296626091,0.017121590673923492,0.03543240949511528,0.15449586510658264,0.03543240949511528,0.01682291552424431
18,0.03315426781773567,0.14395911991596222,0.03315426781773567,0.015930425375699997,0.033086709678173065,0.14812487363815308,0.033086709678173065,0.015626095235347748
19,0.03084021620452404,0.13730934262275696,0.03084021620452404,0.014753530733287334,0.03079204075038433,0.14170143008232117,0.03079204075038433,0.014456374570727348
20,0.028588473796844482,0.1307912915945053,0.028588471934199333,0.01361561007797718,0.028611550107598305,0.1353151500225067,0.028611550107598305,0.013351812027394772
21,0.026456497609615326,0.12456673383712769,0.026456497609615326,0.012548853643238544,0.026613423600792885,0.12917642295360565,0.026613423600792885,0.012355179525911808
22,0.024513155221939087,0.11885425448417664,0.024513155221939087,0.0115901418030262,0.02486436255276203,0.12361816316843033,0.02486436255276203,0.01150359958410263
23,0.02283337526023388,0.11391599476337433,0.02283337526023388,0.010773668996989727,0.023413967341184616,0.11892753839492798,0.023413967341184616,0.01081378199160099
24,0.021467940881848335,0.10993797332048416,0.021467940881848335,0.010115962475538254,0.02226673625409603,0.11521243304014206,0.02226673625409603,0.010273552499711514
