,loss,mae,mse,msle,val_loss,val_mae,val_mse,val_msle
0,0.272075355052948,0.42296507954597473,0.2720752954483032,0.10525926202535629,0.1464119851589203,0.2919009029865265,0.1464119851589203,0.07276077568531036
1,0.09686055034399033,0.22889329493045807,0.09686054289340973,0.04629020392894745,0.0779852494597435,0.20843765139579773,0.0779852494597435,0.03617212548851967
2,0.06360414624214172,0.19338366389274597,0.06360414624214172,0.02915790304541588,0.059080470353364944,0.18841946125030518,0.059080470353364944,0.027110742405056953
3,0.051163703203201294,0.180013507604599,0.051163703203201294,0.02361040562391281,0.05005098879337311,0.17980384826660156,0.05005098879337311,0.023129286244511604
4,0.04450205713510513,0.1714020073413849,0.04450205713510513,0.020752765238285065,0.044349104166030884,0.1723705381155014,0.044349104166030884,0.02052317000925541
5,0.03995782881975174,0.16340169310569763,0.03995782881975174,0.018696893006563187,0.04008778929710388,0.16456377506256104,0.04008778929710388,0.01846543326973915
6,0.0364006944000721,0.15560877323150635,0.0364006944000721,0.017032163217663765,0.03662406653165817,0.15684650838375092,0.03662406653165817,0.01677699387073517
7,0.03342131897807121,0.1482793539762497,0.03342131897807121,0.01563796028494835,0.0336640328168869,0.14952367544174194,0.0336640328168869,0.015358243137598038
8,0.030827200040221214,0.14145247638225555,0.030827200040221214,0.014437573961913586,0.03105229139328003,0.14262570440769196,0.03105229139328003,0.014133317396044731
9,0.028519513085484505,0.1350763738155365,0.028519513085484505,0.013380898162722588,0.028705134987831116,0.1361067146062851,0.028705134987831116,0.013052222318947315
10,0.026445716619491577,0.12910278141498566,0.026445716619491577,0.012437805533409119,0.026575986295938492,0.12990988790988922,0.026575986295938492,0.012083673849701881
11,0.024575015529990196,0.12350355833768845,0.024575015529990196,0.011589760892093182,0.024637047201395035,0.12402143329381943,0.024637047201395035,0.011208119802176952
12,0.02288627438247204,0.11827631294727325,0.02288627438247204,0.010824538767337799,0.022870616987347603,0.1184309646487236,0.022870616987347603,0.010413127951323986
13,0.021362759172916412,0.11342667043209076,0.021362759172916412,0.010133368894457817,0.021265080198645592,0.11315438896417618,0.021265080198645592,0.009690910577774048
14,0.01998920552432537,0.10895110666751862,0.01998920552432537,0.009509298950433731,0.01981203444302082,0.10821181535720825,0.01981203444302082,0.009036255069077015
15,0.01875048503279686,0.10483767092227936,0.01875048317015171,0.008945840410888195,0.018504010513424873,0.10364822298288345,0.018504010513424873,0.00844518281519413
16,0.017631057649850845,0.10108470916748047,0.017631057649850845,0.0084364153444767,0.01733367145061493,0.09953716397285461,0.01733367145061493,0.007914409972727299
17,0.016616882756352425,0.09768430143594742,0.016616882756352425,0.007974780164659023,0.016293810680508614,0.09593655914068222,0.016293810680508614,0.007441199850291014
18,0.015697013586759567,0.0946369618177414,0.015697013586759567,0.007555520161986351,0.015377734787762165,0.09284549951553345,0.015377734787762165,0.007023223210126162
19,0.014864863827824593,0.09192444384098053,0.014864863827824593,0.0071746609173715115,0.014578993432223797,0.09022977948188782,0.014578991569578648,0.0066581591963768005
20,0.01411738246679306,0.08951234072446823,0.01411738246679306,0.006829537451267242,0.013890651986002922,0.0880296602845192,0.013890650123357773,0.006343121640384197
21,0.013453112915158272,0.08735313266515732,0.013453112915158272,0.006518473383039236,0.013304069638252258,0.08619088679552078,0.013304069638252258,0.006074340548366308
22,0.012869196943938732,0.08540276437997818,0.012869196943938732,0.006240004673600197,0.012807901948690414,0.08462487161159515,0.012807901948690414,0.005846826359629631
23,0.012359392829239368,0.08362418413162231,0.012359392829239368,0.005992047023028135,0.012388456612825394,0.08326341211795807,0.012388456612825394,0.005654629319906235
24,0.011914517730474472,0.08198592066764832,0.011914517730474472,0.005771630443632603,0.012031732127070427,0.08204901218414307,0.012031732127070427,0.005491654854267836
