,loss,mae,mse,msle,val_loss,val_mae,val_mse,val_msle
0,0.1299515962600708,0.2879619896411896,0.1299515962600708,0.05873909592628479,0.07129251956939697,0.20981447398662567,0.07129251956939697,0.03332669287919998
1,0.056538067758083344,0.18717750906944275,0.056538067758083344,0.026644267141819,0.050025660544633865,0.1734030842781067,0.050025660544633865,0.02260749787092209
2,0.04088971018791199,0.15746751427650452,0.04088971018791199,0.018941843882203102,0.03875162452459335,0.15293903648853302,0.03875162452459335,0.01708148792386055
3,0.03254588320851326,0.1386592835187912,0.03254588320851326,0.01489897072315216,0.031801801174879074,0.1371852308511734,0.031801801174879074,0.01387148629873991
4,0.027568647637963295,0.1252487450838089,0.027568647637963295,0.012549272738397121,0.027190353721380234,0.12458308041095734,0.027190353721380234,0.011835629120469093
5,0.024047786369919777,0.11503802984952927,0.024047786369919777,0.010904199443757534,0.02380301058292389,0.11515623331069946,0.02380301058292389,0.010328461416065693
6,0.02111229859292507,0.10698331147432327,0.02111229859292507,0.009544539265334606,0.02139006182551384,0.10910820960998535,0.02139006182551384,0.009267840534448624
7,0.018806355074048042,0.10103318840265274,0.018806355074048042,0.00850197859108448,0.01966370828449726,0.10508274286985397,0.01966370828449726,0.0085218520835042
8,0.017062049359083176,0.0966278687119484,0.017062049359083176,0.007727606687694788,0.018370147794485092,0.10236077755689621,0.01837015151977539,0.007969226688146591
9,0.015750247985124588,0.09326640516519547,0.015750247985124588,0.007153420243412256,0.017327331006526947,0.10009845346212387,0.017327331006526947,0.00752322468906641
10,0.01469858642667532,0.090412437915802,0.01469858642667532,0.006697166245430708,0.016427721828222275,0.09793481230735779,0.016427721828222275,0.007137995213270187
11,0.013807890936732292,0.08780831843614578,0.013807890936732292,0.006314139347523451,0.0156349316239357,0.09582160413265228,0.0156349316239357,0.006801951676607132
12,0.013042621314525604,0.08540771156549454,0.013042621314525604,0.005988242104649544,0.014933169819414616,0.09376076608896255,0.014933169819414616,0.0065105571411550045
13,0.012385996989905834,0.08320973813533783,0.012385996989905834,0.005710892379283905,0.014310905709862709,0.09176495671272278,0.014310905709862709,0.0062583740800619125
14,0.011824021115899086,0.08121154457330704,0.01182402204722166,0.005474896635860205,0.013758976943790913,0.08984694629907608,0.013758976943790913,0.006039932835847139
15,0.011344129219651222,0.07941056042909622,0.011344129219651222,0.005274196155369282,0.013269699178636074,0.08802623301744461,0.013269699178636074,0.005850332789123058
16,0.01093502901494503,0.07780078053474426,0.010935028083622456,0.005103490315377712,0.012836098670959473,0.08631864935159683,0.012836098670959473,0.0056851208209991455
17,0.010586419142782688,0.0763736218214035,0.010586419142782688,0.004958072677254677,0.012451671063899994,0.08473311364650726,0.012451671063899994,0.005540297366678715
18,0.010288652032613754,0.07511579990386963,0.010288652032613754,0.004833622369915247,0.012110531330108643,0.08327611535787582,0.012110531330108643,0.005412520840764046
19,0.01003311574459076,0.07400916516780853,0.01003311574459076,0.004726325627416372,0.011807355098426342,0.08194472640752792,0.011807356029748917,0.005298946984112263
20,0.00981216412037611,0.07303623110055923,0.00981216412037611,0.004632983356714249,0.011537262238562107,0.08073309808969498,0.011537262238562107,0.005197390913963318
21,0.009619480930268764,0.07217821478843689,0.009619480930268764,0.004550800658762455,0.011296013370156288,0.07963453233242035,0.011296013370156288,0.005106082186102867
22,0.009449786506593227,0.07141784578561783,0.009449786506593227,0.004477685317397118,0.01107971090823412,0.07863981276750565,0.01107971090823412,0.005023506004363298
23,0.009298835881054401,0.07073790580034256,0.009298835881054401,0.0044119288213551044,0.010884985327720642,0.07773938775062561,0.010884985327720642,0.004948446527123451
24,0.0091633265838027,0.07012582570314407,0.0091633265838027,0.004352219868451357,0.010708962567150593,0.07692278921604156,0.010708962567150593,0.00487989978864789
