,Nose,Neck,RShoulder,RElbow,RWrist,LShoulder,LElbow,LWrist,MidHip,RHip,RKnee,RAnkle,LHip,LKnee,LAnkle,REye,LEye,REar,LEar,LBigToe,LSmallToe,LHeel,RBigToe,RSmallToe,RHeel
0,"(244.62965312499998, 104.41300852272728, 0.730065)","(259.387171875, 123.0843693181818, 0.779482)","(253.57489218749998, 118.22816761363637, 0.664525)","(244.659553125, 140.18343181818184, 0.855511)","(227.2040265625, 139.33060227272728, 0.854816)","(265.64888593750004, 127.18202840909092, 0.739718)","(244.6375953125, 152.33370454545454, 0.849905)","(223.196959375, 149.0846278409091, 0.728527)","(259.37689375, 177.51341193181818, 0.63398)","(252.687703125, 171.86723863636362, 0.621928)","(225.8678703125, 179.12648295454545, 0.800349)","(228.11270625, 231.95519602272728, 0.766177)","(265.1994515625, 179.98695738636363, 0.572936)","(242.86088125, 187.2725340909091, 0.764126)","(240.6151109375, 244.14539204545457, 0.729991)","(0.0, 0.0, 0)","(245.9840296875, 101.18431818181818, 0.785444)","(0.0, 0.0, 0)","(252.2387359375, 106.04136931818182, 0.919974)","(231.694165625, 257.94101420454547, 0.730362)","(235.70917500000002, 258.7615653409091, 0.683201)","(242.4109796875, 250.64014772727273, 0.590139)","(216.9431875, 244.1148125, 0.809017)","(216.944121875, 240.8886704545455, 0.697734)","(230.81398437500002, 237.62430397727275, 0.771066)"
1,"(244.62077656249997, 101.99807386363638, 0.762903)","(259.37315624999997, 120.66858522727271, 0.827424)","(252.68349843750002, 115.78775000000002, 0.706376)","(244.657684375, 140.17323863636364, 0.859003)","(227.2161734375, 136.09426704545453, 0.761466)","(265.64841874999996, 126.33259659090909, 0.742113)","(244.6403984375, 151.51400284090911, 0.820133)","(223.20256562499998, 146.6781875, 0.755342)","(258.95455625, 173.4811590909091, 0.644752)","(252.24667812500002, 171.0059147727273, 0.630341)","(225.43291875, 178.33651136363636, 0.794288)","(228.11037031249998, 231.11935511363637, 0.779132)","(266.0824359375, 178.35010227272727, 0.59747)","(242.41378281250002, 185.6747528409091, 0.805418)","(240.615578125, 243.3154971590909, 0.744588)","(0.0, 0.0, 0)","(245.55468437499997, 100.36716477272726, 0.813147)","(0.0, 0.0, 0)","(252.241071875, 104.40961079545455, 0.888271)","(231.6824859375, 256.3398352272728, 0.762054)","(235.2667484375, 257.13575284090905, 0.714945)","(242.40630781250002, 249.8094034090909, 0.608267)","(216.9380484375, 243.29001420454546, 0.804128)","(216.9380484375, 238.44825284090905, 0.717111)","(230.81071406249998, 236.03161931818184, 0.756094)"
2,"(244.19843906249997, 101.16648011363637, 0.823918)","(258.93727031249995, 120.63036079545455, 0.826783)","(252.24153906249998, 114.99777840909091, 0.735968)","(244.63899687500003, 140.12906818181816, 0.877893)","(227.2348609375, 134.47949715909093, 0.806625)","(265.1947796875, 125.50779829545453, 0.698644)","(244.6460046875, 149.911125, 0.812403)","(224.090221875, 146.66544602272728, 0.743749)","(258.938671875, 172.66655397727274, 0.659154)","(252.23733437499996, 168.59267897727273, 0.621281)","(225.42731249999997, 177.51850852272727, 0.767453)","(227.6628046875, 230.32598579545456, 0.777217)","(265.64094375, 178.30763068181818, 0.595135)","(241.97088906250002, 184.8338153409091, 0.810673)","(240.609971875, 241.7143181818182, 0.71763)","(0.0, 0.0, 0)","(245.54300468749997, 99.54151704545455, 0.801364)","(0.0, 0.0, 0)","(252.2312609375, 101.99637499999999, 0.912175)","(231.25594375, 256.29226704545454, 0.745821)","(235.70123281250002, 256.33049147727274, 0.695102)","(241.966684375, 247.38682386363635, 0.594039)","(216.501228125, 241.71176988636367, 0.779449)","(216.501228125, 237.64384090909087, 0.74371)","(230.789690625, 235.21361647727272, 0.729149)"
3,"(243.7485375, 101.16393181818181, 0.708084)","(258.934934375, 119.85058238636363, 0.823842)","(252.2349984375, 114.96889772727275, 0.740261)","(244.20264374999996, 139.3671278409091, 0.845567)","(226.31496875, 134.47779829545456, 0.779048)","(265.6367390625, 123.9125653409091, 0.709994)","(244.64226718749998, 148.29380681818185, 0.82822)","(223.1862140625, 146.64166193181816, 0.728724)","(258.0402703125, 172.67504829545453, 0.652414)","(251.77668749999998, 168.60372159090912, 0.624382)","(224.107975, 175.91648011363634, 0.765488)","(227.2124359375, 229.5326164772727, 0.780417)","(263.86189375, 177.54144318181818, 0.592681)","(241.9550046875, 184.80918181818183, 0.805856)","(239.28642968749998, 239.2849431818182, 0.691205)","(0.0, 0.0, 0)","(245.09590625, 99.53557102272727, 0.767942)","(0.0, 0.0, 0)","(251.783228125, 101.96749431818182, 0.922491)","(231.2367890625, 255.49210227272724, 0.735745)","(235.25553593749999, 255.52862784090908, 0.674448)","(241.520053125, 244.95659943181818, 0.630981)","(216.0578671875, 240.90650852272725, 0.764782)","(216.0531953125, 237.6192073863636, 0.732688)","(230.34305937499997, 234.38626988636364, 0.705219)"
4,"(65.932303125, 55.65468778409091, 0.874654)","(55.17717968750001, 81.69308579545455, 0.776822)","(48.486587500000006, 82.49800738636362, 0.738632)","(55.18231875, 132.86982386363636, 0.93463)","(77.10882968749999, 134.46760511363638, 0.836415)","(61.4487046875, 81.64755625, 0.673293)","(64.575590625, 122.29524715909092, 0.280357)","(76.1809953125, 131.21088352272727, 0.324439)","(62.342434375, 158.85394318181818, 0.594835)","(57.42715468750001, 160.47211079545454, 0.549473)","(58.7838671875, 213.28978125, 0.718589)","(56.101276562500004, 276.64720170454547, 0.695679)","(67.25724687499999, 158.0198011363636, 0.508502)","(65.9094109375, 211.66991477272725, 0.707734)","(66.3709921875, 257.13320454545453, 0.790294)","(62.800278125, 50.00409744318182, 0.880221)","(66.3504359375, 49.190596590909095, 0.252485)","(54.290457812499994, 50.815984375000006, 0.843904)","(0.0, 0.0, 0)","(80.6622578125, 262.8498806818182, 0.713746)","(80.2053484375, 260.3975710227273, 0.59927)","(64.1378359375, 263.6109715909091, 0.62969)","(71.27225625000001, 287.1844034090909, 0.57646)","(67.70294375, 288.83569886363637, 0.546703)","(53.8447609375, 283.12496875, 0.664549)"
5,"(65.92856562499999, 55.64126676136363, 0.881837)","(55.174843749999994, 81.64883039772728, 0.782678)","(48.496398437500005, 81.67269943181819, 0.741079)","(54.745965625, 132.84519034090908, 0.904931)","(77.096215625, 134.45996022727275, 0.84911)","(61.439828125, 81.63056761363637, 0.676324)","(64.13082812500001, 124.70593465909093, 0.40545)","(76.6266921875, 130.41411647727273, 0.391463)","(62.33215625, 158.85394318181818, 0.588784)","(57.418278125, 160.47126136363636, 0.540641)","(58.7782609375, 214.0789034090909, 0.709828)","(56.07745, 275.8512840909091, 0.712856)","(66.8101484375, 158.01555397727273, 0.514062)","(65.4711890625, 211.67671022727274, 0.691023)","(66.3518375, 256.3423835227273, 0.798414)","(62.7970078125, 49.97283835227273, 0.885962)","(65.92763125, 49.164264204545454, 0.243485)","(53.8484984375, 50.78616931818182, 0.850868)","(0.0, 0.0, 0)","(80.218896875, 262.8439346590909, 0.697541)","(79.75638125, 260.3865284090909, 0.572492)","(63.674853125, 262.80995738636364, 0.613971)","(70.38646874999999, 286.3850880681818, 0.603833)","(66.81435312500001, 288.8153125, 0.564838)","(52.966448437500006, 282.33074999999997, 0.685788)"
6,"(65.89492812499999, 54.86029914772727, 0.834733)","(54.740359375000004, 81.6321815340909, 0.760464)","(48.482382812500006, 81.67278437499999, 0.74769)","(54.7389578125, 132.83839488636363, 0.895197)","(77.10275625, 133.65809659090908, 0.844172)","(60.551237500000006, 80.84552272727274, 0.644397)","(64.56905, 124.71018181818182, 0.285942)","(76.1828640625, 131.223625, 0.316045)","(61.89253281250001, 158.8250625, 0.574494)","(56.536228125, 159.66260227272727, 0.545253)","(58.769384375, 212.47517613636364, 0.720025)","(55.636892187499996, 275.82919886363635, 0.731114)","(66.36305, 156.40757954545455, 0.513882)","(65.46324687500001, 211.63084090909092, 0.68911)","(65.93510625, 256.3372869318182, 0.790116)","(62.777853125, 49.17743039772728, 0.900878)","(65.90193593750001, 48.39323494318182, 0.195785)","(52.961309375, 50.00834460227273, 0.870652)","(0.0, 0.0, 0)","(80.21282343749999, 262.8294943181818, 0.7275)","(79.323765625, 259.58296590909094, 0.596071)","(63.2352296875, 262.8142045454545, 0.606455)","(69.942640625, 286.3935823863636, 0.61844)","(66.36865625, 288.8178607954545, 0.589465)","(52.5216859375, 282.30271875, 0.693685)"
7,"(65.47632812500001, 54.03983295454546, 0.809423)","(54.733818750000005, 80.87363892045454, 0.750606)","(48.482382812500006, 81.65732471590908, 0.742444)","(54.7389578125, 132.81885795454545, 0.876215)","(77.07659374999999, 133.64365625, 0.836892)","(60.10086875, 80.83481988636363, 0.626446)","(63.24597500000001, 122.29354829545454, 0.317731)","(75.74464218749999, 131.2185284090909, 0.345537)","(61.882254687499994, 158.0265965909091, 0.554353)","(56.9758515625, 159.64986079545454, 0.533567)","(58.7586390625, 212.4777244318182, 0.700973)","(55.637359375, 275.83514488636365, 0.728215)","(65.9215578125, 155.58617897727274, 0.494634)","(65.4562390625, 211.62659375, 0.676138)","(65.91454999999999, 256.2973636363636, 0.77816)","(62.35458124999999, 48.37913437500001, 0.91146)","(65.4702546875, 48.34617642045454, 0.176102)","(52.9543015625, 49.96510852272728, 0.896323)","(0.0, 0.0, 0)","(79.77320000000002, 262.7895710227273, 0.677032)","(78.868725, 257.98008806818183, 0.571821)","(62.801679687500005, 262.00214772727276, 0.619583)","(69.940771875, 286.3774431818182, 0.595727)","(66.36632031250001, 288.80851704545455, 0.566646)","(52.5188828125, 282.30356818181815, 0.680588)"
8,"(65.89492812499999, 54.05214971590909, 0.832948)","(54.729614062500005, 80.86820255681816, 0.740181)","(48.482382812500006, 81.66004289772727, 0.744188)","(54.30120312500001, 132.8078153409091, 0.847296)","(76.6528546875, 133.62496875, 0.849685)","(59.6696546875, 80.8197, 0.613367)","(63.6846640625, 123.09286363636365, 0.238308)","(75.30361718750001, 128.79594886363637, 0.268775)","(61.445434375, 158.01895170454546, 0.552473)","(56.536228125, 158.85309375, 0.53445)","(58.7492953125, 212.47007954545455, 0.699428)","(55.6340890625, 275.8122102272727, 0.711616)","(65.90894374999999, 154.79196022727274, 0.499666)","(65.0161484375, 211.63084090909092, 0.685411)","(65.9047390625, 255.52438068181817, 0.771051)","(62.3597203125, 48.369535795454546, 0.905051)","(65.893059375, 48.335983238636366, 0.249832)","(52.5230875, 49.203592897727276, 0.909671)","(0.0, 0.0, 0)","(79.7708640625, 262.0259318181818, 0.68748)","(78.86685625, 257.9741420454545, 0.581389)","(62.7970078125, 261.21047727272725, 0.6168)","(69.92675625, 284.7643721590909, 0.588203)","(65.92763125, 288.01599715909094, 0.527564)","(52.5132765625, 281.51104829545454, 0.655546)"
9,"(65.47539375, 54.029045170454545, 0.807873)","(54.729614062500005, 80.85580085227274, 0.746393)","(48.0581765625, 81.64161022727274, 0.744904)","(54.3044734375, 132.0407784090909, 0.835662)","(77.0709875, 132.88171590909093, 0.856523)","(60.11208125, 80.81349914772728, 0.615577)","(63.6837296875, 121.4823409090909, 0.167001)","(74.85137968750001, 127.97539772727272, 0.191392)","(60.996934375, 157.21199147727273, 0.54255)","(56.096137500000005, 158.83355681818182, 0.533174)","(58.742754687499996, 212.46413352272728, 0.694751)","(55.6228765625, 275.8037159090909, 0.709928)","(65.473525, 154.77582102272729, 0.490183)","(64.5723203125, 211.64358238636362, 0.68405)","(65.9038046875, 255.52692897727275, 0.775143)","(62.3615890625, 48.34872471590909, 0.914727)","(65.9010015625, 48.328168465909094, 0.171235)","(52.5263578125, 49.192550284090906, 0.907646)","(0.0, 0.0, 0)","(79.7587171875, 262.0165880681818, 0.691486)","(78.42022499999999, 257.9681960227273, 0.59228)","(62.798409375000006, 261.9885568181818, 0.631128)","(69.9225515625, 284.77116761363635, 0.602946)","(66.35977968750001, 288.0109005681818, 0.535803)","(52.5058015625, 281.49490909090906, 0.654075)"
