,Nose,Neck,RShoulder,RElbow,RWrist,LShoulder,LElbow,LWrist,MidHip,RHip,RKnee,RAnkle,LHip,LKnee,LAnkle,REye,LEye,REar,LEar,LBigToe,LSmallToe,LHeel,RBigToe,RSmallToe,RHeel
0,"(116.86228125, 61.33713181818181, 0.825522)","(109.263009375, 83.30148494318182, 0.819174)","(103.0055, 85.72041193181818, 0.773402)","(102.10756562499999, 120.68727272727274, 0.879452)","(106.58041875, 155.58193181818183, 0.765528)","(115.94285625, 82.47226960227272, 0.733866)","(118.6399296875, 119.84208806818182, 0.22387)","(120.87261875, 140.17833522727275, 0.179008)","(112.85381249999999, 146.64675852272725, 0.6467)","(108.8261890625, 146.67139204545452, 0.638412)","(104.785484375, 205.151375, 0.792575)","(101.21990937499999, 265.28435227272723, 0.746276)","(117.7550765625, 146.6357159090909, 0.59737)","(113.28315781250001, 205.12419318181819, 0.76556)","(112.83979687499999, 257.12555965909087, 0.812251)","(115.495290625, 55.69800880681818, 0.844758)","(117.2939625, 55.68068039772727, 0.246109)","(108.3505921875, 58.10606306818181, 0.780185)","(0.0, 0.0, 0)","(123.5729625, 268.5232357954545, 0.792035)","(123.54679999999999, 264.4646505681818, 0.734082)","(110.60337031249999, 262.7963664772727, 0.641054)","(112.36606875, 276.6505994318182, 0.698986)","(108.80049375, 277.4643551136364, 0.666106)","(98.095359375, 270.97979261363633, 0.763161)"
1,"(117.29816718750001, 61.372128409090905, 0.836653)","(109.2732875, 84.90648636363638, 0.808217)","(103.445590625, 86.52567329545455, 0.782102)","(102.12298281250001, 121.46450284090909, 0.863093)","(107.4666734375, 156.3965369318182, 0.748979)","(115.9554703125, 82.48687982954546, 0.737567)","(119.08235625, 119.84463636363635, 0.169025)","(120.88383125, 139.3297528409091, 0.0912142)","(113.2724125, 147.4588153409091, 0.639753)","(109.2433875, 147.48344886363637, 0.635819)","(104.792025, 205.96088352272724, 0.771952)","(101.6487875, 266.072625, 0.757109)","(118.18769218749999, 146.67988636363637, 0.587318)","(113.73726406249999, 204.3622528409091, 0.74413)","(113.2728796875, 257.1281079545455, 0.795236)","(115.508371875, 56.48237414772727, 0.840048)","(118.18348749999998, 55.709476136363634, 0.244902)","(108.37068125, 59.72312642045454, 0.807924)","(0.0, 0.0, 0)","(123.99857031250001, 268.51644034090907, 0.779228)","(123.55707812500002, 264.4510596590909, 0.7314)","(111.49149375, 262.8031619318182, 0.671885)","(112.3679375, 276.67353409090913, 0.710259)","(108.80563281250001, 278.2560255681818, 0.666246)","(98.53358125, 270.9721477272727, 0.749626)"
2,"(117.29769999999999, 62.13296448863637, 0.824193)","(109.2690828125, 85.7059715909091, 0.807326)","(103.4516640625, 86.54860795454546, 0.789108)","(102.54859062500002, 121.49593181818183, 0.823984)","(107.91143593749999, 158.02319886363637, 0.76194)","(115.9414546875, 82.49265596590908, 0.718864)","(119.51637343750001, 119.01983806818181, 0.145768)","(122.66288124999998, 134.47440056818184, 0.0859109)","(113.28222343750001, 147.45711647727273, 0.647491)","(109.2503953125, 147.48344886363637, 0.646188)","(105.2166984375, 205.97532386363633, 0.778198)","(101.65252500000001, 266.0802698863636, 0.749721)","(118.20030625, 146.67478977272728, 0.601594)","(114.17361718749999, 204.3529090909091, 0.731931)","(113.280821875, 257.13150568181817, 0.775196)","(115.5125765625, 56.50896136363636, 0.814037)","(118.184421875, 56.468188636363635, 0.273511)","(108.790215625, 60.522696590909085, 0.802089)","(0.0, 0.0, 0)","(124.00931562499999, 269.2919715909091, 0.758798)","(123.56175, 264.4722954545454, 0.701851)","(111.498034375, 262.81165625, 0.648575)","(112.3749453125, 277.43717329545456, 0.709276)","(108.813575, 278.2628210227272, 0.66904)","(98.53124531249999, 271.7646676136364, 0.720011)"
3,"(117.30330624999999, 61.38062272727273, 0.820886)","(109.270484375, 85.7059715909091, 0.810871)","(103.892221875, 86.54351136363636, 0.791223)","(102.5532625, 121.4823409090909, 0.833829)","(107.469009375, 157.21369034090907, 0.752476)","(115.52051875000001, 82.50225454545455, 0.721945)","(119.0804875, 119.03597727272727, 0.161117)","(123.11138125000001, 134.47779829545456, 0.12862)","(113.29343593749999, 146.6722414772727, 0.643109)","(109.261140625, 147.47835227272728, 0.644775)","(105.215296875, 206.7627471590909, 0.77247)","(101.65439375, 266.0768721590909, 0.756987)","(118.6427328125, 146.65355397727274, 0.614277)","(114.17268281250001, 205.1326875, 0.728904)","(113.2738140625, 257.15528977272726, 0.789073)","(115.5144453125, 56.49197272727273, 0.827091)","(118.629184375, 55.71380823863636, 0.335796)","(108.7934859375, 60.524310511363645, 0.814114)","(0.0, 0.0, 0)","(123.99997187500001, 268.53003125, 0.768362)","(123.5538078125, 264.45870454545457, 0.717211)","(111.48822343750001, 262.8311931818182, 0.636843)","(112.3730765625, 276.6684375, 0.710112)","(108.80983749999999, 278.25432670454546, 0.676845)","(98.536384375, 271.7672159090909, 0.73199)"
4,"(117.29349531249999, 62.16940511363637, 0.819898)","(109.2765578125, 85.72890625, 0.807625)","(103.9010984375, 87.3130965909091, 0.794127)","(102.5574671875, 121.48064204545454, 0.824016)","(107.0256484375, 158.02574715909094, 0.770506)","(115.94706093750001, 83.29825710227273, 0.710227)","(118.636659375, 119.84548579545454, 0.136097)","(122.66428281250002, 133.67168750000002, 0.0938235)","(113.27474843750001, 147.48005113636364, 0.649301)","(109.2485265625, 148.2853125, 0.6407)","(105.2166984375, 207.58244886363636, 0.763615)","(101.65906562500001, 266.88468181818183, 0.765299)","(117.750871875, 147.46561079545452, 0.600461)","(114.175953125, 205.13863352272728, 0.717012)","(113.2794203125, 257.16633238636365, 0.78889)","(115.511175, 58.09570000000001, 0.798151)","(118.1947, 56.50921619318181, 0.251862)","(108.8018953125, 60.55684375, 0.820021)","(0.0, 0.0, 0)","(123.9990375, 269.31830397727276, 0.796119)","(123.5622171875, 265.2648153409091, 0.718726)","(111.49663281250001, 262.8473323863637, 0.657854)","(112.367003125, 276.6650397727273, 0.709913)","(108.80423125, 278.2526278409091, 0.686589)","(98.542925, 272.56653124999997, 0.734341)"
5,"(117.2962984375, 62.196671875, 0.812178)","(109.277959375, 85.72975568181819, 0.80442)","(103.9001640625, 87.3130965909091, 0.789931)","(102.5537296875, 121.50272727272726, 0.813601)","(106.57247656250001, 158.03084375, 0.793202)","(115.9489296875, 83.30131505681817, 0.713368)","(119.08095468750001, 119.84633522727273, 0.169375)","(123.5463328125, 133.66913920454544, 0.113829)","(113.2724125, 147.47410511363637, 0.64663)","(109.24292031249999, 148.27936647727273, 0.639958)","(104.7943609375, 208.40554829545457, 0.75779)","(101.65112343749999, 266.90336931818183, 0.767869)","(117.7532078125, 147.45796590909092, 0.59665)","(114.16847812500001, 205.1284403409091, 0.71309)","(113.277084375, 257.9435625, 0.775075)","(115.51351093749999, 58.9024903409091, 0.798134)","(118.199371875, 57.306407954545456, 0.285778)","(108.810771875, 61.31402727272727, 0.828755)","(0.0, 0.0, 0)","(124.001840625, 269.31235795454546, 0.786681)","(123.55988125, 265.2733096590909, 0.716683)","(111.4975671875, 263.6075738636364, 0.670758)","(111.937190625, 276.66334090909095, 0.698632)","(108.7934859375, 278.2560255681818, 0.674804)","(98.53358125, 272.58012215909093, 0.750285)"
6,"(117.29349531249999, 62.21162187499999, 0.810773)","(109.277959375, 86.52227556818181, 0.818084)","(103.89315625, 87.33263352272728, 0.799698)","(102.54952499999999, 123.09965909090909, 0.803492)","(106.13145156249999, 158.80892329545455, 0.8244)","(115.95874062499999, 84.10836022727273, 0.718149)","(119.07861874999999, 120.64989772727273, 0.159412)","(123.56175, 133.65045170454547, 0.0961677)","(113.27801875, 149.08292897727273, 0.633668)","(109.24245312500001, 149.10501420454545, 0.633501)","(104.7971640625, 209.20061647727272, 0.765037)","(101.66093437500001, 267.69588920454544, 0.763)","(118.631053125, 148.28446306818182, 0.589408)","(113.73212500000001, 205.17430965909094, 0.714551)","(113.27755156250001, 257.9495085227273, 0.777478)","(115.5069703125, 59.712593465909094, 0.803517)","(117.75460937500002, 58.11413267045455, 0.293756)","(108.798625, 61.331695454545454, 0.829232)","(0.0, 0.0, 0)","(123.998103125, 269.3369914772727, 0.797387)","(123.5668890625, 266.072625, 0.718529)","(111.92457656250001, 263.6211647727273, 0.65097)","(111.9456, 276.6565454545455, 0.711643)","(108.80423125, 278.2551761363636, 0.687801)","(98.5415234375, 273.3938778409091, 0.738451)"
7,"(116.8692890625, 62.194633238636364, 0.834994)","(109.70076406250001, 86.54266193181817, 0.824927)","(103.8982953125, 87.34622443181817, 0.803505)","(102.133728125, 124.70508522727272, 0.815899)","(105.70911406249999, 158.84544886363636, 0.848659)","(116.3908890625, 85.70767045454546, 0.729086)","(119.08609375, 120.6465, 0.165683)","(123.5510046875, 133.65809659090908, 0.139599)","(113.28222343750001, 149.91622159090912, 0.647371)","(109.248059375, 150.7197840909091, 0.648651)","(105.2251078125, 209.19551988636363, 0.784703)","(101.65766406249999, 267.6975880681818, 0.760022)","(118.63712656249999, 149.90008238636364, 0.607011)","(113.7279203125, 205.17261079545455, 0.722529)","(113.28362499999999, 257.9664971590909, 0.767818)","(115.5051015625, 58.91794999999999, 0.813613)","(118.18909375, 57.31515710227272, 0.306679)","(108.79769062499999, 61.32974176136364, 0.831558)","(0.0, 0.0, 0)","(124.0181921875, 269.34378693181816, 0.780429)","(123.99857031250001, 266.0862159090909, 0.696728)","(111.931584375, 263.64579829545454, 0.669751)","(111.9418625, 276.66249147727274, 0.668598)","(108.79722343750001, 278.2687670454545, 0.644819)","(98.540121875, 273.40067329545457, 0.745528)"
8,"(117.2972328125, 62.192, 0.839137)","(109.700296875, 87.30715056818183, 0.824627)","(103.88895156250001, 87.36746022727273, 0.800883)","(102.1248515625, 125.51459375, 0.826142)","(105.701171875, 159.66854829545454, 0.835491)","(116.39509374999999, 85.70851988636363, 0.723034)","(119.08702812499999, 119.84463636363635, 0.134285)","(123.55941406250001, 133.67168750000002, 0.102772)","(113.29063281250001, 150.72657954545454, 0.651921)","(109.25132968749999, 151.5241960227273, 0.65511)","(105.230246875, 209.21335795454544, 0.792487)","(101.6585984375, 268.49265625, 0.759405)","(119.0706765625, 150.71298863636363, 0.623351)","(114.1689453125, 205.95323863636364, 0.710055)","(113.2756828125, 257.96734659090913, 0.773067)","(115.5079046875, 58.92024346590909, 0.827672)","(118.18815937500001, 58.09391619318181, 0.26016)","(108.79722343750001, 61.343332670454544, 0.840487)","(0.0, 0.0, 0)","(124.0153890625, 270.1150710227273, 0.772193)","(124.001840625, 266.8991221590909, 0.68261)","(111.92270781250001, 263.64155113636366, 0.659857)","(112.37354375, 277.4643551136364, 0.647706)","(108.8093703125, 279.0918664772727, 0.638949)","(98.542925, 274.2101818181818, 0.741349)"
9,"(117.3009703125, 62.98825738636364, 0.813604)","(109.2774921875, 87.32328977272728, 0.843992)","(103.45259843750001, 87.37935227272726, 0.803739)","(102.1108359375, 125.53667897727271, 0.841966)","(105.6661328125, 160.4874005681818, 0.834264)","(115.96901875, 85.73315340909092, 0.728011)","(119.0828234375, 122.27995738636365, 0.110414)","(123.1137171875, 133.690375, 0.0659041)","(113.282690625, 151.5097556818182, 0.644643)","(109.2503953125, 151.5360880681818, 0.652057)","(105.22697656250001, 208.4021505681818, 0.770266)","(101.65392656249999, 268.51983806818185, 0.761176)","(118.6343234375, 150.71298863636363, 0.601302)","(113.7251171875, 205.95153977272727, 0.704073)","(113.2738140625, 259.57192329545455, 0.75212)","(115.5079046875, 60.51139914772727, 0.840057)","(118.187225, 59.71887926136364, 0.278343)","(108.790215625, 61.351742045454536, 0.814022)","(0.0, 0.0, 0)","(124.0209953125, 270.1473494318182, 0.781103)","(124.44380000000001, 268.49180681818183, 0.703392)","(111.4938296875, 263.6840227272727, 0.639349)","(112.37915000000001, 278.27131534090904, 0.642376)","(108.82151718749999, 280.68794886363634, 0.644426)","(98.536384375, 275.0171420454546, 0.737535)"
