,Nose,Neck,RShoulder,RElbow,RWrist,LShoulder,LElbow,LWrist,MidHip,RHip,RKnee,RAnkle,LHip,LKnee,LAnkle,REye,LEye,REar,LEar,LBigToe,LSmallToe,LHeel,RBigToe,RSmallToe,RHeel
26,"(413, 309, 0.901267)","(362, 351, 0.828949)","(342, 342, 0.896552)","(339, 416, 0.907657)","(413, 463, 0.853357)","(377, 360, 0.773271)","(365, 433, 0.228621)","(410, 463, 0.236775)","(321, 510, 0.781589)","(301, 510, 0.75108)","(224, 622, 0.880219)","(139, 716, 0.843329)","(345, 513, 0.757942)","(398, 618, 0.836533)","(301, 710, 0.802391)","(410, 295, 0.983801)","(0, 0, 0)","(374, 295, 0.88575)","(0, 0, 0)","(362, 748, 0.82124)","(359, 742, 0.800068)","(277, 716, 0.827964)","(151, 772, 0.808155)","(130, 766, 0.841205)","(127, 719, 0.767658)"
27,"(442, 301, 0.854777)","(389, 342, 0.814193)","(386, 342, 0.894271)","(386, 413, 0.926831)","(457, 460, 0.816172)","(392, 342, 0.700053)","(407, 433, 0.275446)","(466, 466, 0.323678)","(363, 510, 0.828068)","(339, 507, 0.78688)","(262, 613, 0.816495)","(154, 692, 0.869111)","(386, 516, 0.776193)","(454, 601, 0.870488)","(389, 719, 0.878124)","(436, 292, 0.957243)","(0, 0, 0)","(410, 292, 0.935045)","(0, 0, 0)","(460, 745, 0.806442)","(457, 739, 0.769298)","(368, 739, 0.828642)","(145, 760, 0.772736)","(127, 742, 0.748332)","(139, 683, 0.722695)"
28,"(477, 298, 0.845899)","(413, 339, 0.841621)","(424, 339, 0.85963)","(427, 410, 0.874804)","(483, 463, 0.855787)","(410, 336, 0.786548)","(365, 395, 0.733541)","(342, 442, 0.739911)","(401, 516, 0.730844)","(383, 513, 0.731899)","(301, 618, 0.82606)","(174, 645, 0.886276)","(416, 516, 0.711327)","(498, 601, 0.86663)","(486, 725, 0.833524)","(466, 292, 0.89318)","(0, 0, 0)","(436, 289, 0.92126)","(0, 0, 0)","(557, 742, 0.832786)","(551, 739, 0.778412)","(477, 745, 0.836421)","(139, 701, 0.736019)","(130, 692, 0.757973)","(162, 627, 0.697344)"
29,"(507, 304, 0.882474)","(439, 342, 0.889694)","(460, 339, 0.916796)","(457, 410, 0.932645)","(501, 477, 0.886617)","(427, 342, 0.831932)","(389, 416, 0.807205)","(389, 463, 0.804702)","(439, 524, 0.767514)","(427, 524, 0.72102)","(348, 624, 0.866517)","(221, 598, 0.843872)","(460, 527, 0.750861)","(536, 610, 0.820683)","(569, 733, 0.808959)","(504, 292, 0.963206)","(0, 0, 0)","(471, 292, 0.86746)","(0, 0, 0)","(633, 745, 0.770197)","(627, 739, 0.751288)","(554, 754, 0.808913)","(154, 627, 0.824672)","(154, 619, 0.795939)","(215, 577, 0.690738)"
30,"(533, 315, 0.906685)","(468, 342, 0.839619)","(483, 342, 0.921487)","(483, 415, 0.935661)","(504, 480, 0.923285)","(457, 342, 0.851803)","(436, 436, 0.761563)","(448, 483, 0.529913)","(480, 527, 0.744563)","(477, 527, 0.678027)","(413, 642, 0.888561)","(292, 571, 0.841486)","(483, 527, 0.631894)","(577, 622, 0.933357)","(604, 739, 0.854297)","(530, 298, 0.934297)","(0, 0, 0)","(504, 295, 0.925741)","(0, 0, 0)","(669, 763, 0.774637)","(668, 757, 0.728765)","(598, 763, 0.831675)","(221, 578, 0.635646)","(221, 572, 0.645511)","(289, 551, 0.675117)"
31,"(571, 318, 0.927329)","(504, 357, 0.881279)","(524, 354, 0.834677)","(504, 412, 0.89873)","(489, 474, 0.811437)","(483, 357, 0.825822)","(480, 430, 0.282317)","(483, 477, 0.168919)","(524, 530, 0.734233)","(524, 530, 0.699453)","(507, 660, 0.8871)","(386, 574, 0.824834)","(521, 530, 0.603478)","(610, 630, 0.803592)","(621, 757, 0.862548)","(557, 309, 0.84888)","(0, 0, 0)","(530, 309, 0.890444)","(0, 0, 0)","(675, 766, 0.810624)","(671, 763, 0.821994)","(607, 772, 0.775754)","(312, 563, 0.561151)","(315, 557, 0.604439)","(383, 551, 0.583994)"
32,"(601, 321, 0.947308)","(533, 363, 0.89446)","(554, 362, 0.90053)","(513, 413, 0.875488)","(480, 466, 0.911297)","(516, 365, 0.801932)","(536, 463, 0.445218)","(592, 501, 0.718575)","(545, 533, 0.738974)","(557, 530, 0.765773)","(622, 651, 0.848421)","(483, 621, 0.758797)","(527, 536, 0.698819)","(630, 642, 0.831718)","(624, 754, 0.852272)","(598, 313, 0.913544)","(0, 0, 0)","(571, 312, 0.85377)","(0, 0, 0)","(677, 766, 0.762325)","(672, 766, 0.793609)","(610, 769, 0.823274)","(419, 630, 0.644637)","(421, 624, 0.655732)","(477, 598, 0.594617)"
33,"(642, 318, 0.88717)","(580, 365, 0.835705)","(586, 362, 0.836498)","(533, 395, 0.86066)","(480, 442, 0.893867)","(577, 371, 0.716674)","(613, 460, 0.839522)","(672, 501, 0.912059)","(577, 536, 0.765562)","(595, 530, 0.761752)","(683, 624, 0.843939)","(651, 695, 0.817961)","(557, 542, 0.692999)","(630, 648, 0.77393)","(639, 751, 0.770521)","(628, 312, 0.862852)","(0, 0, 0)","(601, 315, 0.928401)","(0, 0, 0)","(692, 772, 0.610078)","(680, 766, 0.512606)","(624, 763, 0.85571)","(683, 760, 0.4454)","(0, 0, 0)","(636, 698, 0.582035)"
34,"(669, 330, 0.825366)","(618, 365, 0.813793)","(624, 360, 0.873489)","(560, 377, 0.812177)","(486, 413, 0.854952)","(601, 368, 0.641946)","(675, 463, 0.850532)","(745, 489, 0.819789)","(601, 527, 0.775807)","(622, 527, 0.754586)","(719, 630, 0.812924)","(810, 742, 0.828895)","(577, 530, 0.706846)","(669, 624, 0.874358)","(633, 739, 0.79584)","(666, 318, 0.886165)","(0, 0, 0)","(642, 318, 0.873896)","(0, 0, 0)","(677, 772, 0.76028)","(672, 766, 0.756919)","(621, 751, 0.834417)","(860, 725, 0.463264)","(857, 742, 0.493005)","(810, 763, 0.639324)"
35,"(701, 339, 0.698525)","(645, 366, 0.783969)","(651, 351, 0.820491)","(586, 363, 0.886408)","(510, 383, 0.858506)","(645, 392, 0.515455)","(736, 463, 0.823819)","(810, 483, 0.893821)","(627, 527, 0.761523)","(651, 524, 0.745018)","(763, 624, 0.910303)","(863, 730, 0.82431)","(604, 533, 0.681384)","(689, 624, 0.875301)","(636, 742, 0.81995)","(701, 324, 0.701374)","(0, 0, 0)","(686, 318, 0.860386)","(0, 0, 0)","(680, 769, 0.784838)","(672, 766, 0.777453)","(621, 757, 0.83996)","(904, 707, 0.465973)","(904, 716, 0.587272)","(872, 748, 0.747765)"
36,"(736, 345, 0.79172)","(677, 374, 0.725958)","(683, 354, 0.801384)","(619, 345, 0.862144)","(545, 345, 0.863651)","(692, 410, 0.522559)","(780, 463, 0.84662)","(857, 463, 0.908779)","(672, 524, 0.754661)","(695, 510, 0.728773)","(798, 616, 0.817955)","(884, 728, 0.816038)","(645, 530, 0.73795)","(716, 622, 0.927181)","(645, 736, 0.859886)","(730, 339, 0.794578)","(0, 0, 0)","(710, 333, 0.82111)","(0, 0, 0)","(677, 769, 0.795443)","(672, 766, 0.771472)","(624, 745, 0.87214)","(928, 695, 0.642996)","(928, 713, 0.724865)","(889, 745, 0.774694)"
37,"(757, 345, 0.479566)","(707, 368, 0.718317)","(716, 348, 0.819527)","(648, 339, 0.889313)","(575, 318, 0.902693)","(698, 389, 0.520538)","(810, 460, 0.896215)","(886, 457, 0.889908)","(713, 524, 0.745766)","(739, 516, 0.717858)","(834, 613, 0.847592)","(904, 736, 0.883292)","(683, 530, 0.709228)","(727, 624, 0.868218)","(669, 733, 0.825664)","(751, 339, 0.57196)","(0, 0, 0)","(739, 336, 0.820709)","(0, 0, 0)","(689, 780, 0.743352)","(677, 775, 0.636751)","(648, 742, 0.857285)","(936, 730, 0.575021)","(936, 739, 0.730136)","(904, 751, 0.825289)"
38,"(0, 0, 0)","(733, 354, 0.648677)","(748, 345, 0.690804)","(689, 321, 0.812717)","(621, 295, 0.72416)","(716, 345, 0.43585)","(672, 315, 0.291605)","(610, 295, 0.485369)","(757, 513, 0.707106)","(786, 510, 0.747494)","(860, 616, 0.856962)","(913, 739, 0.845556)","(722, 521, 0.679565)","(739, 622, 0.857884)","(698, 739, 0.804711)","(0, 0, 0)","(0, 0, 0)","(766, 321, 0.461085)","(0, 0, 0)","(680, 763, 0.497591)","(672, 763, 0.616606)","(695, 757, 0.807751)","(931, 745, 0.481311)","(942, 748, 0.592917)","(916, 757, 0.779979)"
39,"(742, 315, 0.0685482)","(766, 345, 0.636912)","(769, 354, 0.445044)","(716, 313, 0.262864)","(672, 286, 0.241883)","(775, 324, 0.721648)","(719, 315, 0.914066)","(669, 280, 0.831608)","(795, 516, 0.707713)","(830, 507, 0.727098)","(889, 616, 0.832346)","(916, 739, 0.855276)","(766, 527, 0.72437)","(766, 625, 0.872283)","(742, 736, 0.823827)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(766, 309, 0.315774)","(722, 772, 0.542781)","(716, 766, 0.677485)","(742, 751, 0.761969)","(945, 742, 0.598711)","(948, 748, 0.724123)","(910, 760, 0.818711)"
40,"(0, 0, 0)","(786, 362, 0.771805)","(816, 339, 0.758864)","(775, 301, 0.624196)","(733, 277, 0.569003)","(748, 389, 0.631971)","(854, 460, 0.499893)","(931, 433, 0.870619)","(833, 513, 0.730067)","(860, 504, 0.766461)","(907, 604, 0.839324)","(922, 739, 0.859516)","(798, 524, 0.687796)","(798, 624, 0.824426)","(792, 736, 0.827501)","(0, 0, 0)","(0, 0, 0)","(792, 312, 0.0964298)","(0, 0, 0)","(772, 769, 0.616091)","(766, 766, 0.7412)","(801, 748, 0.771731)","(951, 742, 0.634053)","(951, 748, 0.761884)","(913, 757, 0.813331)"
41,"(798, 292, 0.169231)","(816, 348, 0.726503)","(848, 327, 0.691327)","(807, 289, 0.488511)","(789, 268, 0.368422)","(783, 377, 0.598893)","(857, 457, 0.447019)","(942, 436, 0.813354)","(860, 518, 0.764669)","(892, 507, 0.729294)","(928, 616, 0.836753)","(925, 739, 0.869807)","(830, 527, 0.746567)","(834, 625, 0.906227)","(857, 725, 0.855142)","(0, 0, 0)","(0, 0, 0)","(828, 295, 0.133896)","(0, 0, 0)","(839, 780, 0.631781)","(833, 772, 0.684785)","(860, 739, 0.872192)","(948, 742, 0.562342)","(951, 748, 0.721285)","(919, 757, 0.788706)"
42,"(866, 280, 0.0772347)","(834, 342, 0.881814)","(866, 321, 0.707913)","(883, 295, 0.229899)","(877, 292, 0.179393)","(807, 362, 0.767698)","(866, 439, 0.460119)","(954, 451, 0.824016)","(884, 507, 0.805276)","(919, 501, 0.743533)","(948, 616, 0.817193)","(934, 739, 0.794542)","(857, 516, 0.757061)","(866, 624, 0.869232)","(904, 716, 0.888893)","(860, 271, 0.0949455)","(0, 0, 0)","(857, 286, 0.532554)","(813, 292, 0.230246)","(910, 780, 0.822936)","(901, 772, 0.678748)","(913, 719, 0.758797)","(931, 763, 0.357448)","(951, 763, 0.453869)","(939, 742, 0.800708)"
