,Nose,Neck,RShoulder,RElbow,RWrist,LShoulder,LElbow,LWrist,MidHip,RHip,RKnee,RAnkle,LHip,LKnee,LAnkle,REye,LEye,REar,LEar,LBigToe,LSmallToe,LHeel,RBigToe,RSmallToe,RHeel
0,"(56.97445, 63.78358039772727, 0.703131)","(48.512750000000004, 86.55370454545455, 0.887941)","(40.4441415625, 80.86803267045454, 0.814361)","(39.992090937499995, 114.95785511363637, 0.828871)","(48.93835781250001, 145.80751988636362, 0.872735)","(58.3232203125, 92.22536079545455, 0.801498)","(59.6565734375, 124.71273011363635, 0.836785)","(69.0391, 121.47384659090909, 0.863978)","(45.80642625, 153.16869602272726, 0.602278)","(39.54961765625, 151.51994886363636, 0.573831)","(37.77290359375, 199.46527840909093, 0.737213)","(33.734861875, 255.52098295454547, 0.761977)","(52.0741203125, 155.5955227272727, 0.587847)","(47.152300000000004, 204.35375852272728, 0.707697)","(44.93096359374999, 252.26511079545455, 0.746594)","(54.7520390625, 60.53866590909091, 0.763012)","(57.8803265625, 61.34571107954546, 0.508069)","(47.156971874999996, 59.74444715909091, 0.846831)","(0.0, 0.0, 0)","(57.878925, 263.6186164772727, 0.700408)","(57.4224828125, 261.20368181818185, 0.599339)","(44.00794125, 258.7581676136364, 0.678855)","(41.33530171875, 265.26736363636365, 0.69605)","(37.76257875, 267.6933409090909, 0.623173)","(30.610078281250004, 262.00214772727276, 0.605426)"
1,"(57.4290234375, 62.987153125000006, 0.769985)","(48.513217187500004, 86.52822159090908, 0.873079)","(40.4484396875, 80.8458625, 0.809309)","(40.4525509375, 114.19591477272726, 0.849592)","(49.8372265625, 145.0234943181818, 0.830698)","(58.3213515625, 92.21346875, 0.788109)","(59.657975, 123.89897443181816, 0.824053)","(69.480125, 120.70850852272727, 0.877829)","(46.262728281250006, 151.53948579545457, 0.588044)","(40.43334953125, 148.2802159090909, 0.573674)","(37.78888140625, 198.6753068181818, 0.735179)","(33.30649765625, 255.5082414772727, 0.740788)","(52.5123421875, 153.16444886363635, 0.584542)","(47.5895875, 204.3308238636364, 0.709629)","(45.355216562500004, 251.4853323863636, 0.736811)","(55.1790484375, 59.736462499999995, 0.795148)","(58.741820312499996, 60.549113920454545, 0.627031)","(47.156971874999996, 58.91591136363636, 0.843796)","(0.0, 0.0, 0)","(58.311073437500006, 263.6237130681818, 0.697589)","(57.8616390625, 261.20623011363637, 0.593246)","(44.015229375, 257.9707443181818, 0.661507)","(41.34343078125, 266.0675284090909, 0.688772)","(37.76645640625, 267.70523295454547, 0.617257)","(30.168305781249998, 262.0038465909091, 0.608733)"
2,"(56.980523437500004, 63.785194318181816, 0.750137)","(48.950971875, 86.53331818181817, 0.850194)","(40.89908875, 80.84849573863637, 0.830771)","(40.887082031249996, 114.17807670454545, 0.868186)","(50.276382812499996, 145.00395738636362, 0.818686)","(58.746959375, 92.21856534090908, 0.799751)","(59.67479375, 123.89727556818183, 0.805398)","(69.92442031249999, 120.69916477272727, 0.88264)","(46.69483, 153.13811647727272, 0.596989)","(40.44372109375, 150.7095909090909, 0.587226)","(37.775426406250006, 201.89890056818183, 0.695591)","(33.73504875, 255.5294772727273, 0.762151)","(52.5095390625, 154.7741221590909, 0.582008)","(47.58024375, 205.14627840909088, 0.699481)","(45.36582171875, 252.27785227272727, 0.730647)","(55.1715734375, 60.53102102272727, 0.807168)","(58.3176140625, 61.33891562499999, 0.601496)","(47.59005468749999, 59.72448551136363, 0.866682)","(0.0, 0.0, 0)","(58.3204171875, 263.6296590909091, 0.684911)","(57.8709828125, 261.20453125, 0.587133)","(44.025834531250005, 257.9817869318182, 0.663862)","(41.34478562500001, 265.28265340909087, 0.673947)","(37.7644475, 267.7035340909091, 0.605122)","(30.6079759375, 262.00639488636364, 0.622125)"
3,"(57.4299578125, 63.00414176136364, 0.77736)","(48.9542421875, 86.53161931818182, 0.848497)","(40.8991821875, 80.8496849431818, 0.83052)","(40.9032, 114.18657102272726, 0.878548)","(51.1626375, 144.2250284090909, 0.839622)","(58.749762499999996, 92.21176988636364, 0.798965)","(59.67572812499999, 123.11325000000001, 0.805637)","(69.5076890625, 120.70256250000001, 0.895238)","(46.69749296875, 152.34134943181817, 0.597293)","(40.4439546875, 149.10161647727273, 0.579201)","(37.78262109375, 200.27818465909093, 0.699041)","(33.74032796875, 255.52013352272726, 0.772196)","(52.511875, 153.96631250000002, 0.581423)","(47.581178125, 205.12504261363637, 0.699407)","(45.365961875, 252.27870170454545, 0.730575)","(55.18091718749999, 60.516155965909086, 0.830391)","(58.742754687499996, 61.31300795454546, 0.625881)","(47.58912031249999, 59.708091477272724, 0.859271)","(0.0, 0.0, 0)","(58.3148109375, 263.6254119318182, 0.686212)","(57.8700484375, 261.20028409090907, 0.590144)","(44.022330624999995, 257.98348579545456, 0.672331)","(41.34277671875, 265.27840625, 0.684971)","(37.76505484375001, 267.69588920454544, 0.618518)","(30.620496562499994, 261.2087784090909, 0.614234)"
4,"(57.876121875, 62.99887528409091, 0.792621)","(48.950971875, 86.52992045454546, 0.8545)","(40.89703312499999, 80.84662698863637, 0.829668)","(40.909413593749996, 114.17892613636364, 0.886317)","(51.597121875, 144.21313636363638, 0.840315)","(58.7492953125, 92.21261931818184, 0.80593)","(59.673859375, 123.90407102272727, 0.807822)","(69.50068125, 120.69916477272727, 0.904761)","(46.69973546875, 152.34814488636363, 0.607588)","(40.44465546875, 149.91452272727275, 0.587939)","(37.7800515625, 199.47207386363635, 0.726696)","(33.7241165625, 255.49889772727275, 0.745748)","(52.510940624999996, 153.9629147727273, 0.585125)","(47.58584999999999, 204.3622528409091, 0.711977)","(45.36442015625, 252.26850852272727, 0.729663)","(55.1939984375, 60.51029488636364, 0.845447)","(58.752565624999995, 60.548009659090916, 0.609274)","(47.593325, 58.932475284090906, 0.859233)","(0.0, 0.0, 0)","(58.31060625, 263.6330568181818, 0.686204)","(57.4308921875, 261.20792897727273, 0.587407)","(44.02172328124999, 257.9766903409091, 0.65278)","(41.34455203125, 266.072625, 0.665578)","(37.76547531250001, 267.7060823863636, 0.579632)","(30.180826406250002, 261.9979005681818, 0.595993)"
5,"(57.864909374999996, 63.003292329545445, 0.779609)","(48.9425625, 86.53586647727273, 0.862875)","(40.89567828124999, 80.86421022727272, 0.832721)","(41.3308634375, 114.19251704545454, 0.878203)","(51.6228171875, 144.23267329545456, 0.877441)","(58.326490625000005, 91.42434659090908, 0.796339)","(59.65236875, 123.89897443181816, 0.814318)","(69.482928125, 121.46705113636364, 0.882104)","(46.2617471875, 152.35324147727275, 0.609529)","(40.433956875, 150.7104403409091, 0.584489)","(37.782200625, 199.4746221590909, 0.711573)","(33.30126515625, 255.53117613636365, 0.750037)","(52.5151453125, 153.97055965909092, 0.574601)","(47.5895875, 204.35545738636364, 0.708654)","(45.35545015625, 252.27530397727273, 0.728712)","(55.1855890625, 60.523970738636365, 0.837435)","(58.744623437499996, 60.55862755681818, 0.64064)","(47.5937921875, 58.92712386363636, 0.863447)","(0.0, 0.0, 0)","(57.879392187499995, 263.61946590909093, 0.691111)","(57.422015625, 261.20792897727273, 0.59641)","(44.018826718750006, 258.75561931818186, 0.662066)","(41.33053640625, 265.2733096590909, 0.666711)","(37.324497031250004, 267.7009857954545, 0.606774)","(30.172557187499997, 262.01488920454545, 0.608908)"
6,"(57.42108125000001, 63.00516107954545, 0.747449)","(48.93835781250001, 86.54011363636364, 0.864035)","(40.89460375, 80.87143039772728, 0.83032)","(41.334507499999994, 114.16278693181819, 0.901512)","(51.630292187500004, 144.22078125000002, 0.876344)","(58.318081250000006, 92.20497443181819, 0.786442)","(59.67853125, 124.71442897727273, 0.80498)","(69.4908703125, 121.47979261363636, 0.864534)","(45.80226828125001, 151.5097556818182, 0.607943)","(39.55419609375, 147.4758039772727, 0.581491)","(37.77252984374999, 198.6676619318182, 0.7445)","(33.306918125, 255.52438068181817, 0.749445)","(52.073653125, 153.13471875, 0.596276)","(47.581645312499994, 204.3189318181818, 0.705678)","(44.936289531250004, 252.28209943181818, 0.728803)","(55.179515625, 60.528217897727274, 0.807424)","(58.3082703125, 61.33033636363636, 0.518043)","(47.5895875, 59.714632102272724, 0.857657)","(0.0, 0.0, 0)","(57.879859374999995, 263.6313579545455, 0.664107)","(57.418278125, 261.99280397727273, 0.570399)","(44.01621046875, 258.7692102272727, 0.640461)","(41.3332928125, 265.2809545454545, 0.672787)","(37.32617890625, 267.70948011363635, 0.633641)","(30.176948749999998, 262.0123409090909, 0.60859)"
7,"(56.988465624999996, 63.00337727272727, 0.74202)","(48.932284375, 86.54860795454546, 0.878416)","(40.89465046875, 80.86242642045454, 0.833498)","(41.34875671875, 114.16958238636364, 0.89983)","(52.0516953125, 144.2250284090909, 0.874342)","(58.31434375, 92.23300568181817, 0.788345)","(59.6621796875, 124.73056818181819, 0.809369)","(69.47778906250001, 121.49253409090907, 0.844345)","(45.8053984375, 151.51400284090911, 0.617367)","(39.55933515624999, 148.27936647727273, 0.587604)","(37.7735109375, 199.48056818181817, 0.721443)","(33.72421, 256.3296420454546, 0.745172)","(52.07598906249999, 152.35833806818184, 0.603382)","(47.1537015625, 204.3452642045455, 0.694408)","(44.939139375, 253.88073011363636, 0.717029)","(55.1715734375, 60.51403238636363, 0.792096)","(57.879859374999995, 61.31801960227273, 0.488765)","(47.58398125, 59.73051647727273, 0.850057)","(0.0, 0.0, 0)","(58.31434375, 263.65344318181815, 0.652413)","(57.42855625, 262.0157386363636, 0.571689)","(44.01957421875, 260.38228124999995, 0.636246)","(41.336936875000006, 266.88723011363635, 0.658526)","(37.75533734375, 268.51389204545455, 0.625733)","(30.179892031250002, 262.82609659090906, 0.595838)"
8,"(56.9856625, 63.799634659090906, 0.724809)","(48.935087499999995, 87.31819318181819, 0.881975)","(40.897266718750004, 81.63804261363636, 0.837222)","(41.344458593750005, 114.15259375000001, 0.910267)","(52.510006249999996, 144.20973863636362, 0.842803)","(58.313409375, 92.23215625, 0.792256)","(59.65984375, 124.71357954545454, 0.804657)","(69.4974109375, 121.50102840909092, 0.849919)","(45.816517499999996, 151.51655113636363, 0.607962)","(40.433723281249996, 148.28871022727273, 0.588519)","(37.77346421875, 200.26459375, 0.717759)","(33.72832125, 256.3423835227273, 0.760534)","(52.073653125, 152.35663920454544, 0.599574)","(47.1508984375, 205.1284403409091, 0.693412)","(44.93722390625, 253.88922443181818, 0.718077)","(55.17017187500001, 60.53526818181818, 0.788595)","(58.3092046875, 61.34953352272727, 0.545005)","(47.594259375, 60.512418465909086, 0.867796)","(0.0, 0.0, 0)","(58.31574531249999, 263.65938920454545, 0.659636)","(57.8616390625, 262.0284801136364, 0.576877)","(44.01770546875, 260.40096875, 0.631299)","(41.331237187499994, 266.8778863636364, 0.661136)","(37.3264125, 268.5104943181818, 0.61548)","(30.6098446875, 262.8371392045455, 0.615699)"
9,"(56.9856625, 63.78035255681817, 0.749041)","(48.935087499999995, 87.31904261363636, 0.880726)","(40.901705, 81.64127045454545, 0.837331)","(41.356512031250006, 114.15938920454546, 0.908591)","(52.957571875, 143.4087244318182, 0.819536)","(58.31154062499999, 92.23385511363635, 0.786657)","(59.66545, 124.72122443181819, 0.800346)","(69.9323625, 121.49338352272726, 0.860387)","(45.816984687499996, 149.088875, 0.600812)","(40.4419925, 146.65100568181816, 0.601008)","(37.782434218750005, 198.67445738636363, 0.729346)","(33.29920953125, 256.35427556818183, 0.754694)","(52.0675796875, 151.5301420454545, 0.615156)","(47.579309375, 204.31638352272728, 0.689998)","(44.9310103125, 253.8968693181818, 0.724341)","(55.17110625, 60.52651903409091, 0.804688)","(58.3129421875, 61.33823607954545, 0.573975)","(47.5956609375, 59.74257840909091, 0.868286)","(0.0, 0.0, 0)","(58.312475, 263.65938920454545, 0.659666)","(57.429490625, 262.0233835227273, 0.57919)","(44.014668750000006, 261.18754261363637, 0.625756)","(41.33221828125, 266.87363920454544, 0.659627)","(37.32828125, 268.51644034090907, 0.630843)","(30.168679531250003, 263.6186164772727, 0.62772)"
