,Nose,Neck,RShoulder,RElbow,RWrist,LShoulder,LElbow,LWrist,MidHip,RHip,RKnee,RAnkle,LHip,LKnee,LAnkle,REye,LEye,REar,LEar,LBigToe,LSmallToe,LHeel,RBigToe,RSmallToe,RHeel
10,"(248.2059734375, 114.97229545454546, 0.817205)","(259.3810984375, 145.87802272727274, 0.850271)","(250.899309375, 146.6357159090909, 0.752011)","(252.23266249999998, 179.1468693181818, 0.372039)","(234.81217500000002, 175.90798579545455, 0.4974)","(267.43400937499996, 145.87207670454546, 0.75483)","(263.4045171875, 185.65861363636364, 0.850324)","(242.8622828125, 178.31017897727273, 0.780505)","(258.5009171875, 211.6410340909091, 0.646133)","(251.80191562500002, 209.22270170454547, 0.578097)","(222.7479921875, 218.1306931818182, 0.806324)","(227.2030921875, 275.83599431818186, 0.748117)","(264.307590625, 214.07805397727273, 0.591663)","(247.76821875000002, 223.8193380681818, 0.726795)","(249.12773437500002, 283.1648920454545, 0.637437)","(248.2386765625, 111.70453125, 0.143789)","(251.33379374999998, 113.33374147727274, 0.879259)","(0.0, 0.0, 0)","(258.93166406250003, 119.85567897727272, 0.925464)","(244.2003078125, 289.68088352272724, 0.360466)","(248.22372656250002, 296.95371875, 0.339742)","(252.2349984375, 288.0168465909091, 0.461627)","(214.69881875, 282.33244886363633, 0.626406)","(215.5902125, 279.87419318181816, 0.570045)","(230.3612796875, 281.5042528409091, 0.623832)"
11,"(248.651203125, 116.59471022727274, 0.763475)","(259.3862375, 146.64930681818183, 0.860707)","(250.90398125000002, 146.66629545454543, 0.772722)","(251.78883437500002, 179.15026704545454, 0.451282)","(234.8145109375, 177.51511079545455, 0.583195)","(267.87830468749996, 146.63826420454546, 0.755493)","(263.8642296875, 185.67984943181816, 0.815443)","(243.74666874999997, 178.34415625, 0.774321)","(258.501384375, 211.6580227272727, 0.641673)","(251.79771093750003, 210.01946875000002, 0.589749)","(222.75733593750002, 218.15362784090908, 0.813974)","(226.78776249999999, 275.8258011363637, 0.751498)","(264.7462796875, 214.09079545454543, 0.591914)","(248.195228125, 223.8235852272727, 0.741128)","(249.13053749999997, 283.1674403409091, 0.646269)","(0.0, 0.0, 0)","(251.7668765625, 113.36941761363636, 0.899685)","(0.0, 0.0, 0)","(258.9377375, 119.85058238636363, 0.925248)","(244.1928328125, 289.6723892045454, 0.380812)","(248.21578437500003, 296.95371875, 0.347377)","(252.242940625, 288.7923778409091, 0.47842)","(214.70302343749998, 282.34603977272724, 0.658695)","(215.58881093750003, 279.89288068181816, 0.597134)","(230.3575421875, 281.4957585227273, 0.637102)"
12,"(248.2274640625, 115.79794318181818, 0.76451)","(259.39324531249997, 146.66544602272728, 0.858399)","(250.903046875, 146.68498295454546, 0.769822)","(252.2452765625, 179.16300852272727, 0.357721)","(238.8360609375, 178.3025340909091, 0.410707)","(268.3263375, 146.63996306818183, 0.752561)","(264.74254218749996, 185.68664488636364, 0.81516)","(244.62965312499998, 178.35010227272727, 0.786289)","(258.9279265625, 211.64698011363637, 0.650982)","(251.8023828125, 210.00927556818183, 0.586712)","(222.752196875, 218.1476818181818, 0.812743)","(227.20028906250002, 275.8512840909091, 0.753727)","(264.75141875, 214.0789034090909, 0.595323)","(248.198965625, 223.8193380681818, 0.750119)","(249.55334218749996, 283.94042329545454, 0.649784)","(0.0, 0.0, 0)","(251.3510796875, 113.35922443181818, 0.88938)","(0.0, 0.0, 0)","(258.9452125, 119.85737784090911, 0.918691)","(244.201709375, 289.6715397727273, 0.394969)","(248.22092343749998, 296.9528693181818, 0.361678)","(252.2452765625, 288.7932272727272, 0.479907)","(214.26480156250003, 282.35368465909096, 0.657702)","(215.15853125, 280.6870994318182, 0.597665)","(230.359878125, 281.5280369318182, 0.655862)"
13,"(248.2260625, 115.79879261363637, 0.766248)","(259.4081953125, 146.69177840909092, 0.826058)","(251.33145781250002, 146.69857386363637, 0.757469)","(252.24901406250004, 180.77098295454545, 0.34644)","(238.83185625000002, 178.31357670454545, 0.384303)","(269.209321875, 146.6739403409091, 0.756937)","(265.20178749999997, 185.69853693181818, 0.816216)","(244.63105468749998, 178.3577471590909, 0.808769)","(258.92418906250003, 211.65632386363637, 0.647919)","(251.8005140625, 210.00842613636365, 0.586588)","(223.17453437499998, 218.13663920454547, 0.813454)","(227.2030921875, 276.6149232954545, 0.754459)","(264.7509515625, 214.89096022727273, 0.597328)","(248.2022359375, 223.82273579545455, 0.754623)","(249.56221874999997, 283.15894602272726, 0.650205)","(248.668021875, 111.73426136363635, 0.138331)","(251.77855624999998, 113.37026704545454, 0.907295)","(0.0, 0.0, 0)","(259.3810984375, 119.86417329545453, 0.927552)","(244.19843906249997, 289.67069034090906, 0.398573)","(248.21671874999998, 296.95201988636364, 0.362633)","(252.2499484375, 288.0219431818182, 0.483034)","(214.2535890625, 282.3375454545455, 0.655182)","(215.1543265625, 279.89373011363637, 0.590125)","(230.361746875, 282.30271875, 0.655434)"
14,"(248.651203125, 116.60745170454545, 0.745498)","(259.837540625, 146.68498295454546, 0.81725)","(251.3417359375, 146.6790369318182, 0.782088)","(252.2471453125, 179.16130965909093, 0.412313)","(238.3931671875, 177.5354971590909, 0.425877)","(269.6498796875, 146.68073579545455, 0.773353)","(265.65215625, 185.6959886363636, 0.839125)","(245.07862031249996, 179.12223579545454, 0.808595)","(258.4962453125, 211.6299914772727, 0.655715)","(251.79257187499996, 209.20656250000002, 0.593837)","(222.755, 218.14088636363638, 0.809851)","(227.20449375, 275.82070454545453, 0.756174)","(264.74581249999994, 213.28723295454546, 0.599733)","(248.21251406250005, 224.64158806818182, 0.756749)","(249.55614531250004, 283.94891761363635, 0.641634)","(248.6895125, 112.5072443181818, 0.106953)","(251.786965625, 113.38300852272727, 0.905551)","(0.0, 0.0, 0)","(259.390909375, 119.87011931818182, 0.930502)","(244.2003078125, 289.6834318181818, 0.38265)","(248.22092343749998, 296.95456818181816, 0.363401)","(252.24200625000003, 288.7915284090909, 0.475681)","(214.264334375, 282.32905113636366, 0.637135)","(215.58834375, 279.0893181818182, 0.57438)","(230.36221406250002, 280.7159801136364, 0.64024)"
15,"(248.66428437500002, 115.78095454545455, 0.771192)","(259.838475, 146.6679943181818, 0.816463)","(251.3333265625, 146.6696931818182, 0.774865)","(252.252284375, 178.34075852272727, 0.382968)","(241.05566875, 178.31867329545454, 0.406848)","(269.6573546875, 146.64505965909092, 0.784658)","(266.07776406249997, 185.69174147727273, 0.862727)","(245.08609531250002, 178.34925284090906, 0.810703)","(258.49998281250004, 211.62744318181817, 0.664118)","(251.79303906250001, 208.41149431818184, 0.597084)","(222.7363125, 218.12219886363638, 0.806814)","(227.20542812500003, 275.0086477272727, 0.738734)","(264.75048437500004, 213.2846846590909, 0.604881)","(248.212046875, 224.62629829545452, 0.781592)","(249.5542765625, 283.95741193181817, 0.619651)","(249.559415625, 110.91031249999999, 0.106328)","(251.79023593749997, 113.3532784090909, 0.892119)","(0.0, 0.0, 0)","(259.39791718749996, 119.83784090909091, 0.909146)","(244.64180000000002, 290.4436732954546, 0.330929)","(248.66428437500002, 296.95711647727273, 0.335569)","(252.2368671875, 288.79832386363637, 0.449683)","(214.701621875, 282.30951420454545, 0.631225)","(215.5953515625, 278.2798096590909, 0.576903)","(230.7780109375, 279.0901676136363, 0.618825)"
16,"(249.1268, 114.20525852272729, 0.768244)","(260.2799671875, 146.62976988636365, 0.809849)","(251.78229375, 145.87377556818183, 0.790395)","(252.2368671875, 178.34585511363636, 0.429659)","(237.49616718750002, 178.32631818181818, 0.455573)","(269.6526828125, 145.874625, 0.786832)","(266.09131249999996, 185.67730113636364, 0.882474)","(245.09263593750003, 178.35180113636363, 0.807785)","(258.92839375, 210.85361079545456, 0.667786)","(251.8005140625, 208.3894090909091, 0.592759)","(222.7498609375, 217.36535511363638, 0.815397)","(227.22037812500002, 274.99335795454544, 0.733394)","(265.1891734375, 213.2804375, 0.609637)","(248.23166875, 224.61780397727273, 0.756987)","(249.55754687499999, 283.9599602272727, 0.615787)","(0.0, 0.0, 0)","(252.23032656249998, 113.31420454545454, 0.885555)","(0.0, 0.0, 0)","(259.407728125, 119.04277272727273, 0.883202)","(245.0823578125, 290.4453721590909, 0.338053)","(248.66895625, 296.9562670454545, 0.343999)","(252.2378015625, 288.80002272727273, 0.450298)","(215.144515625, 282.31546022727275, 0.622197)","(215.60329375, 279.06553409090907, 0.566147)","(230.791559375, 279.0740284090909, 0.631529)"
17,"(249.12866874999997, 115.7733096590909, 0.755239)","(260.286040625, 146.62552272727274, 0.802713)","(251.78416250000004, 145.86273295454546, 0.797303)","(252.241071875, 179.17235227272724, 0.409358)","(235.70824062500003, 178.3016846590909, 0.496645)","(269.663428125, 146.62976988636365, 0.786169)","(266.09131249999996, 186.45368181818182, 0.867577)","(245.11085625, 178.3721875, 0.824067)","(258.9279265625, 210.84766477272728, 0.662925)","(252.23079375000003, 207.5892443181818, 0.593133)","(222.755, 218.12729545454542, 0.814507)","(227.2143046875, 275.8096619318182, 0.740304)","(264.7518859375, 213.27703977272728, 0.606336)","(248.23540625, 224.65602840909094, 0.765577)","(249.56315312499999, 283.9523153409091, 0.635343)","(251.33285937500003, 111.72321874999999, 0.158338)","(252.24013750000003, 113.34648295454545, 0.889288)","(0.0, 0.0, 0)","(259.8352046875, 119.81915340909092, 0.89533)","(244.64834062500003, 290.44027556818185, 0.366966)","(248.66428437500002, 296.95541761363637, 0.364649)","(252.24387499999997, 288.7932272727272, 0.466801)","(214.6992859375, 282.32310511363636, 0.612687)","(215.59161406249999, 279.079125, 0.553928)","(230.78642031249998, 280.70578693181824, 0.63385)"
18,"(249.55474374999997, 116.60320454545455, 0.73318)","(261.1713609375, 146.64760795454544, 0.808724)","(251.80425156250004, 145.86273295454546, 0.800782)","(252.68443281250003, 179.16640625, 0.430711)","(235.7049703125, 179.13497727272727, 0.437634)","(270.095109375, 146.68583238636364, 0.7785)","(266.52346093750003, 186.49530397727273, 0.857145)","(245.552815625, 179.1468693181818, 0.797113)","(258.9452125, 211.64867897727274, 0.69006)","(252.24060468750002, 209.22355113636362, 0.615751)","(223.17546875, 218.1357897727273, 0.824951)","(227.6581328125, 275.8504346590909, 0.739476)","(265.6320671875, 214.90115340909088, 0.628801)","(248.6479328125, 224.6322443181818, 0.793859)","(250.44660468749998, 283.9608096590909, 0.641081)","(251.32818750000004, 112.55056534090909, 0.194455)","(252.25555468750002, 113.37281534090909, 0.881968)","(0.0, 0.0, 0)","(260.27950000000004, 119.87776420454547, 0.901602)","(244.6441359375, 289.6749375, 0.409811)","(248.22045625, 292.8959829545455, 0.382538)","(252.68490000000003, 288.80851704545455, 0.486441)","(215.1491875, 282.3426420454545, 0.64459)","(216.0298359375, 279.89967613636367, 0.581424)","(230.81865625, 281.5254886363636, 0.664574)"
19,"(68.60041093749999, 61.337641477272726, 0.782952)","(62.334959375, 87.32159090909092, 0.89614)","(51.61394062499999, 81.6770315340909, 0.818143)","(48.03621875, 120.64819886363637, 0.868183)","(57.874253125, 151.53778693181818, 0.835664)","(72.601871875, 90.60464488636364, 0.758723)","(73.96325625, 121.48488920454545, 0.765972)","(80.67954375000001, 126.37082102272727, 0.861557)","(60.107876562499996, 159.65155965909088, 0.661895)","(52.961309375, 158.85649147727273, 0.627838)","(52.066178125, 210.82303125, 0.744903)","(48.036685937499996, 270.12016761363634, 0.766194)","(66.8101484375, 160.4551221590909, 0.662566)","(62.334025000000004, 213.26174999999998, 0.734882)","(59.65984375, 263.65174431818184, 0.752978)","(65.9056734375, 55.70242585227272, 0.829224)","(69.4805921875, 56.46428125, 0.664883)","(57.429490625, 56.47668295454545, 0.857019)","(0.0, 0.0, 0)","(72.626165625, 275.0137443181818, 0.738162)","(72.17392812499999, 270.9662017045455, 0.647599)","(58.31995, 270.14225284090907, 0.680917)","(58.3194828125, 283.1096789772727, 0.664996)","(54.74129375, 283.1742357954546, 0.58308)","(44.92190015625, 275.83684375, 0.66968)"
20,"(249.56081718750002, 119.03257954545454, 0.77408)","(261.17089375, 146.696875, 0.796227)","(251.8033171875, 146.65015625, 0.786007)","(251.78743281250001, 180.79051988636363, 0.499189)","(234.80750312499998, 179.17914772727272, 0.682659)","(270.1002484375, 148.27766761363637, 0.768208)","(266.531403125, 188.91023863636363, 0.834264)","(245.53973437500002, 179.19528693181817, 0.796592)","(258.9391390625, 213.2625994318182, 0.659543)","(252.23733437499996, 210.82388068181817, 0.626702)","(222.74939375000002, 218.97078125000002, 0.792741)","(227.22318124999998, 275.8504346590909, 0.777439)","(265.1994515625, 217.29994886363636, 0.634323)","(248.6479328125, 224.68405965909093, 0.768749)","(250.0111859375, 284.7745653409091, 0.595616)","(250.90164531250002, 114.15344318181819, 0.141526)","(252.26443125000003, 114.19931250000002, 0.868105)","(0.0, 0.0, 0)","(259.8496875, 120.67198295454547, 0.889476)","(245.09403749999998, 289.68088352272724, 0.347275)","(249.10998124999998, 296.95796590909094, 0.332711)","(252.24621093749997, 288.8416448863636, 0.406008)","(215.587409375, 283.93787499999996, 0.661735)","(216.0279671875, 282.2925255681818, 0.632589)","(230.789690625, 281.4966079545454, 0.686666)"
21,"(249.10857968749997, 119.02748295454545, 0.801046)","(260.2930484375, 149.09482102272727, 0.770869)","(251.7752859375, 147.49449147727273, 0.763937)","(252.23453124999997, 182.39679545454547, 0.469301)","(234.82245312499998, 179.98101136363633, 0.519361)","(269.67744375, 149.89498579545455, 0.763144)","(266.09318125, 189.7146505681818, 0.832591)","(245.53879999999998, 180.7684346590909, 0.764055)","(258.929328125, 214.09249431818182, 0.651544)","(252.23079375000003, 210.85785795454547, 0.630376)","(222.7489265625, 220.58470170454547, 0.773052)","(227.22832031250002, 276.6539971590909, 0.776337)","(264.7546890625, 217.33222727272727, 0.632285)","(248.22793124999998, 225.46978409090906, 0.749937)","(250.00511250000002, 288.0202443181818, 0.560242)","(250.4550140625, 114.12286363636363, 0.419848)","(252.67882656249998, 114.97909090909091, 0.87101)","(0.0, 0.0, 0)","(260.2883765625, 121.48319034090909, 0.846065)","(245.5327265625, 290.4734034090909, 0.272751)","(249.5589484375, 296.96561079545455, 0.2931)","(252.22845781249998, 289.67069034090906, 0.336147)","(215.15946562499997, 283.9811960227273, 0.619951)","(216.0373109375, 282.33074999999997, 0.630132)","(230.793428125, 282.31206249999997, 0.674454)"
22,"(249.11698906249998, 118.2213721590909, 0.764876)","(260.2757625, 149.09991761363636, 0.774931)","(251.3510796875, 147.45711647727273, 0.772815)","(251.33706406250002, 181.58898579545453, 0.581075)","(234.36694531249998, 180.76758522727275, 0.678483)","(269.66623125, 150.7316761363636, 0.767138)","(266.09131249999996, 190.52246022727275, 0.839756)","(245.5364640625, 182.41718181818183, 0.747378)","(258.041671875, 214.08145170454546, 0.635552)","(251.3473421875, 210.84936363636362, 0.624635)","(222.3060328125, 222.9936903409091, 0.776552)","(227.20542812500003, 278.2730142045454, 0.738819)","(263.8558203125, 217.32967897727275, 0.630078)","(247.7733578125, 224.6806619318182, 0.736699)","(249.5636203125, 288.0041051136364, 0.593357)","(250.89276875000002, 113.36856818181818, 0.190977)","(252.24667812500002, 114.96210227272728, 0.880206)","(0.0, 0.0, 0)","(259.4128671875, 121.48743749999998, 0.86573)","(244.6380625, 290.441125, 0.311229)","(248.21905468749998, 296.9630625, 0.310787)","(252.229859375, 289.6528522727273, 0.383393)","(214.6992859375, 285.5738806818182, 0.607738)","(215.5953515625, 283.1113778409091, 0.623088)","(230.7770765625, 283.17168749999996, 0.64897)"
