,Nose,Neck,RShoulder,RElbow,RWrist,LShoulder,LElbow,LWrist,MidHip,RHip,RKnee,RAnkle,LHip,LKnee,LAnkle,REye,LEye,REar,LEar,LBigToe,LSmallToe,LHeel,RBigToe,RSmallToe,RHeel
0,"(75.3064203125, 55.68475767045455, 0.843841)","(69.4805921875, 81.6816184659091, 0.901784)","(59.6696546875, 81.64356392045454, 0.779911)","(62.31533749999999, 119.81150852272728, 0.860464)","(72.61074843749999, 149.09567045454546, 0.824877)","(77.540978125, 82.48772926136364, 0.799044)","(77.9787328125, 114.18911931818181, 0.786999)","(88.27320937500001, 113.33628977272727, 0.863399)","(69.0489109375, 149.0837784090909, 0.664298)","(62.797475, 149.91027556818185, 0.669277)","(62.783459375, 197.85730397727275, 0.765985)","(58.776859375, 250.64609375, 0.810829)","(74.39914218749999, 149.0846278409091, 0.639819)","(70.37899375, 198.65492045454545, 0.74146)","(69.9234859375, 242.52297727272725, 0.804319)","(72.62476406249999, 53.218602272727274, 0.844091)","(76.18660156249999, 50.806810511363636, 0.701408)","(65.01755, 54.83923323863636, 0.892694)","(0.0, 0.0, 0)","(82.0068234375, 250.62230965909094, 0.741414)","(81.1172984375, 248.20057954545456, 0.640405)","(67.2577140625, 247.39786647727271, 0.736026)","(67.2586484375, 262.83204261363636, 0.659498)","(63.6757875, 263.64070170454545, 0.659655)","(56.53155625, 256.2982130681818, 0.709202)"
1,"(74.859321875, 55.710750284090906, 0.81991)","(69.0479765625, 81.69359545454546, 0.880417)","(59.65750781249999, 81.64653693181818, 0.788951)","(61.899540625, 119.82424999999999, 0.868479)","(73.03869218749999, 149.90008238636364, 0.829125)","(77.1060265625, 82.50930482954544, 0.798712)","(78.86965937500001, 114.17722727272727, 0.783149)","(88.25498906250002, 113.35667613636363, 0.888401)","(68.5901328125, 148.29380681818185, 0.657108)","(62.351778124999996, 149.89838352272724, 0.679438)","(62.78439375, 197.83861647727272, 0.751864)","(58.7679828125, 250.65628693181816, 0.803795)","(73.950175, 149.08547727272727, 0.663381)","(69.9533859375, 198.63878125, 0.737931)","(69.50395156249999, 242.51788068181816, 0.805264)","(72.6088796875, 54.03983295454546, 0.83777)","(75.74837968749999, 52.41537954545454, 0.650291)","(64.57932812499999, 54.86021420454544, 0.891852)","(0.0, 0.0, 0)","(81.54897968750001, 250.63590056818182, 0.750116)","(81.10374999999999, 248.21756818181817, 0.651777)","(66.823696875, 248.18698863636365, 0.745036)","(66.80921406249999, 262.8218494318182, 0.643359)","(63.233360937499995, 263.6364545454545, 0.654945)","(56.532490625, 256.31435227272726, 0.70933)"
2,"(75.3064203125, 56.49010397727273, 0.813677)","(69.02601874999999, 81.69104715909093, 0.860978)","(59.230965625, 81.64492301136363, 0.796899)","(62.31814062499999, 119.03512784090908, 0.852951)","(73.04429843749999, 149.09142329545455, 0.846361)","(77.08173281250001, 82.5053125, 0.816567)","(78.868725, 114.16448579545455, 0.789898)","(88.2568578125, 113.35073011363637, 0.894541)","(68.1458375, 149.89583522727273, 0.650151)","(62.346171874999996, 150.71213920454545, 0.683018)","(62.77318125, 197.85390625, 0.764224)","(58.759573437499995, 250.64609375, 0.800808)","(73.52176406250001, 149.8966846590909, 0.663261)","(69.9496484375, 198.64387784090908, 0.744731)","(69.494140625, 242.51957954545452, 0.801822)","(72.6210265625, 54.05342386363637, 0.844667)","(76.17819218749999, 53.22998465909091, 0.623064)","(64.5723203125, 54.86921818181819, 0.890185)","(0.0, 0.0, 0)","(81.12103593750001, 250.63675, 0.741343)","(80.67580625, 248.21756818181817, 0.644378)","(66.80454218749999, 248.18953693181817, 0.754707)","(66.36912343750001, 262.8473323863637, 0.651718)","(62.796073437500006, 263.65344318181815, 0.649828)","(56.097539062500005, 255.53032670454544, 0.688201)"
3,"(75.73342968749999, 57.27990568181818, 0.80327)","(69.0264859375, 82.46581392045455, 0.843891)","(59.2314328125, 81.67303920454546, 0.79431)","(62.336360937500004, 119.04277272727273, 0.872672)","(73.0704609375, 149.08547727272727, 0.865649)","(77.08640468749999, 84.08856846590908, 0.794936)","(78.8794703125, 114.17722727272727, 0.777805)","(88.2540546875, 113.3626221590909, 0.888501)","(67.711353125, 151.5360880681818, 0.648456)","(62.348974999999996, 152.32096306818184, 0.692486)","(62.359253125, 198.65407102272727, 0.761168)","(58.765646875, 250.64014772727273, 0.803858)","(73.515690625, 151.53948579545457, 0.65588)","(69.9543203125, 198.68040340909093, 0.73441)","(69.503484375, 242.52127840909088, 0.805662)","(72.618690625, 54.83345710227273, 0.865094)","(76.1744546875, 54.01536931818182, 0.648795)","(64.1378359375, 54.878646875, 0.888306)","(0.0, 0.0, 0)","(81.115896875, 250.6375994318182, 0.757696)","(80.67580625, 248.21926704545456, 0.657958)","(66.81201718749999, 247.41060795454547, 0.742845)","(66.3625828125, 262.8464829545454, 0.662422)","(62.78439375, 263.64834659090906, 0.66937)","(56.530621874999994, 255.5226818181818, 0.686807)"
4,"(75.2919375, 57.28398295454546, 0.799775)","(68.589665625, 81.70429829545455, 0.834771)","(59.227228125, 81.65885369318181, 0.798294)","(62.35131093750001, 119.04532102272726, 0.879313)","(73.50634687499999, 148.29465624999997, 0.866542)","(76.6584609375, 83.29519914772727, 0.793614)","(77.548453125, 114.1755284090909, 0.781144)","(87.823775, 113.36771875, 0.900806)","(67.69640312499999, 153.15340625, 0.650432)","(62.343368749999996, 153.15935227272726, 0.679236)","(62.351778124999996, 200.26374431818184, 0.738378)","(58.756770312499995, 250.6588352272727, 0.803593)","(73.4956015625, 153.1525568181818, 0.633987)","(69.93983750000001, 200.2654431818182, 0.73842)","(69.501615625, 242.52892329545458, 0.81198)","(72.605609375, 54.82232954545455, 0.848817)","(75.73669999999998, 54.02632698863636, 0.601724)","(64.12709062500001, 54.88348863636363, 0.900844)","(0.0, 0.0, 0)","(81.1149625, 250.64949147727273, 0.759934)","(80.67814218749999, 248.99989488636365, 0.662241)","(66.81201718749999, 248.19973011363635, 0.745723)","(66.362115625, 262.8464829545454, 0.679202)","(62.781590625, 263.65344318181815, 0.693085)","(56.0909984375, 256.30840624999996, 0.707449)"
5,"(75.29707656250001, 56.512783806818184, 0.792302)","(68.5854609375, 81.70650681818182, 0.827233)","(59.219285937500004, 81.63464488636363, 0.802683)","(62.7970078125, 119.8089602272727, 0.875501)","(73.9571828125, 146.68668181818182, 0.871821)","(76.65659218749998, 84.10768068181818, 0.789109)","(78.43050312499999, 114.16873295454546, 0.766465)","(87.8186359375, 113.35752556818181, 0.894167)","(67.2549109375, 152.32775852272727, 0.647808)","(62.34056562499999, 152.3405, 0.649315)","(62.344770312499996, 199.46357954545454, 0.730806)","(58.741353124999996, 250.67582386363637, 0.786899)","(73.06251875, 152.3226619318182, 0.620817)","(69.933296875, 198.68465056818184, 0.740171)","(69.507221875, 243.3070028409091, 0.803303)","(72.61448593749999, 54.820545738636355, 0.855181)","(75.304084375, 54.028450568181825, 0.50771)","(64.12522187500001, 54.88552727272727, 0.895204)","(0.0, 0.0, 0)","(81.11916718750001, 250.6469431818182, 0.721543)","(81.10188125, 248.99819602272729, 0.628176)","(66.82556562500001, 249.00584090909092, 0.723022)","(66.36912343750001, 262.85497727272724, 0.698801)","(62.787664062500006, 263.67128125, 0.69208)","(55.65417812500001, 256.3321903409091, 0.729332)"
6,"(74.8551171875, 57.30275539772727, 0.78531)","(68.58592812500001, 81.68663011363637, 0.839101)","(59.222089062500004, 80.86675852272727, 0.799165)","(63.2324265625, 118.22986647727274, 0.854083)","(76.18520000000001, 146.65015625, 0.874777)","(76.6523875, 83.30258920454546, 0.799527)","(78.8804046875, 114.17892613636364, 0.754214)","(88.26480000000001, 113.32184943181817, 0.844877)","(67.709484375, 151.53778693181818, 0.647588)","(62.3419671875, 152.33370454545454, 0.660896)","(62.3438359375, 198.67615625000002, 0.740793)","(58.7436890625, 250.674125, 0.788307)","(73.51195312499999, 151.52844318181818, 0.637188)","(69.9323625, 198.66341477272726, 0.755169)","(69.505353125, 243.30870170454546, 0.812016)","(72.17626406250001, 54.822584375000005, 0.848686)","(75.295675, 54.043400568181816, 0.568943)","(63.6827953125, 54.869133238636365, 0.907367)","(0.0, 0.0, 0)","(81.1154296875, 250.64269602272728, 0.733502)","(80.6762734375, 248.99140056818183, 0.637016)","(66.8213609375, 249.0007443181818, 0.729994)","(66.3709921875, 262.858375, 0.693877)","(62.78859843749999, 263.67298011363636, 0.6925)","(55.6551125, 256.3347386363636, 0.727614)"
7,"(74.8588546875, 57.29765880681818, 0.785421)","(68.14723906249999, 81.6900278409091, 0.844176)","(59.2071390625, 80.86582414772728, 0.812737)","(63.688868750000005, 114.97144602272728, 0.829087)","(77.105559375, 145.8219602272727, 0.880017)","(76.6509859375, 84.09876164772727, 0.796704)","(80.19039843750001, 114.17128124999999, 0.819858)","(88.6978828125, 113.31760227272726, 0.838232)","(68.5906, 152.31926420454545, 0.666913)","(62.344770312499996, 152.34814488636363, 0.677837)","(62.3335578125, 199.46782670454544, 0.729696)","(58.326023437500005, 251.45645170454546, 0.776113)","(73.5283046875, 151.53778693181818, 0.647323)","(69.9323625, 198.68380113636363, 0.756186)","(69.507221875, 243.32144318181818, 0.815817)","(72.175796875, 54.818846875000006, 0.85044)","(74.8541828125, 54.02896022727273, 0.509394)","(63.677656250000005, 54.8790715909091, 0.899913)","(0.0, 0.0, 0)","(81.1098234375, 250.66138352272728, 0.758238)","(80.67113437500001, 249.0160340909091, 0.67028)","(66.82042656249999, 249.0117869318182, 0.741053)","(66.38220468749999, 263.64579829545454, 0.670531)","(62.7970078125, 264.4646505681818, 0.665005)","(55.644834374999995, 256.3610710227273, 0.742544)"
8,"(73.97400156249999, 57.30921107954545, 0.791822)","(68.1421, 81.68985795454545, 0.841263)","(59.214146875, 80.85520625, 0.809955)","(65.4786640625, 114.96719886363637, 0.835217)","(79.77506875, 141.79905113636363, 0.82834)","(76.6407078125, 84.10513238636364, 0.792008)","(80.211421875, 114.1661846590909, 0.844081)","(88.71376718750001, 113.30995738636364, 0.831129)","(68.15705, 150.7282784090909, 0.644821)","(62.331221875000004, 152.31501704545457, 0.654813)","(62.328418750000004, 198.6676619318182, 0.745563)","(58.3269578125, 251.44710795454543, 0.776365)","(73.5353125, 150.7095909090909, 0.617201)","(69.9318953125, 198.6676619318182, 0.75728)","(69.5002140625, 243.30870170454546, 0.797706)","(71.71888750000001, 54.840337500000004, 0.84785)","(73.9749359375, 54.048072443181816, 0.498838)","(63.242704687499995, 55.63251761363635, 0.904947)","(0.0, 0.0, 0)","(81.1107578125, 250.66732954545455, 0.741545)","(80.67253593749999, 249.02113068181816, 0.660028)","(66.81155, 248.99564772727274, 0.725346)","(66.3765984375, 263.64579829545454, 0.660195)","(62.790467187500006, 264.45785511363636, 0.658475)","(55.644834374999995, 256.3449318181818, 0.726218)"
9,"(227.19935468749998, 132.85283522727272, 0.846287)","(240.621184375, 152.3371022727273, 0.767819)","(239.7339953125, 149.89838352272724, 0.598634)","(227.6590671875, 165.3478494318182, 0.826469)","(213.3593921875, 166.20067897727273, 0.820082)","(241.0710859375, 153.18568465909092, 0.791701)","(224.093025, 178.34500568181818, 0.841477)","(211.134178125, 175.09762784090907, 0.741468)","(242.85807812500002, 210.03136079545456, 0.667655)","(237.95915, 205.95663636363636, 0.626287)","(212.45678593750003, 217.30079829545454, 0.821575)","(220.05372187499998, 257.97159375, 0.78961)","(247.761678125, 212.47092897727273, 0.651174)","(229.8819453125, 230.34892045454546, 0.829341)","(230.34773125, 283.1334630681818, 0.688167)","(0.0, 0.0, 0)","(228.1169109375, 127.96010795454545, 0.828428)","(0.0, 0.0, 0)","(234.36928125000003, 130.40392329545455, 0.87028)","(224.9895578125, 290.44707102272724, 0.325094)","(228.99896093750002, 296.9503210227272, 0.324285)","(231.6936984375, 286.37659375, 0.476985)","(209.7928828125, 263.6619375, 0.725704)","(210.67820312499998, 262.78617329545455, 0.673648)","(223.1936890625, 262.8345909090909, 0.674413)"
