T,a_1,a_2,a_3
26-Apr-2022 14:38:19.244,3.31800018310547,-0.96040283203125,9.05018005371094
26-Apr-2022 14:38:19.253,3.33057403564453,-0.966240692138672,9.03101989746094
26-Apr-2022 14:38:19.263,3.34105224609375,-0.968486022949219,9.05018005371094
26-Apr-2022 14:38:19.273,3.27234512329102,-0.943188629150391,9.04149810791016
26-Apr-2022 14:38:19.283,3.34733917236328,-0.9723779296875,9.05691604614258
26-Apr-2022 14:38:19.293,3.29629531860352,-0.956061859130859,9.07487869262695
26-Apr-2022 14:38:19.303,3.25078994750977,-0.938099212646484,9.06005950927734
26-Apr-2022 14:38:19.313,3.32204177856445,-0.949176177978516,9.04224655151367
26-Apr-2022 14:38:19.322,3.26935134887695,-0.933608551025391,9.02368515014648
26-Apr-2022 14:38:19.332,3.26845321655273,-0.933458862304688,9.03685775756836
26-Apr-2022 14:38:19.342,3.31770080566406,-0.952768707275391,9.07892028808594
26-Apr-2022 14:38:19.352,3.27429107666016,-0.951271820068359,9.08131530761719
26-Apr-2022 14:38:19.362,3.30707290649414,-0.965043182373047,9.08071655273438
26-Apr-2022 14:38:19.372,3.31036605834961,-0.975371704101563,9.0483837890625
26-Apr-2022 14:38:19.382,3.26905197143555,-0.945433959960938,9.0054231262207
26-Apr-2022 14:38:19.392,3.32653244018555,-0.963546295166016,8.99674118041992
26-Apr-2022 14:38:19.403,3.33281936645508,-0.96040283203125,9.03446273803711
26-Apr-2022 14:38:19.413,3.30093566894531,-0.949176177978516,9.0819140625
26-Apr-2022 14:38:19.423,3.3337174987793,-0.954415283203125,9.09104507446289
26-Apr-2022 14:38:19.433,3.32323928833008,-0.921334075927734,9.05901168823242
26-Apr-2022 14:38:19.441,3.31141387939453,-0.920735321044922,9.03730682373047
26-Apr-2022 14:38:19.451,3.31695236206055,-0.926573181152344,9.03236709594727
26-Apr-2022 14:38:19.461,3.30707290649414,-0.931363220214844,9.04703659057617
26-Apr-2022 14:38:19.471,3.3052766418457,-0.9532177734375,9.06185577392578
26-Apr-2022 14:38:19.482,3.29300216674805,-0.956810302734375,9.07398056030273
26-Apr-2022 14:38:19.492,3.27893142700195,-0.970431976318359,9.07353149414063
26-Apr-2022 14:38:19.502,3.28491897583008,-0.956361236572266,9.06440048217774
26-Apr-2022 14:38:19.512,3.2861164855957,-0.952768707275391,9.02757705688477
26-Apr-2022 14:38:19.522,3.28686492919922,-0.960253143310547,9.05257507324219
26-Apr-2022 14:38:19.532,3.28282333374023,-0.957109680175781,9.06110733032227
26-Apr-2022 14:38:19.542,3.29330154418945,-0.960702209472656,9.06350234985352
26-Apr-2022 14:38:19.552,3.30198348999023,-0.943488006591797,9.06170608520508
26-Apr-2022 14:38:19.562,3.31111450195313,-0.931063842773438,9.04494094848633
26-Apr-2022 14:38:19.572,3.3241374206543,-0.931512908935547,9.04149810791016
26-Apr-2022 14:38:19.582,3.32743057250977,-0.940344543457031,9.05167694091797
26-Apr-2022 14:38:19.592,3.3148567199707,-0.949924621582031,9.06440048217774
26-Apr-2022 14:38:19.601,3.33326843261719,-0.960103454589844,9.05511978149414
26-Apr-2022 14:38:19.611,3.33641189575195,-0.946930847167969,9.04209686279297
26-Apr-2022 14:38:19.621,3.31440765380859,-0.944685516357422,9.02952301025391
26-Apr-2022 14:38:19.631,3.31545547485352,-0.952319641113281,9.04509063720703
26-Apr-2022 14:38:19.641,3.31051574707031,-0.948577423095703,9.04703659057617
26-Apr-2022 14:38:19.651,3.28536804199219,-0.953068084716797,9.05571853637695
26-Apr-2022 14:38:19.661,3.27997924804688,-0.947529602050781,9.08266250610352
26-Apr-2022 14:38:19.671,3.27608734130859,-0.956510925292969,9.06200546264649
26-Apr-2022 14:38:19.681,3.26321411132812,-0.940045166015625,9.05182662963867
26-Apr-2022 14:38:19.691,3.27459045410156,-0.956211547851563,9.0434440612793
26-Apr-2022 14:38:19.701,3.26860290527344,-0.953816528320312,9.04658752441406
26-Apr-2022 14:38:19.711,3.28252395629883,-0.954115905761719,9.06844207763672
26-Apr-2022 14:38:19.720,3.3001872253418,-0.958307189941406,9.07772277832031
26-Apr-2022 14:38:19.730,3.30198348999023,-0.959654388427734,9.0579638671875
26-Apr-2022 14:38:19.740,3.31171325683594,-0.945134582519531,9.03551055908203
26-Apr-2022 14:38:19.750,3.33476531982422,-0.933608551025391,9.01141067504883
26-Apr-2022 14:38:19.760,3.33087341308594,-0.934806060791016,9.0388037109375
26-Apr-2022 14:38:19.770,3.33551376342773,-0.939596099853516,9.05676635742187
26-Apr-2022 14:38:19.780,3.33162185668945,-0.946481781005859,9.06829238891602
26-Apr-2022 14:38:19.790,3.30407913208008,-0.9436376953125,9.03925277709961
26-Apr-2022 14:38:19.799,3.3720378112793,-0.967438201904297,9.0530241394043
26-Apr-2022 14:38:19.809,3.2714469909668,-0.936602325439453,9.05257507324219
26-Apr-2022 14:38:19.819,3.2813264465332,-0.943038940429688,9.04164779663086
26-Apr-2022 14:38:19.829,3.33656158447266,-0.968036956787109,9.04524032592773
26-Apr-2022 14:38:19.839,3.24974212646484,-0.938548278808594,9.04688690185547
26-Apr-2022 14:38:19.849,3.26471099853516,-0.94603271484375,9.06380172729492
26-Apr-2022 14:38:19.859,3.32338897705078,-0.962199096679688,9.07278305053711
26-Apr-2022 14:38:19.869,3.24076080322266,-0.939147033691406,9.06185577392578
26-Apr-2022 14:38:19.880,3.27474014282227,-0.947080535888672,9.04748565673828
26-Apr-2022 14:38:19.890,3.30632446289062,-0.957858123779297,9.053173828125
26-Apr-2022 14:38:19.900,3.27069854736328,-0.954564971923828,9.04628814697266
26-Apr-2022 14:38:19.910,3.32054489135742,-0.973126373291016,9.06709487915039
26-Apr-2022 14:38:19.918,3.305126953125,-0.966091003417969,9.04568939208984
26-Apr-2022 14:38:19.928,3.31081512451172,-0.948876800537109,9.02263732910156
26-Apr-2022 14:38:19.938,3.35661987304688,-0.955762481689453,9.04134841918945
26-Apr-2022 14:38:19.948,3.33162185668945,-0.935853881835938,9.03760620117188
26-Apr-2022 14:38:19.959,3.31066543579102,-0.941691741943359,9.03910308837891
26-Apr-2022 14:38:19.969,3.3193473815918,-0.944386138916016,9.04059997558594
26-Apr-2022 14:38:19.979,3.31440765380859,-0.932411041259766,9.03221740722656
26-Apr-2022 14:38:19.989,3.30842010498047,-0.942140808105469,9.05497009277344
26-Apr-2022 14:38:19.999,3.28327239990234,-0.946481781005859,9.06844207763672
26-Apr-2022 14:38:20.009,3.27429107666016,-0.948727111816406,9.08430908203125
26-Apr-2022 14:38:20.019,3.27997924804688,-0.949325866699219,9.06934020996094
26-Apr-2022 14:38:20.029,3.28417053222656,-0.933458862304688,9.05182662963867
26-Apr-2022 14:38:20.039,3.29030776977539,-0.937650146484375,9.03236709594727
26-Apr-2022 14:38:20.049,3.29210403442383,-0.937350769042969,9.04269561767578
26-Apr-2022 14:38:20.059,3.28955932617187,-0.949026489257813,9.05721542358399
26-Apr-2022 14:38:20.069,3.3001872253418,-0.96519287109375,9.05137756347656
26-Apr-2022 14:38:20.078,3.3100666809082,-0.962498474121094,9.04553970336914
26-Apr-2022 14:38:20.088,3.32219146728516,-0.953816528320312,9.03446273803711
26-Apr-2022 14:38:20.098,3.32698150634766,-0.954864349365234,9.02847518920898
26-Apr-2022 14:38:20.108,3.31904800415039,-0.956061859130859,9.03715713500977
