T,a_1,a_2,a_3
29-Apr-2022 12:48:44.091,-0.62510009765625,9.73051528930664,1.03300186157227
29-Apr-2022 12:48:44.101,-0.6179150390625,9.73365875244141,1.01399139404297
29-Apr-2022 12:48:44.111,-0.614023132324219,9.76449462890625,0.997825012207031
29-Apr-2022 12:48:44.121,-0.626447296142578,9.76569213867188,0.975222015380859
29-Apr-2022 12:48:44.131,-0.644559631347656,9.75910583496094,0.989592132568359
29-Apr-2022 12:48:44.141,-0.663570098876953,9.77018280029297,1.00336349487305
29-Apr-2022 12:48:44.151,-0.685724029541016,9.76958404541016,1.02282302856445
29-Apr-2022 12:48:44.161,-0.715362396240234,9.76718902587891,1.0347981262207
29-Apr-2022 12:48:44.171,-0.737965393066406,9.75476486206055,1.05635330200195
29-Apr-2022 12:48:44.181,-0.744102630615234,9.76404556274414,1.07087310791016
29-Apr-2022 12:48:44.191,-0.736468505859375,9.77437408447266,1.06234085083008
29-Apr-2022 12:48:44.201,-0.734223175048828,9.78769638061524,1.06069427490234
29-Apr-2022 12:48:44.211,-0.722547454833984,9.78096038818359,1.04812042236328
29-Apr-2022 12:48:44.221,-0.70174072265625,9.781259765625,1.03659439086914
29-Apr-2022 12:48:44.232,-0.689466247558594,9.79143859863281,1.02402053833008
29-Apr-2022 12:48:44.242,-0.664617919921875,9.7859001159668,1.0201286315918
29-Apr-2022 12:48:44.252,-0.665366363525391,9.7715299987793,1.01908081054688
29-Apr-2022 12:48:44.262,-0.669857025146484,9.73276062011719,1.0300080871582
29-Apr-2022 12:48:44.271,-0.663570098876953,9.7191389465332,1.02716400146484
29-Apr-2022 12:48:44.281,-0.655337219238281,9.74907669067383,1.02896026611328
29-Apr-2022 12:48:44.291,-0.628692626953125,9.79428268432617,1.02102676391602
29-Apr-2022 12:48:44.301,-0.606987762451172,9.83424957275391,1.02222427368164
29-Apr-2022 12:48:44.311,-0.583636322021484,9.80610809326172,1.03913909912109
29-Apr-2022 12:48:44.321,-0.553997955322266,9.72467742919922,1.03779190063477
29-Apr-2022 12:48:44.331,-0.561931457519531,9.64189956665039,1.01009948730469
29-Apr-2022 12:48:44.341,-0.585731964111328,9.68845275878906,0.983604583740234
29-Apr-2022 12:48:44.351,-0.600551147460938,9.81359252929687,0.958456878662109
29-Apr-2022 12:48:44.361,-0.622854766845703,9.90714797973633,0.954265594482422
29-Apr-2022 12:48:44.371,-0.624651031494141,9.88125183105469,0.967737579345703
29-Apr-2022 12:48:44.381,-0.627644805908203,9.80880249023438,1.01444046020508
29-Apr-2022 12:48:44.391,-0.660726013183594,9.781259765625,1.07386688232422
29-Apr-2022 12:48:44.403,-0.712218933105469,9.7861994934082,1.09841583251953
29-Apr-2022 12:48:44.413,-0.713416442871094,9.78994171142578,1.11413314819336
29-Apr-2022 12:48:44.423,-0.688268737792969,9.74009536743164,1.10904373168945
29-Apr-2022 12:48:44.433,-0.648750915527344,9.67947143554688,1.08359664916992
29-Apr-2022 12:48:44.442,-0.615070953369141,9.666298828125,1.05575454711914
29-Apr-2022 12:48:44.452,-0.615070953369141,9.69758377075195,1.00530944824219
29-Apr-2022 12:48:44.462,-0.610280914306641,9.7573095703125,0.963246917724609
29-Apr-2022 12:48:44.472,-0.618962860107422,9.77332626342774,0.942739562988281
29-Apr-2022 12:48:44.482,-0.615969085693359,9.76823684692383,0.927171936035156
29-Apr-2022 12:48:44.492,-0.620010681152344,9.75072326660156,0.970431976318359
29-Apr-2022 12:48:44.502,-0.625848541259766,9.75087295532227,1.0105485534668
29-Apr-2022 12:48:44.512,-0.652792510986328,9.77093124389648,1.04213287353516
29-Apr-2022 12:48:44.522,-0.687220916748047,9.76883560180664,1.04168380737305
29-Apr-2022 12:48:44.532,-0.707279205322266,9.74967544555664,1.03599563598633
29-Apr-2022 12:48:44.542,-0.722996520996094,9.73051528930664,1.05231170654297
29-Apr-2022 12:48:44.552,-0.720451812744141,9.74353820800781,1.04617446899414
29-Apr-2022 12:48:44.562,-0.709973602294922,9.78440322875977,1.02372116088867
29-Apr-2022 12:48:44.572,-0.714464263916016,9.79353424072266,0.996926879882813
29-Apr-2022 12:48:44.582,-0.701291656494141,9.79892303466797,0.991388397216797
29-Apr-2022 12:48:44.592,-0.690663757324219,9.77691879272461,0.990939331054688
29-Apr-2022 12:48:44.602,-0.696651306152344,9.77227844238281,0.997675323486328
29-Apr-2022 12:48:44.612,-0.706830139160156,9.78320571899414,1.01698516845703
29-Apr-2022 12:48:44.622,-0.708626403808594,9.78215789794922,1.03883972167969
29-Apr-2022 12:48:44.632,-0.700393524169922,9.76853622436523,1.04452789306641
29-Apr-2022 12:48:44.642,-0.686173095703125,9.74728042602539,1.05575454711914
29-Apr-2022 12:48:44.653,-0.67779052734375,9.74009536743164,1.04482727050781
29-Apr-2022 12:48:44.663,-0.659678192138672,9.74563385009766,1.0156379699707
29-Apr-2022 12:48:44.673,-0.640068969726563,9.76135116577148,0.995280303955078
29-Apr-2022 12:48:44.683,-0.60593994140625,9.76060272216797,0.953517150878906
29-Apr-2022 12:48:44.692,-0.591270446777344,9.76928466796875,0.9196875
29-Apr-2022 12:48:44.703,-0.585582275390625,9.79907272338867,0.916993103027344
29-Apr-2022 12:48:44.713,-0.599203948974609,9.80940124511719,0.947978668212891
29-Apr-2022 12:48:44.723,-0.611628112792969,9.8050602722168,0.982556762695313
29-Apr-2022 12:48:44.733,-0.614621887207031,9.81793350219727,1.00994979858398
29-Apr-2022 12:48:44.743,-0.621806945800781,9.82167572021485,1.03434906005859
29-Apr-2022 12:48:44.753,-0.624651031494141,9.81284408569336,1.05650299072266
29-Apr-2022 12:48:44.763,-0.629740447998047,9.82212478637695,1.05186264038086
29-Apr-2022 12:48:44.773,-0.609083404541016,9.82302291870117,1.03839065551758
29-Apr-2022 12:48:44.783,-0.587977294921875,9.81074844360352,1.04183349609375
29-Apr-2022 12:48:44.793,-0.594862976074219,9.79982116699219,1.02327209472656
29-Apr-2022 12:48:44.803,-0.586031341552734,9.78006225585938,1.00051940917969
29-Apr-2022 12:48:44.813,-0.571361846923828,9.74937606811523,0.995579681396484
29-Apr-2022 12:48:44.823,-0.571511535644531,9.72153396606445,0.978515167236328
29-Apr-2022 12:48:44.834,-0.5748046875,9.72003707885742,0.965791625976563
