,R2_X,R2_Y,R2_Z,R2_Avg,Pearson_X,Pearson_Y,Pearson_Z,Pearson_Avg,PVal_X,PVal_Y,PVal_Z,PVal_Avg
Training,0.6427071116382904,0.9456671733211401,0.3243448533334178,0.6376,0.8284917130345699,0.9724657235718821,0.5718701253118161,0.7909,0.0,0.0,0.0,0.0
Validation,0.5564309832733088,0.9626932614398405,0.3979255815879016,0.639,0.7685011497681489,0.9811767334700247,0.6546630503652632,0.8014,0.0,0.0,0.0,0.0
Testing,0.636087410355874,0.9579613901558224,0.09225991521545229,0.5621,0.8272960819035341,0.9787768482014757,0.4042290248389333,0.7368,0.0,0.0,0.0,0.0
