,R2_X,R2_Y,R2_Z,R2_Avg,Pearson_X,Pearson_Y,Pearson_Z,Pearson_Avg,PVal_X,PVal_Y,PVal_Z,PVal_Avg
Training,0.7158957197519472,0.8041544899577495,0.19802349667876895,0.5727,0.8614985637366296,0.9499818038741417,0.4826710817766299,0.7647,0.0,0.0,0.0,0.0
Validation,0.630922565817206,0.8247000945940599,0.23805702065760015,0.5646,0.829068108590608,0.9514270103478906,0.5485986474147584,0.7764,0.0,0.0,0.0,0.0
Testing,0.7172280613537443,0.7971539986973151,0.012506216584021734,0.509,0.8681425021935021,0.9567311628920465,0.39052064512017015,0.7385,0.0,0.0,0.0,0.0
