,R2_X,R2_Y,R2_Z,R2_Avg,Pearson_X,Pearson_Y,Pearson_Z,Pearson_Avg,PVal_X,PVal_Y,PVal_Z,PVal_Avg
Training,0.7825091369802153,0.9521359674980122,0.26826669962084504,0.6676,0.8924755061808937,0.9761270360307732,0.5280598228034522,0.7989,0.0,0.0,0.0,0.0
Validation,0.7441541418636517,0.9552838943627621,0.4055722773852426,0.7017,0.8735071015233097,0.978126289606519,0.6517715928861901,0.8345,0.0,0.0,0.0,0.0
Testing,0.7892011289199684,0.9593924941988426,0.152337340107372,0.6336,0.8958378668493546,0.9797719483021333,0.45171487999339965,0.7758,0.0,0.0,0.0,0.0
