,R2_X,R2_Y,R2_Z,R2_Avg,Pearson_X,Pearson_Y,Pearson_Z,Pearson_Avg,PVal_X,PVal_Y,PVal_Z,PVal_Avg
Training,0.7662621973664177,0.946394516670851,0.3848591267611683,0.6992,0.8877341299202821,0.974167473266561,0.6242549408450472,0.8287,0.0,0.0,0.0,0.0
Validation,0.7012681385296662,0.9564328000433843,0.4314779468654677,0.6964,0.8569023813311907,0.9800469961301805,0.7065680334937836,0.8478,0.0,0.0,0.0,0.0
Testing,0.7631040183693487,0.9556707134024163,0.1965005622632513,0.6384,0.8863723148575344,0.9786707023135546,0.5059520795904766,0.7903,0.0,0.0,0.0,0.0
