,R2_X,R2_Y,R2_Z,R2_Avg,Pearson_X,Pearson_Y,Pearson_Z,Pearson_Avg,PVal_X,PVal_Y,PVal_Z,PVal_Avg
Training,0.7355710878754742,0.737775685229946,0.36772439382559097,0.6137,0.8634572711129074,0.9557169918711003,0.6074496760284742,0.8089,0.0,0.0,0.0,0.0
Validation,0.6722825381121595,0.7828502203595336,0.3827345628521429,0.6126,0.8314863578557432,0.9610129143733726,0.6459115560653573,0.8128,0.0,0.0,0.0,0.0
Testing,0.728541041800469,0.748538190137819,0.1807422793520368,0.5526,0.8608774712827698,0.9659908741825198,0.4870005334193609,0.7713,0.0,0.0,0.0,0.0
