,R2_X,R2_Y,R2_Z,R2_Avg,Pearson_X,Pearson_Y,Pearson_Z,Pearson_Avg,PVal_X,PVal_Y,PVal_Z,PVal_Avg
Training,0.6002040578302945,0.9045464882827003,0.1455885500940901,0.5501,0.7886197246326356,0.9608819820767021,0.4429290263344315,0.7308,0.0,0.0,0.0,0.0
Validation,0.5396144135366268,0.9172111604485714,0.11377545122526145,0.5235,0.7359953688585457,0.9614417869896141,0.5178108559921584,0.7384,0.0,0.0,0.0,0.0
Testing,0.5635258728114501,0.9129457029673549,-0.041379042652228915,0.4784,0.7666597793868359,0.9689832574922425,0.3222259067035044,0.686,0.0,0.0,0.0,0.0
