,R2_X,R2_Y,R2_Z,R2_Avg,Pearson_X,Pearson_Y,Pearson_Z,Pearson_Avg,PVal_X,PVal_Y,PVal_Z,PVal_Avg
Training,0.7339793517781025,0.9023873820845818,0.37490281579636253,0.6704,0.877686863274219,0.9709400255133215,0.613025260030041,0.8206,0.0,0.0,0.0,0.0
Validation,0.6625089746587137,0.8924574550739526,0.3222990304043658,0.6258,0.8543987200164622,0.9717049749679011,0.6173650040520285,0.8145,0.0,0.0,0.0,0.0
Testing,0.7126290154035477,0.9116236426706995,0.18231252166180456,0.6022,0.8720895839226764,0.9750747202265306,0.49102794823876805,0.7794,0.0,0.0,0.0,0.0
