,R2_X,R2_Y,R2_Z,R2_Avg,Pearson_X,Pearson_Y,Pearson_Z,Pearson_Avg,PVal_X,PVal_Y,PVal_Z,PVal_Avg
Training,0.5870692231496444,0.8986356887675555,0.1592020357902839,0.5483,0.7677997572942695,0.9497816198185212,0.5519853086437027,0.7565,0.0,0.0,0.0,0.0
Validation,0.5182455623735547,0.9089753121376926,0.14053637838769162,0.5226,0.7219799561892151,0.9534552737753867,0.5703176978315128,0.7486,0.0,0.0,0.0,0.0
Testing,0.5668401759777804,0.9253127215255721,-0.19201814608044354,0.4334,0.7554115490628454,0.9642833770004173,0.4471438237616552,0.7223,0.0,0.0,0.0,0.0
