,Nose,Neck,RShoulder,RElbow,RWrist,LShoulder,LElbow,LWrist,MidHip,RHip,RKnee,RAnkle,LHip,LKnee,LAnkle,REye,LEye,REar,LEar,LBigToe,LSmallToe,LHeel,RBigToe,RSmallToe,RHeel
10,"(226.7844921875, 93.87325852272728, 0.84444)","(241.52472500000002, 111.72321874999999, 0.793775)","(236.1600109375, 107.66123579545456, 0.722894)","(228.9998953125, 127.2058125, 0.806593)","(212.925375, 126.35128409090908, 0.869345)","(247.767284375, 114.14579829545453, 0.761)","(230.7882890625, 146.63826420454546, 0.910364)","(213.3612609375, 137.70139204545455, 0.820036)","(241.5023, 162.90658238636362, 0.661815)","(235.70310156249997, 158.8361051136364, 0.624155)","(209.80409531249998, 165.31557102272728, 0.838394)","(212.476875, 216.52866477272727, 0.777601)","(246.432996875, 166.16585227272728, 0.626972)","(226.783090625, 174.2660340909091, 0.797679)","(228.114575, 218.96058806818183, 0.74803)","(0.0, 0.0, 0)","(228.5532640625, 90.60889204545454, 0.776193)","(0.0, 0.0, 0)","(234.81497812499998, 93.83928125, 0.923434)","(219.622040625, 235.19832670454548, 0.702425)","(223.63564843749998, 236.0035880681818, 0.661086)","(230.81491875, 223.85841193181818, 0.679421)","(201.757725, 227.88811647727272, 0.746675)","(201.758659375, 224.61610511363634, 0.721982)","(215.6009578125, 221.40440340909086, 0.769488)"
11,"(226.76860781250002, 93.86816193181818, 0.871467)","(241.50837343750004, 111.72406818181817, 0.80267)","(235.7017, 107.65359090909091, 0.734758)","(228.1075671875, 127.20411363636364, 0.823691)","(212.92117031249998, 126.33259659090909, 0.867698)","(247.3290625, 114.15853977272728, 0.750717)","(230.77660937500002, 146.62892045454547, 0.904701)","(212.9193015625, 136.91736647727274, 0.827997)","(241.5177171875, 162.09792329545454, 0.658786)","(236.1539375, 158.82251420454543, 0.617798)","(209.796153125, 165.3087755681818, 0.833468)","(212.472203125, 216.5278153409091, 0.77655)","(246.881496875, 166.14376704545452, 0.627226)","(226.77748437500003, 175.10017613636364, 0.783379)","(228.1056984375, 218.18165909090908, 0.758048)","(0.0, 0.0, 0)","(228.1108375, 90.60464488636364, 0.794754)","(0.0, 0.0, 0)","(234.8117078125, 93.83673295454545, 0.929965)","(219.63045000000002, 234.3922159090909, 0.677066)","(223.64826250000002, 235.20682102272727, 0.653186)","(230.80370625, 223.82188636363634, 0.644803)","(201.7497828125, 227.88301988636363, 0.754396)","(201.7544546875, 224.61780397727273, 0.7208)","(215.5953515625, 221.39930681818183, 0.750055)"
12,"(52.96691562499999, 37.802179261363634, 0.763681)","(41.359922499999996, 67.81489886363636, 0.761919)","(37.32673953125, 67.87232045454546, 0.762377)","(37.7533284375, 119.80641193181819, 0.917438)","(61.89253281250001, 123.0945625, 0.793306)","(47.1387515625, 67.01906619318183, 0.62431)","(50.272178125, 110.09570738636363, 0.540526)","(63.2370984375, 112.54461931818182, 0.611642)","(48.932284375, 146.66714488636362, 0.554242)","(44.48106203125, 148.2768181818182, 0.534338)","(45.8102571875, 199.47377272727272, 0.646048)","(44.030553125, 263.6330568181818, 0.694333)","(53.858309375, 145.84574431818183, 0.496663)","(52.050760937499994, 198.64812500000002, 0.671317)","(52.0745875, 243.36136647727275, 0.759325)","(50.279653125, 34.52906363636364, 0.79277)","(52.5095390625, 32.92924375, 0.0870517)","(40.905582656250004, 36.15113863636363, 0.955281)","(0.0, 0.0, 0)","(67.69920624999999, 250.62061079545455, 0.645146)","(66.375196875, 248.18698863636365, 0.553861)","(50.7276859375, 249.83913352272728, 0.571089)","(59.2034015625, 275.0086477272727, 0.698184)","(55.6551125, 275.8504346590909, 0.639977)","(40.900677187499994, 269.3378409090909, 0.683762)"
13,"(52.957571875, 37.80141477272727, 0.766247)","(41.3269390625, 67.04769204545454, 0.743782)","(37.31178953125, 67.8464127840909, 0.753404)","(37.76547531250001, 119.81235795454546, 0.912741)","(62.321878125000005, 126.31136079545455, 0.831851)","(45.359608125, 66.21932613636363, 0.584173)","(48.9392921875, 110.90946306818181, 0.355366)","(62.35084375, 113.34563352272728, 0.466219)","(48.4940625, 147.47155681818182, 0.550024)","(44.475035312500005, 149.0846278409091, 0.529823)","(45.37647359375, 200.27393750000002, 0.65137)","(44.447097500000005, 263.64155113636366, 0.693104)","(52.9641125, 146.65015625, 0.474919)","(51.6293578125, 198.67021022727272, 0.675858)","(52.07645625000001, 244.13180113636363, 0.761234)","(50.268440625000004, 34.534330113636365, 0.810678)","(52.508604687500004, 32.92176875, 0.111355)","(40.90427453125, 36.15801903409091, 0.95183)","(0.0, 0.0, 0)","(66.82322968749999, 250.62995454545455, 0.657196)","(66.3616484375, 248.2022784090909, 0.56988)","(50.7290875, 249.84423011363634, 0.566631)","(58.770785937499994, 274.9891107954545, 0.699573)","(55.639695312499995, 275.83684375, 0.649726)","(40.90175171875, 269.35482954545455, 0.693206)"
14,"(52.95523593750001, 36.97364346590909, 0.78096)","(41.338058124999996, 67.03783863636363, 0.743898)","(37.3053890625, 67.84802670454545, 0.750273)","(38.653411875, 119.02408522727274, 0.826895)","(62.78859843749999, 130.4064715909091, 0.818032)","(45.8030625, 65.42425795454545, 0.581886)","(48.94957031250001, 109.28619886363634, 0.374872)","(63.243171875, 113.30910795454545, 0.546996)","(48.931817187499995, 146.65185511363634, 0.536607)","(44.47779171875, 147.46985795454546, 0.528944)","(46.249927343749995, 199.48311647727272, 0.629764)","(44.4658784375, 263.64919602272727, 0.718948)","(54.293728125, 145.83300284090907, 0.469196)","(52.0671125, 198.65067329545454, 0.662741)","(52.0666453125, 243.34777556818185, 0.771719)","(50.281989062499996, 34.519465056818184, 0.790123)","(52.5029984375, 32.11200539772727, 0.103148)","(40.910301249999996, 36.15436647727273, 0.95864)","(0.0, 0.0, 0)","(67.2623859375, 250.62995454545455, 0.640316)","(66.3672546875, 248.20482670454547, 0.552486)","(50.724415625, 249.80770454545456, 0.567287)","(58.7801296875, 274.9984545454546, 0.727693)","(55.64950625, 275.8410909090909, 0.677009)","(41.32978890625, 269.3471846590909, 0.702294)"
15,"(53.400932812499995, 36.2131471590909, 0.799537)","(41.343243906249995, 67.81753210227272, 0.759629)","(37.305996406249996, 67.87418920454546, 0.748997)","(40.90731125000001, 119.03088068181818, 0.888018)","(63.23850000000001, 132.0450255681818, 0.82175)","(45.816424062500005, 66.21924119318182, 0.588859)","(51.1659078125, 109.29978977272728, 0.339606)","(63.69260625, 113.33459090909092, 0.453782)","(48.9448984375, 146.65355397727274, 0.56483)","(44.907043593750004, 147.4732556818182, 0.556227)","(46.254972968749996, 200.2654431818182, 0.630379)","(44.465224375, 263.6568409090909, 0.71696)","(54.3035390625, 145.84234659090907, 0.505306)","(52.06991562499999, 198.65576988636363, 0.671703)","(52.078325, 243.35796875000003, 0.76349)","(50.7248828125, 34.53976647727273, 0.830726)","(52.524021874999995, 32.09535653409091, 0.154205)","(41.3271259375, 36.168721875, 0.95692)","(0.0, 0.0, 0)","(67.2670578125, 250.63505113636364, 0.641561)","(66.3728609375, 248.20482670454547, 0.557002)","(51.157031249999996, 249.82809090909092, 0.579525)","(58.7819984375, 274.9942073863636, 0.72051)","(56.08305625, 275.84024147727274, 0.665217)","(41.327593125, 270.1150710227273, 0.68844)"
16,"(226.75739531250002, 94.6377471590909, 0.856525)","(241.5177171875, 112.50809374999999, 0.794614)","(236.154871875, 107.66123579545456, 0.715053)","(230.329978125, 127.95501136363636, 0.857179)","(212.91229375, 126.37591761363636, 0.868168)","(247.326259375, 114.18147443181817, 0.739719)","(230.78875625, 145.81601420454547, 0.889266)","(213.3584578125, 136.92161363636365, 0.80986)","(241.50323437499998, 162.89978693181817, 0.66013)","(235.71151093749998, 158.81062215909094, 0.630319)","(209.80269375, 165.31387215909092, 0.835353)","(212.4633265625, 217.3067443181818, 0.773973)","(246.42925937500002, 166.17264772727273, 0.624793)","(226.77841875, 175.08573579545455, 0.78055)","(228.10803437500002, 218.97248011363635, 0.75464)","(0.0, 0.0, 0)","(227.68009062500002, 91.42349715909091, 0.80402)","(0.0, 0.0, 0)","(234.813109375, 93.85202272727273, 0.933563)","(219.6206390625, 234.39476420454545, 0.709975)","(223.632378125, 235.21701420454545, 0.670708)","(230.8018375, 223.85416477272727, 0.677223)","(201.7544546875, 227.09729545454542, 0.740893)","(201.75912656249997, 224.61610511363634, 0.726143)","(215.1580640625, 222.20796590909092, 0.759308)"
17,"(226.75459218749998, 94.6377471590909, 0.865693)","(241.51304531250003, 111.72831534090908, 0.797867)","(235.704503125, 107.64934374999999, 0.732671)","(230.33231406250002, 127.97030113636363, 0.868888)","(212.92724375, 126.3750681818182, 0.862768)","(247.756071875, 114.17128124999999, 0.741655)","(230.790625, 145.80157386363635, 0.861875)","(213.3612609375, 137.7090369318182, 0.814427)","(241.06875, 161.2909630681818, 0.660429)","(235.2546015625, 158.0172528409091, 0.638731)","(209.80175937500002, 165.31472159090907, 0.836741)","(212.462859375, 217.30334659090911, 0.774159)","(246.42925937500002, 166.13951988636362, 0.622584)","(226.7779515625, 176.69625852272728, 0.776427)","(228.1131734375, 218.97078125000002, 0.753311)","(0.0, 0.0, 0)","(227.6758859375, 92.20157670454545, 0.813514)","(0.0, 0.0, 0)","(234.813109375, 93.84522727272729, 0.934303)","(219.6206390625, 234.40835511363636, 0.716583)","(223.6309765625, 235.99594318181815, 0.67892)","(230.8088453125, 223.85246590909088, 0.672018)","(201.75071718750002, 227.89236363636363, 0.744551)","(201.7544546875, 224.62290056818182, 0.728369)","(215.1580640625, 222.2011704545455, 0.760066)"
18,"(226.7583296875, 93.88005397727272, 0.872764)","(241.51491406250003, 111.71217613636364, 0.790764)","(236.14786406250002, 106.8687159090909, 0.716812)","(229.90296875, 127.96945170454545, 0.860024)","(212.93471874999997, 126.37167045454545, 0.85498)","(247.324390625, 114.17807670454545, 0.737538)","(230.793428125, 145.81091761363638, 0.86896)","(213.3593921875, 137.73536931818182, 0.831737)","(241.06875, 162.9133778409091, 0.655856)","(235.2658140625, 158.81486931818182, 0.641365)","(209.8003578125, 165.33255965909092, 0.847271)","(212.46472812500002, 217.32373295454548, 0.782854)","(245.98122656249998, 166.18453977272728, 0.612763)","(226.7732796875, 176.70645170454546, 0.774885)","(228.11130468749997, 218.9673835227273, 0.758608)","(0.0, 0.0, 0)","(228.1075671875, 91.40565909090908, 0.794213)","(0.0, 0.0, 0)","(234.813109375, 93.88515056818181, 0.932716)","(219.6225078125, 235.99169602272724, 0.725641)","(223.63050937499997, 236.02652272727272, 0.70038)","(230.81398437500002, 223.85161647727276, 0.670914)","(201.747446875, 228.70866761363638, 0.74633)","(201.75118437499998, 224.6390397727273, 0.707062)","(215.5869421875, 222.22495454545455, 0.768335)"
19,"(226.75412500000002, 94.63010227272726, 0.864279)","(241.51304531250003, 111.72406818181817, 0.791321)","(235.70310156249997, 106.8729630681818, 0.71716)","(230.3267078125, 127.98813920454546, 0.862577)","(213.3631296875, 126.3784659090909, 0.858336)","(247.75840781249997, 114.19591477272726, 0.733858)","(230.78922343750003, 145.81346590909092, 0.863671)","(212.9323828125, 137.72857386363634, 0.84609)","(241.5158484375, 163.72373579545456, 0.663371)","(236.15206875, 158.85309375, 0.636833)","(209.8059640625, 165.33680681818183, 0.849197)","(212.4745390625, 217.33817329545454, 0.786229)","(246.8744890625, 166.96601704545458, 0.60665)","(226.77514843749998, 176.6945596590909, 0.776602)","(228.109903125, 218.9529431818182, 0.765843)","(0.0, 0.0, 0)","(227.67822187500002, 91.4048096590909, 0.797599)","(0.0, 0.0, 0)","(234.390771875, 93.88430113636363, 0.930706)","(220.05185312499998, 236.00273863636366, 0.727981)","(223.6459265625, 236.0333181818182, 0.704991)","(230.805575, 223.83038068181816, 0.671688)","(201.75725781250003, 228.72140909090908, 0.747963)","(202.17912812499998, 224.64668465909088, 0.710858)","(215.6009578125, 223.01917329545452, 0.772109)"
20,"(226.7835578125, 93.8809034090909, 0.871694)","(241.958275, 111.72831534090908, 0.784598)","(236.60617499999998, 107.65613920454547, 0.721803)","(229.4558703125, 128.00427840909092, 0.82781)","(213.36499843750002, 126.37676704545454, 0.855474)","(248.20130156250002, 114.16703409090908, 0.768116)","(230.79109218749997, 145.82535795454547, 0.876605)","(212.930046875, 137.71498295454546, 0.841747)","(241.5317328125, 164.51710511363638, 0.66289)","(236.601503125, 159.63117329545454, 0.636943)","(210.68100625000002, 165.33086079545456, 0.83332)","(212.9183671875, 217.3347755681818, 0.801364)","(247.3229890625, 166.99065056818182, 0.598456)","(227.2124359375, 176.6945596590909, 0.776725)","(228.99896093750002, 218.97842613636362, 0.748781)","(0.0, 0.0, 0)","(228.99662500000002, 91.40820738636364, 0.787305)","(0.0, 0.0, 0)","(235.27001875000002, 93.88854829545456, 0.917283)","(220.07334375000002, 235.19068181818182, 0.718345)","(224.09255781250002, 236.0052869318182, 0.688589)","(231.2349203125, 224.62714772727273, 0.686581)","(202.18707031249997, 229.5113806818182, 0.763491)","(202.19688125000002, 224.67046875000003, 0.704978)","(216.050859375, 223.00982954545458, 0.789402)"
21,"(53.8447609375, 41.04114772727273, 0.764399)","(41.3493640625, 67.84055170454545, 0.771595)","(36.4194146875, 67.84675255681817, 0.738177)","(52.524021874999995, 105.210625, 0.768438)","(78.8729296875, 108.46140056818182, 0.759846)","(48.037153124999996, 67.84564829545454, 0.617527)","(55.652309375, 103.61029545454545, 0.304212)","(69.9375015625, 101.17752272727272, 0.264633)","(49.381718750000005, 145.83470170454544, 0.518431)","(44.47274609375, 147.46221306818182, 0.504138)","(47.59659531250001, 200.2798835227273, 0.648364)","(44.916340625000004, 263.65259375, 0.720253)","(55.18839218750001, 144.22332954545456, 0.481135)","(52.9617765625, 198.63453409090909, 0.648018)","(52.9641125, 244.12755397727273, 0.735769)","(51.16730937500001, 35.393700284090905, 0.888121)","(53.4126125, 35.32727471590909, 0.109232)","(41.32231390625, 36.184011647727274, 0.951222)","(0.0, 0.0, 0)","(68.5929359375, 250.62655681818183, 0.660527)","(67.25350937500001, 248.2014289772727, 0.559625)","(51.6116046875, 249.84338068181816, 0.579414)","(59.230965625, 274.98741193181814, 0.674735)","(56.528753125, 275.8376931818182, 0.622605)","(41.78618437499999, 269.33529261363634, 0.676375)"
22,"(227.2115015625, 93.04676136363636, 0.834638)","(241.96948749999999, 111.70877840909091, 0.774221)","(237.0486015625, 106.8746619318182, 0.736508)","(229.8978296875, 128.77896022727273, 0.852601)","(213.38088281250003, 126.36912215909092, 0.853784)","(248.207375, 114.17128124999999, 0.768973)","(231.2489359375, 145.04642897727274, 0.840192)","(213.3640640625, 137.70309090909092, 0.819135)","(241.95780781250002, 162.10726704545456, 0.655822)","(236.5987, 158.81317045454546, 0.643921)","(211.5775390625, 165.32576420454546, 0.831454)","(212.93939062500002, 217.32033522727272, 0.792178)","(247.76307968749998, 166.16840056818182, 0.615305)","(227.23205781250002, 177.52870170454545, 0.792366)","(229.012509375, 218.17741193181817, 0.757536)","(0.0, 0.0, 0)","(229.88615000000001, 88.98562784090909, 0.791292)","(0.0, 0.0, 0)","(235.71478125000002, 93.87410795454545, 0.910983)","(220.51250000000002, 234.39901136363636, 0.706067)","(224.977878125, 235.2153153409091, 0.675251)","(231.243796875, 223.83207954545452, 0.658495)","(202.1982828125, 229.48929545454547, 0.746169)","(202.2113640625, 224.66537215909088, 0.689226)","(216.48347499999997, 222.22240625, 0.806721)"
