,Nose,Neck,RShoulder,RElbow,RWrist,LShoulder,LElbow,LWrist,MidHip,RHip,RKnee,RAnkle,LHip,LKnee,LAnkle,REye,LEye,REar,LEar,LBigToe,LSmallToe,LHeel,RBigToe,RSmallToe,RHeel
0,"(228.99709218750002, 93.84267897727273, 0.750274)","(243.74246406249998, 109.29129545454543, 0.754331)","(237.483553125, 106.8415340909091, 0.764993)","(230.32951093749998, 127.97030113636363, 0.86024)","(214.69975312499997, 126.30371590909091, 0.813594)","(249.114653125, 113.3447840909091, 0.744989)","(234.3706828125, 146.70112215909091, 0.879232)","(216.5157109375, 138.52364204545455, 0.866338)","(244.19703750000002, 161.26632954545454, 0.661885)","(238.38335625, 158.00790909090907, 0.63521)","(211.5784734375, 164.5391903409091, 0.804056)","(213.37107187499998, 216.5006335227273, 0.764951)","(249.1141859375, 165.3520965909091, 0.632672)","(227.6749515625, 173.48710511363637, 0.784276)","(229.88334687499997, 218.96313636363638, 0.752475)","(0.0, 0.0, 0)","(230.77380625, 89.80108238636363, 0.818048)","(0.0, 0.0, 0)","(237.5036421875, 93.81634659090908, 0.938527)","(220.50876250000002, 232.77489772727273, 0.710627)","(224.538721875, 234.39561363636366, 0.676394)","(231.67921562499998, 223.85246590909088, 0.642914)","(202.63977500000001, 227.08115625000002, 0.72976)","(202.653790625, 223.8626590909091, 0.695489)","(216.50076093750002, 220.59659375, 0.785963)"
1,"(228.56494375, 93.82908806818182, 0.775991)","(242.8585453125, 109.29469318181819, 0.755212)","(237.04206093749997, 106.8313409090909, 0.750278)","(229.8912890625, 127.96945170454545, 0.839367)","(213.81676875000002, 125.5188409090909, 0.806407)","(248.68530781249999, 113.36007386363636, 0.757791)","(233.919846875, 146.68158522727273, 0.883251)","(216.4783359375, 138.50920170454546, 0.860879)","(243.75507812499998, 160.48230397727275, 0.66645)","(237.94233125, 157.22048579545455, 0.646056)","(211.56912968750004, 164.52899715909092, 0.800541)","(213.3762109375, 216.50742897727272, 0.765711)","(249.10671093750003, 165.34190340909092, 0.642515)","(227.67261562500002, 172.69288636363638, 0.79721)","(229.4465265625, 218.1757130681818, 0.753167)","(0.0, 0.0, 0)","(230.7761421875, 89.79003977272727, 0.837461)","(0.0, 0.0, 0)","(237.5008390625, 93.81379829545455, 0.940366)","(220.0878265625, 233.56911647727273, 0.722363)","(224.53264843750003, 234.39646306818182, 0.675918)","(231.24473125, 223.81594034090907, 0.641567)","(202.6458484375, 226.29203409090908, 0.719335)","(202.6570609375, 223.85161647727276, 0.68532)","(216.50356406249998, 221.38401704545453, 0.797041)"
2,"(228.10616562500002, 93.83503409090909, 0.812298)","(242.85060312499996, 109.28110227272725, 0.76409)","(237.040659375, 106.81775, 0.753604)","(230.331846875, 127.96265625000001, 0.878143)","(214.26199843749998, 125.54347443181818, 0.818343)","(248.67175937500002, 113.35242897727272, 0.771718)","(233.481625, 146.65185511363634, 0.863061)","(216.02469687500002, 136.91991477272728, 0.819717)","(242.85340625000003, 160.47805681818184, 0.674296)","(237.4994375, 157.22728125, 0.651066)","(211.12763749999996, 164.54343749999998, 0.806072)","(213.361728125, 216.49893465909093, 0.776035)","(248.2246609375, 165.34020454545453, 0.651288)","(227.66233749999998, 173.45992329545453, 0.799657)","(229.44138750000002, 218.9461477272727, 0.740522)","(0.0, 0.0, 0)","(230.342125, 89.77475000000001, 0.8474)","(0.0, 0.0, 0)","(237.47140625, 93.04846022727273, 0.921854)","(220.0812859375, 233.58525568181818, 0.737047)","(224.10236875, 235.18983238636366, 0.685962)","(231.24846875000003, 223.84057386363634, 0.647757)","(202.21042968749998, 227.08455397727272, 0.714973)","(202.6393078125, 223.8592613636364, 0.685519)","(216.48814687499998, 220.5838522727273, 0.808948)"
3,"(227.667009375, 93.8104005681818, 0.812771)","(242.41191406250002, 109.2895965909091, 0.764446)","(237.03925781249998, 106.81859943181819, 0.746674)","(230.3309125, 127.96945170454545, 0.868214)","(214.25872812499998, 126.30966193181818, 0.829049)","(248.6610140625, 113.35922443181818, 0.772221)","(232.1272484375, 146.62637215909092, 0.858654)","(215.58834375, 136.89188352272728, 0.797939)","(241.5322, 160.48145454545454, 0.682598)","(236.1600109375, 158.0070596590909, 0.629957)","(210.2460546875, 164.53834090909092, 0.813953)","(213.3621953125, 216.51252556818181, 0.77696)","(247.76962031249997, 165.35124715909092, 0.644112)","(227.22318124999998, 173.46332102272729, 0.80914)","(229.444190625, 218.97248011363635, 0.744188)","(0.0, 0.0, 0)","(230.33278125, 88.98392897727274, 0.85034)","(0.0, 0.0, 0)","(237.03785625, 93.80445454545455, 0.901163)","(220.07194218749999, 232.79018749999997, 0.732365)","(224.0878859375, 234.40071022727273, 0.684299)","(231.2508046875, 224.6220511363636, 0.673663)","(202.21229843749998, 227.09219886363636, 0.710173)","(202.63837343749998, 223.86180965909094, 0.682499)","(216.4876796875, 220.6016903409091, 0.816893)"
4,"(227.2385984375, 93.81804545454546, 0.813949)","(242.41331562500002, 108.5038721590909, 0.768151)","(237.05000312500002, 106.04476704545453, 0.738869)","(230.775675, 127.96180681818181, 0.869899)","(215.148253125, 126.32495170454546, 0.831587)","(248.23073437500003, 113.35497727272728, 0.778209)","(232.5729453125, 145.84064772727274, 0.845472)","(215.1533921875, 135.29580113636362, 0.784561)","(242.41378281250002, 160.47805681818184, 0.672892)","(237.0514046875, 157.2179375, 0.632146)","(210.6936203125, 163.71269318181817, 0.780599)","(213.36453125, 215.7098125, 0.767125)","(248.225128125, 165.35124715909092, 0.648542)","(227.6665421875, 172.64107102272726, 0.796482)","(229.4427890625, 218.16891761363638, 0.753892)","(0.0, 0.0, 0)","(230.3220359375, 88.98562784090909, 0.819447)","(0.0, 0.0, 0)","(237.03038125, 93.03996590909091, 0.887777)","(220.085490625, 232.7664034090909, 0.734791)","(224.5317140625, 233.58355681818182, 0.680914)","(231.25033749999997, 223.83292897727276, 0.669863)","(202.6393078125, 226.27589488636363, 0.729795)","(202.636971875, 223.83292897727276, 0.69233)","(216.49095, 219.78623579545456, 0.807964)"
5,"(227.66794375, 92.22026420454546, 0.705328)","(242.41424999999998, 108.50047443181819, 0.771356)","(237.055609375, 106.032875, 0.742437)","(230.77941249999998, 127.95840909090909, 0.873037)","(215.583671875, 126.3359943181818, 0.836484)","(248.23026718749998, 113.36601988636365, 0.775751)","(232.12958437499998, 145.82620738636365, 0.841506)","(215.1533921875, 135.27966193181817, 0.789021)","(241.966684375, 160.47720738636363, 0.684632)","(236.597765625, 157.21538920454546, 0.631484)","(210.69315312500004, 163.72033806818183, 0.783325)","(213.36079375000003, 215.7047159090909, 0.76879)","(248.20924374999998, 165.35124715909092, 0.649435)","(227.65626406250001, 172.6860909090909, 0.806278)","(229.008771875, 218.1825085227273, 0.750155)","(0.0, 0.0, 0)","(230.3332484375, 88.19225852272729, 0.794401)","(0.0, 0.0, 0)","(236.6010359375, 93.02892329545455, 0.880085)","(220.07661406250003, 232.77319886363637, 0.733195)","(224.09489374999998, 233.59375, 0.678043)","(231.2433296875, 223.85161647727276, 0.673494)","(202.21697031250002, 226.27079829545454, 0.721986)","(202.21603593749998, 223.83207954545452, 0.689091)","(216.48908125, 219.77774147727274, 0.806735)"
6,"(227.21337031250002, 93.85457102272728, 0.855215)","(241.979765625, 110.91201136363637, 0.759194)","(237.48261875, 107.63830113636364, 0.732019)","(229.00737031249997, 127.18202840909092, 0.835429)","(213.81583437499998, 126.32240340909091, 0.82062)","(248.2153171875, 113.37026704545454, 0.787171)","(231.6838875, 145.84404545454544, 0.863506)","(214.26760468749998, 136.09001988636362, 0.77655)","(241.95593906250002, 160.48994886363636, 0.674207)","(236.59309375, 157.2281306818182, 0.624364)","(210.2423171875, 164.52899715909092, 0.804536)","(212.9286453125, 215.7149090909091, 0.77454)","(247.7714890625, 165.36398863636364, 0.639759)","(227.2227140625, 172.68014488636362, 0.819166)","(228.99662500000002, 218.18505681818183, 0.754536)","(0.0, 0.0, 0)","(229.45540312499998, 89.78919034090909, 0.794272)","(0.0, 0.0, 0)","(235.71618281250002, 93.05355681818182, 0.886565)","(220.068671875, 233.57761079545455, 0.735424)","(224.0850828125, 234.40325852272727, 0.694203)","(231.234453125, 223.83972443181815, 0.684692)","(202.188471875, 227.0896505681818, 0.730843)","(202.1917421875, 223.8567130681818, 0.696332)","(216.47646718750002, 219.78963352272729, 0.7929)"
7,"(226.783090625, 93.81719602272729, 0.81024)","(241.96388125000001, 110.90011931818181, 0.769632)","(237.04299531249998, 106.86701704545455, 0.725265)","(228.5626078125, 127.2058125, 0.820155)","(213.8060234375, 126.35128409090908, 0.836781)","(248.2050390625, 113.37026704545454, 0.780348)","(230.8093125, 145.87887215909092, 0.899916)","(213.82097343750002, 136.91651704545455, 0.792689)","(241.96948749999999, 162.09367613636363, 0.661095)","(237.046265625, 158.82166477272727, 0.639101)","(210.23530937499999, 164.53324431818183, 0.815552)","(212.91229375, 215.7183068181818, 0.777294)","(247.769153125, 166.14886363636364, 0.631431)","(227.20823125, 174.29491477272725, 0.789576)","(228.12111562500002, 218.1867556818182, 0.761606)","(0.0, 0.0, 0)","(228.5579359375, 89.00261647727272, 0.760208)","(0.0, 0.0, 0)","(235.25927343749998, 93.83588352272727, 0.910872)","(219.635121875, 233.5895028409091, 0.718032)","(223.6421890625, 235.19407954545457, 0.686471)","(230.81211562500002, 223.83887500000003, 0.701623)","(202.182865625, 227.88047159090908, 0.741354)","(202.184734375, 223.8609602272727, 0.706001)","(216.050859375, 219.7887840909091, 0.775756)"
8,"(226.77748437500003, 93.83588352272727, 0.799363)","(241.96855312500003, 111.71472443181818, 0.765926)","(237.053740625, 107.66293465909091, 0.718369)","(227.67915624999998, 127.97115056818181, 0.817919)","(213.380415625, 126.35383238636365, 0.841877)","(248.2069078125, 114.1288096590909, 0.776347)","(230.81071406249998, 146.63486647727274, 0.90201)","(213.8172359375, 136.90972159090907, 0.791494)","(241.974159375, 162.08688068181817, 0.661644)","(237.0532734375, 158.82336363636364, 0.637105)","(210.2381125, 164.54343749999998, 0.815241)","(212.91696562500002, 216.50403125, 0.777017)","(247.771021875, 166.13612215909092, 0.641615)","(227.2077640625, 174.27707670454546, 0.802073)","(228.55466562499998, 218.97248011363635, 0.747093)","(0.0, 0.0, 0)","(228.55139531249998, 89.77475000000001, 0.753213)","(0.0, 0.0, 0)","(235.26301093749998, 93.83503409090909, 0.911402)","(219.6309171875, 234.39646306818182, 0.717907)","(223.63658281250002, 235.21701420454545, 0.676499)","(230.8163203125, 224.62290056818182, 0.695002)","(202.1861359375, 227.0947471590909, 0.748215)","(202.19688125000002, 223.85841193181818, 0.720623)","(216.0550640625, 220.58215340909092, 0.78404)"
9,"(226.77841875, 93.84777556818182, 0.795412)","(241.96388125000001, 111.71132670454546, 0.772094)","(237.05093749999997, 107.65698863636364, 0.719396)","(227.67541874999998, 127.97539772727272, 0.821639)","(213.3762109375, 126.34703693181817, 0.847039)","(248.20130156250002, 114.13305681818181, 0.773681)","(230.8093125, 146.6272215909091, 0.893393)","(213.8116296875, 137.7039403409091, 0.81061)","(241.5209875, 162.0919772727273, 0.667181)","(236.15627343750003, 158.82166477272727, 0.628183)","(210.2311046875, 165.29858238636362, 0.823407)","(212.90902343750003, 216.51252556818181, 0.782417)","(247.316915625, 166.14461647727273, 0.633385)","(227.20729687499997, 173.48285795454547, 0.8048)","(228.5532640625, 218.96398579545453, 0.749302)","(0.0, 0.0, 0)","(228.11831249999997, 89.77729829545454, 0.749421)","(0.0, 0.0, 0)","(235.25320000000002, 93.83333522727271, 0.904864)","(219.63138437499998, 233.59459943181818, 0.713897)","(223.64265625, 235.1966278409091, 0.667752)","(230.8135171875, 223.85841193181818, 0.688653)","(202.18193125000002, 227.88726704545454, 0.753637)","(202.191275, 224.61440624999997, 0.720076)","(216.045253125, 220.5923465909091, 0.783592)"
