Datetime,valueACC
2021-10-15 18:36:46.889910,"[-2, -62, 22]"
2021-10-15 18:36:46.921160,"[-4, -65, 18]"
2021-10-15 18:36:46.952420,"[-9, -66, 13]"
2021-10-15 18:36:46.983670,"[-12, -67, 13]"
2021-10-15 18:36:47.014920,"[-18, -70, 12]"
2021-10-15 18:36:47.046170,"[-21, -70, 11]"
2021-10-15 18:36:47.077420,"[-21, -70, 10]"
2021-10-15 18:36:47.108670,"[-18, -66, 9]"
2021-10-15 18:36:47.139920,"[-17, -64, 9]"
2021-10-15 18:36:47.171180,"[-14, -59, 8]"
2021-10-15 18:36:47.202430,"[-12, -57, 7]"
2021-10-15 18:36:47.233680,"[-11, -54, 8]"
2021-10-15 18:36:47.264930,"[-9, -49, 12]"
2021-10-15 18:36:47.296180,"[-9, -48, 15]"
2021-10-15 18:36:47.327430,"[-9, -48, 18]"
2021-10-15 18:36:47.358680,"[-10, -50, 30]"
2021-10-15 18:36:47.389940,"[-10, -54, 39]"
2021-10-15 18:36:47.421190,"[-8, -68, 45]"
2021-10-15 18:36:47.452440,"[-8, -75, 46]"
2021-10-15 18:36:47.483690,"[-6, -72, 46]"
2021-10-15 18:36:47.514940,"[-5, -65, 40]"
2021-10-15 18:36:47.546190,"[-14, -63, 40]"
2021-10-15 18:36:47.577440,"[-18, -64, 44]"
2021-10-15 18:36:47.608700,"[-23, -69, 54]"
2021-10-15 18:36:47.639950,"[-20, -72, 66]"
2021-10-15 18:36:47.671200,"[-20, -76, 65]"
2021-10-15 18:36:47.702450,"[-18, -76, 68]"
2021-10-15 18:36:47.733700,"[-14, -70, 76]"
2021-10-15 18:36:47.764950,"[-7, -66, 80]"
2021-10-15 18:36:47.796210,"[11, -74, 76]"
2021-10-15 18:36:47.827460,"[10, -68, 68]"
2021-10-15 18:36:47.858710,"[-1, -53, 48]"
2021-10-15 18:36:47.889960,"[-14, -56, 29]"
2021-10-15 18:36:47.921210,"[-25, -58, 22]"
2021-10-15 18:36:47.952460,"[-22, -40, 4]"
2021-10-15 18:36:47.983710,"[-20, -25, 0]"
2021-10-15 18:36:48.014970,"[-25, -7, -2]"
2021-10-15 18:36:48.046220,"[-23, 8, 9]"
2021-10-15 18:36:48.077470,"[-23, 9, 15]"
2021-10-15 18:36:48.108720,"[-18, 7, 28]"
2021-10-15 18:36:48.139970,"[-16, 7, 40]"
2021-10-15 18:36:48.171220,"[-12, 7, 43]"
2021-10-15 18:36:48.202470,"[-16, 7, 51]"
2021-10-15 18:36:48.233730,"[-9, 6, 61]"
2021-10-15 18:36:48.264980,"[-5, 6, 64]"
2021-10-15 18:36:48.296230,"[-4, 4, 67]"
2021-10-15 18:36:48.327480,"[-3, 4, 68]"
2021-10-15 18:36:48.358730,"[-4, 2, 70]"
2021-10-15 18:36:48.389980,"[-3, 3, 69]"
2021-10-15 18:36:48.421230,"[-5, 2, 68]"
2021-10-15 18:36:48.452490,"[-3, 1, 67]"
2021-10-15 18:36:48.483740,"[-2, 2, 64]"
2021-10-15 18:36:48.514990,"[0, 1, 63]"
2021-10-15 18:36:48.546240,"[0, 1, 62]"
2021-10-15 18:36:48.577490,"[3, 3, 62]"
2021-10-15 18:36:48.608740,"[2, 4, 61]"
2021-10-15 18:36:48.639990,"[0, 2, 59]"
2021-10-15 18:36:48.671250,"[-1, 2, 60]"
2021-10-15 18:36:48.702500,"[-3, 2, 61]"
2021-10-15 18:36:48.733750,"[-4, 0, 62]"
2021-10-15 18:36:48.765000,"[-4, 0, 62]"
