Datetime,valueACC
2021-10-15 18:40:19.973020,"[0, 4, 57]"
2021-10-15 18:40:20.004270,"[-1, 8, 59]"
2021-10-15 18:40:20.035530,"[3, 6, 62]"
2021-10-15 18:40:20.066780,"[0, 1, 64]"
2021-10-15 18:40:20.098030,"[-3, 0, 63]"
2021-10-15 18:40:20.129280,"[-7, -1, 64]"
2021-10-15 18:40:20.160530,"[-10, 1, 57]"
2021-10-15 18:40:20.191780,"[-9, 3, 54]"
2021-10-15 18:40:20.223030,"[0, 5, 55]"
2021-10-15 18:40:20.254290,"[6, 6, 58]"
2021-10-15 18:40:20.285540,"[9, 3, 59]"
2021-10-15 18:40:20.316790,"[9, 0, 61]"
2021-10-15 18:40:20.348040,"[13, 0, 63]"
2021-10-15 18:40:20.379290,"[11, -3, 63]"
2021-10-15 18:40:20.410540,"[7, -4, 60]"
2021-10-15 18:40:20.441790,"[5, -8, 61]"
2021-10-15 18:40:20.473050,"[6, -14, 63]"
2021-10-15 18:40:20.504300,"[2, -14, 60]"
2021-10-15 18:40:20.535550,"[5, -15, 61]"
2021-10-15 18:40:20.566800,"[11, -17, 63]"
2021-10-15 18:40:20.598050,"[9, -17, 62]"
2021-10-15 18:40:20.629300,"[9, -20, 61]"
2021-10-15 18:40:20.660550,"[10, -23, 59]"
2021-10-15 18:40:20.691810,"[11, -23, 58]"
2021-10-15 18:40:20.723060,"[16, -25, 62]"
2021-10-15 18:40:20.754310,"[13, -28, 59]"
2021-10-15 18:40:20.785560,"[12, -31, 59]"
2021-10-15 18:40:20.816810,"[15, -34, 59]"
2021-10-15 18:40:20.848060,"[15, -32, 57]"
2021-10-15 18:40:20.879310,"[14, -32, 53]"
2021-10-15 18:40:20.910570,"[14, -31, 51]"
2021-10-15 18:40:20.941820,"[14, -32, 53]"
2021-10-15 18:40:20.973070,"[14, -34, 51]"
2021-10-15 18:40:21.004320,"[7, -33, 44]"
2021-10-15 18:40:21.035570,"[5, -32, 44]"
2021-10-15 18:40:21.066820,"[7, -35, 45]"
2021-10-15 18:40:21.098070,"[8, -38, 46]"
2021-10-15 18:40:21.160580,"[5, -47, 47]"
