Datetime,valueACC
2021-10-15 19:17:08.662100,"[82, -1, -44]"
2021-10-15 19:17:08.693350,"[11, 10, 3]"
2021-10-15 19:17:08.724610,"[-26, -4, 27]"
2021-10-15 19:17:08.755860,"[-51, 2, 57]"
2021-10-15 19:17:08.787110,"[-27, 7, 57]"
2021-10-15 19:17:08.818360,"[-28, 6, 52]"
2021-10-15 19:17:08.849610,"[-14, 6, -2]"
2021-10-15 19:17:08.880860,"[23, 9, -38]"
2021-10-15 19:17:08.912110,"[103, -20, -13]"
2021-10-15 19:17:08.943370,"[118, -10, -22]"
2021-10-15 19:17:08.974620,"[127, -12, -48]"
2021-10-15 19:17:09.005870,"[127, -2, -81]"
2021-10-15 19:17:09.037120,"[22, 5, -66]"
2021-10-15 19:17:09.068370,"[-96, -8, -31]"
2021-10-15 19:17:09.099620,"[-47, -10, 68]"
2021-10-15 19:17:09.130870,"[3, -8, 41]"
2021-10-15 19:17:09.162130,"[37, 11, -6]"
2021-10-15 19:17:09.193380,"[60, -22, -14]"
2021-10-15 19:17:09.224630,"[101, -30, -11]"
2021-10-15 19:17:09.255880,"[127, -7, -64]"
2021-10-15 19:17:09.287130,"[97, 22, -27]"
2021-10-15 19:17:09.318380,"[59, 3, -25]"
2021-10-15 19:17:09.349630,"[-54, -50, 19]"
2021-10-15 19:17:09.380890,"[34, -2, 18]"
2021-10-15 19:17:09.412140,"[78, 12, -8]"
2021-10-15 19:17:09.443390,"[39, 9, -7]"
2021-10-15 19:17:09.474640,"[97, -37, -23]"
2021-10-15 19:17:09.505890,"[127, 23, 11]"
2021-10-15 19:17:09.537140,"[30, -9, -12]"
2021-10-15 19:17:09.568390,"[-34, -47, -19]"
2021-10-15 19:17:09.599650,"[49, 12, -23]"
2021-10-15 19:17:09.630900,"[84, -5, -14]"
2021-10-15 19:17:09.662150,"[61, 0, -18]"
2021-10-15 19:17:09.693400,"[119, -6, -14]"
2021-10-15 19:17:09.724650,"[97, -1, -19]"
2021-10-15 19:17:09.755900,"[28, -4, -27]"
2021-10-15 19:17:09.787150,"[-16, -5, 12]"
2021-10-15 19:17:09.818410,"[3, 7, 32]"
2021-10-15 19:17:09.849660,"[41, 22, 46]"
2021-10-15 19:17:09.880910,"[127, 28, 88]"
2021-10-15 19:17:09.912160,"[127, 25, 73]"
2021-10-15 19:17:09.943410,"[127, 12, 60]"
2021-10-15 19:17:09.974660,"[127, 81, 35]"
2021-10-15 19:17:10.005910,"[127, 101, 22]"
2021-10-15 19:17:10.037170,"[66, 94, 24]"
2021-10-15 19:17:10.068420,"[54, 79, 19]"
2021-10-15 19:17:10.099670,"[62, 69, 11]"
2021-10-15 19:17:10.130920,"[53, 81, 4]"
2021-10-15 19:17:10.162170,"[39, 92, 7]"
2021-10-15 19:17:10.193420,"[-29, 125, 11]"
2021-10-15 19:17:10.224670,"[-128, -9, -72]"
2021-10-15 19:17:10.255930,"[-128, -55, -46]"
2021-10-15 19:17:10.287180,"[-128, 32, -28]"
2021-10-15 19:17:10.318430,"[-128, 2, -36]"
2021-10-15 19:17:10.349680,"[-128, 22, -28]"
2021-10-15 19:17:10.380930,"[-96, 29, -22]"
2021-10-15 19:17:10.412180,"[-68, 33, -14]"
2021-10-15 19:17:10.443430,"[-27, 58, -7]"
2021-10-15 19:17:10.474690,"[-1, 72, -8]"
2021-10-15 19:17:10.505940,"[-2, 81, -15]"
2021-10-15 19:17:10.537190,"[22, 127, -24]"
2021-10-15 19:17:10.568440,"[36, 127, -24]"
2021-10-15 19:17:10.599690,"[32, 127, -40]"
2021-10-15 19:17:10.630940,"[72, 127, -4]"
2021-10-15 19:17:10.662190,"[71, 127, -6]"
2021-10-15 19:17:10.693450,"[102, 127, 22]"
2021-10-15 19:17:10.724700,"[123, 127, 65]"
