Datetime,Subject,Repetition,Nose_X,Nose_Y,Neck_X,Neck_Y,Right_Shoulder_X,Right_Shoulder_Y,Right_Elbow_X,Right_Elbow_Y,Right_Wrist_X,Right_Wrist_Y,Left_Shoulder_X,Left_Shoulder_Y,Left_Elbow_X,Left_Elbow_Y,Left_Wrist_X,Left_Wrist_Y,Right_Hip_X,Right_Hip_Y,Right_Knee_X,Right_Knee_Y,Right_Ankle_X,Right_Ankle_Y,Left_Hip_X,Left_Hip_Y,Left_Knee_X,Left_Knee_Y,Left_Ankle_X,Left_Ankle_Y,ACC_x,ACC_y,ACC_z
2021-10-15 18:40:19.980,S1,R2,621.7142944335938,188.4375,616.0879516601562,227.8125,582.3297119140625,227.8125,559.82421875,272.8125,542.945068359375,295.3125,649.84619140625,227.8125,672.3516845703125,267.1875,694.857177734375,300.9375,599.2088012695312,323.4375,593.5824584960938,390.9375,593.5824584960938,458.4375,638.5934448242188,329.0625,644.2197875976562,396.5625,644.2197875976562,458.4375,0.0,4.0,57.0
2021-10-15 18:40:20.010,S1,R2,621.7142944335938,188.4375,616.0879516601562,227.8125,582.3297119140625,227.8125,565.4505615234375,272.8125,548.5714721679688,295.3125,649.84619140625,227.8125,661.0989379882812,272.8125,677.97802734375,312.1875,599.2088012695312,323.4375,593.5824584960938,390.9375,593.5824584960938,458.4375,638.5934448242188,323.4375,644.2197875976562,390.9375,644.2197875976562,458.4375,-1.0,8.0,59.0
2021-10-15 18:40:20.040,S1,R2,621.7142944335938,188.4375,616.0879516601562,227.8125,587.9560546875,227.8125,565.4505615234375,272.8125,554.1978149414062,300.9375,649.84619140625,233.4375,655.4725341796875,278.4375,677.97802734375,317.8125,599.2088012695312,329.0625,593.5824584960938,396.5625,593.5824584960938,464.0625,638.5934448242188,329.0625,644.2197875976562,396.5625,649.84619140625,464.0625,3.0,6.0,62.0
2021-10-15 18:40:20.070,S1,R2,621.7142944335938,188.4375,616.0879516601562,227.8125,582.3297119140625,233.4375,565.4505615234375,278.4375,554.1978149414062,312.1875,649.84619140625,233.4375,655.4725341796875,278.4375,672.3516845703125,323.4375,599.2088012695312,329.0625,593.5824584960938,396.5625,593.5824584960938,464.0625,638.5934448242188,329.0625,644.2197875976562,396.5625,644.2197875976562,464.0625,0.0,1.0,64.0
2021-10-15 18:40:20.100,S1,R2,621.7142944335938,188.4375,616.0879516601562,227.8125,582.3297119140625,233.4375,565.4505615234375,278.4375,548.5714721679688,312.1875,649.84619140625,227.8125,661.0989379882812,272.8125,677.97802734375,317.8125,599.2088012695312,329.0625,593.5824584960938,396.5625,593.5824584960938,464.0625,638.5934448242188,329.0625,644.2197875976562,396.5625,649.84619140625,464.0625,-3.0,0.0,63.0
2021-10-15 18:40:20.130,S1,R2,621.7142944335938,188.4375,616.0879516601562,227.8125,582.3297119140625,233.4375,559.82421875,272.8125,537.3186645507812,300.9375,649.84619140625,233.4375,672.3516845703125,272.8125,689.2307739257812,306.5625,599.2088012695312,329.0625,593.5824584960938,396.5625,593.5824584960938,464.0625,638.5934448242188,329.0625,644.2197875976562,402.1875,649.84619140625,464.0625,-7.0,-1.0,64.0
2021-10-15 18:40:20.160,S1,R2,621.7142944335938,188.4375,616.0879516601562,227.8125,587.9560546875,233.4375,554.1978149414062,267.1875,542.945068359375,284.0625,649.84619140625,233.4375,677.97802734375,272.8125,706.1099243164062,300.9375,599.2088012695312,329.0625,593.5824584960938,396.5625,593.5824584960938,464.0625,638.5934448242188,329.0625,644.2197875976562,402.1875,649.84619140625,464.0625,-10.0,1.0,57.0
2021-10-15 18:40:20.190,S1,R2,621.7142944335938,188.4375,616.0879516601562,227.8125,587.9560546875,233.4375,548.5714721679688,255.9375,548.5714721679688,272.8125,649.84619140625,233.4375,683.6044311523438,272.8125,722.989013671875,295.3125,599.2088012695312,329.0625,593.5824584960938,396.5625,593.5824584960938,464.0625,638.5934448242188,329.0625,644.2197875976562,402.1875,649.84619140625,464.0625,-9.0,3.0,54.0
2021-10-15 18:40:20.220,S1,R2,621.7142944335938,194.0625,616.0879516601562,227.8125,582.3297119140625,233.4375,548.5714721679688,244.6875,531.6923217773438,244.6875,644.2197875976562,233.4375,689.2307739257812,255.9375,728.6154174804688,278.4375,599.2088012695312,329.0625,593.5824584960938,396.5625,593.5824584960938,464.0625,638.5934448242188,329.0625,644.2197875976562,402.1875,649.84619140625,464.0625,0.0,5.0,55.0
2021-10-15 18:40:20.250,S1,R2,621.7142944335938,188.4375,616.0879516601562,227.8125,582.3297119140625,233.4375,548.5714721679688,233.4375,571.0769653320312,216.5625,649.84619140625,233.4375,689.2307739257812,244.6875,734.2417602539062,255.9375,599.2088012695312,329.0625,593.5824584960938,396.5625,593.5824584960938,464.0625,638.5934448242188,329.0625,644.2197875976562,402.1875,649.84619140625,464.0625,6.0,6.0,58.0
