T,a_1,a_2,a_3
26-Apr-2022 16:18:03.733,-0.231718139648438,9.75506423950195,-2.91773254394531
26-Apr-2022 16:18:03.742,-0.322130126953125,10.0366287231445,-4.08650207519531
26-Apr-2022 16:18:03.752,-0.556542663574219,9.64474365234375,-4.92041793823242
26-Apr-2022 16:18:03.762,-0.834664306640625,9.17816390991211,-4.86712875366211
26-Apr-2022 16:18:03.772,-1.06234085083008,9.17906204223633,-4.22526351928711
26-Apr-2022 16:18:03.782,-0.951271820068359,9.96971786499024,-2.60817626953125
26-Apr-2022 16:18:03.792,-0.457149353027344,11.6609010314941,0.241298217773438
26-Apr-2022 16:18:03.802,0.498313751220703,13.030403137207,2.16928894042969
26-Apr-2022 16:18:03.812,2.2320085144043,13.5564093017578,2.41807159423828
26-Apr-2022 16:18:03.822,3.33281936645508,13.9089262390137,2.02768341064453
26-Apr-2022 16:18:03.834,3.15783325195313,14.5663591003418,2.04145477294922
26-Apr-2022 16:18:03.844,2.01690582275391,15.0136289978027,2.31598388671875
26-Apr-2022 16:18:03.854,0.927022247314453,13.8289924621582,2.17108520507813
26-Apr-2022 16:18:03.864,-0.592917022705078,11.2122839355469,1.88847290039063
26-Apr-2022 16:18:03.874,-2.28395050048828,8.81037872314453,1.0919792175293
26-Apr-2022 16:18:03.884,-3.42293197631836,7.72708145141602,0.498014373779297
26-Apr-2022 16:18:03.894,-3.94833938598633,7.78441223144531,0.18441650390625
26-Apr-2022 16:18:03.904,-3.52157684326172,8.14875457763672,-0.233364715576172
26-Apr-2022 16:18:03.913,-2.32137268066406,8.60979583740234,-0.586181030273437
26-Apr-2022 16:18:03.923,-0.338595886230469,9.13370635986328,-1.04452789306641
26-Apr-2022 16:18:03.933,2.25221649169922,9.8435302734375,-1.4226416015625
26-Apr-2022 16:18:03.943,4.54963897705078,10.6284979248047,-1.58280853271484
26-Apr-2022 16:18:03.953,5.45720169067383,10.9373057556152,-1.60107055664063
26-Apr-2022 16:18:03.963,4.60472442626953,10.5961651611328,-1.35004257202148
26-Apr-2022 16:18:03.974,2.89512954711914,10.0355809020996,-0.861308898925781
26-Apr-2022 16:18:03.984,1.4180012512207,9.66031127929688,-0.515677642822266
26-Apr-2022 16:18:03.994,0.320333862304688,9.51855606079102,-0.390837249755859
26-Apr-2022 16:18:04.005,-0.496367797851563,9.5222982788086,-0.427960052490234
26-Apr-2022 16:18:04.015,-0.674197998046875,9.61465621948242,-0.618364105224609
26-Apr-2022 16:18:04.025,-0.291294250488281,9.73291030883789,-0.999022521972656
26-Apr-2022 16:18:04.035,0.3879931640625,9.65357528686524,-1.17685272216797
26-Apr-2022 16:18:04.045,1.0440788269043,9.52125045776367,-1.44958557128906
26-Apr-2022 16:18:04.055,1.48087051391602,9.42275527954102,-1.68354904174805
26-Apr-2022 16:18:04.065,1.68609375,9.42080932617188,-1.74102951049805
26-Apr-2022 16:18:04.075,1.69627258300781,9.37126235961914,-1.70660110473633
26-Apr-2022 16:18:04.084,1.57277938842773,9.38907531738281,-1.54688323974609
26-Apr-2022 16:18:04.094,1.46784759521484,9.48876800537109,-1.39210510253906
26-Apr-2022 16:18:04.104,1.4224919128418,9.53981185913086,-1.26980941772461
26-Apr-2022 16:18:04.115,1.4272819519043,9.5417578125,-1.20080291748047
26-Apr-2022 16:18:04.125,1.40587646484375,9.60103454589844,-1.22385498046875
26-Apr-2022 16:18:04.135,1.36366424560547,9.62887664794922,-1.235830078125
26-Apr-2022 16:18:04.145,1.28013793945313,9.49774932861328,-1.21232894897461
26-Apr-2022 16:18:04.155,1.19316879272461,9.50732940673828,-1.06443649291992
26-Apr-2022 16:18:04.165,1.149609375,9.60971649169922,-1.04482727050781
26-Apr-2022 16:18:04.176,1.04827011108398,9.62887664794922,-0.944535827636719
26-Apr-2022 16:18:04.186,0.950972442626953,9.85191284179688,-0.808169403076172
26-Apr-2022 16:18:04.196,0.825233917236328,10.0068406677246,-0.684825897216797
26-Apr-2022 16:18:04.206,0.572110290527344,10.0556391906738,-0.478854217529297
26-Apr-2022 16:18:04.216,0.408949584960938,10.067165222168,-0.445024566650391
26-Apr-2022 16:18:04.226,0.448617095947266,10.0273480224609,-0.451311492919922
26-Apr-2022 16:18:04.236,0.605041809082031,10.008636932373,-0.495319976806641
26-Apr-2022 16:18:04.246,0.913999328613281,9.95115646362305,-0.564027099609375
26-Apr-2022 16:18:04.256,1.15993789672852,9.92091934204102,-0.645906829833984
26-Apr-2022 16:18:04.266,1.2455598449707,9.84278182983399,-0.718056793212891
26-Apr-2022 16:18:04.276,1.45721969604492,9.83993774414063,-0.842897186279297
26-Apr-2022 16:18:04.286,1.75539962768555,9.8960710144043,-1.06219116210938
26-Apr-2022 16:18:04.296,1.97873519897461,9.80251556396484,-1.31965576171875
26-Apr-2022 16:18:04.306,2.15821197509766,9.59399917602539,-1.5617024230957
26-Apr-2022 16:18:04.316,2.33439559936523,9.61016555786133,-1.80315032958984
26-Apr-2022 16:18:04.326,2.36897369384766,9.57693466186523,-2.09489364624023
26-Apr-2022 16:18:04.336,2.25461151123047,9.52918395996094,-2.31044540405273
26-Apr-2022 16:18:04.346,2.01271453857422,9.55373291015625,-2.46342727661133
