T,a_1,a_2,a_3
26-Apr-2022 14:51:48.155,-0.0187110900878906,9.55687637329102,-2.17422866821289
26-Apr-2022 14:51:48.253,0.0224533081054688,9.55762481689453,-2.19308944702148
26-Apr-2022 14:51:48.354,0.00853225708007813,9.61480590820313,-2.1793180847168
26-Apr-2022 14:51:48.453,-0.00389190673828125,9.5514875793457,-2.21359680175781
26-Apr-2022 14:51:48.552,0.0266445922851563,9.56346267700195,-2.17782119750977
26-Apr-2022 14:51:48.651,0.0597257995605469,9.58262283325195,-2.15611633300781
26-Apr-2022 14:51:48.750,0.0365240478515625,9.58546691894531,-2.15192504882812
26-Apr-2022 14:51:48.851,0.0220042419433594,9.58367065429688,-2.15491882324219
26-Apr-2022 14:51:48.950,0.513731689453125,9.7047688293457,-3.22743850708008
26-Apr-2022 14:51:49.049,-0.406853942871094,9.29791488647461,-1.99879348754883
26-Apr-2022 14:51:49.148,1.21322708129883,9.84502716064453,-2.32451614379883
26-Apr-2022 14:51:49.249,1.03794158935547,9.37859710693359,-1.4656022644043
26-Apr-2022 14:51:49.348,1.02072738647461,11.6498240661621,2.59515335083008
26-Apr-2022 14:51:49.447,1.93248138427734,10.7642655944824,-2.1604573059082
26-Apr-2022 14:51:49.546,-2.25940155029297,9.40569076538086,0.707428894042969
26-Apr-2022 14:51:49.645,-0.362695770263672,7.28250595092773,1.8586848449707
26-Apr-2022 14:51:49.746,0.387544097900391,7.37276824951172,3.23866516113281
26-Apr-2022 14:51:49.845,-0.00823287963867188,8.07435928344727,6.88777679443359
26-Apr-2022 14:51:49.944,-2.81429763793945,18.4284777832031,5.32921783447266
26-Apr-2022 14:51:50.043,5.28176651000977,11.3399684143066,-3.24629928588867
26-Apr-2022 14:51:50.144,0.651894378662109,11.3726005554199,-3.33476531982422
26-Apr-2022 14:51:50.243,1.36381393432617,10.056537322998,-3.11786636352539
26-Apr-2022 14:51:50.342,0.680484924316406,10.5606889343262,-1.58131164550781
26-Apr-2022 14:51:50.441,2.82043487548828,12.8937373352051,1.69851791381836
26-Apr-2022 14:51:50.542,0.960103454589844,13.5884426879883,1.52203491210938
26-Apr-2022 14:51:50.641,-2.55563552856445,15.3630024719238,-5.40346343994141
26-Apr-2022 14:51:50.740,-1.00980010986328,5.96404769897461,-5.81765213012695
26-Apr-2022 14:51:50.839,-0.819246368408203,2.48632965087891,-4.93269241333008
26-Apr-2022 14:51:50.938,0.689615936279297,10.6588847351074,13.925391998291
26-Apr-2022 14:51:51.039,-8.28961166381836,3.86181930541992,-3.67725311279297
26-Apr-2022 14:51:51.138,4.72387664794922,0.858015747070313,-0.109721832275391
