,Trunk,HipR,AnkleR,HipL,AnkleL,KneeR,KneeL
0,7.761844157932374,9.013477255698737,78.16290697165131,4.1909442426853145,88.45473686959909,172.72709836597087,168.16710248411422
1,8.408859113311903,9.572495172847598,72.70975880271018,4.557254600199321,86.5686566127831,172.82486622907084,165.9516554392878
2,8.032104570525409,7.699911841676919,65.63543311660464,5.66940996632787,87.12291208193055,175.87071497258276,164.70037103096232
3,6.500045025548319,4.093912196846421,66.89808122748387,9.35914076458435,88.2055753763543,176.7286469242202,161.2933765789475
4,6.647937452304601,5.9443853599656755,66.7778425355956,8.659019385440647,88.98163786722708,175.6819938506176,159.0921401143948
5,8.40289811332916,7.070699335256557,69.86428689462097,7.620799187164466,80.51286073327657,175.52175343180755,155.4627067627769
6,9.581205482156427,7.859204317751368,60.3463680568874,5.5141212829921535,76.98358761970437,176.70784382895658,153.79619666272788
7,9.633229484397742,6.91804446689461,66.67406064911735,2.030770460119947,69.14148098439446,177.702617178272,158.35683778385996
8,10.448125674528834,7.672178147031093,53.323867474631854,1.027154619575338,69.66451102272406,177.72995270233974,151.32780386025377
9,9.16014715827485,7.885069726133016,53.30519661119258,0.308295758004076,67.22416254745673,176.77215316433598,152.18305088902034
10,8.240300735834523,6.461017645351899,62.06467946611373,4.43059383312368,53.91143600104566,176.75584304474418,156.62736728452973
11,8.233824151415687,5.444125552139266,62.49882173884336,5.502576452958708,51.223565385209746,177.75418521700485,157.77426870745896
12,6.680564619487695,3.3514671013309965,57.688892723096785,4.503136728934404,45.69614882042842,178.8807794566951,160.67837151991088
13,6.395501787894237,2.601765999869104,70.04779841824313,5.9854289052029,42.78508562068824,177.67509273234145,166.7930683389725
14,6.582622341073523,3.556928089827096,69.71938114133513,5.917133618718705,45.626510914387836,175.6615045316055,167.01581126810015
15,7.559693828298176,6.01876841826606,68.42610396287813,7.3470104790103345,47.05027085960492,175.82758156961705,165.88809307059242
16,9.225952401174865,10.491361968233253,55.15894231851961,12.16005048899139,36.09875539330207,173.01716513681697,170.83581154171105
17,9.854785364566808,13.908675287130519,63.99087713698547,8.288903695007493,41.16534701389887,169.73199793220974,166.2107126414492
18,9.564359118186212,15.11713148331539,86.61952307719321,6.211752299450194,57.343971851174,166.64557194846935,167.82824166065515
19,9.783660426674194,17.628319586856396,87.8136656304945,2.5052977385040407,43.56371903818047,163.88127945084844,166.83841357640915
20,9.504698633851179,17.31509037474813,86.70010865396678,4.160639343676171,97.70490109172889,163.7926496025423,166.28057886152976
21,10.129309036748719,18.60775435697777,88.12563175422345,9.046023327398633,114.69952901032173,160.9824971392781,169.70715996104653
22,9.483594538841231,19.87926949071732,83.64193862265431,11.659729483177301,106.83455591069468,160.34188377604133,179.71141020753416
23,9.782744821566158,18.918889193947898,81.86054911136853,19.265690293886657,112.81550505922614,160.81589183755332,179.06114902066093
24,9.808384603093428,22.736662880130833,87.13685684764954,26.5462975913922,100.23789757083514,155.53264087601352,178.3213189778902
25,9.463733217686052,19.601258676096275,86.86372222619914,33.19916613569476,99.72525421941131,159.9865999855032,178.603196894032
26,9.023324840081342,22.328110387191156,83.6314688053032,38.048940336941364,99.86642353956779,155.61937152112932,179.34098937639013
27,9.153973593893348,20.35934089028351,82.22376864741517,49.35253255999883,104.15599404798454,156.06200470462386,169.71788138462955
28,9.66816989112603,21.615303508068536,80.74201789230362,50.33399083192805,102.23538795189916,154.73485799824297,167.75104752172248
29,9.855200316065217,20.489959150946735,57.04625963960029,53.510944546563444,103.29573301697184,168.16205205698796,158.64707953572662
30,9.356786027063944,18.390489324977914,18.90340879726849,58.97290729705064,108.68954565722852,177.54374109099726,148.37000692047425
31,9.650347248795816,17.158717444481773,16.201886666273282,63.96129997162965,113.59694310204806,168.35307202640072,136.8163245258455
32,9.766081134636561,23.761921752833217,24.57466228752353,64.30680693144696,113.30580161781599,169.8870562604718,130.3261143687108
33,8.148057463402417,23.603668611709626,21.895408158699116,61.12715151294535,117.93181649297024,164.98299470665552,132.14666349214636
34,8.680924171498557,16.16491484937771,24.686139992222778,52.675716918438944,110.64532127412903,151.46463675296425,137.4084002754931
35,8.917729394673787,8.24840540440369,54.390296251954716,48.6790605425967,110.13297600126495,129.4279087338498,138.9815279618992
36,6.067757606795987,13.044249719614676,57.424849809992665,45.23047204021059,112.83968494413003,102.81880061463836,139.7789136250934
37,7.143602584268758,29.711463573745107,68.85432782934717,42.49378320073055,118.87269529551976,89.51280506375602,135.7515844734951
38,8.505960813100847,47.884157363123556,87.02686327117839,29.341499714911727,119.73485038851875,84.70994383527194,147.54432391059157
39,9.962852999861978,61.54030980160039,82.59639195894668,23.218491794837707,115.03444737706236,95.16879372267154,150.10963190263826
40,10.166325602957452,62.78206215379701,94.5100647704894,26.432350808561715,119.07916589078279,128.18687092370735,145.48427996484523
41,11.452104131188147,59.84216751999074,86.80774296826854,20.471699546125084,121.79483631698288,141.28325718326002,144.34785477899945
42,11.298700020998476,46.909465754176985,84.9228238887275,5.36388867832383,121.9260179745113,143.4031742435774,148.18362489263174
43,9.154199916543995,36.966597815493664,92.76592050206939,10.081231034422514,118.30677599913119,135.01036458328846,155.11223087022557
