Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Thigh.Top.LateralX	R.Thigh.Top.LateralY	R.Thigh.Top.LateralZ	R.Thigh.Bottom.LateralX	R.Thigh.Bottom.LateralY	R.Thigh.Bottom.LateralZ	R.Thigh.Top.MedialX	R.Thigh.Top.MedialY	R.Thigh.Top.MedialZ	R.Thigh.Bottom.MedialX	R.Thigh.Bottom.MedialY	R.Thigh.Bottom.MedialZ	R.Shank.Top.LateralX	R.Shank.Top.LateralY	R.Shank.Top.LateralZ	R.Shank.Bottom.LateralX	R.Shank.Bottom.LateralY	R.Shank.Bottom.LateralZ	R.Shank.Top.MedialX	R.Shank.Top.MedialY	R.Shank.Top.MedialZ	R.Shank.Bottom.MedialX	R.Shank.Bottom.MedialY	R.Shank.Bottom.MedialZ	R.Heel.TopX	R.Heel.TopY	R.Heel.TopZ	R.Heel.BottomX	R.Heel.BottomY	R.Heel.BottomZ	R.Heel.LateralX	R.Heel.LateralY	R.Heel.LateralZ	L.Thigh.Top.LateralX	L.Thigh.Top.LateralY	L.Thigh.Top.LateralZ	L.Thigh.Bottom.LateralX	L.Thigh.Bottom.LateralY	L.Thigh.Bottom.LateralZ	L.Thigh.Top.MedialX	L.Thigh.Top.MedialY	L.Thigh.Top.MedialZ	L.Thigh.Bottom.MedialX	L.Thigh.Bottom.MedialY	L.Thigh.Bottom.MedialZ	L.Shank.Top.LateralX	L.Shank.Top.LateralY	L.Shank.Top.LateralZ	L.Shank.Bottom.LateralX	L.Shank.Bottom.LateralY	L.Shank.Bottom.LateralZ	L.Shank.Top.MedialX	L.Shank.Top.MedialY	L.Shank.Top.MedialZ	L.Shank.Bottom.MedialX	L.Shank.Bottom.MedialY	L.Shank.Bottom.MedialZ	L.Heel.TopX	L.Heel.TopY	L.Heel.TopZ	L.Heel.BottomX	L.Heel.BottomY	L.Heel.BottomZ	L.Heel.LateralX	L.Heel.LateralY	L.Heel.LateralZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.Knee.MedialX	R.Knee.MedialY	R.Knee.MedialZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.Ankle.MedialX	R.Ankle.MedialY	R.Ankle.MedialZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	R.MT2X	R.MT2Y	R.MT2Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.Knee.MedialX	L.Knee.MedialY	L.Knee.MedialZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.Ankle.MedialX	L.Ankle.MedialY	L.Ankle.MedialZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z	L.MT2X	L.MT2Y	L.MT2Z
0	832.936	975.021	1334.75	837.721	977.822	1130.8	667.429	1002.38	1273.86	669.256	1000.91	1188.52	760.061	1028.46	1376.23	762.109	1039.09	1085.48	715.188	728.946	1417.11	721.541	618.478	1413.33	664.512	728.644	1368.07	665.514	618.75	1362.38	676.945	259.039	1421	686.025	179.095	1409.96	642.234	260.669	1379.53	648.921	181.648	1370.03	636.033	84.7498	1364.55	628.433	39.1428	1364.83	660.286	56.3558	1405.33	727.236	743.098	1041.39	728.576	632.551	1042.67	671.415	745.192	1082.41	666.404	634.858	1081.42	686.628	264.107	1038.4	695.91	184.454	1047.44	641.768	263.261	1067.47	652.903	179.469	1074.31	638.608	85.6239	1087.6	629.693	38.8679	1086.59	662.441	58.4576	1046.56	764.875	893.337	1399.78	711.885	526.738	1404.99	715.835	506.707	1291.25	713.807	450.085	1415.15	762.693	432.608	1360.09	692.782	95.7694	1398.91	714.669	110.967	1320.47	841.989	63.3626	1332.82	814.203	53.0291	1430.33	855.761	64.6621	1375.3	747.143	896.535	1063.38	711.189	516.685	1056.39	703.628	505.017	1170.5	700.876	451.351	1050.05	750.601	430.396	1097.16	694.114	100.826	1055.11	715.297	105.077	1134.21	842.825	61.3596	1129.27	816.533	49.6374	1028.26	841.775	65.8692	1081.75
0.007	832.915	975.02	1334.76	837.672	977.819	1130.82	667.405	1002.38	1273.88	669.223	1000.91	1188.54	760.045	1028.47	1376.24	762.056	1039.08	1085.51	715.172	728.951	1417.12	721.531	618.47	1413.35	664.487	728.649	1368.1	665.492	618.758	1362.39	676.942	259.033	1421.01	686.025	179.087	1409.96	642.23	260.671	1379.55	648.916	181.652	1370.05	636.034	84.7514	1364.55	628.429	39.1492	1364.81	660.291	56.3587	1405.33	727.188	743.097	1041.41	728.523	632.549	1042.68	671.369	745.192	1082.44	666.358	634.852	1081.45	686.614	264.101	1038.4	695.9	184.45	1047.44	641.753	263.263	1067.47	652.888	179.464	1074.3	638.617	85.6255	1087.6	629.684	38.8662	1086.58	662.438	58.4521	1046.58	764.855	893.35	1399.81	711.878	526.735	1405.01	715.817	506.73	1291.26	713.802	450.093	1415.16	762.68	432.61	1360.1	692.781	95.7754	1398.91	714.683	110.963	1320.46	841.996	63.3672	1332.82	814.196	53.0277	1430.34	855.761	64.6595	1375.3	747.111	896.531	1063.42	711.141	516.692	1056.39	703.604	505.016	1170.52	700.842	451.358	1050.07	750.571	430.375	1097.17	694.093	100.815	1055.11	715.303	105.086	1134.22	842.83	61.3583	1129.26	816.552	49.6396	1028.26	841.773	65.877	1081.74
0.013	832.889	975.035	1334.78	837.633	977.826	1130.84	667.384	1002.38	1273.91	669.189	1000.9	1188.56	760.032	1028.49	1376.25	762.003	1039.1	1085.53	715.166	728.948	1417.14	721.521	618.471	1413.36	664.47	728.652	1368.13	665.475	618.757	1362.41	676.934	259.034	1421.02	686.022	179.088	1409.96	642.23	260.666	1379.55	648.912	181.653	1370.06	636.031	84.7538	1364.56	628.431	39.1463	1364.83	660.285	56.3593	1405.33	727.143	743.101	1041.43	728.489	632.545	1042.7	671.33	745.194	1082.47	666.319	634.855	1081.47	686.593	264.112	1038.41	695.894	184.457	1047.44	641.745	263.252	1067.49	652.882	179.457	1074.32	638.609	85.6203	1087.6	629.683	38.8648	1086.58	662.437	58.4596	1046.57	764.841	893.358	1399.83	711.868	526.745	1405.02	715.809	506.732	1291.28	713.793	450.1	1415.17	762.684	432.627	1360.11	692.787	95.7684	1398.92	714.68	110.971	1320.47	841.991	63.3582	1332.82	814.203	53.0361	1430.33	855.753	64.6659	1375.31	747.068	896.527	1063.44	711.114	516.697	1056.41	703.581	505.004	1170.53	700.814	451.358	1050.08	750.553	430.385	1097.18	694.081	100.827	1055.12	715.303	105.07	1134.22	842.823	61.3629	1129.26	816.539	49.6357	1028.26	841.767	65.8793	1081.75
0.02	832.87	975.034	1334.77	837.592	977.82	1130.86	667.368	1002.38	1273.93	669.162	1000.9	1188.59	760.003	1028.52	1376.25	761.942	1039.09	1085.56	715.145	728.953	1417.16	721.512	618.468	1413.37	664.453	728.643	1368.15	665.458	618.744	1362.43	676.931	259.024	1421.03	686.025	179.084	1409.97	642.223	260.667	1379.55	648.912	181.653	1370.06	636.027	84.7518	1364.56	628.431	39.15	1364.81	660.293	56.3531	1405.33	727.109	743.094	1041.44	728.451	632.546	1042.71	671.296	745.179	1082.49	666.278	634.854	1081.49	686.572	264.101	1038.42	695.879	184.455	1047.45	641.732	263.252	1067.5	652.875	179.454	1074.31	638.601	85.6212	1087.6	629.682	38.8613	1086.58	662.439	58.4473	1046.57	764.815	893.357	1399.86	711.845	526.73	1405.04	715.769	506.726	1291.29	713.777	450.084	1415.19	762.662	432.617	1360.11	692.775	95.7788	1398.92	714.667	110.969	1320.47	841.997	63.3593	1332.82	814.198	53.0222	1430.33	855.768	64.6625	1375.3	747.029	896.522	1063.46	711.082	516.693	1056.43	703.556	504.988	1170.53	700.794	451.359	1050.09	750.534	430.396	1097.18	694.09	100.817	1055.11	715.294	105.088	1134.22	842.818	61.3637	1129.27	816.543	49.6316	1028.27	841.773	65.8768	1081.76
0.027	832.838	975.049	1334.8	837.537	977.829	1130.87	667.342	1002.38	1273.96	669.119	1000.89	1188.62	759.977	1028.54	1376.26	761.881	1039.1	1085.58	715.127	728.954	1417.18	721.498	618.471	1413.4	664.433	728.645	1368.17	665.445	618.757	1362.46	676.922	259.032	1421.03	686.016	179.09	1409.98	642.215	260.665	1379.55	648.914	181.653	1370.06	636.034	84.7479	1364.55	628.43	39.1478	1364.8	660.288	56.3529	1405.33	727.064	743.099	1041.46	728.414	632.54	1042.72	671.249	745.184	1082.51	666.25	634.847	1081.51	686.566	264.102	1038.43	695.872	184.455	1047.45	641.478	263.48	1067.44	652.867	179.45	1074.32	638.606	85.6209	1087.61	629.681	38.861	1086.6	662.429	58.4545	1046.57	764.793	893.364	1399.88	711.843	526.738	1405.05	715.758	506.728	1291.29	713.763	450.092	1415.2	762.647	432.613	1360.12	692.782	95.7692	1398.92	714.665	110.975	1320.47	841.993	63.363	1332.81	814.2	53.0239	1430.34	855.755	64.6664	1375.3	746.987	896.522	1063.48	711.053	516.691	1056.44	703.532	504.999	1170.56	700.755	451.352	1050.11	750.509	430.388	1097.19	694.094	100.821	1055.12	715.286	105.071	1134.22	842.82	61.3636	1129.26	816.543	49.6363	1028.26	841.779	65.8776	1081.75
0.033	832.818	975.051	1334.81	837.492	977.835	1130.9	667.315	1002.38	1273.97	669.086	1000.9	1188.63	759.957	1028.58	1376.25	761.82	1039.1	1085.61	715.105	728.948	1417.2	721.484	618.468	1413.42	664.401	728.633	1368.2	665.405	618.74	1362.47	676.908	259.023	1421.04	686.012	179.088	1409.97	642.211	260.656	1379.56	648.906	181.651	1370.07	636.028	84.7552	1364.56	628.424	39.1526	1364.81	660.282	56.3526	1405.33	727.033	743.092	1041.48	728.373	632.539	1042.74	671.213	745.178	1082.54	666.209	634.854	1081.52	686.537	264.101	1038.43	695.854	184.463	1047.44	641.705	263.242	1067.52	652.858	179.441	1074.34	638.599	85.617	1087.61	629.679	38.8661	1086.59	662.432	58.4525	1046.58	764.762	893.368	1399.89	711.825	526.736	1405.06	715.731	506.734	1291.3	713.747	450.086	1415.21	762.62	432.613	1360.14	692.775	95.7738	1398.92	714.668	110.975	1320.48	841.991	63.364	1332.82	814.189	53.0287	1430.33	855.758	64.6607	1375.3	746.942	896.521	1063.5	711.019	516.699	1056.45	703.497	505.004	1170.57	700.735	451.352	1050.11	750.489	430.404	1097.19	694.081	100.82	1055.11	715.291	105.07	1134.22	842.812	61.3696	1129.26	816.525	49.635	1028.26	841.761	65.8807	1081.74
0.04	832.789	975.063	1334.82	837.463	977.84	1130.9	667.29	1002.38	1273.99	669.049	1000.88	1188.66	759.933	1028.6	1376.26	761.766	1039.1	1085.64	715.086	728.948	1417.22	721.466	618.474	1413.43	664.379	728.634	1368.22	665.396	618.758	1362.49	676.904	259.026	1421.04	686.003	179.09	1409.98	642.207	260.663	1379.57	648.9	181.646	1370.07	636.025	84.7494	1364.55	628.427	39.1473	1364.81	660.289	56.3573	1405.33	727.004	743.093	1041.5	728.35	632.538	1042.75	671.177	745.17	1082.56	666.18	634.844	1081.54	686.524	264.106	1038.43	695.861	184.465	1047.46	641.689	263.243	1067.52	652.845	179.442	1074.33	638.592	85.6191	1087.61	629.671	38.8594	1086.58	662.431	58.4526	1046.58	764.733	893.374	1399.9	711.81	526.728	1405.07	715.705	506.742	1291.31	713.735	450.089	1415.23	762.605	432.63	1360.14	692.776	95.7719	1398.92	714.659	110.976	1320.47	841.986	63.3686	1332.81	814.201	53.026	1430.33	855.756	64.6644	1375.3	746.907	896.52	1063.53	710.988	516.696	1056.45	703.492	504.996	1170.58	700.715	451.35	1050.13	750.475	430.399	1097.2	694.074	100.813	1055.12	715.291	105.075	1134.22	842.816	61.3751	1129.26	816.536	49.6422	1028.26	841.768	65.8798	1081.75
0.047	832.764	975.077	1334.83	837.417	977.847	1130.93	667.266	1002.39	1274.01	669.013	1000.88	1188.68	759.919	1028.62	1376.26	761.721	1039.11	1085.67	715.07	728.952	1417.24	721.456	618.479	1413.45	664.349	728.64	1368.24	665.364	618.756	1362.49	676.905	259.023	1421.05	686.001	179.087	1409.98	642.202	260.655	1379.57	648.897	181.649	1370.06	636.028	84.7447	1364.56	628.429	39.1527	1364.82	660.282	56.3554	1405.34	726.974	743.097	1041.52	728.33	632.537	1042.76	671.149	745.165	1082.58	666.153	634.842	1081.56	686.516	264.104	1038.44	695.839	184.458	1047.45	641.684	263.238	1067.53	652.846	179.438	1074.34	638.594	85.6227	1087.6	629.677	38.8601	1086.59	662.42	58.4523	1046.58	764.708	893.378	1399.93	711.79	526.722	1405.09	715.723	506.741	1291.32	713.724	450.084	1415.24	762.597	432.624	1360.16	692.77	95.7805	1398.92	714.67	110.98	1320.48	841.99	63.365	1332.82	814.189	53.0344	1430.33	855.747	64.6681	1375.31	746.861	896.521	1063.54	710.966	516.694	1056.47	703.473	504.982	1170.59	700.702	451.35	1050.14	750.449	430.394	1097.2	694.085	100.814	1055.12	715.274	105.077	1134.22	842.813	61.3692	1129.26	816.533	49.6403	1028.26	841.771	65.8789	1081.75
0.053	832.735	975.081	1334.85	837.39	977.852	1130.94	667.234	1002.39	1274.03	668.986	1000.89	1188.69	759.894	1028.65	1376.27	761.675	1039.11	1085.69	715.044	728.956	1417.25	721.436	618.477	1413.46	664.334	728.636	1368.26	665.357	618.745	1362.53	676.893	259.013	1421.05	686.002	179.081	1409.98	642.19	260.653	1379.57	648.895	181.647	1370.07	636.025	84.7425	1364.55	628.428	39.1473	1364.81	660.285	56.3563	1405.33	726.948	743.092	1041.54	728.306	632.541	1042.77	671.117	745.175	1082.59	666.135	634.843	1081.58	686.367	264.216	1038.4	695.837	184.468	1047.46	641.675	263.236	1067.54	652.844	179.439	1074.34	638.593	85.6128	1087.6	629.68	38.8645	1086.59	662.419	58.4558	1046.58	764.675	893.394	1399.95	711.769	526.725	1405.09	715.692	506.756	1291.33	713.707	450.081	1415.26	762.581	432.639	1360.16	692.773	95.7796	1398.92	714.659	110.985	1320.48	841.979	63.367	1332.81	814.192	53.0315	1430.33	855.759	64.6652	1375.31	746.83	896.524	1063.55	710.948	516.694	1056.47	703.445	504.989	1170.6	700.656	451.356	1050.14	750.433	430.409	1097.2	694.084	100.819	1055.11	715.273	105.083	1134.22	842.809	61.3681	1129.27	816.539	49.6417	1028.26	841.762	65.8845	1081.74
0.06	832.708	975.091	1334.86	837.349	977.853	1130.96	667.212	1002.39	1274.04	668.963	1000.88	1188.71	759.867	1028.66	1376.29	761.631	1039.11	1085.71	715.014	728.946	1417.27	721.425	618.475	1413.47	664.294	728.636	1368.27	665.316	618.746	1362.5	676.882	259.02	1421.06	685.997	179.08	1409.98	642.191	260.656	1379.57	648.888	181.641	1370.08	636.028	84.7429	1364.56	628.433	39.1562	1364.83	660.284	56.36	1405.32	726.921	743.085	1041.55	728.292	632.532	1042.79	671.093	745.162	1082.61	666.111	634.837	1081.59	686.358	264.217	1038.41	695.836	184.461	1047.46	641.425	263.463	1067.47	652.831	179.431	1074.34	638.59	85.613	1087.61	629.672	38.8549	1086.59	662.42	58.4638	1046.58	764.651	893.396	1399.97	711.754	526.724	1405.1	715.662	506.746	1291.34	713.695	450.072	1415.26	762.568	432.646	1360.19	692.776	95.77	1398.92	714.665	110.977	1320.48	841.982	63.3714	1332.82	814.188	53.0249	1430.34	855.753	64.672	1375.31	746.799	896.518	1063.58	710.929	516.701	1056.49	703.436	504.988	1170.61	700.645	451.354	1050.15	750.416	430.414	1097.21	694.076	100.817	1055.13	715.278	105.075	1134.23	842.804	61.3778	1129.26	816.525	49.6421	1028.26	841.761	65.8843	1081.75
