Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Thigh.Top.LateralX	R.Thigh.Top.LateralY	R.Thigh.Top.LateralZ	R.Thigh.Bottom.LateralX	R.Thigh.Bottom.LateralY	R.Thigh.Bottom.LateralZ	R.Thigh.Top.MedialX	R.Thigh.Top.MedialY	R.Thigh.Top.MedialZ	R.Thigh.Bottom.MedialX	R.Thigh.Bottom.MedialY	R.Thigh.Bottom.MedialZ	R.Shank.Top.LateralX	R.Shank.Top.LateralY	R.Shank.Top.LateralZ	R.Shank.Bottom.LateralX	R.Shank.Bottom.LateralY	R.Shank.Bottom.LateralZ	R.Shank.Top.MedialX	R.Shank.Top.MedialY	R.Shank.Top.MedialZ	R.Shank.Bottom.MedialX	R.Shank.Bottom.MedialY	R.Shank.Bottom.MedialZ	R.Heel.TopX	R.Heel.TopY	R.Heel.TopZ	R.Heel.BottomX	R.Heel.BottomY	R.Heel.BottomZ	R.Heel.LateralX	R.Heel.LateralY	R.Heel.LateralZ	L.Thigh.Top.LateralX	L.Thigh.Top.LateralY	L.Thigh.Top.LateralZ	L.Thigh.Bottom.LateralX	L.Thigh.Bottom.LateralY	L.Thigh.Bottom.LateralZ	L.Thigh.Top.MedialX	L.Thigh.Top.MedialY	L.Thigh.Top.MedialZ	L.Thigh.Bottom.MedialX	L.Thigh.Bottom.MedialY	L.Thigh.Bottom.MedialZ	L.Shank.Top.LateralX	L.Shank.Top.LateralY	L.Shank.Top.LateralZ	L.Shank.Bottom.LateralX	L.Shank.Bottom.LateralY	L.Shank.Bottom.LateralZ	L.Shank.Top.MedialX	L.Shank.Top.MedialY	L.Shank.Top.MedialZ	L.Shank.Bottom.MedialX	L.Shank.Bottom.MedialY	L.Shank.Bottom.MedialZ	L.Heel.TopX	L.Heel.TopY	L.Heel.TopZ	L.Heel.BottomX	L.Heel.BottomY	L.Heel.BottomZ	L.Heel.LateralX	L.Heel.LateralY	L.Heel.LateralZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.Knee.MedialX	R.Knee.MedialY	R.Knee.MedialZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.Ankle.MedialX	R.Ankle.MedialY	R.Ankle.MedialZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	R.MT2X	R.MT2Y	R.MT2Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.Knee.MedialX	L.Knee.MedialY	L.Knee.MedialZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.Ankle.MedialX	L.Ankle.MedialY	L.Ankle.MedialZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z	L.MT2X	L.MT2Y	L.MT2Z
0	825.469	987.691	1336.88	832.746	979.154	1106.9	676.092	1010.52	1259.03	674.232	1002.81	1170.81	766.101	1030.8	1362.65	760.717	1038.64	1067.4	738.486	717.772	1400.26	752.761	607.935	1399.7	680.489	711.686	1360.61	689.764	601.751	1361.17	687.61	276.567	1410.94	693.026	195.539	1411.98	653.93	273.826	1369.26	657.005	194.017	1370.58	640.846	87.2941	1371.91	631.047	39.4137	1371.58	659.05	53.8042	1409.66	739.774	740.562	1043.44	756.151	631.058	1043.23	686.224	734.289	1086.2	693.849	624.269	1081.06	706.007	265.737	1033	709.615	185.392	1037.85	665.331	267.459	1067.03	669.471	182.744	1069.38	648.788	87.4383	1082.86	637.746	38.2467	1080.55	671.298	57.3867	1039.91	741.83	894.079	1383.44	734.027	513.991	1384.23	755.872	491.807	1273.39	720.728	460.773	1389.65	783.075	429.557	1355.74	692.686	107.197	1408.73	716.488	118.486	1334.62	834.679	58.2056	1329.23	814.959	52.6681	1434.48	841.52	72.7384	1370.14	753.469	888.799	1059.04	741.066	500.783	1058.03	742.445	488.457	1175.5	731.812	449.636	1050.81	789.172	422.066	1097.57	700.169	104.835	1043.68	726.211	110.034	1122.64	840.96	56.9393	1127.26	820.505	50.9207	1022.15	851.366	66.8903	1074.55
0.007	825.464	987.685	1336.9	832.752	979.147	1106.92	676.076	1010.53	1259.03	674.236	1002.81	1170.82	766.11	1030.8	1362.65	760.725	1038.63	1067.42	738.478	717.767	1400.27	752.752	607.939	1399.71	680.468	711.694	1360.64	689.749	601.75	1361.18	687.595	276.569	1410.95	693.017	195.542	1411.99	653.924	273.82	1369.27	657.002	194.017	1370.58	640.843	87.2942	1371.91	631.048	39.4109	1371.57	659.055	53.803	1409.65	739.758	740.567	1043.45	756.121	631.057	1043.24	686.214	734.287	1086.22	693.835	624.275	1081.07	705.996	265.746	1033.01	709.611	185.397	1037.84	665.322	267.46	1067.04	669.465	182.751	1069.38	648.788	87.4317	1082.86	637.745	38.2346	1080.56	671.3	57.3784	1039.91	741.826	894.084	1383.46	734.015	513.993	1384.23	755.864	491.823	1273.39	720.716	460.775	1389.66	783.081	429.554	1355.75	692.68	107.183	1408.74	716.485	118.483	1334.63	834.674	58.2046	1329.23	814.957	52.6773	1434.49	841.523	72.7446	1370.14	753.474	888.798	1059.05	741.056	500.772	1058.04	742.425	488.471	1175.52	731.801	449.639	1050.81	789.139	421.992	1097.35	700.176	104.835	1043.66	726.21	110.021	1122.64	840.96	56.9436	1127.27	820.513	50.9222	1022.16	851.366	66.8928	1074.54
0.013	825.467	987.678	1336.9	832.754	979.134	1106.92	676.086	1010.53	1259.04	674.239	1002.81	1170.84	766.115	1030.81	1362.65	760.729	1038.61	1067.44	738.461	717.768	1400.28	752.739	607.929	1399.71	680.451	711.689	1360.64	689.741	601.741	1361.19	687.588	276.558	1410.95	693.015	195.534	1411.99	653.911	273.816	1369.27	656.997	194.021	1370.58	640.842	87.292	1371.91	631.051	39.4065	1371.57	659.047	53.8046	1409.64	739.755	740.569	1043.46	756.118	631.059	1043.25	686.205	734.293	1086.23	693.82	624.277	1081.08	705.985	265.744	1033.01	709.598	185.394	1037.85	665.305	267.458	1067.04	669.452	182.745	1069.38	648.783	87.4232	1082.85	637.739	38.2385	1080.56	671.291	57.3858	1039.92	741.816	894.087	1383.47	734.016	513.988	1384.24	755.846	491.812	1273.39	720.714	460.778	1389.66	783.077	429.541	1355.75	692.681	107.198	1408.73	716.486	118.476	1334.63	834.672	58.2113	1329.22	814.956	52.6757	1434.48	841.519	72.7411	1370.13	753.475	888.792	1059.06	741.04	500.778	1058.04	742.433	488.465	1175.52	731.785	449.641	1050.83	789.143	422.048	1097.55	700.179	104.823	1043.66	726.217	110.03	1122.63	840.946	56.9414	1127.26	820.509	50.9265	1022.16	851.365	66.894	1074.54
0.02	825.469	987.667	1336.9	832.753	979.123	1106.94	676.083	1010.52	1259.04	674.229	1002.81	1170.85	766.114	1030.81	1362.66	760.734	1038.58	1067.46	738.455	717.752	1400.29	752.733	607.923	1399.72	680.448	711.683	1360.66	689.731	601.74	1361.21	687.59	276.55	1410.95	693.009	195.526	1411.99	653.905	273.814	1369.27	656.996	193.998	1370.59	640.84	87.2916	1371.91	631.047	39.3982	1371.57	659.048	53.7991	1409.65	739.751	740.562	1043.48	756.104	631.051	1043.26	686.197	734.284	1086.24	693.814	624.267	1081.09	705.972	265.742	1033.02	709.576	185.396	1037.85	665.3	267.446	1067.05	669.446	182.738	1069.39	648.779	87.429	1082.86	637.741	38.2302	1080.55	671.292	57.38	1039.91	741.82	894.074	1383.48	734.007	513.985	1384.24	755.85	491.814	1273.4	720.716	460.765	1389.67	783.075	429.542	1355.75	692.682	107.174	1408.72	716.489	118.482	1334.62	834.673	58.2067	1329.23	814.957	52.6733	1434.48	841.52	72.7432	1370.14	753.472	888.791	1059.07	741.033	500.781	1058.05	742.411	488.458	1175.52	731.779	449.636	1050.82	789.105	421.989	1097.35	700.169	104.831	1043.66	726.206	110.025	1122.64	840.939	56.9381	1127.27	820.503	50.9173	1022.15	851.358	66.8944	1074.54
0.027	825.466	987.666	1336.92	832.754	979.112	1106.95	676.085	1010.53	1259.05	674.232	1002.81	1170.84	766.117	1030.81	1362.68	760.744	1038.57	1067.48	738.452	717.751	1400.29	752.732	607.924	1399.73	680.445	711.678	1360.66	689.731	601.739	1361.22	687.583	276.557	1410.95	693.012	195.527	1411.98	653.899	273.81	1369.27	656.983	194.008	1370.58	640.835	87.2905	1371.91	631.041	39.397	1371.57	659.047	53.7929	1409.65	739.738	740.559	1043.49	756.081	631.048	1043.27	686.19	734.282	1086.26	693.797	624.27	1081.1	705.958	265.743	1033.04	709.572	185.397	1037.85	665.287	267.445	1067.06	669.431	182.74	1069.4	648.776	87.4227	1082.86	637.735	38.2351	1080.55	671.291	57.3738	1039.92	741.808	894.08	1383.49	734.012	513.973	1384.25	755.843	491.803	1273.4	720.712	460.758	1389.66	783.07	429.532	1355.76	692.674	107.181	1408.73	716.463	118.482	1334.62	834.67	58.2084	1329.22	814.958	52.6656	1434.48	841.517	72.7356	1370.14	753.473	888.788	1059.08	741.027	500.775	1058.06	742.412	488.464	1175.54	731.77	449.643	1050.83	789.109	421.987	1097.36	700.164	104.831	1043.67	726.203	110.022	1122.64	840.943	56.9409	1127.26	820.503	50.9189	1022.15	851.355	66.8978	1074.54
0.033	825.457	987.653	1336.94	832.758	979.1	1106.96	676.085	1010.53	1259.06	674.23	1002.81	1170.85	766.122	1030.8	1362.69	760.748	1038.55	1067.49	738.454	717.745	1400.3	752.727	607.918	1399.74	680.436	711.678	1360.68	689.732	601.729	1361.21	687.584	276.545	1410.95	693.01	195.524	1411.99	653.891	273.802	1369.28	656.987	193.996	1370.59	640.833	87.2763	1371.9	631.047	39.3968	1371.57	659.05	53.7974	1409.64	739.74	740.56	1043.52	756.076	631.055	1043.28	686.188	734.284	1086.27	693.794	624.274	1081.1	705.956	265.744	1033.04	709.574	185.394	1037.86	665.281	267.442	1067.07	669.438	182.738	1069.4	648.781	87.4203	1082.85	637.739	38.2239	1080.55	671.287	57.3817	1039.91	741.811	894.081	1383.51	734.006	513.98	1384.26	755.86	491.803	1273.41	720.721	460.757	1389.67	783.065	429.533	1355.77	692.672	107.187	1408.74	716.468	118.484	1334.61	834.669	58.2062	1329.22	814.953	52.6719	1434.49	841.512	72.7387	1370.14	753.474	888.795	1059.09	741.026	500.772	1058.07	742.402	488.464	1175.55	731.757	449.6	1050.83	789.094	421.987	1097.36	700.163	104.813	1043.68	726.203	110.018	1122.65	840.954	56.9361	1127.26	820.501	50.9187	1022.15	851.35	66.8948	1074.54
0.04	825.462	987.651	1336.95	832.755	979.093	1106.98	676.092	1010.52	1259.08	674.233	1002.8	1170.87	766.125	1030.8	1362.69	760.758	1038.54	1067.52	738.458	717.743	1400.32	752.734	607.906	1399.75	680.439	711.673	1360.69	689.735	601.725	1361.22	687.594	276.535	1410.96	693.011	195.517	1411.99	653.904	273.81	1369.29	656.988	194.001	1370.6	640.84	87.2866	1371.91	631.047	39.3942	1371.57	659.049	53.7976	1409.65	739.746	740.552	1043.52	756.08	631.047	1043.29	686.188	734.281	1086.28	693.8	624.26	1081.11	705.968	265.74	1033.05	709.574	185.399	1037.86	665.285	267.439	1067.08	669.445	182.733	1069.41	648.778	87.4159	1082.86	637.74	38.2245	1080.55	671.295	57.3806	1039.91	741.807	894.078	1383.51	734.013	513.973	1384.27	755.863	491.792	1273.41	720.725	460.755	1389.67	783.065	429.52	1355.77	692.677	107.171	1408.74	716.481	118.479	1334.63	834.669	58.1993	1329.23	814.956	52.6653	1434.49	841.506	72.7428	1370.14	753.475	888.785	1059.12	741.029	500.763	1058.08	742.424	488.451	1175.56	731.771	449.629	1050.84	789.096	421.973	1097.38	700.163	104.836	1043.67	726.209	110.021	1122.65	840.953	56.94	1127.27	820.501	50.9175	1022.17	851.356	66.8937	1074.55
0.047	825.462	987.652	1336.96	832.757	979.088	1106.99	676.092	1010.51	1259.08	674.237	1002.81	1170.87	766.13	1030.81	1362.69	760.754	1038.55	1067.53	738.462	717.744	1400.33	752.743	607.911	1399.76	680.44	711.674	1360.69	689.74	601.725	1361.22	687.591	276.54	1410.97	693.012	195.515	1412	653.899	273.808	1369.3	656.987	194	1370.61	640.838	87.2795	1371.91	631.044	39.3954	1371.57	659.043	53.7908	1409.65	739.74	740.561	1043.53	756.091	631.052	1043.3	686.193	734.282	1086.28	693.797	624.262	1081.13	705.971	265.739	1033.07	709.58	185.396	1037.87	665.287	267.447	1067.08	669.446	182.736	1069.42	648.782	87.4228	1082.86	637.744	38.225	1080.56	671.29	57.3774	1039.92	741.813	894.071	1383.52	734.019	513.974	1384.28	755.872	491.793	1273.41	720.731	460.756	1389.68	783.073	429.519	1355.79	692.669	107.168	1408.73	716.478	118.485	1334.63	834.662	58.2082	1329.22	814.957	52.6676	1434.49	841.511	72.7479	1370.13	753.481	888.794	1059.12	741.027	500.776	1058.09	742.424	488.453	1175.58	731.78	449.628	1050.85	789.124	422.042	1097.6	700.165	104.812	1043.69	726.204	110.021	1122.66	840.947	56.9385	1127.27	820.5	50.9359	1022.15	851.355	66.8902	1074.54
0.053	825.468	987.65	1336.98	832.757	979.086	1106.99	676.089	1010.51	1259.09	674.234	1002.81	1170.9	766.14	1030.81	1362.7	760.764	1038.55	1067.55	738.475	717.742	1400.33	752.746	607.905	1399.77	680.453	711.671	1360.72	689.746	601.728	1361.24	687.596	276.54	1410.97	693.011	195.516	1411.99	653.899	273.801	1369.29	656.984	194.001	1370.6	640.836	87.2807	1371.9	631.04	39.3972	1371.58	659.043	53.8011	1409.64	739.748	740.556	1043.53	756.093	631.044	1043.32	686.19	734.279	1086.3	693.803	624.267	1081.13	705.973	265.746	1033.07	709.578	185.395	1037.88	665.288	267.443	1067.09	669.443	182.739	1069.42	648.783	87.4216	1082.86	637.743	38.224	1080.56	671.304	57.38	1039.91	741.825	894.082	1383.54	734.022	513.972	1384.28	755.873	491.797	1273.42	720.734	460.752	1389.69	783.081	429.519	1355.78	692.664	107.182	1408.73	716.472	118.481	1334.62	834.664	58.2138	1329.23	814.955	52.6716	1434.49	841.509	72.7436	1370.14	753.47	888.798	1059.14	741.047	500.776	1058.11	742.427	488.449	1175.59	731.778	449.627	1050.86	789.1	421.975	1097.41	700.174	104.819	1043.69	726.196	110.011	1122.65	840.943	56.9433	1127.27	820.501	50.9243	1022.16	851.354	66.8968	1074.54
0.06	825.483	987.658	1336.98	832.751	979.091	1107.01	676.091	1010.51	1259.11	674.235	1002.8	1170.9	766.151	1030.81	1362.72	760.749	1038.55	1067.56	738.482	717.74	1400.34	752.759	607.903	1399.77	680.457	711.675	1360.72	689.758	601.727	1361.25	687.596	276.541	1410.97	693.012	195.515	1412	653.902	273.798	1369.3	656.985	194.005	1370.6	640.827	87.2774	1371.91	631.04	39.3874	1371.57	659.041	53.7954	1409.64	739.741	740.548	1043.55	756.091	631.049	1043.32	686.198	734.281	1086.3	693.813	624.258	1081.15	705.969	265.742	1033.09	709.581	185.396	1037.88	665.293	267.448	1067.1	669.448	182.727	1069.44	648.781	87.422	1082.86	637.746	38.2265	1080.55	671.292	57.3757	1039.91	741.839	894.077	1383.55	734.023	513.975	1384.31	755.871	491.788	1273.42	720.738	460.752	1389.71	783.085	429.528	1355.79	692.67	107.177	1408.74	716.466	118.492	1334.61	834.659	58.2128	1329.22	814.952	52.6761	1434.49	841.511	72.7473	1370.13	753.472	888.795	1059.15	741.043	500.776	1058.12	742.433	488.456	1175.61	731.79	449.601	1050.85	789.107	421.978	1097.42	700.164	104.819	1043.69	726.194	110.023	1122.66	840.943	56.9463	1127.26	820.499	50.9319	1022.15	851.349	66.8963	1074.54
