Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Thigh.Top.LateralX	R.Thigh.Top.LateralY	R.Thigh.Top.LateralZ	R.Thigh.Bottom.LateralX	R.Thigh.Bottom.LateralY	R.Thigh.Bottom.LateralZ	R.Thigh.Top.MedialX	R.Thigh.Top.MedialY	R.Thigh.Top.MedialZ	R.Thigh.Bottom.MedialX	R.Thigh.Bottom.MedialY	R.Thigh.Bottom.MedialZ	R.Shank.Top.LateralX	R.Shank.Top.LateralY	R.Shank.Top.LateralZ	R.Shank.Bottom.LateralX	R.Shank.Bottom.LateralY	R.Shank.Bottom.LateralZ	R.Shank.Top.MedialX	R.Shank.Top.MedialY	R.Shank.Top.MedialZ	R.Shank.Bottom.MedialX	R.Shank.Bottom.MedialY	R.Shank.Bottom.MedialZ	R.Heel.TopX	R.Heel.TopY	R.Heel.TopZ	R.Heel.BottomX	R.Heel.BottomY	R.Heel.BottomZ	R.Heel.LateralX	R.Heel.LateralY	R.Heel.LateralZ	L.Thigh.Top.LateralX	L.Thigh.Top.LateralY	L.Thigh.Top.LateralZ	L.Thigh.Bottom.LateralX	L.Thigh.Bottom.LateralY	L.Thigh.Bottom.LateralZ	L.Thigh.Top.MedialX	L.Thigh.Top.MedialY	L.Thigh.Top.MedialZ	L.Thigh.Bottom.MedialX	L.Thigh.Bottom.MedialY	L.Thigh.Bottom.MedialZ	L.Shank.Top.LateralX	L.Shank.Top.LateralY	L.Shank.Top.LateralZ	L.Shank.Bottom.LateralX	L.Shank.Bottom.LateralY	L.Shank.Bottom.LateralZ	L.Shank.Top.MedialX	L.Shank.Top.MedialY	L.Shank.Top.MedialZ	L.Shank.Bottom.MedialX	L.Shank.Bottom.MedialY	L.Shank.Bottom.MedialZ	L.Heel.TopX	L.Heel.TopY	L.Heel.TopZ	L.Heel.BottomX	L.Heel.BottomY	L.Heel.BottomZ	L.Heel.LateralX	L.Heel.LateralY	L.Heel.LateralZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z
0	1895.24	839.991	1147.12	1874.19	839.398	905.458	1739.58	849.065	1086.26	1728.93	853.116	998.198	1832.16	887.122	1171.37	1794.37	879.174	890.478	1954.43	636.602	1209.31	2032.59	557.1	1207.6	1912.65	593.779	1176.23	1991.12	516.495	1168.47	1887.7	395.936	1164.2	1827.61	345.12	1143.15	1873.7	429.221	1124.1	1813.05	381.01	1103.28	1725.67	351.665	1073.25	1681.21	341.258	1070.47	1708.53	324.875	1115.95	1804.53	611.01	860.411	1811.51	501.363	873.102	1745.25	610.633	896.984	1747.33	501.778	907.33	1647.13	232.237	932.882	1613.23	166.444	966.168	1622.42	264.462	967.666	1581.6	194.795	994.283	1504.7	112.797	1029.97	1482.91	72.9301	1027.89	1517.17	82.3228	985.734	1788.73	149.959	1050.47	1756.74	182.75	1154.97	1693.56	32.6308	1074.54	1656.47	35.1737	966.062
0.007	1896.05	844.049	1146.07	1874.75	840.352	903.828	1741.08	851.921	1084.8	1729.75	855.907	996.784	1832.41	890.483	1169.91	1797.49	882.921	889.287	1958.86	643.006	1206.92	2039.48	567.441	1205.81	1918.27	599.213	1174.01	1999.09	524.399	1165.09	1903.61	390.57	1162.53	1847.92	334.671	1142.84	1886.69	422.016	1122.16	1830.12	368.556	1102.56	1745.78	331.329	1073.71	1702.18	316.991	1070.34	1730.4	303.545	1116.4	1793.86	614.63	860.296	1795.3	504.733	874.284	1735.23	617.573	898.128	1732.07	508.941	909.569	1622.67	239.7	932.307	1588.04	174.048	965.169	1599.01	271.779	968.191	1557.32	202.523	994.218	1479.78	121.88	1029.15	1455.88	83.1496	1028.01	1490.68	90.0624	985.501	1825.7	135.396	1052.7	1790.28	166.123	1156.66	1663.53	33.7346	1074.25	1626.56	35.9772	965.739
0.013	1896.99	847.741	1143.82	1875.63	841.261	902.188	1741.84	855.066	1083.64	1730.96	858.762	995.277	1835.09	895.417	1169.49	1800.85	886.384	887.638	1962.73	648.939	1204.61	2044.97	575.455	1202.79	1923.03	604.403	1171.21	2005.68	531.849	1161.1	1919.3	385.136	1160.97	1868.8	323.838	1142.52	1899.56	414.053	1120.38	1848.53	355.089	1101.52	1766.89	310.625	1072.93	1725.25	292.368	1070.2	1753.92	281.729	1116.49	1783.64	618.608	860.059	1780.12	509.347	874.932	1726.39	625.236	898.934	1717.97	517.064	911.732	1599.27	248.389	931.599	1563.73	182.706	963.456	1576.54	280.135	968.542	1534.1	210.897	993.824	1456.25	132.01	1027.99	1430.55	94.7784	1027.89	1465.31	98.7491	984.764	1863.99	122.003	1055.32	1825.21	150.266	1158.47	1633.99	34.1887	1073.65	1597.24	37.0399	964.956
0.02	1898.48	851.374	1141.41	1876.69	842.337	900.463	1742.86	858.52	1082.74	1732.53	862.015	993.964	1836.35	900.272	1168.4	1804.62	889.211	886.781	1966.08	654.486	1202.3	2049.38	582.525	1198.92	1926.84	609.625	1168.96	2010.87	538.826	1156.55	1935.36	378.597	1159.68	1890.36	312.977	1142.02	1913.11	405.005	1118.24	1867.22	341.593	1100.66	1790.1	289.245	1072.85	1750.06	267.717	1070.15	1779.13	260.033	1116.61	1774.88	623.502	859.763	1765.99	514.645	875.376	1718.68	633.236	899.815	1705.02	525.787	913.492	1577.05	257.982	930.701	1540.98	192.056	961.412	1555.34	289.118	968.77	1512.46	219.905	993.133	1434.53	143.18	1026.18	1406.91	107.428	1027.32	1441.22	108.377	983.758	1903.53	109.991	1058.08	1861.42	135.721	1160.42	1605.35	33.9466	1072.55	1568.66	38.2536	963.813
0.027	1900.27	854.614	1138.66	1877.51	843.418	898.758	1744.07	862.185	1082.2	1734.34	865.372	992.582	1839.25	905.82	1168.01	1808.67	891.637	885.66	1968.69	659.426	1199.85	2053.67	589.061	1193.86	1929.77	614.342	1166.47	2014.34	544.972	1152.42	1951.33	371.706	1158.38	1912.5	301.929	1141.86	1927.29	395.189	1116.38	1886.77	327.872	1100.05	1814.38	268.107	1073.03	1776.4	243.075	1070.1	1805.94	238.568	1116.92	1767.21	628.719	859.486	1752.9	520.63	875.56	1712.33	642.084	900.39	1693.44	535.025	914.846	1556.47	268.229	930.324	1519.93	201.901	959.247	1535.62	298.524	969.299	1492.37	229.177	992.256	1414.86	155.222	1023.81	1385.1	121.382	1025.96	1418.93	119.063	982.239	1944.3	99.9153	1060.45	1898.98	122.774	1162.19	1577.69	34.0414	1071.69	1540.76	39.9434	962.465
0.033	1902.04	859.049	1136	1878.45	844.279	897.528	1745.48	866.184	1081.77	1736.09	868.968	991.602	1841.57	911.137	1167.39	1813.25	893.529	884.314	1970.58	663.682	1197.6	2056.26	594.179	1189.02	1931.64	618.482	1164.15	2016.32	549.601	1148.66	1967.91	364.187	1157.19	1934.94	291.366	1141.83	1941.45	385.085	1114.96	1906.99	314.331	1099.69	1840.15	247.363	1073.53	1804.43	218.926	1071.05	1834.2	217.588	1117.79	1760.14	634.239	858.959	1741.05	526.88	875.537	1706.86	650.019	901.265	1683.14	544.478	915.773	1537.82	278.761	929.729	1500.75	211.937	956.909	1517.73	307.952	969.638	1474.22	238.425	991.289	1397.2	168.052	1020.9	1365.3	136.584	1024.14	1398.23	130.758	980.298	1984.72	91.8706	1062.17	1937.58	111.483	1163.6	1551.14	34.8278	1070.77	1513.85	41.9312	961.021
0.04	1903.8	862.702	1133.17	1879.57	844.93	896.649	1747.1	870.45	1081.29	1737.6	872.313	990.282	1843.8	916.18	1166.42	1818.49	895.424	882.615	1971.66	667.553	1195.1	2057.86	598.284	1184.34	1932.51	621.961	1162.44	2016.76	552.497	1146.75	1984.3	356.647	1156.51	1957.52	281.143	1141.94	1955.94	374.85	1114.32	1927.58	301.328	1099.67	1865.91	227.919	1076.06	1833.27	195.954	1073.49	1863.64	197.676	1119.15	1754.1	639.632	858.62	1730.51	533.249	875.645	1702.39	657.787	902.214	1674.06	553.386	916.825	1521.56	289.138	928.951	1483.78	222.095	954.383	1501.94	317.613	969.909	1458.76	247.853	990.548	1381.77	181.774	1017.67	1347.53	152.945	1021.88	1379.56	143.443	977.966	2024.88	86.1727	1062.91	1977.08	102.269	1164.85	1524.96	36.467	1069.99	1487.54	44.6987	959.568
0.047	1905.47	866.371	1130.22	1880.61	845.676	896.221	1748.85	874.918	1080.7	1738.84	875.816	989.14	1845.97	920.586	1165.08	1824.42	897.529	880.951	1973.4	671.109	1190.89	2058.57	601.167	1180.41	1932.7	624.541	1161.39	2016.17	554.315	1145.73	2000.74	348.827	1155.98	1980.02	271.151	1142.44	1970.68	364.197	1114.01	1948.07	288.567	1100.34	1892.55	209.22	1077.48	1863.11	174.07	1076.06	1893.95	179.02	1121.23	1748.68	644.75	858.519	1721.39	539.364	875.744	1698.59	664.857	903.693	1666.34	561.661	918.131	1507.85	299.348	928.149	1468.95	232.26	951.556	1488.48	326.958	969.692	1444.74	257.182	988.843	1368.64	196.173	1014.42	1332.17	170.42	1019.68	1362.77	157.338	975.718	2063.9	82.7023	1062.27	2016.87	94.7822	1165.05	1500.27	39.0616	1069.24	1462.41	48.8046	958.114
0.053	1906.84	869.747	1127.28	1881.89	846.235	895.485	1750.71	879.306	1079.9	1740.07	879.545	987.808	1847.82	924.596	1163.26	1830.87	900.107	879.453	1974.22	673.726	1188.05	2058.57	602.954	1177.26	1932.38	626.723	1161.45	2014.67	555.007	1145.73	2016.4	340.88	1155.83	2001.65	261.969	1143.1	1984.87	353.736	1114.16	1968.08	276.359	1101.19	1919.26	190.974	1080.46	1893.2	153.292	1079.2	1924.62	161.339	1124.16	1744.46	649.38	858.645	1714.12	544.587	876.2	1696.12	670.816	905.045	1660.05	568.749	919.497	1496.64	308.933	927.127	1456.66	242.058	949.196	1477.37	336.236	968.774	1432.68	266.74	986.8	1357.88	211.367	1011.56	1319.43	188.951	1017.38	1348.5	172.56	973.447	2101.39	81.5054	1060.33	2056.15	89.2349	1164.28	1476.31	43.4996	1067.98	1438.72	54.6713	956.706
0.06	1907.79	872.883	1124.47	1882.83	846.717	894.699	1752.38	883.42	1078.71	1741.62	883.285	985.978	1849.23	928.142	1161.35	1837.06	903.16	878.073	1974.97	675.502	1185.57	2058.05	603.288	1174.33	1931.73	628.427	1161.54	2013.2	555.374	1145.8	2031.08	333.051	1156.33	2023.04	252.755	1143.22	1998.26	343.154	1114.89	1987.65	264.523	1102.21	1945.19	173.553	1083.73	1922.87	133.495	1083.5	1955.05	145.747	1128.79	1741.16	653.235	858.843	1708.97	549.235	876.423	1694.33	675.496	906.392	1655.95	574.411	920.689	1487.45	317.896	926.05	1446.22	251.479	947.217	1468.46	345.033	967.785	1422.71	276.161	985.153	1349.78	227.553	1009.2	1309.42	208.733	1014.88	1337	189.612	971.3	2136.37	82.2551	1057	2094.1	85.579	1162.87	1453.19	49.5838	1066.3	1417.06	62.6827	955.533
