Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Thigh.Top.LateralX	R.Thigh.Top.LateralY	R.Thigh.Top.LateralZ	R.Thigh.Bottom.LateralX	R.Thigh.Bottom.LateralY	R.Thigh.Bottom.LateralZ	R.Thigh.Top.MedialX	R.Thigh.Top.MedialY	R.Thigh.Top.MedialZ	R.Thigh.Bottom.MedialX	R.Thigh.Bottom.MedialY	R.Thigh.Bottom.MedialZ	R.Shank.Top.LateralX	R.Shank.Top.LateralY	R.Shank.Top.LateralZ	R.Shank.Bottom.LateralX	R.Shank.Bottom.LateralY	R.Shank.Bottom.LateralZ	R.Shank.Top.MedialX	R.Shank.Top.MedialY	R.Shank.Top.MedialZ	R.Shank.Bottom.MedialX	R.Shank.Bottom.MedialY	R.Shank.Bottom.MedialZ	R.Heel.TopX	R.Heel.TopY	R.Heel.TopZ	R.Heel.BottomX	R.Heel.BottomY	R.Heel.BottomZ	R.Heel.LateralX	R.Heel.LateralY	R.Heel.LateralZ	L.Thigh.Top.LateralX	L.Thigh.Top.LateralY	L.Thigh.Top.LateralZ	L.Thigh.Bottom.LateralX	L.Thigh.Bottom.LateralY	L.Thigh.Bottom.LateralZ	L.Thigh.Top.MedialX	L.Thigh.Top.MedialY	L.Thigh.Top.MedialZ	L.Thigh.Bottom.MedialX	L.Thigh.Bottom.MedialY	L.Thigh.Bottom.MedialZ	L.Shank.Top.LateralX	L.Shank.Top.LateralY	L.Shank.Top.LateralZ	L.Shank.Bottom.LateralX	L.Shank.Bottom.LateralY	L.Shank.Bottom.LateralZ	L.Shank.Top.MedialX	L.Shank.Top.MedialY	L.Shank.Top.MedialZ	L.Shank.Bottom.MedialX	L.Shank.Bottom.MedialY	L.Shank.Bottom.MedialZ	L.Heel.TopX	L.Heel.TopY	L.Heel.TopZ	L.Heel.BottomX	L.Heel.BottomY	L.Heel.BottomZ	L.Heel.LateralX	L.Heel.LateralY	L.Heel.LateralZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z
0	2270.66	1075.81	1112.69	2274.2	1055.75	876.878	2106.24	1109.78	1053.07	2105.02	1109.78	953.195	2201.59	1146.69	1155.74	2207.93	1142.34	837.665	2272.43	755.187	1184.27	2303.14	649.958	1169.94	2209.5	739.155	1163.28	2238.2	633.858	1145.84	2327.55	256.002	1131.44	2350.28	181.968	1106.41	2282.36	252.25	1101.19	2303.51	178.738	1076.12	2303.1	74.0598	1032.1	2307.92	28.6587	1023.36	2332.79	47.4171	1073.06	2117.11	773.351	802.283	2104.11	664.547	811.975	2068.48	783.011	852.279	2051.96	675.523	861.999	1845.31	389.035	834.625	1788.49	336.112	858.305	1827.52	425.508	868.776	1769.35	368.711	892.645	1691.93	328.48	944.54	1646.8	313.401	952.057	1668.93	303.265	895.642	2516.14	111.102	1000.25	2491.8	71.6867	1104.58	1763.91	122.383	921.547	1716.07	171.279	831.805
0.007	2269.83	1072.44	1113.75	2274.15	1051.86	877.652	2105.35	1104.42	1052.91	2104.45	1104.27	953.137	2199.95	1142.48	1156.01	2207.26	1137.5	837.951	2273.42	751.346	1183.6	2304.24	646.245	1169.39	2210.24	735.097	1163.34	2239.25	630.016	1145.4	2322.68	251.968	1131.01	2343.79	177.491	1105.72	2277.11	248.992	1101.35	2296.58	175.158	1076.1	2293.85	70.8844	1032.15	2297.57	25.4032	1023.31	2323.43	43.8768	1072.88	2120.71	767.531	802.502	2109.39	658.588	811.874	2071.93	776.431	852.309	2057.02	668.627	861.99	1847.97	390.876	834.198	1789.61	339.475	857.844	1831.32	427.658	868.651	1771.55	372.539	892.366	1692.25	333.377	944.75	1646.77	318.858	951.791	1668.98	309.566	895.276	2506.84	104.348	997.805	2483.74	65.1372	1101.24	1760.98	126.652	917.955	1714.18	178.17	829.006
0.013	2269.11	1068.71	1114.74	2273.81	1047.62	878.327	2104.57	1098.61	1052.7	2103.75	1098.15	953.125	2197.99	1137.72	1156.15	2206.6	1132.31	838.158	2274.12	747.201	1183.4	2305.6	642.044	1168.85	2210.88	730.545	1163.55	2240.25	625.488	1145.33	2317.59	247.508	1130.88	2336.9	172.722	1105.28	2271.39	245.342	1101.96	2289.14	171.141	1076.42	2283.28	71.5834	1031.65	2284.14	25.9389	1023.62	2311.52	43.3301	1072.47	2124.57	761.275	802.58	2114.88	652.135	811.797	2075.68	769.336	852.386	2062.37	661.372	861.846	1851.43	392.061	833.626	1791.62	342.526	857.263	1836.02	429.353	868.201	1774.46	376.007	891.812	1693.43	338.06	944.639	1647.76	324.319	951.406	1670.02	315.489	894.824	2495.91	95.8331	995.548	2472	57.3331	1099.47	1758.74	130.803	914.556	1712.78	184.839	826.112
0.02	2268.59	1064.63	1115.6	2273.37	1042.98	878.849	2103.91	1092.44	1052.55	2102.9	1091.85	953.039	2195.84	1132.44	1156.11	2205.84	1126.69	838.166	2274.52	742.293	1182.89	2306.05	637.414	1168.79	2211.03	725.392	1163.93	2240.75	620.516	1145.64	2312.04	242.569	1130.67	2329.48	167.473	1104.64	2265.81	241.222	1102.57	2281.17	166.781	1076.69	2272.01	71.6383	1029.37	2269.9	26.0679	1022.85	2298.33	42.752	1071.07	2128.48	754.654	802.51	2120.57	645.385	811.731	2079.37	761.843	852.359	2067.98	653.624	861.721	1855.85	392.865	833.135	1794.45	345.14	856.404	1841.48	430.585	867.484	1778.57	379.097	891.087	1695.59	342.552	944.404	1649.93	330.324	951.688	1671.87	321.234	894.124	2484.49	84.5999	993.963	2459.12	48.0572	1098.08	1757.25	134.659	911.401	1712.82	190.776	823.782
0.027	2268.27	1060.12	1116.32	2272.64	1037.97	879.131	2103.16	1086.05	1052.38	2102.14	1085.06	952.99	2193.7	1126.57	1155.85	2205.11	1120.84	838.104	2274.2	737.065	1182.93	2305.78	632.197	1168.97	2210.71	719.944	1164.2	2240.51	615.137	1145.92	2305.75	237.43	1130.17	2320.97	162.189	1103.38	2258.98	237.339	1102.99	2272.13	162.756	1076.37	2260.05	71.7775	1026.75	2255.25	26.382	1021.45	2284.16	42.7919	1069.79	2132.46	747.714	802.446	2126.54	638.309	811.501	2083.16	753.925	852.418	2073.7	645.596	861.703	1860.91	393.228	832.087	1798.4	347.237	855.547	1847.66	431.351	866.464	1783.26	381.775	890.193	1698.54	346.803	943.81	1652.23	334.598	950.876	1674.52	326.735	893.068	2472.91	71.8638	993.146	2444.74	39.322	1098.05	1756.71	138.31	908.403	1713.55	196.332	821.391
0.033	2268.23	1055.15	1116.75	2271.81	1032.6	879.113	2102.37	1079.49	1052.16	2100.99	1077.97	952.878	2191.71	1120.21	1155.48	2204.19	1114.56	837.853	2273.46	731.61	1183.33	2304.97	626.741	1169.48	2209.91	714.539	1164.56	2239.73	609.425	1146.56	2298.7	232.392	1128.91	2311.76	156.984	1101.19	2251.45	233.533	1102.65	2262.48	158.933	1075.23	2246.3	71.8923	1025.72	2239.86	26.5526	1021.48	2269.6	42.8922	1069.09	2136.46	740.609	802.28	2132.5	630.993	811.279	2087.06	745.733	852.414	2079.74	637.343	861.47	1866.8	393.293	831.03	1802.84	349.133	854.483	1854.59	431.825	865.255	1788.74	384.14	888.952	1702.25	350.756	943.006	1655.88	339.15	948.769	1678.25	331.576	892.036	2460.23	61.7343	992.186	2431.91	37.317	1101.1	1757.16	141.648	905.532	1715.43	201.253	818.964
0.04	2268.38	1049.75	1116.88	2270.76	1026.91	878.847	2101.21	1073.01	1052.02	2099.61	1070.76	952.831	2190.16	1113.39	1155.25	2203.08	1108.02	837.475	2272.42	726.491	1184.02	2303.73	621.591	1170.55	2209	709.561	1164.88	2238.48	604.547	1147.51	2290.89	227.721	1127.02	2301.35	152.405	1097.94	2243.21	230.48	1101.49	2251.87	156.166	1072.81	2231.4	71.2686	1023.86	2224.06	26.0578	1021.1	2254.18	43.6426	1068.77	2140.51	733.179	801.94	2138.72	623.599	810.75	2090.99	737.234	852.546	2085.79	628.748	861.201	1873.05	393.113	830.018	1808.29	350.604	853.375	1862.17	432.009	863.958	1794.96	386.162	887.713	1706.71	354.308	941.953	1660.1	343.444	947.176	1682.82	335.991	890.65	2444.94	57.5847	989.499	2416.17	37.9444	1099.19	1758.82	144.782	902.815	1718.69	205.905	816.568
0.047	2268.45	1043.84	1116.82	2269.63	1021.11	878.423	2099.55	1066.69	1052.05	2097.95	1063.61	952.923	2189.12	1106.46	1155.4	2201.7	1101.15	836.895	2271.74	722.486	1184.81	2303.45	617.655	1171.02	2208.49	705.588	1165.23	2237.89	600.523	1148.67	2282.13	224.344	1125.05	2289.16	149.353	1094.36	2233.94	229.946	1100.17	2239.43	155.697	1070.01	2215.83	70.8508	1020.76	2207.93	25.7968	1019.52	2238.36	43.8031	1066	2144.55	726.032	801.789	2144.92	616.411	810.26	2095.76	729.007	852.323	2092.04	620.404	860.734	1880.58	392.627	828.581	1814.35	351.993	852.24	1870.37	431.912	862.573	1801.99	387.981	886.202	1711.94	357.511	940.71	1665.06	347.289	945.349	1688.3	339.974	889	2429.4	53.2144	986.504	2400.77	38.2162	1097.35	1761.79	147.662	900.259	1723.18	209.997	814.204
0.053	2268.25	1037.59	1116.56	2268.21	1015.19	877.694	2097.43	1060.65	1052.44	2095.99	1056.56	953.253	2188.56	1099.17	1156.01	2199.91	1093.87	836.093	2271.54	719.522	1185.64	2303.78	614.892	1171.47	2208.39	702.436	1165.95	2237.79	597.562	1149.65	2272.97	223.467	1123.23	2277.25	148.382	1091.9	2224.78	230.707	1098.79	2227.4	156.488	1068.09	2200.53	71.3465	1018.96	2191.96	26.2934	1017.94	2221.88	44.9875	1065.49	2148.67	719.262	801.67	2151.22	609.67	809.73	2099.95	721.262	852.163	2098.17	612.492	860.112	1888.6	392.167	827.425	1821.46	353.081	851.028	1879.16	431.833	861.145	1809.8	389.53	884.892	1717.92	360.471	939.245	1670.88	350.573	943.354	1694.62	343.433	887.187	2415.07	51.8844	984.11	2385.12	38.3285	1095.24	1766.13	150.319	897.934	1728.95	213.656	811.912
0.06	2267.55	1031.25	1116.44	2266.58	1009.36	877.001	2095.13	1054.79	1052.65	2093.75	1049.84	953.621	2188.44	1091.71	1156.8	2197.72	1086.32	835.154	2271.35	717.285	1186.3	2304.25	612.932	1172	2208.19	699.693	1167.08	2238.37	594.981	1150.29	2263.32	223.329	1122.2	2264.9	148.124	1090.86	2215.36	232.305	1097.93	2215.36	158.037	1067.4	2185.06	72.0363	1017.4	2175.84	26.9318	1017.41	2206.06	45.8233	1063.65	2152.93	713.183	801.69	2157.77	603.652	809.289	2104.06	713.915	852.027	2104.24	605.084	859.359	1897.33	391.506	826.261	1829.4	353.955	849.801	1888.53	431.57	859.754	1818.2	390.858	883.389	1724.56	362.982	937.536	1677.43	353.448	941.119	1701.83	346.279	885.281	2399.73	51.0031	983.548	2369.12	38.0907	1094.59	1771.82	152.664	895.758	1736.06	216.731	809.635
