Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Thigh.Top.LateralX	R.Thigh.Top.LateralY	R.Thigh.Top.LateralZ	R.Thigh.Bottom.LateralX	R.Thigh.Bottom.LateralY	R.Thigh.Bottom.LateralZ	R.Thigh.Top.MedialX	R.Thigh.Top.MedialY	R.Thigh.Top.MedialZ	R.Thigh.Bottom.MedialX	R.Thigh.Bottom.MedialY	R.Thigh.Bottom.MedialZ	R.Shank.Top.LateralX	R.Shank.Top.LateralY	R.Shank.Top.LateralZ	R.Shank.Bottom.LateralX	R.Shank.Bottom.LateralY	R.Shank.Bottom.LateralZ	R.Shank.Top.MedialX	R.Shank.Top.MedialY	R.Shank.Top.MedialZ	R.Shank.Bottom.MedialX	R.Shank.Bottom.MedialY	R.Shank.Bottom.MedialZ	R.Heel.TopX	R.Heel.TopY	R.Heel.TopZ	R.Heel.BottomX	R.Heel.BottomY	R.Heel.BottomZ	R.Heel.LateralX	R.Heel.LateralY	R.Heel.LateralZ	L.Thigh.Top.LateralX	L.Thigh.Top.LateralY	L.Thigh.Top.LateralZ	L.Thigh.Bottom.LateralX	L.Thigh.Bottom.LateralY	L.Thigh.Bottom.LateralZ	L.Thigh.Top.MedialX	L.Thigh.Top.MedialY	L.Thigh.Top.MedialZ	L.Thigh.Bottom.MedialX	L.Thigh.Bottom.MedialY	L.Thigh.Bottom.MedialZ	L.Shank.Top.LateralX	L.Shank.Top.LateralY	L.Shank.Top.LateralZ	L.Shank.Bottom.LateralX	L.Shank.Bottom.LateralY	L.Shank.Bottom.LateralZ	L.Shank.Top.MedialX	L.Shank.Top.MedialY	L.Shank.Top.MedialZ	L.Shank.Bottom.MedialX	L.Shank.Bottom.MedialY	L.Shank.Bottom.MedialZ	L.Heel.TopX	L.Heel.TopY	L.Heel.TopZ	L.Heel.BottomX	L.Heel.BottomY	L.Heel.BottomZ	L.Heel.LateralX	L.Heel.LateralY	L.Heel.LateralZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z
0	2182.58	1007.15	1197.59	2165.51	997.707	964.893	2012.37	1063.45	1139.82	2007.84	1061.77	1042.32	2121.67	1077.79	1243.96	2109.49	1088.25	931.531	2222.35	754.302	1268.37	2293.14	672.294	1245.77	2169.67	717.481	1240.1	2238.02	634.743	1215.03	2136.29	403.021	1210.21	2096.16	329.08	1198.77	2105.63	422.177	1170.9	2067.46	351.501	1162.37	1988.56	255.681	1140.92	1955.47	218.041	1139.85	1989.91	222.782	1183.5	1961.83	725.612	925.492	1959.99	615.57	936.291	1916.14	734.099	976.155	1907.67	624.278	986.723	1773.57	312.563	988.238	1741.3	242.132	1007.36	1745.38	337.242	1027.44	1711.8	265.944	1046.91	1644.84	180.795	1071.62	1610.56	144.356	1076.45	1646.69	139.166	1032.7	2163.44	125.084	1115.01	2116.32	130.551	1219.61	1807.29	50.1867	1115.82	1765.65	45.7991	1008.35
0.007	2184.48	1012.14	1198.66	2169.05	1001.27	965.48	2014.89	1069.35	1139.31	2011.36	1067.04	1041.66	2122.39	1083.74	1244.32	2114.03	1093.05	932.124	2222.27	758.47	1267.4	2292.57	676.137	1243.95	2169.2	722.007	1239.33	2236.47	638.561	1214.1	2148.05	393.362	1209.14	2113.23	316.8	1197.97	2115.99	410.407	1169.94	2083.05	337.173	1161.25	2011.24	235.594	1140.05	1981.71	195.114	1138.04	2015.01	202.377	1182.46	1956.97	733.719	926.737	1951.37	623.762	937.458	1912.23	743.581	978.038	1900.06	634.21	988.648	1761.93	321.983	988.187	1730	250.741	1005.82	1734.49	345.36	1028.27	1701.29	273.616	1046.6	1635.59	192.795	1070.17	1598.69	159.21	1075.25	1634.08	150.803	1031.43	2195.44	118.374	1113.7	2147.85	119.645	1218.14	1787.86	51.1057	1115.2	1745.67	48.1512	1007.93
0.013	2186.25	1016.61	1199.74	2172.66	1004.71	966.119	2017.51	1074.75	1138.83	2014.88	1072.09	1041.07	2122.89	1089.09	1244.64	2118.18	1097.57	932.747	2221.46	761.545	1266.33	2290.74	678.901	1242.24	2167.9	726.122	1238.06	2233.95	641.847	1213.08	2159.69	383.678	1208.59	2130.75	304.549	1197.08	2126.67	398.245	1169.3	2099.61	322.498	1160.48	2035.44	215.618	1138.93	2008.56	173.338	1137.08	2040.77	181.906	1181.78	1952.75	741.553	928.084	1943.88	631.883	938.661	1909	752.794	979.916	1893.44	643.904	990.602	1751.55	330.928	987.861	1719.84	259.382	1004.2	1724.73	353.331	1028.92	1692.06	281.063	1046.27	1627.97	205.543	1068.09	1588.51	174.998	1073.31	1623.3	163.37	1029.61	2227.61	113.047	1112.12	2181.19	110.401	1215.64	1769.13	52.9308	1114.63	1726.9	51.6411	1007.3
0.02	2188.09	1020.47	1201.48	2175.88	1007.96	966.606	2020.12	1079.88	1138.39	2018.06	1076.83	1040.5	2123.39	1093.89	1244.84	2122.36	1101.61	933.18	2219.94	763.887	1264.64	2287.8	680.677	1239.99	2165.63	729.624	1236.33	2230.32	643.761	1211.76	2171.56	373.575	1207.66	2148.48	292.755	1196.21	2137.44	385.917	1168.43	2116.34	308.303	1159.33	2060.45	196.461	1138.22	2036.76	152.334	1136.37	2068.87	164.077	1180.73	1949.4	749.327	929.727	1937.12	639.875	940.005	1906.55	761.699	981.758	1887.44	653.419	992.22	1742.07	339.736	987.439	1710.61	267.817	1002.68	1715.86	361.242	1029.18	1683.33	288.66	1045.45	1621.52	218.661	1065.5	1579.79	191.26	1070.96	1613.72	176.723	1027.3	2259.91	109.247	1110.52	2212.56	101.208	1214.71	1751.17	55.8141	1113.79	1709.29	56.6028	1006.55
0.027	2189.62	1023.84	1202.26	2179.09	1010.83	967.177	2022.6	1084.43	1138.04	2021.06	1081.19	1039.91	2124.03	1098.17	1244.92	2126.21	1105.21	933.529	2217.79	765.605	1262.19	2283.86	681.05	1237.52	2163.27	732.066	1234.2	2224.97	644.718	1210.99	2183.13	363.785	1207.03	2166.38	281.431	1195.54	2148.7	373.61	1167.35	2132.85	294.868	1158.98	2086.52	178.197	1136.9	2066.43	132.361	1134.25	2098.17	147.182	1179.48	1946.88	756.45	931.128	1931.44	647.514	941.82	1904.63	770.001	983.721	1881.85	662.464	993.804	1733.52	348.377	986.864	1702.23	276.118	1001.39	1707.41	369.29	1029.06	1675.02	296.505	1044.6	1615.31	231.91	1062.87	1571.7	207.51	1068.13	1604.99	190.572	1024.69	2292.15	106.982	1108.83	2245.5	94.2193	1212.86	1734.08	59.7749	1112.9	1692.56	63.6991	1005.27
0.033	2190.88	1026.55	1202.94	2182.03	1013.45	967.64	2024.84	1088.26	1137.59	2023.71	1085.27	1039.38	2126.66	1102.51	1244.35	2129.98	1108.45	933.803	2215.17	766.502	1259.37	2279.38	680.096	1234.92	2159.59	733.83	1232.61	2219.1	644.46	1210.44	2194.88	354.147	1206.25	2184.63	270.784	1194.35	2160.36	361.555	1166.11	2150.28	282.104	1158.12	2113.31	161.078	1135.49	2096.99	113.778	1132.41	2126.8	129.033	1176.78	1945.21	763.2	932.545	1927.2	654.508	942.918	1903.44	777.693	984.908	1877.84	670.749	994.804	1725.81	356.732	986.241	1693.9	284.671	1000.47	1699.61	377.535	1028.46	1666.85	304.878	1043.52	1609.08	245.085	1060.6	1563.86	223.296	1065.02	1596.64	204.513	1022	2324.04	106.758	1107.2	2278.44	89.4089	1211.11	1718.31	65.3934	1111.65	1677.81	71.3847	1004.55
0.04	2191.99	1028.81	1203.39	2184.72	1015.82	968.114	2026.9	1091.46	1136.99	2026.23	1088.8	1038.7	2128.72	1105.64	1243.86	2133.48	1111.35	933.985	2212.2	766.49	1256.81	2274.31	678.293	1232.59	2155.53	734.58	1231.49	2213.76	643.78	1209.35	2206.85	344.856	1205.6	2202.86	260.975	1193.34	2172.2	349.758	1165.24	2168.1	270.018	1157.06	2140.48	145.376	1133.95	2128.13	96.9347	1130.18	2156.53	114.275	1175.02	1944.51	768.87	933.232	1924.31	660.551	943.662	1902.91	784.115	985.636	1875.15	677.741	995.247	1719.07	364.91	985.974	1686.16	293.327	999.857	1692.61	386.166	1027.67	1658.76	313.852	1042.45	1602.19	257.877	1058.7	1555.63	238.351	1062.29	1588.32	217.861	1020.01	2355.18	108.636	1105.72	2310.77	86.6534	1209.24	1703.78	72.44	1109.98	1663.48	79.4021	1003.8
0.047	2192.9	1030.66	1203.75	2186.93	1018.09	968.532	2028.59	1093.91	1136.42	2028.57	1091.86	1037.87	2129.74	1108.27	1243.94	2136.67	1114.04	934.065	2209.03	765.36	1255.04	2268.75	675.566	1230.74	2151.38	734.588	1230.55	2207.27	642.268	1208.37	2218.75	335.81	1205.08	2220.83	251.9	1192.33	2183.88	338.477	1164.52	2186.2	258.199	1155.15	2167.86	131.317	1132.17	2159.5	82.0544	1128	2186.37	101.27	1173.06	1944.83	773.382	933.338	1923.05	665.271	944.021	1902.99	789.415	985.274	1873.64	683.381	994.907	1713.01	373.172	985.678	1678.68	302.078	999.37	1686.11	394.978	1026.87	1650.93	323.298	1041.28	1594.64	270.639	1057.62	1547.68	252.912	1061.4	1579.21	231.326	1019.41	2384.91	112.277	1103.9	2342.28	85.7824	1207.19	1689.84	79.7299	1107.89	1648.99	88.007	1003.42
0.053	2193.67	1032.15	1203.89	2188.92	1020.19	968.955	2029.92	1095.71	1135.8	2030.72	1094.33	1036.99	2130.67	1110.3	1243.97	2140.44	1116.34	934.773	2205.39	763.199	1254.11	2262.69	671.99	1229.71	2146.87	734.006	1229.67	2200.34	640.256	1207.49	2230.01	327.485	1204.51	2238.15	244.074	1191.23	2195.19	327.916	1163.81	2203.39	248.031	1153.71	2194.87	119.222	1130.33	2190.52	69.4755	1125.78	2214.93	90.8313	1171.27	1945.97	776.593	932.875	1923.26	668.884	944.006	1903.73	793.304	984.277	1873.29	687.616	994.208	1707.22	381.14	985.407	1671.3	310.804	999.048	1680.39	403.687	1026.2	1643.14	333.045	1040.65	1587.76	283.241	1057.73	1539.98	267.703	1061.8	1570.43	244.72	1019.63	2412.84	117.86	1102.2	2372.42	86.9037	1205.08	1674.9	87.2403	1107.13	1633.56	97.8966	1003.33
0.06	2194.37	1033.18	1203.72	2190.85	1022.16	969.258	2031.13	1096.92	1135.22	2032.68	1096.14	1036.01	2131.47	1111.55	1243.94	2143.06	1118.7	935.045	2201.06	760.646	1254.06	2256.12	668.046	1230.11	2141.92	732.933	1229.27	2193.33	637.931	1207.14	2240.1	320.061	1203.59	2254.25	237.634	1190.11	2205.77	318.522	1163.25	2219.66	239.302	1152.07	2221.03	109.27	1128.39	2220.59	59.5057	1123.13	2243.33	82.043	1169.04	1948.05	778.653	931.921	1925.65	670.723	944.743	1905.13	796.116	982.423	1873.61	691.025	992.261	1701.55	388.835	985.11	1663.75	319.662	998.881	1675.15	412.263	1025.8	1636.18	342.76	1040.67	1579.75	295.63	1058.32	1531.43	281.873	1062.58	1560.64	257.833	1020.23	2438.45	125.229	1100.76	2400.01	89.7225	1204.12	1658.92	97.1768	1107.68	1618.16	109.214	1003.33
