Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Thigh.Top.LateralX	R.Thigh.Top.LateralY	R.Thigh.Top.LateralZ	R.Thigh.Bottom.LateralX	R.Thigh.Bottom.LateralY	R.Thigh.Bottom.LateralZ	R.Thigh.Top.MedialX	R.Thigh.Top.MedialY	R.Thigh.Top.MedialZ	R.Thigh.Bottom.MedialX	R.Thigh.Bottom.MedialY	R.Thigh.Bottom.MedialZ	R.Shank.Top.LateralX	R.Shank.Top.LateralY	R.Shank.Top.LateralZ	R.Shank.Bottom.LateralX	R.Shank.Bottom.LateralY	R.Shank.Bottom.LateralZ	R.Shank.Top.MedialX	R.Shank.Top.MedialY	R.Shank.Top.MedialZ	R.Shank.Bottom.MedialX	R.Shank.Bottom.MedialY	R.Shank.Bottom.MedialZ	R.Heel.TopX	R.Heel.TopY	R.Heel.TopZ	R.Heel.BottomX	R.Heel.BottomY	R.Heel.BottomZ	R.Heel.LateralX	R.Heel.LateralY	R.Heel.LateralZ	L.Thigh.Top.LateralX	L.Thigh.Top.LateralY	L.Thigh.Top.LateralZ	L.Thigh.Bottom.LateralX	L.Thigh.Bottom.LateralY	L.Thigh.Bottom.LateralZ	L.Thigh.Top.MedialX	L.Thigh.Top.MedialY	L.Thigh.Top.MedialZ	L.Thigh.Bottom.MedialX	L.Thigh.Bottom.MedialY	L.Thigh.Bottom.MedialZ	L.Shank.Top.LateralX	L.Shank.Top.LateralY	L.Shank.Top.LateralZ	L.Shank.Bottom.LateralX	L.Shank.Bottom.LateralY	L.Shank.Bottom.LateralZ	L.Shank.Top.MedialX	L.Shank.Top.MedialY	L.Shank.Top.MedialZ	L.Shank.Bottom.MedialX	L.Shank.Bottom.MedialY	L.Shank.Bottom.MedialZ	L.Heel.TopX	L.Heel.TopY	L.Heel.TopZ	L.Heel.BottomX	L.Heel.BottomY	L.Heel.BottomZ	L.Heel.LateralX	L.Heel.LateralY	L.Heel.LateralZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z
0	2116.08	1088.09	1116.11	2109.6	1099.33	858.891	1964.12	1134.1	1035.88	1956.34	1131.94	944.741	2075.59	1153.75	1130.83	2057.19	1159.96	840.856	1966.11	784.858	1159.64	1929.26	681.989	1140.88	1910.11	809.985	1126.39	1872.96	709.102	1102.85	1730.26	354.335	1106.24	1699.3	278.024	1085.47	1697.86	374.412	1068.34	1673.45	300.658	1046.1	1624.29	215.136	1015.83	1588.13	183.561	1006.84	1608.32	182.993	1051.76	2087.2	823.923	808.371	2136.03	725.794	820.759	2038.26	805.569	854.888	2082.42	705.825	866.428	2043.89	362.165	850.302	2018.23	288.12	865.33	2004.87	382.917	881.234	1978.24	307.783	896.993	1923.33	207.525	927.266	1898.77	165.583	925.976	1929.16	175.843	882.07	1761.63	55.0706	1014.74	1716.61	63.5792	1109.17	2108.83	102.271	948.853	2073.32	107.648	845.648
0.007	2117.65	1090.93	1115.51	2110.29	1101.25	858.432	1965.77	1137.5	1035.71	1957.58	1134.96	944.654	2077.92	1156.89	1130.14	2058.49	1162.34	840.392	1963.48	789.453	1159.94	1925.47	686.979	1141.38	1908.25	814.989	1125.66	1869.92	714.524	1102.55	1724.18	360.857	1108.18	1692.86	284.281	1088.18	1692.01	380.629	1070	1667.12	306.756	1048.44	1618.81	224.801	1019.01	1581.02	195.18	1009.65	1601.4	193.079	1054.49	2085.74	825.565	808.688	2133.79	727.146	820.84	2036.63	807.565	855.343	2080.37	707.372	866.448	2053.84	354.948	850.455	2032.42	279.584	866.321	2013.86	373.864	881.365	1991.34	297.539	897.716	1942.29	193.704	929.229	1919.79	150.654	927.921	1949.56	162.49	883.975	1749.74	57.8532	1016.34	1704.22	67.8298	1110.61	2133.25	99.586	950.736	2097.44	102.478	847.643
0.013	2119.01	1093.19	1114.93	2110.97	1102.79	857.966	1967.28	1140.44	1035.54	1958.76	1137.44	944.487	2080.18	1159.63	1129.42	2059.23	1164.22	839.874	1961.72	793.435	1160.2	1922.65	691.291	1142	1907.12	819.379	1125.31	1867.61	719.236	1102.55	1718.56	366.797	1110	1686.66	290.517	1090.7	1686.5	386.527	1071.8	1661.14	312.67	1050.8	1613.61	234.065	1021.89	1574.17	206.47	1012.07	1594.74	202.671	1056.85	2083.64	826.509	809.287	2131.07	727.825	821.271	2034.69	808.894	856.082	2077.61	708.308	866.955	2064.06	347.852	850.59	2046.54	271.579	866.849	2023.08	364.74	881.301	2004.57	287.53	898.367	1961.29	180.634	930.656	1941.37	136.193	929.692	1970.44	149.518	885.677	1738.23	60.7091	1017.96	1692.34	72.389	1111.68	2157.4	97.7687	952.808	2121.46	97.9889	849.705
0.02	2120.26	1095.16	1114.26	2111.51	1104.05	857.576	1968.59	1142.86	1035.35	1959.66	1139.44	944.375	2082.15	1161.85	1128.78	2060.13	1165.56	839.391	1960.85	796.764	1160.42	1920.74	694.979	1142.58	1906.54	823.103	1125.33	1865.98	723.292	1103.01	1713.23	372.273	1111.91	1680.72	296.207	1092.98	1681.34	392.128	1073.69	1655.23	318.459	1053.06	1608.47	243.04	1024.36	1568.05	217.027	1014.18	1588.26	212.18	1058.93	2081.12	826.855	810.2	2127.87	727.708	822.106	2032.23	809.66	857.048	2074.17	708.612	867.664	2074.03	340.948	850.529	2060.73	263.883	867.32	2032.43	355.876	881.579	2018.04	277.801	898.711	1980.47	168.044	931.4	1963.24	122.639	930.743	1991.69	137.29	886.674	1727.07	63.6786	1019.55	1680.55	77.1445	1112.82	2180.99	96.9454	955.015	2145.55	94.3186	851.629
0.027	2121.32	1096.9	1113.53	2111.89	1105	857.204	1969.62	1144.81	1035.18	1960.42	1140.87	944.185	2083.78	1163.74	1128.04	2060.45	1166.49	838.879	1960.8	799.314	1160.48	1919.75	697.898	1143.05	1906.55	826.068	1125.78	1865.09	726.535	1103.81	1708.41	377.438	1113.73	1675.09	301.575	1095.08	1676.47	397.466	1075.68	1649.67	324.047	1055.28	1603.4	251.453	1026.26	1561.97	227.291	1015.62	1581.8	221.478	1060.51	2078.3	826.622	811.083	2123.93	726.983	822.83	2029.29	809.966	858.064	2070.03	708.435	868.417	2083.62	334.375	850.467	2074.72	256.867	867.671	2041.64	347.221	881.74	2031.35	268.622	899.123	1999.79	156.198	931.893	1985.24	109.819	931.406	2013.13	125.757	887.415	1715.63	67.022	1020.12	1668.7	82.2042	1114.19	2204.06	97.0918	957.247	2169.45	91.5896	853.741
0.033	2122.18	1098.37	1112.92	2112.28	1105.67	856.783	1970.41	1146.18	1034.94	1961.02	1141.77	944.023	2084.98	1165.23	1127.09	2060.46	1167.01	838.304	1961.54	801.107	1160.53	1919.62	699.945	1143.42	1907.03	828.28	1126.57	1864.71	729.04	1104.8	1703.9	382.106	1115.48	1669.56	306.645	1096.95	1672.06	402.537	1077.59	1644.09	329.538	1057.38	1598.18	259.283	1027.63	1555.59	236.892	1016.58	1575.08	230.288	1061.63	2074.99	825.717	811.648	2119.65	725.529	823.374	2026.12	809.734	859.117	2065.8	707.795	869.192	2092.84	328.219	850.484	2088.02	250.274	867.718	2050.54	338.809	882.389	2044.43	259.756	899.769	2019.13	145.193	931.969	2007.26	98.0218	932.079	2034.62	115.01	887.909	1702.48	69.494	1022.55	1656.48	87.7325	1115.82	2226.15	98.184	959.649	2192.82	89.3892	855.781
0.04	2122.83	1099.5	1112.28	2112.53	1105.94	856.368	1970.99	1147.03	1034.69	1961.39	1142.19	943.815	2086.49	1166.51	1126.01	2060.58	1167.04	837.822	1962.96	802.008	1160.51	1920.31	701.136	1143.72	1908	829.84	1128.02	1865.03	730.675	1106.19	1699.57	386.494	1117.18	1663.84	311.62	1098.56	1667.6	407.535	1079.5	1638.58	335.005	1059.07	1592.26	266.75	1028.12	1548.88	245.584	1017.17	1567.46	239.184	1062.57	2071.33	824.328	811.765	2115.02	723.615	823.556	2023.01	809.195	860.05	2061.6	706.717	870.4	2101.28	322.405	850.768	2100.67	244.36	867.799	2058.85	330.793	883.132	2057.1	251.448	900.341	2038.09	134.874	932.083	2029.05	87.166	932.731	2055.69	105.222	888.505	1690.07	73.6809	1025.35	1643.85	94.1993	1118.54	2247.43	100.27	961.294	2215.31	87.9642	857.612
0.047	2123.37	1100.21	1111.78	2112.62	1105.76	856.01	1971.23	1147.27	1034.5	1961.59	1142.09	943.619	2086.93	1167.39	1125.43	2060.73	1166.79	837.425	1965.01	802.159	1160.54	1921.86	701.44	1144.06	1909.39	830.33	1129.5	1866.1	731.293	1107.6	1695.28	390.634	1118.45	1657.67	316.734	1100.03	1663.76	412.505	1080.89	1633.07	340.689	1060.45	1585.28	273.649	1028.47	1541.47	253.347	1017.2	1559.56	247.14	1062.94	2067.76	822.445	811.861	2110.54	721.318	823.581	2020.1	808.433	860.721	2057.31	705.654	871.356	2109.04	316.887	851.048	2112.64	238.891	867.791	2066.59	323.092	883.828	2069.24	243.731	901.326	2056.44	125.728	932.215	2050.14	77.5288	933.557	2075.89	96.4187	889.105	1678.63	78.4751	1028.73	1632.11	100.608	1120.99	2267.28	103.238	962.637	2236.43	87.5664	859.092
0.053	2123.76	1100.53	1111.3	2112.54	1105.17	855.715	1971.25	1146.95	1034.32	1961.62	1141.45	943.479	2087.1	1167.83	1125.02	2060.79	1166.24	837.139	1967.61	801.492	1160.63	1924.3	700.721	1144.48	1911.35	829.765	1131.2	1867.83	730.934	1109.29	1690.99	394.991	1119.42	1651.36	322.224	1100.92	1660	417.659	1081.93	1627.25	346.85	1061.49	1577.7	280.095	1028.66	1533.47	260.461	1017.65	1551.26	254.696	1063.38	2064.61	820.217	811.502	2106.04	718.807	823.51	2017.52	807.434	861.322	2053.64	704.274	872.406	2116.41	311.75	851.233	2123.85	234.028	868.147	2073.84	315.752	884.26	2080.2	236.745	901.495	2073.86	117.349	932.656	2070.14	68.9824	934.396	2094.99	88.8127	889.645	1667.81	83.4786	1033.79	1621.17	108.186	1124.3	2285.65	106.978	963.251	2255.75	88.102	860.059
0.06	2123.97	1100.33	1110.89	2112.24	1104.18	855.496	1971.13	1146	1034.22	1961.39	1140.29	943.435	2086.96	1167.76	1124.54	2060.76	1165.29	836.923	1970.72	800.026	1160.8	1927.43	699.244	1145.01	1913.69	828.275	1132.82	1870.17	729.484	1110.99	1686.86	399.563	1120.19	1645.14	327.863	1101.73	1656.52	422.97	1082.73	1621.69	353.25	1062.34	1569.7	286.519	1028.89	1525.38	267.089	1018.26	1542.9	262.112	1064.06	2061.77	817.885	811.196	2102.2	716.025	823.601	2015.22	806.179	861.758	2050.09	702.8	873.498	2122.9	306.972	851.446	2133.46	229.582	868.299	2080.41	309.134	884.971	2090.45	230.423	902.03	2089.88	110.036	933.188	2088.75	61.5853	935.368	2112.35	82.4122	890.336	1657.06	88.8479	1038.2	1611.11	116.145	1127.83	2301.89	110.866	963.409	2273.01	89.6716	860.49
