Time	Fx	Fy	Fz	COPx	COPy	COPz	Ty
1	0	0	0	2149	0	976.7	0
2	-7.17	-15.41	-1.53	2539.15	0	886.18	2664.92
3	-0	-0	-0	2149	0	976.7	-0
4	-0	-0	-0	2149	0	976.7	-0
5	-0	-0	-0	2149	0	976.7	-0
6	-0	-0	-0	2149	0	976.7	-0
7	-0	-0	-0	2149	0	976.7	-0
8	0	0	0	2149	0	976.7	0
9	-0	-0	-0	2149	0	976.7	-0
10	2.29	-18.16	8.62	1979.88	0	848.43	3719.17
11	-0	-0	-0	2149	0	976.7	-0
12	-0	-0	-0	2149	0	976.7	-0
13	-0	-0	-0	2149	0	976.7	-0
14	-0	-0	-0	2149	0	976.7	-0
15	-9	-18.77	-2.67	2615.54	0	924.86	-158.11
16	-0	-0	-0	2149	0	976.7	-0
17	-18.77	-15.56	-0.31	2584.74	0	1050.17	3945.07
18	-0	-0	-0	2149	0	976.7	-0
19	-15.11	-16.33	0.99	2257.27	0	910.36	2386.93
20	-0	-0	-0	2149	0	976.7	-0
21	-0	-0	-0	2149	0	976.7	-0
22	-0	-0	-0	2149	0	976.7	-0
23	-0	-0	-0	2149	0	976.7	-0
24	-0	-0	-0	2149	0	976.7	-0
25	-28.31	228.12	2.59	2377.31	0	1114.14	4661.94
26	-70.34	499.57	-44.25	2444.69	0	1106	49694.7
27	-164.79	462.19	-171.36	2417.64	0	1110.86	4234.23
28	-322.04	826.26	-99.11	2363.6	0	1106.37	-60762.2
29	-279.08	1019.74	-221.25	2404.61	0	1082.12	-8663.46
30	-70.34	1332.24	-258.03	2368.45	0	1076.55	-33406.3
31	53.1	1276.55	-149.38	2400.66	0	1080.56	-67716.3
32	-180.51	1405.49	72.78	2314.84	0	1085.39	88936.4
33	-27.24	1430.36	-33.19	2413.89	0	1077.6	-17452.7
34	-260.54	1453.7	-87.43	2304.44	0	1063.88	-29202.3
35	-290.68	1390.08	124.97	2355.85	0	1083.16	50876.4
36	-299.61	1439.06	23.5	2346.42	0	1064.29	-5536.04
37	-379.49	1398.16	1.37	2319.25	0	1071.46	14471.2
38	-243.07	1373.29	75.76	2374.34	0	1070.42	62366.2
39	-335.85	1410.52	49.51	2304.02	0	1072.88	-16222.3
40	-281.6	1412.51	-39.67	2342.69	0	1070.59	14125.4
41	-343.7	1600.34	12.82	2303.37	0	1068.89	41014.2
42	-344.92	1510.16	18.69	2321.05	0	1079.55	-12281.6
43	-319.9	1688.84	-14.42	2277.82	0	1067.12	17974.8
44	-321.96	1699.98	-71.56	2268.62	0	1072.18	35825.3
45	-224.69	1733.09	-36.7	2283.79	0	1074.02	-16989.2
46	-287.48	1872.1	-30.36	2229.34	0	1071.14	25427.9
47	-213.01	1756.74	-106.96	2259.81	0	1081.74	8252.84
48	-184.48	1998.14	-88.12	2232.24	0	1070.19	-9735.38
49	-237.73	1884	-71.72	2209.15	0	1081.49	23649.4
50	-139.16	1936.34	-122.76	2202.19	0	1076.43	-13835.5
51	-125.5	2015.53	-125.81	2205.47	0	1072.65	16078.2
52	-149.99	1898.96	-100.63	2164.3	0	1082	20315.9
53	-16.78	2068.63	-93.84	2174.51	0	1072.24	-23246.8
54	-108.87	1907.35	-98.19	2157.58	0	1081.27	36272.6
55	-27.85	2011.41	-87.36	2139.1	0	1072.15	9366.75
56	13.35	1972.81	-47.38	2151.32	0	1078.01	-15060.1
57	-35.93	1940.61	-70.27	2118.8	0	1077.24	40826.7
58	66.15	1970.52	-75.84	2123.84	0	1070.24	-5658.75
59	-4.12	1851.35	-55.16	2102.11	0	1080.61	11378
60	92.93	1918.49	-56.15	2102.73	0	1072.56	20303.7
61	91.78	1814.88	-85.3	2090.92	0	1076.19	1854.83
62	59.28	1796.26	-64.09	2062.41	0	1076.14	16011.2
63	171.36	1782.38	-51.57	2076.6	0	1072	9393.17
64	95.9	1699.98	-66.07	2039.08	0	1077.3	12748.3
65	171.2	1704.41	-57.91	2044.99	0	1071.53	10326.6
66	174.87	1622.31	-45.47	2028.12	0	1072.23	13284.9
67	173.72	1573.03	-45.7	2006.35	0	1074.13	10436.1
68	245.82	1541.6	-35.17	2024.63	0	1072.61	4032.63
69	191.65	1449.89	-35.25	1981.69	0	1071.58	15742.6
70	270.69	1409.91	-19.99	1997.59	0	1072.64	-1059.17
71	246.28	1326.75	-27.39	1971.65	0	1071.11	13198.9
72	254.9	1265.41	-13.58	1962.69	0	1070	13228.8
73	296.17	1204.99	1.6	1974.28	0	1070.68	-6602.36
74	247.04	1133.42	-18.46	1922.38	0	1066.12	23916.5
75	300.83	1056.06	-3.05	1944.5	0	1067.24	-410.43
76	271.07	994.57	-2.29	1917.83	0	1064.25	10794.9
77	270.92	892.79	3.89	1894.4	0	1071.19	10749.9
78	281.75	852.2	-2.9	1915.59	0	1063.64	-1754.67
79	252.08	751.8	10.91	1868.44	0	1071.65	10497.9
80	289.46	697.02	8.93	1890.61	0	1066.26	5046.13
81	231.7	626.37	-3.13	1845.44	0	1060.67	9411.04
82	252.69	559.23	20.9	1873.08	0	1073.89	2401.73
83	241.7	514.53	-0.31	1865.3	0	1057.76	5044.74
84	192.72	446.01	-2.29	1806.42	0	1059.74	10901.8
85	214.69	395.51	11.52	1837.08	0	1069.79	3834.29
86	174.18	359.04	2.9	1854.32	0	1060.85	3243.85
87	153.35	289	-3.13	1768.05	0	1064.85	8324.71
88	161.74	272.52	12.59	1810.2	0	1070.06	4235.55
89	115.43	203.86	8.62	1740.73	0	1073.78	1664.99
90	119.17	196.23	3.89	1799.32	0	1058.65	3822.21
91	79.57	145.87	5.11	1668.06	0	1087.26	4403.3
92	83.24	116.73	3.13	1715.64	0	1082.14	2974.17
93	66.99	113.98	2.75	1760.09	0	1062.04	466.67
94	39.6	61.8	-7.78	1408.73	0	1099.1	10716.8
95	60.96	74.31	8.7	1908.53	0	1111.74	-6078.07
96	21.44	27.16	-5.65	1332.75	0	1173	7565.3
97	28.38	29.45	-6.26	1400.24	0	1077.66	6320.46
98	26.86	17.7	2.59	2216.59	0	1192.79	-3776.81
99	-0	-0	-0	2149	0	976.7	-0
100	-0	-0	-0	2149	0	976.7	-0
101	1.98	-17.09	4.04	1482.97	0	971.22	1146.32
102	-0	-0	-0	2149	0	976.7	-0
103	-0	-0	-0	2149	0	976.7	-0
104	-15.18	-23.5	-4.88	2437.91	0	996.56	6669.48
105	-0	-0	-0	2149	0	976.7	-0
106	-17.09	-29.45	-0.46	2289.83	0	960.62	838.05
107	-0	-0	-0	2149	0	976.7	-0
108	-9.31	-18.92	2.67	2553.15	0	874.73	1316.13
109	-0	-0	-0	2149	0	976.7	-0
110	-0	-0	-0	2149	0	976.7	-0
111	-0	-0	-0	2149	0	976.7	-0
112	-0	-0	-0	2149	0	976.7	-0
113	-0	-0	-0	2149	0	976.7	-0
114	-12.89	-18.92	0.76	2697.93	0	872.21	-892.85
115	-0	-0	-0	2149	0	976.7	-0
116	-15.41	-16.33	6.03	2586.52	0	821.62	139.18
117	-0	-0	-0	2149	0	976.7	-0
118	-0	-0	-0	2149	0	976.7	-0
119	-0	-0	-0	2149	0	976.7	-0
120	-0	-0	-0	2149	0	976.7	-0
121	-0	-0	-0	2149	0	976.7	-0
122	-0	-0	-0	2149	0	976.7	-0
123	-0	-0	-0	2149	0	976.7	-0
124	-0	-0	-0	2149	0	976.7	-0
125	-11.9	-23.8	1.37	2594.96	0	901.1	1094.23
126	-0	-0	-0	2149	0	976.7	-0
127	-0	-0	-0	2149	0	976.7	-0
128	-0	-0	-0	2149	0	976.7	-0
129	-0	-0	-0	2149	0	976.7	-0
130	-0	-0	-0	2149	0	976.7	-0
131	-0	-0	-0	2149	0	976.7	-0
132	-0	-0	-0	2149	0	976.7	-0
133	-0	-0	-0	2149	0	976.7	-0
134	-0	-0	-0	2149	0	976.7	-0
135	-0	-0	-0	2149	0	976.7	-0
136	-0	-0	-0	2149	0	976.7	-0
137	-14.57	-16.17	-3.28	2794.59	0	887.69	103.07
138	-17.01	62.41	7.02	2582.81	0	940.15	4817.94
139	-101.78	295.1	15.41	2392.95	0	945.57	-4141.4
140	-15.11	307.92	58.82	2581.07	0	915.95	-39862.8
141	-313.49	635.22	170.21	2379.62	0	962.14	-24149.6
142	-332.26	740.05	214	2542.06	0	950.98	87560.1
143	-320.59	877.53	233.15	2391.56	0	966.82	-4025.03
144	-259.09	1044.62	189.59	2424.13	0	964.11	91328.9
145	94.76	1137.24	131.99	2472.09	0	966.46	72301.4
146	-149.15	1164.86	36.54	2392.17	0	979.29	-57090.2
147	-142.21	1317.29	-27.62	2426.02	0	968.85	5450.05
148	-204.85	1388.55	-42.5	2386.48	0	978.98	35355.2
149	-341.42	1248.93	-58.98	2411.62	0	976.09	-5891
150	-278.85	1391.91	18.46	2368.73	0	980.72	30413.2
151	-324.63	1254.73	-83.47	2400.9	0	986.78	-1170.45
152	-318.91	1325.99	-98.88	2384.26	0	976.8	-26241.3
153	-271.76	1348.27	-22.51	2351.82	0	982.8	27371.2
154	-330.58	1305.08	-24.87	2372.29	0	988.7	4969.98
155	-325.32	1512.6	-61.65	2352.04	0	972.82	-7417.96
156	-384.22	1430.21	3.13	2331.5	0	983.41	24744.8
157	-310.59	1586.15	35.17	2336.9	0	981.27	-3741.13
158	-300.67	1600.65	20.45	2334	0	972.31	10798.5
159	-330.35	1596.83	49.67	2285.32	0	983.33	44521.1
160	-212.94	1711.58	75.84	2325.5	0	977.81	-1025.78
161	-297.24	1725.31	63.4	2293.91	0	977.73	27821
162	-254.44	1738.59	48.83	2253.3	0	980.02	22233.8
163	-186	1847.08	74.08	2299.48	0	973.87	7260.14
164	-300.06	1814.12	77.67	2223.35	0	977.68	34198.9
165	-136.41	1866.15	56.38	2243.42	0	977.61	13167.8
166	-214.77	1900.94	67.75	2250.1	0	975.71	24156.4
167	-189.67	1861.11	70.11	2198.66	0	979.37	27119.5
168	-85.45	1945.19	55.54	2221.04	0	977.11	1851.16
169	-198.82	1899.11	45.39	2191.15	0	978.19	33518.3
170	-49.29	1920.93	59.2	2192.23	0	978.34	12847
171	-100.78	1939.39	44.02	2175.99	0	976.96	505.16
172	-46.39	1897.28	40.13	2167.92	0	978.61	26203.6
173	6.64	1942.9	44.63	2162.96	0	976.74	8416.9
174	-100.4	1862.64	34.79	2129.98	0	978.59	11170
175	69.66	1896.97	26.7	2142.28	0	977.96	14590.4
176	-4.73	1856.08	16.78	2125.25	0	978.88	13548
177	1.75	1793.37	24.03	2100	0	979.97	11169.4
178	114.36	1832.73	35.55	2113.94	0	979.56	9530.9
179	23.19	1717.38	8.54	2079.55	0	979.22	17393.8
180	127.87	1755.68	26.4	2086.87	0	980.25	7620.27
181	112.61	1649.78	13.12	2066.97	0	979.03	14601.1
182	123.29	1643.37	8.54	2061.19	0	980.02	11178.3
183	185.7	1602.94	5.95	2052.95	0	980.09	11153.6
184	147.17	1508.48	-1.53	2031.85	0	979.89	15795.9
185	201.95	1497.04	-3.05	2030.64	0	980.36	5236.35
186	201.87	1401.67	-3.66	2012.93	0	983.47	17642.2
187	213.32	1339.11	-5.95	2005.17	0	982.21	10115.6
188	244.6	1291.2	-8.62	2000.7	0	982.68	2991.92
189	212.1	1188.81	-15.79	1968.81	0	984.43	19498.1
190	256.81	1155.55	-20.68	1984.94	0	982.31	8769.43
191	237.88	1057.13	-25.18	1955.03	0	984.86	5668.49
192	239.79	988.77	-29.22	1935.23	0	983.87	18285.9
193	252.69	926.06	-35.55	1950.41	0	984.9	4729.09
194	227.28	816.5	-40.21	1908.45	0	986.93	12793.5
195	252.76	797.27	-29.22	1925.45	0	985.49	6494.45
196	207.98	678.41	-43.26	1878.16	0	987.02	10065
197	231.25	626.22	-34.94	1900.74	0	988.35	6048.09
198	214.39	576.32	-33.11	1895.3	0	984.89	2812.32
199	182.5	478.06	-39.37	1826.96	0	988.45	11384.1
200	197.14	440.06	-30.75	1884.85	0	986.64	3277.47
201	148.01	396.27	-27.24	1868.54	0	983.73	2027.08
202	164.87	314.79	-27.77	1823.02	0	985.41	5609.03
203	141.6	280	-26.86	1843.83	0	982.53	5613.94
204	99.18	236.82	-18.84	1835.18	0	988.31	-532.01
205	124.74	199.74	-25.48	1849.96	0	961.54	8327.97
206	61.04	154.11	-15.18	1689.79	0	980.98	8427.02
207	94.53	139.62	-3.81	1951.61	0	993.95	-2378.49
208	56.23	90.79	-12.89	1669.72	0	932.83	6632.96
209	45.01	84.84	-3.81	1638.25	0	992.02	3305.78
210	55.16	59.51	3.28	1847.52	0	1004.4	-3141.7
211	21.06	40.89	-8.54	1459.71	0	879.82	11235.9
212	25.25	24.72	2.75	1372.97	0	1101.11	-6740.5
213	43.41	20.45	-2.06	2021.15	0	924.35	2950.33
214	-0	-0	-0	2149	0	976.7	-0
215	-0	-0	-0	2149	0	976.7	-0
216	-0	-0	-0	2149	0	976.7	-0
217	-0	-0	-0	2149	0	976.7	-0
218	-12.59	-24.72	-0.46	2560.34	0	1019.47	3241.29
219	-0	-0	-0	2149	0	976.7	-0
220	-3.89	-22.28	-1.14	1903.67	0	914.27	746.82
221	-0	-0	-0	2149	0	976.7	-0
222	-0	-0	-0	2149	0	976.7	-0
223	-0	-0	-0	2149	0	976.7	-0
224	-0	-0	-0	2149	0	976.7	-0
225	-0	-0	-0	2149	0	976.7	-0
226	-0	-0	-0	2149	0	976.7	-0
227	-0	-0	-0	2149	0	976.7	-0
228	-0	-0	-0	2149	0	976.7	-0
229	-0	-0	-0	2149	0	976.7	-0
230	-0	-0	-0	2149	0	976.7	-0
231	-0	-0	-0	2149	0	976.7	-0
232	-0	-0	-0	2149	0	976.7	-0
233	-0	-0	-0	2149	0	976.7	-0
234	-6.87	-16.02	-3.05	2847.81	0	1053.22	1282.1
235	-0	-0	-0	2149	0	976.7	-0
236	-0	-0	-0	2149	0	976.7	-0
237	-0	-0	-0	2149	0	976.7	-0
238	-0	-0	-0	2149	0	976.7	-0
239	-0	-0	-0	2149	0	976.7	-0
240	-0	-0	-0	2149	0	976.7	-0
241	-0	-0	-0	2149	0	976.7	-0
242	-0	-0	-0	2149	0	976.7	-0
243	-0	-0	-0	2149	0	976.7	-0
244	-0	-0	-0	2149	0	976.7	-0
245	-0	-0	-0	2149	0	976.7	-0
246	-0	-0	-0	2149	0	976.7	-0
247	-0	-0	-0	2149	0	976.7	-0
248	-0	-0	-0	2149	0	976.7	-0
249	-0	-0	-0	2149	0	976.7	-0
250	-0	-0	-0	2149	0	976.7	-0
251	-0	-0	-0	2149	0	976.7	-0
252	-19.76	-20.9	3.89	2168.29	0	902.44	2089.51
253	-0	-0	-0	2149	0	976.7	-0
254	-17.93	-20.45	-8.85	2760.66	0	1040.57	-4946.84
255	-0	-0	-0	2149	0	976.7	-0
256	-0	-0	-0	2149	0	976.7	-0
257	-6.56	58.59	5.8	2713.99	0	1121.25	905.49
258	-60.96	191.5	-12.28	2378.89	0	1045.49	-731.97
259	-107.73	437.62	-44.02	2462.88	0	1052.01	54767.6
260	-260.31	554.5	-115.74	2441.3	0	1034.57	-6510.69
261	-513.23	579.07	-138.78	2398.5	0	1039.85	-62151.7
262	-188.75	904.24	-53.71	2415.63	0	1048.16	3773.4
263	-192.64	1156.46	-176.62	2412.25	0	1027.46	-15684.8
264	-97.5	1240.39	-172.81	2414.9	0	1021.99	-35120.6
265	7.71	1460.27	-27.62	2343.08	0	1018.63	38083.2
266	-199.2	1614.23	69.12	2389.11	0	1027.87	-16218.4
267	-197.45	1634.67	-64.24	2348.73	0	1006.14	1885.38
268	-207.6	1662.14	102.84	2345.08	0	1016.44	16025.1
269	-321.12	1623.38	148.93	2346.14	0	1014.43	19530
270	-219.42	1641.85	137.41	2322.24	0	1008.77	14038.3
271	-275.73	1569.52	85.6	2336.08	0	1010.14	20594.8
272	-278.4	1591.19	130.16	2320.48	0	1010.53	10781
273	-201.57	1585.54	109.71	2328.34	0	1006.66	28048.3
