Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Thigh.Top.LateralX	R.Thigh.Top.LateralY	R.Thigh.Top.LateralZ	R.Thigh.Bottom.LateralX	R.Thigh.Bottom.LateralY	R.Thigh.Bottom.LateralZ	R.Thigh.Top.MedialX	R.Thigh.Top.MedialY	R.Thigh.Top.MedialZ	R.Thigh.Bottom.MedialX	R.Thigh.Bottom.MedialY	R.Thigh.Bottom.MedialZ	R.Shank.Top.LateralX	R.Shank.Top.LateralY	R.Shank.Top.LateralZ	R.Shank.Bottom.LateralX	R.Shank.Bottom.LateralY	R.Shank.Bottom.LateralZ	R.Shank.Top.MedialX	R.Shank.Top.MedialY	R.Shank.Top.MedialZ	R.Shank.Bottom.MedialX	R.Shank.Bottom.MedialY	R.Shank.Bottom.MedialZ	R.Heel.TopX	R.Heel.TopY	R.Heel.TopZ	R.Heel.BottomX	R.Heel.BottomY	R.Heel.BottomZ	R.Heel.LateralX	R.Heel.LateralY	R.Heel.LateralZ	L.Thigh.Top.LateralX	L.Thigh.Top.LateralY	L.Thigh.Top.LateralZ	L.Thigh.Bottom.LateralX	L.Thigh.Bottom.LateralY	L.Thigh.Bottom.LateralZ	L.Thigh.Top.MedialX	L.Thigh.Top.MedialY	L.Thigh.Top.MedialZ	L.Thigh.Bottom.MedialX	L.Thigh.Bottom.MedialY	L.Thigh.Bottom.MedialZ	L.Shank.Top.LateralX	L.Shank.Top.LateralY	L.Shank.Top.LateralZ	L.Shank.Bottom.LateralX	L.Shank.Bottom.LateralY	L.Shank.Bottom.LateralZ	L.Shank.Top.MedialX	L.Shank.Top.MedialY	L.Shank.Top.MedialZ	L.Shank.Bottom.MedialX	L.Shank.Bottom.MedialY	L.Shank.Bottom.MedialZ	L.Heel.TopX	L.Heel.TopY	L.Heel.TopZ	L.Heel.BottomX	L.Heel.BottomY	L.Heel.BottomZ	L.Heel.LateralX	L.Heel.LateralY	L.Heel.LateralZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.Knee.MedialX	R.Knee.MedialY	R.Knee.MedialZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.Ankle.MedialX	R.Ankle.MedialY	R.Ankle.MedialZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	R.MT2X	R.MT2Y	R.MT2Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.Knee.MedialX	L.Knee.MedialY	L.Knee.MedialZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.Ankle.MedialX	L.Ankle.MedialY	L.Ankle.MedialZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z	L.MT2X	L.MT2Y	L.MT2Z
0	848.071	982.853	1335.57	842.838	968.091	1126.64	679.962	1018.96	1277.05	676.316	1012.06	1178.96	781.302	1042.7	1374.34	760.066	1033.44	1074.49	732.159	738.659	1425.25	735.575	627.921	1424.06	676.421	737.68	1385.32	676.659	627.531	1383.04	698.736	286.931	1434.17	703.224	202.733	1422.92	656.459	285.894	1401.75	662.308	205.788	1392.07	643.414	85.2445	1366.54	635.267	40.8535	1366.24	661.676	62.4496	1407.29	726.946	740.542	1046.14	736.085	631.589	1043.8	674.557	735.382	1092.19	677.337	626.188	1086.6	706.456	277.712	1033.15	712.285	197.976	1042.81	660.463	279.284	1061.51	665.266	198.935	1073.28	647.995	84.9456	1097.08	638.409	40.7793	1097.11	663.982	62.0837	1052.95	770.827	898.092	1403.14	737.687	522.01	1417.1	734.252	503.5	1295.3	730.474	456.354	1425.65	779.932	431.564	1373.18	697.718	103.01	1409.11	732.024	118.816	1330.41	846.388	57.1794	1329.45	818.359	47.4359	1440.68	857.373	69.3983	1372.62	757.368	889.186	1069.05	730.933	515.239	1053.74	728.347	494.019	1174.45	714.095	450.556	1044.22	773.268	419.182	1088.07	697.96	100.308	1055.57	735.532	114.498	1130.62	846.783	56.074	1130.18	818.01	49.9401	1018.21	859.227	68.9334	1083.58
0.007	848.07	982.855	1335.56	842.834	968.088	1126.61	679.972	1018.95	1277.04	676.312	1012.06	1178.96	781.302	1042.7	1374.33	760.076	1033.45	1074.49	732.16	738.654	1425.25	735.566	627.925	1424.05	676.423	737.683	1385.3	676.66	627.54	1383.02	698.74	286.941	1434.17	703.227	202.733	1422.92	656.472	285.893	1401.74	662.311	205.792	1392.06	643.418	85.2368	1366.54	635.274	40.8573	1366.25	661.672	62.4518	1407.28	726.951	740.537	1046.13	736.084	631.595	1043.79	674.565	735.389	1092.18	677.454	626.072	1086.63	706.455	277.718	1033.15	712.286	197.978	1042.81	660.466	279.282	1061.51	665.265	198.932	1073.28	647.99	84.9583	1097.08	638.41	40.7736	1097.12	663.994	62.0742	1052.95	770.833	898.091	1403.14	737.682	522.024	1417.1	734.253	503.498	1295.3	730.478	456.361	1425.64	779.941	431.572	1373.18	697.709	103.018	1409.1	732.035	118.814	1330.42	846.397	57.1603	1329.45	818.366	47.4407	1440.68	857.374	69.402	1372.61	757.387	889.189	1069.04	730.936	515.244	1053.73	728.361	494.034	1174.46	714.084	450.558	1044.21	773.277	419.186	1088.05	697.96	100.301	1055.57	735.537	114.508	1130.63	846.786	56.0818	1130.18	818.009	49.9425	1018.21	859.232	68.9446	1083.59
0.013	848.075	982.855	1335.55	842.852	968.095	1126.61	679.978	1018.95	1277.02	676.326	1012.05	1178.93	781.302	1042.69	1374.32	760.085	1033.44	1074.48	732.163	738.652	1425.25	735.567	627.917	1424.04	676.432	737.673	1385.3	676.668	627.534	1383.01	698.744	286.937	1434.17	703.233	202.734	1422.93	656.479	285.891	1401.74	662.323	205.787	1392.06	643.422	85.2337	1366.53	635.273	40.8509	1366.24	661.682	62.4485	1407.29	726.962	740.535	1046.11	736.086	631.575	1043.79	674.577	735.382	1092.17	677.356	626.191	1086.6	706.46	277.707	1033.15	712.285	197.975	1042.82	660.467	279.282	1061.51	665.263	198.929	1073.28	647.99	84.952	1097.08	638.414	40.7627	1097.12	663.994	62.0818	1052.95	770.832	898.095	1403.12	737.679	522.027	1417.09	734.263	503.502	1295.29	730.479	456.36	1425.64	779.943	431.567	1373.16	697.719	103.015	1409.11	732.024	118.811	1330.41	846.403	57.1524	1329.47	818.362	47.4391	1440.69	857.371	69.403	1372.63	757.396	889.186	1069.04	730.942	515.236	1053.73	728.368	494.027	1174.45	714.1	450.561	1044.2	773.288	419.18	1088.04	697.964	100.302	1055.56	735.529	114.5	1130.62	846.794	56.0828	1130.19	818.006	49.9323	1018.22	859.234	68.9435	1083.59
0.02	848.086	982.863	1335.53	842.855	968.088	1126.6	679.982	1018.95	1277.02	676.338	1012.05	1178.93	781.302	1042.69	1374.32	760.097	1033.43	1074.47	732.16	738.65	1425.24	735.574	627.915	1424.04	676.439	737.674	1385.28	676.677	627.537	1383	698.744	286.932	1434.16	703.219	202.738	1422.92	656.478	285.885	1401.72	662.315	205.784	1392.05	643.42	85.2338	1366.54	635.27	40.855	1366.25	661.684	62.4409	1407.28	726.968	740.524	1046.11	736.093	631.584	1043.78	674.583	735.385	1092.17	677.364	626.191	1086.59	706.461	277.705	1033.15	712.281	197.969	1042.81	660.48	279.282	1061.51	665.266	198.933	1073.27	647.995	84.9441	1097.08	638.406	40.7665	1097.12	663.991	62.0729	1052.95	770.843	898.08	1403.11	737.692	522.025	1417.08	734.242	503.504	1295.27	730.476	456.369	1425.63	779.936	431.578	1373.17	697.717	103.151	1409.46	732.01	118.812	1330.41	846.396	57.1679	1329.46	818.356	47.4382	1440.69	857.37	69.3985	1372.62	757.416	889.18	1069.02	730.939	515.248	1053.72	728.389	494.037	1174.44	714.089	450.539	1044.19	773.283	419.181	1088.04	697.952	100.298	1055.56	735.528	114.493	1130.62	846.785	56.0881	1130.19	818.007	49.9316	1018.21	859.228	68.9387	1083.59
0.027	848.086	982.861	1335.53	842.858	968.085	1126.59	679.988	1018.95	1277	676.363	1012.04	1178.92	781.312	1042.69	1374.3	760.096	1033.43	1074.46	732.178	738.639	1425.23	735.568	627.911	1424.03	676.438	737.681	1385.27	676.679	627.533	1383	698.734	286.932	1434.16	703.231	202.733	1422.91	656.486	285.891	1401.72	662.317	205.795	1392.05	643.42	85.2351	1366.54	635.266	40.8537	1366.23	661.682	62.4485	1407.29	726.984	740.52	1046.11	736.105	631.585	1043.78	674.588	735.389	1092.16	677.367	626.192	1086.58	706.462	277.707	1033.15	712.284	197.969	1042.81	660.476	279.28	1061.51	665.262	198.93	1073.27	647.997	84.944	1097.08	638.409	40.7503	1097.13	663.982	62.0829	1052.94	770.845	898.084	1403.1	737.685	522.038	1417.08	734.256	503.51	1295.26	730.478	456.375	1425.63	779.941	431.582	1373.18	697.716	103.004	1409.11	732.029	118.799	1330.42	846.392	57.1704	1329.46	818.357	47.4335	1440.68	857.378	69.4023	1372.62	757.423	889.172	1069.01	730.94	515.239	1053.71	728.363	494.042	1174.44	714.089	450.531	1044.19	773.285	419.188	1088.03	697.95	100.3	1055.56	735.529	114.5	1130.61	846.784	56.0917	1130.19	817.994	49.931	1018.22	859.226	68.949	1083.59
0.033	848.087	982.866	1335.52	842.867	968.078	1126.56	680.001	1018.95	1276.99	676.356	1012.06	1178.9	781.31	1042.69	1374.29	760.108	1033.42	1074.46	732.181	738.645	1425.22	735.57	627.912	1424.02	676.44	737.68	1385.26	676.678	627.534	1382.99	698.737	286.945	1434.16	703.221	202.731	1422.91	656.487	285.888	1401.71	662.327	205.789	1392.05	643.419	85.2308	1366.53	635.28	40.8439	1366.25	661.685	62.4499	1407.28	726.997	740.514	1046.1	736.1	631.572	1043.77	674.593	735.383	1092.15	677.37	626.192	1086.58	706.462	277.701	1033.15	712.28	197.971	1042.8	660.473	279.278	1061.5	665.266	198.927	1073.27	647.994	84.9365	1097.08	638.413	40.7591	1097.12	663.98	62.0829	1052.95	770.845	898.088	1403.09	737.679	522.041	1417.06	734.249	503.512	1295.25	730.47	456.376	1425.62	779.937	431.577	1373.16	697.714	103.018	1409.1	732.027	118.805	1330.42	846.385	57.1786	1329.46	818.354	47.4369	1440.69	857.368	69.405	1372.62	757.439	889.168	1069	730.953	515.245	1053.7	728.395	494.043	1174.42	714.096	450.534	1044.19	773.294	419.188	1088.03	697.957	100.3	1055.56	735.528	114.508	1130.62	846.774	56.0983	1130.19	817.999	49.9384	1018.21	859.22	68.9527	1083.58
0.04	848.088	982.865	1335.52	842.875	968.072	1126.56	680.007	1018.95	1276.98	676.378	1012.05	1178.89	781.309	1042.7	1374.27	760.13	1033.42	1074.45	732.168	738.647	1425.22	735.571	627.912	1424.02	676.445	737.676	1385.26	676.674	627.541	1383	698.734	286.944	1434.16	703.219	202.735	1422.91	656.483	285.894	1401.71	662.319	205.792	1392.04	643.418	85.2428	1366.53	635.264	40.8482	1366.26	661.684	62.4483	1407.29	727.008	740.518	1046.09	736.11	631.578	1043.76	674.592	735.388	1092.15	677.486	626.063	1086.6	706.453	277.704	1033.16	712.28	197.964	1042.8	660.475	279.278	1061.5	665.259	198.93	1073.26	648.003	84.9408	1097.08	638.415	40.7516	1097.12	663.97	62.0839	1052.94	770.852	898.083	1403.08	737.672	522.039	1417.06	734.257	503.507	1295.25	730.468	456.382	1425.62	779.943	431.582	1373.15	697.721	103.012	1409.11	732.025	118.813	1330.4	846.387	57.175	1329.46	818.356	47.4282	1440.69	857.375	69.3987	1372.61	757.446	889.162	1068.98	730.942	515.251	1053.71	728.374	494.038	1174.41	714.108	450.536	1044.18	773.284	419.183	1088.02	697.955	100.298	1055.56	735.52	114.511	1130.61	846.78	56.1017	1130.19	818.001	49.94	1018.21	859.213	68.9557	1083.59
0.047	848.087	982.86	1335.52	842.898	968.066	1126.56	680.011	1018.95	1276.97	676.395	1012.04	1178.88	781.32	1042.71	1374.27	760.139	1033.41	1074.44	732.17	738.653	1425.21	735.56	627.912	1424.01	676.444	737.678	1385.25	676.671	627.536	1382.98	698.731	286.948	1434.15	703.216	202.743	1422.91	656.488	285.895	1401.71	662.324	205.792	1392.04	643.413	85.2332	1366.53	635.275	40.8464	1366.24	661.683	62.4498	1407.29	727.011	740.518	1046.08	736.112	631.576	1043.76	674.578	735.432	1092.14	677.486	626.065	1086.59	706.46	277.694	1033.15	712.274	197.964	1042.8	660.465	279.278	1061.5	665.263	198.925	1073.26	648.005	84.9418	1097.08	638.412	40.7488	1097.12	663.975	62.0843	1052.95	770.86	898.088	1403.08	737.67	522.034	1417.05	734.266	503.505	1295.25	730.461	456.38	1425.61	779.926	431.582	1373.15	697.712	103.016	1409.11	732.015	118.813	1330.4	846.384	57.1579	1329.45	818.348	47.4383	1440.69	857.378	69.4052	1372.61	757.457	889.164	1068.98	730.944	515.243	1053.7	728.395	494.031	1174.4	714.107	450.529	1044.18	773.295	419.184	1088.01	697.955	100.301	1055.55	735.522	114.51	1130.61	846.771	56.0986	1130.18	817.99	49.9374	1018.2	859.212	68.9518	1083.58
0.053	848.099	982.856	1335.52	842.917	968.063	1126.56	680.022	1018.95	1276.96	676.406	1012.05	1178.87	781.331	1042.71	1374.26	760.158	1033.42	1074.43	732.163	738.659	1425.21	735.57	627.912	1424	676.439	737.686	1385.25	676.668	627.542	1382.99	698.727	286.951	1434.15	703.21	202.746	1422.9	656.477	285.899	1401.7	662.318	205.796	1392.03	643.409	85.2409	1366.53	635.274	40.8624	1366.25	661.679	62.4535	1407.3	727.019	740.517	1046.07	736.109	631.576	1043.76	674.601	735.392	1092.12	677.489	626.074	1086.58	706.446	277.709	1033.14	712.277	197.973	1042.8	660.469	279.275	1061.49	665.26	198.923	1073.25	647.995	84.9382	1097.08	638.415	40.754	1097.12	663.971	62.0915	1052.93	770.856	898.079	1403.07	737.671	522.035	1417.05	734.277	503.496	1295.25	730.466	456.37	1425.6	779.928	431.582	1373.16	697.715	103.012	1409.11	732.021	118.814	1330.41	846.371	57.1864	1329.46	818.352	47.4449	1440.69	857.367	69.4057	1372.61	757.469	889.17	1068.98	730.941	515.243	1053.69	728.385	494.021	1174.39	714.095	450.541	1044.17	773.291	419.18	1088	697.949	100.295	1055.55	735.512	114.519	1130.61	846.767	56.1045	1130.18	817.995	49.939	1018.21	859.204	68.9557	1083.57
0.06	848.102	982.856	1335.51	842.92	968.055	1126.56	680.035	1018.97	1276.94	676.417	1012.07	1178.86	781.342	1042.72	1374.25	760.169	1033.42	1074.41	732.166	738.664	1425.2	735.569	627.919	1424.01	676.44	737.698	1385.25	676.665	627.549	1382.97	698.723	286.944	1434.16	703.213	202.752	1422.9	656.473	285.9	1401.71	662.312	205.797	1392.03	643.408	85.2483	1366.53	635.274	40.8589	1366.25	661.673	62.46	1407.29	727.022	740.519	1046.06	736.132	631.577	1043.75	674.581	735.441	1092.13	677.487	626.074	1086.57	706.452	277.701	1033.14	712.275	197.97	1042.8	660.463	279.284	1061.48	665.256	198.926	1073.25	647.994	84.9451	1097.07	638.408	40.7614	1097.12	663.971	62.086	1052.94	770.866	898.088	1403.06	737.673	522.03	1417.05	734.271	503.491	1295.25	730.457	456.376	1425.61	779.926	431.575	1373.15	697.711	103.02	1409.12	732.025	118.822	1330.4	846.374	57.1847	1329.46	818.346	47.4451	1440.69	857.375	69.3845	1372.61	757.491	889.17	1068.96	730.956	515.234	1053.69	728.397	494.013	1174.4	714.095	450.526	1044.17	773.287	419.165	1088	697.949	100.306	1055.54	735.504	114.514	1130.61	846.763	56.0936	1130.18	817.99	49.9459	1018.2	859.201	68.9482	1083.57
