Nose,Neck,Right_Shoulder,Right_Elbow,Right_Wrist,Left_Shoulder,Left_Elbow,Left_Wrist,Right_Hip,Right_Knee,Right_Ankle,Left_Hip,Left_Knee,Left_Ankle,Right_Eye,Left_Eye,Right_Ear,Left_Ear
"Coordinate(x=199.73626708984375, y=233.4375)","Coordinate(x=199.73626708984375, y=272.8125)","Coordinate(x=171.60440063476562, y=272.8125)","Coordinate(x=160.35165405273438, y=323.4375)","Coordinate(x=154.72528076171875, y=362.8125)","Coordinate(x=233.4945068359375, y=272.8125)","Coordinate(x=244.74725341796875, y=317.8125)","Coordinate(x=239.12088012695312, y=368.4375)","Coordinate(x=182.85714721679688, y=362.8125)","Coordinate(x=194.10989379882812, y=435.9375)","Coordinate(x=194.10989379882812, y=503.4375)","Coordinate(x=216.61538696289062, y=368.4375)","Coordinate(x=222.24176025390625, y=435.9375)","Coordinate(x=227.86813354492188, y=503.4375)","Coordinate(x=194.10989379882812, y=227.8125)","Coordinate(x=210.989013671875, y=227.8125)","Coordinate(x=182.85714721679688, y=233.4375)","Coordinate(x=216.61538696289062, y=233.4375)"
"Coordinate(x=199.73626708984375, y=233.4375)","Coordinate(x=199.73626708984375, y=272.8125)","Coordinate(x=171.60440063476562, y=272.8125)","Coordinate(x=160.35165405273438, y=323.4375)","Coordinate(x=154.72528076171875, y=362.8125)","Coordinate(x=233.4945068359375, y=272.8125)","Coordinate(x=244.74725341796875, y=317.8125)","Coordinate(x=239.12088012695312, y=368.4375)","Coordinate(x=182.85714721679688, y=362.8125)","Coordinate(x=188.4835205078125, y=435.9375)","Coordinate(x=194.10989379882812, y=503.4375)","Coordinate(x=216.61538696289062, y=368.4375)","Coordinate(x=227.86813354492188, y=430.3125)","Coordinate(x=227.86813354492188, y=503.4375)","Coordinate(x=194.10989379882812, y=227.8125)","Coordinate(x=205.36264038085938, y=227.8125)","Coordinate(x=182.85714721679688, y=233.4375)","Coordinate(x=216.61538696289062, y=233.4375)"
"Coordinate(x=199.73626708984375, y=233.4375)","Coordinate(x=199.73626708984375, y=272.8125)","Coordinate(x=171.60440063476562, y=272.8125)","Coordinate(x=160.35165405273438, y=323.4375)","Coordinate(x=154.72528076171875, y=362.8125)","Coordinate(x=233.4945068359375, y=272.8125)","Coordinate(x=244.74725341796875, y=317.8125)","Coordinate(x=239.12088012695312, y=368.4375)","Coordinate(x=182.85714721679688, y=362.8125)","Coordinate(x=188.4835205078125, y=435.9375)","Coordinate(x=194.10989379882812, y=503.4375)","Coordinate(x=216.61538696289062, y=368.4375)","Coordinate(x=222.24176025390625, y=430.3125)","Coordinate(x=227.86813354492188, y=503.4375)","Coordinate(x=194.10989379882812, y=227.8125)","Coordinate(x=210.989013671875, y=227.8125)","Coordinate(x=182.85714721679688, y=233.4375)","Coordinate(x=216.61538696289062, y=233.4375)"
"Coordinate(x=199.73626708984375, y=233.4375)","Coordinate(x=199.73626708984375, y=272.8125)","Coordinate(x=171.60440063476562, y=272.8125)","Coordinate(x=160.35165405273438, y=323.4375)","Coordinate(x=154.72528076171875, y=362.8125)","Coordinate(x=233.4945068359375, y=272.8125)","Coordinate(x=244.74725341796875, y=317.8125)","Coordinate(x=239.12088012695312, y=368.4375)","Coordinate(x=182.85714721679688, y=362.8125)","Coordinate(x=188.4835205078125, y=430.3125)","Coordinate(x=194.10989379882812, y=503.4375)","Coordinate(x=216.61538696289062, y=362.8125)","Coordinate(x=222.24176025390625, y=430.3125)","Coordinate(x=227.86813354492188, y=503.4375)","Coordinate(x=194.10989379882812, y=227.8125)","Coordinate(x=210.989013671875, y=227.8125)","Coordinate(x=182.85714721679688, y=233.4375)","Coordinate(x=216.61538696289062, y=233.4375)"
"Coordinate(x=199.73626708984375, y=233.4375)","Coordinate(x=199.73626708984375, y=272.8125)","Coordinate(x=171.60440063476562, y=272.8125)","Coordinate(x=160.35165405273438, y=323.4375)","Coordinate(x=154.72528076171875, y=362.8125)","Coordinate(x=233.4945068359375, y=272.8125)","Coordinate(x=244.74725341796875, y=317.8125)","Coordinate(x=239.12088012695312, y=368.4375)","Coordinate(x=182.85714721679688, y=362.8125)","Coordinate(x=194.10989379882812, y=430.3125)","Coordinate(x=194.10989379882812, y=503.4375)","Coordinate(x=216.61538696289062, y=362.8125)","Coordinate(x=222.24176025390625, y=430.3125)","Coordinate(x=227.86813354492188, y=503.4375)","Coordinate(x=194.10989379882812, y=227.8125)","Coordinate(x=205.36264038085938, y=227.8125)","Coordinate(x=182.85714721679688, y=233.4375)","Coordinate(x=216.61538696289062, y=233.4375)"
"Coordinate(x=199.73626708984375, y=233.4375)","Coordinate(x=199.73626708984375, y=272.8125)","Coordinate(x=171.60440063476562, y=272.8125)","Coordinate(x=160.35165405273438, y=323.4375)","Coordinate(x=154.72528076171875, y=362.8125)","Coordinate(x=233.4945068359375, y=272.8125)","Coordinate(x=244.74725341796875, y=317.8125)","Coordinate(x=239.12088012695312, y=368.4375)","Coordinate(x=177.23077392578125, y=362.8125)","Coordinate(x=194.10989379882812, y=435.9375)","Coordinate(x=194.10989379882812, y=503.4375)","Coordinate(x=216.61538696289062, y=362.8125)","Coordinate(x=222.24176025390625, y=430.3125)","Coordinate(x=227.86813354492188, y=503.4375)","Coordinate(x=194.10989379882812, y=227.8125)","Coordinate(x=205.36264038085938, y=227.8125)","Coordinate(x=182.85714721679688, y=233.4375)","Coordinate(x=216.61538696289062, y=233.4375)"
"Coordinate(x=199.73626708984375, y=233.4375)","Coordinate(x=199.73626708984375, y=272.8125)","Coordinate(x=171.60440063476562, y=272.8125)","Coordinate(x=160.35165405273438, y=323.4375)","Coordinate(x=154.72528076171875, y=362.8125)","Coordinate(x=233.4945068359375, y=272.8125)","Coordinate(x=244.74725341796875, y=317.8125)","Coordinate(x=239.12088012695312, y=368.4375)","Coordinate(x=177.23077392578125, y=362.8125)","Coordinate(x=188.4835205078125, y=430.3125)","Coordinate(x=194.10989379882812, y=503.4375)","Coordinate(x=216.61538696289062, y=362.8125)","Coordinate(x=227.86813354492188, y=430.3125)","Coordinate(x=227.86813354492188, y=503.4375)","Coordinate(x=194.10989379882812, y=227.8125)","Coordinate(x=205.36264038085938, y=227.8125)","Coordinate(x=182.85714721679688, y=233.4375)","Coordinate(x=216.61538696289062, y=233.4375)"
"Coordinate(x=199.73626708984375, y=233.4375)","Coordinate(x=199.73626708984375, y=272.8125)","Coordinate(x=171.60440063476562, y=272.8125)","Coordinate(x=160.35165405273438, y=323.4375)","Coordinate(x=154.72528076171875, y=362.8125)","Coordinate(x=233.4945068359375, y=272.8125)","Coordinate(x=239.12088012695312, y=317.8125)","Coordinate(x=239.12088012695312, y=368.4375)","Coordinate(x=177.23077392578125, y=362.8125)","Coordinate(x=188.4835205078125, y=430.3125)","Coordinate(x=194.10989379882812, y=503.4375)","Coordinate(x=216.61538696289062, y=362.8125)","Coordinate(x=227.86813354492188, y=430.3125)","Coordinate(x=227.86813354492188, y=503.4375)","Coordinate(x=194.10989379882812, y=227.8125)","Coordinate(x=205.36264038085938, y=227.8125)","Coordinate(x=182.85714721679688, y=233.4375)","Coordinate(x=216.61538696289062, y=233.4375)"
"Coordinate(x=199.73626708984375, y=233.4375)","Coordinate(x=199.73626708984375, y=272.8125)","Coordinate(x=171.60440063476562, y=272.8125)","Coordinate(x=154.72528076171875, y=323.4375)","Coordinate(x=154.72528076171875, y=362.8125)","Coordinate(x=233.4945068359375, y=272.8125)","Coordinate(x=244.74725341796875, y=317.8125)","Coordinate(x=239.12088012695312, y=368.4375)","Coordinate(x=177.23077392578125, y=362.8125)","Coordinate(x=188.4835205078125, y=430.3125)","Coordinate(x=194.10989379882812, y=503.4375)","Coordinate(x=216.61538696289062, y=362.8125)","Coordinate(x=222.24176025390625, y=430.3125)","Coordinate(x=227.86813354492188, y=503.4375)","Coordinate(x=194.10989379882812, y=227.8125)","Coordinate(x=205.36264038085938, y=227.8125)","Coordinate(x=182.85714721679688, y=233.4375)","Coordinate(x=216.61538696289062, y=233.4375)"
"Coordinate(x=194.10989379882812, y=233.4375)","Coordinate(x=199.73626708984375, y=272.8125)","Coordinate(x=171.60440063476562, y=272.8125)","Coordinate(x=154.72528076171875, y=323.4375)","Coordinate(x=154.72528076171875, y=362.8125)","Coordinate(x=233.4945068359375, y=272.8125)","Coordinate(x=239.12088012695312, y=317.8125)","Coordinate(x=239.12088012695312, y=368.4375)","Coordinate(x=177.23077392578125, y=362.8125)","Coordinate(x=188.4835205078125, y=435.9375)","Coordinate(x=194.10989379882812, y=503.4375)","Coordinate(x=216.61538696289062, y=362.8125)","Coordinate(x=222.24176025390625, y=430.3125)","Coordinate(x=227.86813354492188, y=503.4375)","Coordinate(x=194.10989379882812, y=227.8125)","Coordinate(x=205.36264038085938, y=227.8125)","Coordinate(x=182.85714721679688, y=233.4375)","Coordinate(x=216.61538696289062, y=233.4375)"
