Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Thigh.Top.LateralX	R.Thigh.Top.LateralY	R.Thigh.Top.LateralZ	R.Thigh.Bottom.LateralX	R.Thigh.Bottom.LateralY	R.Thigh.Bottom.LateralZ	R.Thigh.Top.MedialX	R.Thigh.Top.MedialY	R.Thigh.Top.MedialZ	R.Thigh.Bottom.MedialX	R.Thigh.Bottom.MedialY	R.Thigh.Bottom.MedialZ	R.Shank.Top.LateralX	R.Shank.Top.LateralY	R.Shank.Top.LateralZ	R.Shank.Bottom.LateralX	R.Shank.Bottom.LateralY	R.Shank.Bottom.LateralZ	R.Shank.Top.MedialX	R.Shank.Top.MedialY	R.Shank.Top.MedialZ	R.Shank.Bottom.MedialX	R.Shank.Bottom.MedialY	R.Shank.Bottom.MedialZ	R.Heel.TopX	R.Heel.TopY	R.Heel.TopZ	R.Heel.BottomX	R.Heel.BottomY	R.Heel.BottomZ	R.Heel.LateralX	R.Heel.LateralY	R.Heel.LateralZ	L.Thigh.Top.LateralX	L.Thigh.Top.LateralY	L.Thigh.Top.LateralZ	L.Thigh.Bottom.LateralX	L.Thigh.Bottom.LateralY	L.Thigh.Bottom.LateralZ	L.Thigh.Top.MedialX	L.Thigh.Top.MedialY	L.Thigh.Top.MedialZ	L.Thigh.Bottom.MedialX	L.Thigh.Bottom.MedialY	L.Thigh.Bottom.MedialZ	L.Shank.Top.LateralX	L.Shank.Top.LateralY	L.Shank.Top.LateralZ	L.Shank.Bottom.LateralX	L.Shank.Bottom.LateralY	L.Shank.Bottom.LateralZ	L.Shank.Top.MedialX	L.Shank.Top.MedialY	L.Shank.Top.MedialZ	L.Shank.Bottom.MedialX	L.Shank.Bottom.MedialY	L.Shank.Bottom.MedialZ	L.Heel.TopX	L.Heel.TopY	L.Heel.TopZ	L.Heel.BottomX	L.Heel.BottomY	L.Heel.BottomZ	L.Heel.LateralX	L.Heel.LateralY	L.Heel.LateralZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z
0	2371.18	991.782	1137.3	2393.05	997.055	927.259	2217.99	1047.72	1056.46	2219.65	1044.69	981.097	2316.81	1064.62	1161.78	2337.18	1067.5	887.779	2256.16	681.724	1173.25	2274.23	573.354	1158.55	2201.98	679.934	1127.86	2217.93	572.393	1110.09	2118.83	249.646	1119.14	2079.49	182.5	1094.55	2084.99	279.874	1090.78	2044.66	214.157	1068.1	1957.79	114.852	1036.12	1936.42	70.4477	1035.11	1969.06	78.4388	1078.6	2400.68	719.252	856.365	2477.04	640.677	868.266	2362.58	693.359	908.045	2437.15	612.701	922.959	2287.87	509.237	894.552	2213.66	479.279	905.372	2280.03	547.032	931.672	2201.64	516.267	939.359	2111.49	518.23	966.434	2064.44	526.375	964.649	2079.19	500.3	921.775	2154.75	49.5658	989.237	2130.38	44.8722	1095.63	2090.24	302.459	990.968	2075.87	339.569	889.74
0.007	2372.86	994.376	1139.09	2394.97	1002.54	929.292	2219.88	1051.39	1057.02	2221.29	1049.1	981.545	2319.65	1066.76	1162.45	2339.6	1072.73	888.877	2245.19	686.345	1173.04	2258.63	577.254	1158.17	2191.03	686.969	1127.69	2201.91	578.708	1110.11	2093.47	256.138	1119.02	2053.42	189.233	1094.83	2060.26	286.56	1089.98	2018.82	221.3	1067.8	1932.17	123.244	1036.63	1909.05	79.8793	1035.32	1942.62	85.9012	1078.61	2407.22	727.484	856.292	2486.99	651.383	868.563	2371.05	700.514	908.654	2448.34	622.587	923.763	2302.65	504.712	895.995	2230.8	469.674	907.051	2292.46	542.065	932.533	2215.52	506.194	940.732	2123.99	501.604	967.15	2076.58	504.622	966.703	2094.25	481.258	923.868	2125.28	49.3692	989.269	2100.3	45.5945	1095.71	2123.27	283.978	990.667	2106.44	320.956	889.765
0.013	2374.5	996.796	1140.37	2397.16	1008.48	931.324	2222.3	1055.41	1057.49	2223.53	1053.71	981.793	2323.34	1069.94	1163.03	2341.89	1078.25	890.043	2234.85	691.804	1172.86	2243.37	582.238	1157.73	2180.75	694.998	1127.57	2186.44	586.449	1110.15	2068.77	263.752	1118.86	2028.46	197.085	1095.23	2035.99	294.355	1089.17	1994.38	229.008	1067.26	1907.85	132.928	1037.22	1882.74	90.62	1035.42	1916.42	94.6693	1078.96	2413.75	735.722	856.421	2496.01	662.128	869.288	2378.6	708.297	909.143	2458.21	632.844	924.909	2318	499.031	897.576	2248.48	459.262	908.836	2304.89	536.13	933.834	2231.63	494.764	942.606	2138.09	483.026	970.198	2090.35	482.086	969.794	2110.58	460.486	926.965	2096.13	49.2821	989.557	2070.66	46.2531	1095.63	2156.74	266.18	990.579	2137.53	303.117	889.203
0.02	2376.64	999.439	1141.39	2398.49	1014.63	933.644	2225.02	1059.82	1057.98	2226.17	1058.54	982.053	2327.78	1074.05	1163.22	2343.81	1083.91	891.071	2224.99	698.223	1172.67	2228.57	588.365	1157.09	2171.24	704.159	1127.32	2171.45	595.407	1110.01	2045.12	272.332	1118.67	2004.35	205.569	1095.82	2012.82	302.685	1088.12	1971.1	237.296	1066.75	1885.03	143.469	1037.93	1857.72	102.708	1035.6	1891.47	104.279	1079.27	2420.33	744.897	856.832	2503.24	673.096	870.072	2385.09	716.604	909.264	2466.57	643.154	926.07	2333.29	492.853	899.031	2265.99	448.752	910.405	2317.53	529.082	935.01	2247.17	482.878	944.414	2154.01	463.011	973.397	2106.44	458.665	972.905	2128.48	439.188	929.904	2067.48	48.9147	989.818	2041.68	47.1217	1095.61	2191.58	248.62	990.734	2169.21	285.579	890.073
0.027	2379.31	1002.14	1141.91	2400.51	1020.82	935.23	2228.03	1064.46	1058.43	2229.2	1063.89	982.277	2333.06	1078.62	1163.17	2345.6	1089.77	891.99	2215.93	705.635	1172.27	2214.68	595.839	1156.26	2162.3	714.684	1127.31	2157.18	606.104	1109.85	2022.68	281.85	1118.74	1981.87	214.992	1096.59	1990.83	311.812	1087.14	1949.14	246.271	1066.25	1864.05	154.948	1038.88	1834.37	116.066	1035.88	1867.95	114.996	1079.71	2425.98	753.731	857.453	2509.94	683.433	871.217	2389.97	724.965	908.881	2473.88	652.754	927.117	2348.68	485.842	900.639	2285.4	436.693	912.855	2330.21	521.137	936.249	2263.55	469.976	946.341	2171.25	443.64	976.921	2124.36	433.836	976.358	2147.99	417.396	933.405	2040.02	48.1477	989.991	2013.45	47.8803	1095.79	2226.97	231.983	991.089	2201.2	268.233	891.282
0.033	2382.56	1004.69	1141.94	2402.82	1026.99	936.381	2231.4	1069.25	1059.12	2232.51	1069.49	982.776	2338.58	1082.94	1162.82	2348.8	1096.01	892.192	2207.29	713.774	1172.11	2200.79	604.292	1155.66	2154.39	725.352	1126.9	2144.01	617.177	1109.24	2001.69	292.029	1118.81	1960.96	224.844	1097.6	1970.19	321.376	1086.11	1928.82	255.485	1065.84	1844.94	167.516	1040.07	1812.72	130.813	1036.6	1846.1	126.835	1080.23	2430.87	761.922	857.95	2515.94	693.055	872.295	2395.95	732.373	909.809	2479.9	661.692	928.019	2364.41	478.121	902.432	2304.77	424.513	914.852	2343.23	512.332	937.888	2280.83	456.197	948.447	2190.27	423.222	980.402	2144.69	409.049	980.614	2168.59	395.237	936.584	2012.66	48.0271	989.806	1986.1	49.2797	1096.6	2263.03	216.133	991.623	2232.84	251.418	892.601
0.04	2386.15	1007.12	1141.57	2405.01	1032.8	937.108	2235.17	1074.02	1060.11	2235.93	1075.14	983.716	2343.73	1086.58	1162.5	2350.68	1101.64	892.548	2199.68	722.42	1172.09	2187.79	613.539	1155.16	2147.62	736.642	1126.64	2131.91	629.245	1108.57	1982.47	302.872	1119.17	1941.85	235.155	1098.88	1951.35	331.37	1084.97	1910.36	264.641	1065.61	1828.46	181.086	1041.32	1793.46	147.057	1037.33	1826.28	140.122	1081.23	2435.19	769.355	858.546	2520.94	701.51	873.356	2400.36	739.354	910.186	2484.96	669.76	928.946	2380.07	469.779	903.914	2324.59	411.956	916.545	2356.54	502.406	939.691	2298.97	441.449	950.36	2210.85	401.969	983.725	2166.32	384.426	984.71	2190.32	372.845	940.255	1986.41	48.7474	990.393	1959.68	51.1692	1097.53	2300.48	201.271	992.045	2264.71	234.66	894.171
0.047	2390.11	1009.43	1141.05	2407.07	1038.19	937.443	2238.98	1078.68	1061.73	2239.23	1080.55	985.06	2348.6	1089.8	1162.31	2352.57	1106.95	892.857	2192.93	731.291	1172.23	2175.95	623.236	1154.35	2141.96	748.149	1126.54	2120.96	641.807	1107.54	1964.44	314.021	1119.79	1924.53	245.843	1100.45	1934.03	341.431	1084.28	1893.61	274.326	1065.63	1814.47	195.767	1042.47	1776.91	164.852	1037.82	1808.69	154.761	1081.8	2438.68	775.688	859.293	2525.13	708.702	874.688	2403.81	745.379	910.869	2488.95	676.433	929.855	2395.95	460.973	905.241	2344.92	399.22	918.241	2370.47	491.559	940.761	2317.3	426.74	952.023	2232.79	380.417	987.1	2189.79	359.645	989.128	2213.24	350.03	943.635	1961.38	50.9934	991.362	1933.94	53.9665	1098.68	2337.51	187.55	992.995	2297.13	217.928	895.937
0.053	2394.04	1011.59	1140.45	2409.06	1042.94	937.536	2242.74	1082.97	1063.3	2242.23	1085.43	986.692	2353.5	1092.42	1162.29	2354.41	1111.94	893.254	2187.09	740.205	1172.09	2165.37	633.09	1153.38	2137.21	759.362	1126.08	2111.29	654.237	1106.72	1948.64	325.489	1120.51	1908.89	256.582	1101.82	1918.95	351.821	1083.72	1879.3	284.195	1065.77	1802.82	211.693	1043.35	1762.77	184.184	1037.46	1792.81	170.616	1081.78	2441.39	781.232	860.483	2528.3	714.694	875.839	2406.39	750.417	911.39	2491.71	681.655	930.281	2411.9	451.493	906.629	2365.59	386.355	919.79	2384.38	480.201	942.333	2336.05	411.681	953.634	2255.4	359.036	989.818	2214.17	334.852	992.914	2237.35	326.834	947.546	1938.16	55.3547	992.31	1908.87	58.1894	1099.79	2374.94	175.056	994.101	2330.38	201.192	897.945
0.06	2397.81	1013.64	1139.88	2410.58	1046.91	937.357	2246.33	1086.85	1064.86	2244.78	1089.58	988.269	2358.31	1094.84	1162.31	2356.23	1116.52	893.54	2181.81	748.841	1171.68	2156.2	642.795	1152.38	2133.23	769.986	1125.14	2102.99	666.034	1105.83	1934.58	336.874	1121.26	1895.41	267.529	1103.25	1905.27	362.763	1083.3	1866.49	294.371	1065.97	1793.1	228.525	1043.8	1751.06	204.691	1036.28	1778.57	187.89	1081.24	2443.38	785.977	861.992	2531.07	719.226	877.202	2408.32	754.269	912.298	2492.97	685.209	929.833	2427.75	441.747	907.821	2386.35	373.37	921.291	2398.34	468.376	943.8	2355.18	396.431	955.219	2278.93	337.679	992.16	2239.55	310.267	996.481	2262.31	303.674	950.581	1916.03	61.2565	992.96	1884.37	64.2455	1100.72	2412.58	163.666	995.259	2363.62	185.172	899.876
