Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Thigh.Top.LateralX	R.Thigh.Top.LateralY	R.Thigh.Top.LateralZ	R.Thigh.Bottom.LateralX	R.Thigh.Bottom.LateralY	R.Thigh.Bottom.LateralZ	R.Thigh.Top.MedialX	R.Thigh.Top.MedialY	R.Thigh.Top.MedialZ	R.Thigh.Bottom.MedialX	R.Thigh.Bottom.MedialY	R.Thigh.Bottom.MedialZ	R.Shank.Top.LateralX	R.Shank.Top.LateralY	R.Shank.Top.LateralZ	R.Shank.Bottom.LateralX	R.Shank.Bottom.LateralY	R.Shank.Bottom.LateralZ	R.Shank.Top.MedialX	R.Shank.Top.MedialY	R.Shank.Top.MedialZ	R.Shank.Bottom.MedialX	R.Shank.Bottom.MedialY	R.Shank.Bottom.MedialZ	R.Heel.TopX	R.Heel.TopY	R.Heel.TopZ	R.Heel.BottomX	R.Heel.BottomY	R.Heel.BottomZ	R.Heel.LateralX	R.Heel.LateralY	R.Heel.LateralZ	L.Thigh.Top.LateralX	L.Thigh.Top.LateralY	L.Thigh.Top.LateralZ	L.Thigh.Bottom.LateralX	L.Thigh.Bottom.LateralY	L.Thigh.Bottom.LateralZ	L.Thigh.Top.MedialX	L.Thigh.Top.MedialY	L.Thigh.Top.MedialZ	L.Thigh.Bottom.MedialX	L.Thigh.Bottom.MedialY	L.Thigh.Bottom.MedialZ	L.Shank.Top.LateralX	L.Shank.Top.LateralY	L.Shank.Top.LateralZ	L.Shank.Bottom.LateralX	L.Shank.Bottom.LateralY	L.Shank.Bottom.LateralZ	L.Shank.Top.MedialX	L.Shank.Top.MedialY	L.Shank.Top.MedialZ	L.Shank.Bottom.MedialX	L.Shank.Bottom.MedialY	L.Shank.Bottom.MedialZ	L.Heel.TopX	L.Heel.TopY	L.Heel.TopZ	L.Heel.BottomX	L.Heel.BottomY	L.Heel.BottomZ	L.Heel.LateralX	L.Heel.LateralY	L.Heel.LateralZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.Knee.MedialX	R.Knee.MedialY	R.Knee.MedialZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.Ankle.MedialX	R.Ankle.MedialY	R.Ankle.MedialZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	R.MT2X	R.MT2Y	R.MT2Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.Knee.MedialX	L.Knee.MedialY	L.Knee.MedialZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.Ankle.MedialX	L.Ankle.MedialY	L.Ankle.MedialZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z	L.MT2X	L.MT2Y	L.MT2Z
0	816.921	972.679	1350.77	832.41	971.196	1114.38	654.891	1003.9	1269.59	657.859	994.778	1167.92	759.996	1036.33	1368.46	773.025	1025.16	1073.56	709.727	717.684	1409.86	708.125	607.297	1405.36	658.824	720.228	1364.28	657.368	610.489	1354.78	684.155	250.625	1420.14	698.314	171.01	1411.97	647.634	247.948	1380.03	659.308	168.769	1372.21	644.133	84.9728	1365.91	634.571	40.0262	1368.18	661.923	57.3217	1407.34	735.872	722.499	1034.06	725.553	613.281	1036.86	676.593	729.499	1071.21	662.767	621.026	1074.57	687.07	255.984	1026.43	699.905	176.931	1037.23	648.477	255.845	1062.48	661.052	172.566	1070.07	643.698	84.3345	1083.08	635.25	36.4171	1081.84	666.823	56.4355	1040.6	745.421	898.369	1401.89	719.088	511.714	1397.7	722.898	485.028	1274.68	715.862	451.303	1404.82	768.985	429.718	1352.89	706.324	99.0167	1407.06	723.69	109.351	1327.58	832.39	58.7304	1328.43	805.709	47.5966	1434.53	846.611	69.8878	1370.95	769.056	891.048	1052.16	725.119	500.581	1043.84	706.866	481.085	1166.24	720.45	441.987	1037.02	769.765	426.023	1090.44	710.459	94.595	1046.75	717.869	101.91	1126.82	836.678	54.2103	1127.64	812.536	48.3338	1020.98	845.821	67.4407	1084.48
0.007	816.9	972.683	1350.77	832.396	971.193	1114.38	654.859	1003.89	1269.59	657.843	994.773	1167.92	759.963	1036.32	1368.47	772.991	1025.14	1073.56	709.696	717.689	1409.87	708.101	607.302	1405.37	658.805	720.238	1364.27	657.339	610.481	1354.77	684.151	250.623	1420.14	698.308	171.006	1411.95	647.637	247.944	1380.03	659.307	168.774	1372.21	644.135	84.9718	1365.91	634.582	40.0265	1368.18	661.915	57.3277	1407.34	735.868	722.492	1034.06	725.534	613.279	1036.87	676.588	729.491	1071.21	662.761	621.012	1074.59	687.061	255.989	1026.44	699.895	176.936	1037.23	648.48	255.848	1062.48	661.047	172.561	1070.07	643.7	84.3338	1083.09	635.251	36.41	1081.84	666.818	56.4302	1040.6	745.393	898.371	1401.89	719.073	511.706	1397.7	722.894	485.024	1274.69	715.844	451.303	1404.83	768.978	429.711	1352.9	706.328	99.0097	1407.06	723.686	109.352	1327.57	832.396	58.7425	1328.42	805.705	47.622	1434.54	846.604	69.8848	1370.96	769.047	891.051	1052.17	725.112	500.582	1043.85	706.867	481.079	1166.23	720.454	441.99	1037.01	769.765	426.02	1090.44	710.454	94.5991	1046.75	717.867	101.912	1126.82	836.685	54.2102	1127.64	812.54	48.3304	1020.96	845.821	67.4396	1084.48
0.013	816.88	972.687	1350.78	832.371	971.192	1114.39	654.833	1003.9	1269.6	657.815	994.776	1167.91	759.932	1036.33	1368.47	772.969	1025.14	1073.56	709.665	717.695	1409.87	708.079	607.3	1405.38	658.773	720.232	1364.27	657.309	610.49	1354.78	684.141	250.619	1420.15	698.306	171.01	1411.97	647.629	247.945	1380.03	659.304	168.766	1372.2	644.135	84.9738	1365.92	634.578	40.021	1368.18	661.92	57.3187	1407.34	735.863	722.495	1034.07	725.543	613.283	1036.87	676.579	729.494	1071.2	662.754	621.009	1074.59	687.065	255.985	1026.44	699.903	176.934	1037.23	648.478	255.845	1062.49	661.049	172.562	1070.07	643.695	84.3319	1083.09	635.245	36.4227	1081.83	666.826	56.4355	1040.6	745.368	898.38	1401.9	719.051	511.706	1397.72	722.894	485.025	1274.7	715.827	451.294	1404.83	768.971	429.714	1352.91	706.324	99.0132	1407.06	723.699	109.35	1327.58	832.389	58.7376	1328.43	805.71	47.6201	1434.54	846.616	69.8794	1370.97	769.035	891.054	1052.17	725.111	500.582	1043.85	706.858	481.078	1166.23	720.434	441.985	1037.01	769.762	426.025	1090.44	710.45	94.5937	1046.75	717.863	101.909	1126.82	836.693	54.2088	1127.63	812.544	48.3346	1020.98	845.816	67.447	1084.48
0.02	816.85	972.686	1350.78	832.363	971.192	1114.4	654.808	1003.9	1269.59	657.802	994.769	1167.9	759.897	1036.33	1368.48	772.941	1025.13	1073.56	709.642	717.686	1409.88	708.049	607.298	1405.38	658.757	720.235	1364.27	657.287	610.486	1354.78	684.133	250.612	1420.15	698.3	170.995	1411.96	647.625	247.931	1380.04	659.302	168.765	1372.2	644.148	84.963	1365.91	634.576	40.0195	1368.18	661.925	57.3125	1407.34	735.849	722.485	1034.07	725.529	613.271	1036.87	676.575	729.491	1071.2	662.756	621.003	1074.59	687.062	255.986	1026.44	699.898	176.94	1037.23	648.476	255.839	1062.49	661.049	172.563	1070.08	643.705	84.332	1083.08	635.247	36.4111	1081.84	666.816	56.4298	1040.6	745.348	898.377	1401.9	719.043	511.701	1397.72	722.875	485.028	1274.71	715.821	451.296	1404.83	768.961	429.71	1352.92	706.328	99.0032	1407.05	723.69	109.355	1327.58	832.392	58.7294	1328.43	805.706	47.6128	1434.54	846.599	69.8878	1370.97	769.012	891.054	1052.18	725.11	500.569	1043.85	706.847	481.072	1166.23	720.454	441.981	1037.03	769.755	426.008	1090.45	710.449	94.595	1046.75	717.871	101.909	1126.83	836.691	54.2037	1127.63	812.544	48.3321	1020.97	845.818	67.4468	1084.48
0.027	816.829	972.69	1350.8	832.351	971.186	1114.4	654.785	1003.91	1269.59	657.79	994.767	1167.92	759.87	1036.33	1368.47	772.925	1025.13	1073.55	709.61	717.684	1409.89	708.018	607.308	1405.4	658.733	720.229	1364.27	657.257	610.491	1354.8	684.128	250.62	1420.16	698.296	171.004	1411.96	647.623	247.933	1380.04	659.299	168.765	1372.2	644.143	84.9682	1365.92	634.573	40.0199	1368.18	661.917	57.3226	1407.33	735.853	722.486	1034.07	725.524	613.268	1036.86	676.559	729.484	1071.21	662.747	620.999	1074.59	687.065	255.984	1026.43	699.901	176.935	1037.23	648.468	255.845	1062.49	661.047	172.557	1070.08	643.704	84.3283	1083.08	635.22	36.428	1081.83	666.827	56.4325	1040.6	745.321	898.38	1401.91	719.024	511.7	1397.72	722.872	485.016	1274.71	715.805	451.299	1404.85	768.956	429.712	1352.93	706.324	99.0104	1407.05	723.701	109.342	1327.58	832.396	58.732	1328.43	805.713	47.6234	1434.53	846.603	69.891	1370.96	769.004	891.06	1052.19	725.109	500.571	1043.86	706.849	481.07	1166.24	720.445	441.979	1037.02	769.748	426.015	1090.45	710.468	94.5925	1046.75	717.869	101.913	1126.83	836.685	54.2103	1127.63	812.545	48.3305	1020.97	845.809	67.4486	1084.48
0.033	816.8	972.688	1350.81	832.335	971.186	1114.4	654.761	1003.91	1269.6	657.765	994.768	1167.92	759.842	1036.34	1368.47	772.894	1025.12	1073.56	709.584	717.702	1409.89	707.995	607.301	1405.41	658.711	720.235	1364.27	657.229	610.499	1354.8	684.126	250.614	1420.16	698.296	171.003	1411.97	647.618	247.926	1380.04	659.297	168.76	1372.22	644.14	84.9693	1365.91	634.573	40.02	1368.18	661.924	57.3207	1407.34	735.836	722.488	1034.08	725.521	613.269	1036.88	676.551	729.478	1071.21	662.736	621	1074.6	687.061	255.982	1026.43	699.9	176.935	1037.23	648.468	255.842	1062.49	661.043	172.55	1070.08	643.697	84.3286	1083.07	635.24	36.4161	1081.83	666.821	56.428	1040.59	745.295	898.388	1401.91	719	511.704	1397.73	722.863	485.018	1274.72	715.786	451.295	1404.84	768.943	429.717	1352.93	706.297	98.8222	1406.86	723.688	109.348	1327.59	832.396	58.7321	1328.43	805.708	47.6152	1434.54	846.604	69.8813	1370.96	768.993	891.055	1052.19	725.099	500.569	1043.86	706.846	481.066	1166.25	720.446	441.984	1037.02	769.746	426.009	1090.45	710.453	94.5914	1046.76	717.871	101.902	1126.82	836.692	54.2112	1127.64	812.544	48.3405	1020.97	845.825	67.4478	1084.49
0.04	816.769	972.704	1350.82	832.317	971.184	1114.4	654.733	1003.91	1269.6	657.764	994.764	1167.91	759.811	1036.35	1368.47	772.873	1025.12	1073.55	709.552	717.689	1409.89	707.97	607.304	1405.42	658.69	720.242	1364.28	657.213	610.495	1354.81	684.119	250.599	1420.16	698.291	170.994	1411.97	647.607	247.923	1380.05	659.298	168.757	1372.22	644.134	84.968	1365.93	634.575	40.0211	1368.18	661.915	57.3156	1407.34	735.833	722.483	1034.09	725.514	613.269	1036.88	676.542	729.474	1071.22	662.727	620.993	1074.6	687.057	255.98	1026.44	699.893	176.933	1037.24	648.462	255.837	1062.49	661.035	172.545	1070.08	643.701	84.3247	1083.08	635.233	36.415	1081.84	666.816	56.4274	1040.6	745.266	898.391	1401.91	718.989	511.696	1397.74	722.845	485.012	1274.73	715.776	451.287	1404.85	768.931	429.712	1352.94	706.328	99.0105	1407.06	723.694	109.343	1327.59	832.393	58.7376	1328.44	805.704	47.6188	1434.54	846.615	69.8913	1370.98	768.973	891.047	1052.2	725.09	500.559	1043.86	706.831	481.057	1166.25	720.432	441.968	1037.04	769.732	426.008	1090.45	710.457	94.5991	1046.75	717.874	101.902	1126.83	836.686	54.2147	1127.63	812.544	48.3295	1020.98	845.816	67.4492	1084.48
0.047	816.739	972.696	1350.8	832.302	971.19	1114.4	654.71	1003.91	1269.6	657.742	994.774	1167.91	759.795	1036.35	1368.48	772.849	1025.11	1073.55	709.529	717.696	1409.91	707.936	607.309	1405.43	658.665	720.247	1364.27	657.183	610.489	1354.83	684.112	250.603	1420.17	698.293	170.997	1411.98	647.606	247.92	1380.05	659.297	168.753	1372.23	644.14	84.9672	1365.92	634.569	40.0144	1368.19	661.92	57.3223	1407.34	735.812	722.482	1034.09	725.496	613.27	1036.88	676.527	729.472	1071.23	662.716	620.991	1074.6	687.054	255.974	1026.44	699.896	176.93	1037.23	648.459	255.841	1062.49	661.028	172.551	1070.08	643.7	84.3234	1083.08	635.24	36.4136	1081.84	666.823	56.425	1040.6	745.237	898.391	1401.93	718.966	511.695	1397.74	722.841	485.013	1274.74	715.753	451.284	1404.86	768.915	429.717	1352.94	706.328	99.0069	1407.06	723.699	109.352	1327.59	832.396	58.736	1328.43	805.701	47.6209	1434.55	846.603	69.8805	1370.97	768.972	891.039	1052.21	725.073	500.559	1043.87	706.821	481.063	1166.25	720.41	441.972	1037.04	769.731	426	1090.46	710.448	94.5937	1046.75	717.867	101.896	1126.82	836.684	54.2128	1127.63	812.545	48.3257	1020.98	845.814	67.4481	1084.49
0.053	816.712	972.699	1350.81	832.286	971.185	1114.41	654.697	1003.91	1269.59	657.732	994.761	1167.91	759.776	1036.36	1368.47	772.836	1025.1	1073.56	709.502	717.695	1409.9	707.918	607.309	1405.44	658.641	720.241	1364.27	657.159	610.5	1354.84	684.106	250.6	1420.17	698.288	170.996	1411.98	647.605	247.92	1380.05	659.288	168.751	1372.22	644.139	84.9616	1365.92	634.575	40.0268	1368.19	661.924	57.3136	1407.34	735.803	722.478	1034.1	725.49	613.261	1036.88	676.516	729.475	1071.24	662.698	620.992	1074.6	687.038	255.979	1026.44	699.894	176.926	1037.24	648.453	255.834	1062.5	661.029	172.538	1070.08	643.696	84.3291	1083.08	635.237	36.4104	1081.84	666.814	56.4236	1040.59	745.207	898.391	1401.92	718.95	511.694	1397.75	722.811	485	1274.74	715.738	451.284	1404.86	768.902	429.724	1352.94	706.309	98.812	1406.85	723.692	109.345	1327.59	832.394	58.7351	1328.44	805.707	47.6179	1434.54	846.613	69.8877	1370.99	768.953	891.041	1052.2	725.046	500.559	1043.87	706.801	481.052	1166.25	720.413	441.974	1037.04	769.715	426.006	1090.45	710.456	94.5857	1046.76	717.867	101.895	1126.82	836.687	54.2188	1127.63	812.538	48.3397	1020.97	845.817	67.4463	1084.48
0.06	816.688	972.706	1350.81	832.28	971.188	1114.41	654.67	1003.91	1269.6	657.72	994.76	1167.91	759.751	1036.37	1368.47	772.821	1025.08	1073.55	709.472	717.693	1409.9	707.889	607.314	1405.45	658.615	720.247	1364.27	657.128	610.494	1354.84	684.105	250.596	1420.18	698.282	170.985	1411.98	647.595	247.913	1380.06	659.29	168.746	1372.22	644.137	84.9591	1365.93	634.576	40.0143	1368.2	661.922	57.314	1407.34	735.784	722.48	1034.1	725.474	613.26	1036.89	676.505	729.468	1071.24	662.688	620.991	1074.6	687.046	255.971	1026.44	699.889	176.917	1037.24	648.447	255.833	1062.51	661.018	172.543	1070.08	643.695	84.3236	1083.08	635.233	36.4074	1081.85	666.819	56.4211	1040.6	745.184	898.39	1401.92	718.929	511.694	1397.75	722.785	485.016	1274.75	715.728	451.281	1404.87	768.883	429.717	1352.94	706.328	99.004	1407.06	723.698	109.347	1327.6	832.387	58.7358	1328.44	805.703	47.6168	1434.54	846.607	69.8873	1370.97	768.941	891.033	1052.21	725.036	500.562	1043.88	706.785	481.048	1166.25	720.395	441.965	1037.05	769.708	426.007	1090.47	710.456	94.5859	1046.75	717.861	101.896	1126.83	836.689	54.2147	1127.62	812.542	48.3253	1020.98	845.816	67.4425	1084.48
