Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Thigh.Top.LateralX	R.Thigh.Top.LateralY	R.Thigh.Top.LateralZ	R.Thigh.Bottom.LateralX	R.Thigh.Bottom.LateralY	R.Thigh.Bottom.LateralZ	R.Thigh.Top.MedialX	R.Thigh.Top.MedialY	R.Thigh.Top.MedialZ	R.Thigh.Bottom.MedialX	R.Thigh.Bottom.MedialY	R.Thigh.Bottom.MedialZ	R.Shank.Top.LateralX	R.Shank.Top.LateralY	R.Shank.Top.LateralZ	R.Shank.Bottom.LateralX	R.Shank.Bottom.LateralY	R.Shank.Bottom.LateralZ	R.Shank.Top.MedialX	R.Shank.Top.MedialY	R.Shank.Top.MedialZ	R.Shank.Bottom.MedialX	R.Shank.Bottom.MedialY	R.Shank.Bottom.MedialZ	R.Heel.TopX	R.Heel.TopY	R.Heel.TopZ	R.Heel.BottomX	R.Heel.BottomY	R.Heel.BottomZ	R.Heel.LateralX	R.Heel.LateralY	R.Heel.LateralZ	L.Thigh.Top.LateralX	L.Thigh.Top.LateralY	L.Thigh.Top.LateralZ	L.Thigh.Bottom.LateralX	L.Thigh.Bottom.LateralY	L.Thigh.Bottom.LateralZ	L.Thigh.Top.MedialX	L.Thigh.Top.MedialY	L.Thigh.Top.MedialZ	L.Thigh.Bottom.MedialX	L.Thigh.Bottom.MedialY	L.Thigh.Bottom.MedialZ	L.Shank.Top.LateralX	L.Shank.Top.LateralY	L.Shank.Top.LateralZ	L.Shank.Bottom.LateralX	L.Shank.Bottom.LateralY	L.Shank.Bottom.LateralZ	L.Shank.Top.MedialX	L.Shank.Top.MedialY	L.Shank.Top.MedialZ	L.Shank.Bottom.MedialX	L.Shank.Bottom.MedialY	L.Shank.Bottom.MedialZ	L.Heel.TopX	L.Heel.TopY	L.Heel.TopZ	L.Heel.BottomX	L.Heel.BottomY	L.Heel.BottomZ	L.Heel.LateralX	L.Heel.LateralY	L.Heel.LateralZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.Knee.MedialX	R.Knee.MedialY	R.Knee.MedialZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.Ankle.MedialX	R.Ankle.MedialY	R.Ankle.MedialZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	R.MT2X	R.MT2Y	R.MT2Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.Knee.MedialX	L.Knee.MedialY	L.Knee.MedialZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.Ankle.MedialX	L.Ankle.MedialY	L.Ankle.MedialZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z	L.MT2X	L.MT2Y	L.MT2Z
0	850.927	1074.16	1373.1	861.227	1078.51	1088.13	680.417	1135.22	1276.59	681.865	1137.69	1174.65	788.909	1159.85	1409.62	787.15	1169.98	1050.33	750.498	797.874	1412.38	769.949	689.45	1408.4	695.406	791.623	1370.36	708.22	682.659	1368.27	715.208	293.383	1420.12	712.869	208.569	1413.98	674.386	293.574	1385.4	675.61	212.889	1378.99	651.692	90.3962	1370.45	641.391	43.6262	1370.15	666.915	65.3003	1409.62	767.34	803.814	1031.53	787.527	695.049	1034.95	708.592	796.289	1065.35	721.781	686.621	1064.83	716.586	289.658	1030.4	718.588	209.235	1035.9	675.095	291.639	1064.68	676.125	210.813	1070.91	650.056	87.4764	1080.32	643.204	41.274	1078.21	664.911	61.2781	1042.45	775.712	986.713	1416.59	773.215	563.717	1391.85	778.088	548.107	1271.87	767.73	507.57	1399.4	825.787	479.667	1357.63	710.677	110.142	1414.35	732.425	122.655	1330.05	863.065	65.3604	1329.11	830.938	51.4059	1442.26	872.624	69.9635	1371.64	783.202	992.385	1038.02	776.122	566.14	1054.91	768.667	551.994	1174.71	773.163	511.535	1047.65	827.039	482.305	1089.52	707.331	114.08	1037.75	734.658	125.071	1120.52	865.098	63.6584	1123.91	834.97	50.2928	1013.87	869.354	68.0836	1074.82
0.007	850.951	1074.15	1373.14	861.249	1078.51	1088.16	680.43	1135.22	1276.66	681.876	1137.68	1174.69	788.927	1159.84	1409.65	787.177	1169.99	1050.35	750.527	797.879	1412.41	769.963	689.459	1408.42	695.419	791.644	1370.39	708.236	682.665	1368.29	715.211	293.376	1420.14	712.863	208.574	1413.98	674.392	293.583	1385.41	675.601	212.894	1379	651.685	90.3992	1370.45	641.401	43.6224	1370.15	666.917	65.3075	1409.63	767.357	803.83	1031.55	787.563	695.055	1034.98	708.626	796.284	1065.39	721.821	686.62	1064.84	716.612	289.669	1030.41	718.604	209.237	1035.91	675.127	291.654	1064.68	676.14	210.818	1070.92	650.063	87.4812	1080.32	643.217	41.285	1078.21	664.904	61.2901	1042.45	775.745	986.71	1416.62	773.209	563.709	1391.88	778.091	548.096	1271.88	767.743	507.569	1399.41	825.788	479.656	1357.65	710.683	110.124	1414.36	732.426	122.656	1330.05	863.066	65.3739	1329.11	830.949	51.4151	1442.25	872.621	69.9717	1371.64	783.219	992.384	1038.05	776.186	566.141	1054.92	768.734	551.992	1174.73	773.227	511.538	1047.67	827.079	482.304	1089.53	707.333	114.094	1037.76	734.675	125.084	1120.52	865.085	63.6623	1123.9	834.973	50.2934	1013.88	869.352	68.0883	1074.82
0.013	850.978	1074.15	1373.17	861.273	1078.52	1088.19	680.456	1135.19	1276.67	681.893	1137.67	1174.73	788.952	1159.83	1409.7	787.194	1169.98	1050.39	750.547	797.884	1412.44	769.99	689.454	1408.45	695.445	791.644	1370.42	708.237	682.672	1368.32	715.215	293.378	1420.14	712.867	208.573	1413.99	674.397	293.578	1385.43	675.608	212.895	1379.01	651.685	90.3951	1370.46	641.385	43.6346	1370.15	666.92	65.2995	1409.64	767.382	803.825	1031.57	787.604	695.047	1035.01	708.661	796.279	1065.41	721.858	686.605	1064.86	716.63	289.674	1030.42	718.617	209.242	1035.91	675.154	291.659	1064.69	676.157	210.825	1070.93	650.067	87.4802	1080.32	643.211	41.2903	1078.21	664.901	61.301	1042.45	775.779	986.705	1416.65	773.266	563.795	1392.13	778.1	548.099	1271.9	767.736	507.565	1399.44	825.798	479.656	1357.67	710.654	109.969	1413.89	732.422	122.656	1330.04	863.066	65.3642	1329.12	830.944	51.406	1442.26	872.615	69.9613	1371.64	783.25	992.388	1038.09	776.223	566.131	1054.94	768.768	552.002	1174.76	773.29	511.523	1047.7	827.127	482.312	1089.55	707.336	114.1	1037.76	734.669	125.08	1120.53	865.086	63.6492	1123.9	834.977	50.2917	1013.88	869.35	68.0826	1074.82
0.02	851.002	1074.14	1373.19	861.29	1078.52	1088.21	680.47	1135.19	1276.72	681.911	1137.66	1174.76	788.974	1159.83	1409.74	787.197	1169.99	1050.44	750.565	797.881	1412.47	770	689.458	1408.47	695.462	791.647	1370.45	708.248	682.68	1368.35	715.215	293.378	1420.16	712.863	208.566	1413.99	674.397	293.58	1385.43	675.601	212.895	1379.02	651.684	90.3952	1370.45	641.384	43.6202	1370.15	666.908	65.3002	1409.63	767.412	803.826	1031.59	787.635	695.045	1035.05	708.687	796.279	1065.44	721.882	686.599	1064.9	716.649	289.682	1030.43	718.628	209.241	1035.93	675.173	291.667	1064.7	676.17	210.821	1070.93	650.069	87.4761	1080.33	643.219	41.2876	1078.21	664.906	61.2987	1042.45	775.801	986.694	1416.68	773.265	563.79	1392.15	778.099	548.1	1271.92	767.742	507.561	1399.45	825.806	479.646	1357.68	710.65	109.972	1413.9	732.413	122.661	1330.05	863.06	65.3661	1329.11	830.947	51.3999	1442.26	872.616	69.9649	1371.64	783.265	992.382	1038.11	776.265	566.131	1054.96	768.82	551.973	1174.77	773.327	511.526	1047.7	827.15	482.293	1089.57	707.344	114.11	1037.76	734.673	125.075	1120.53	865.095	63.6501	1123.9	834.977	50.2908	1013.88	869.355	68.0821	1074.82
0.027	851.022	1074.15	1373.23	861.31	1078.52	1088.25	680.491	1135.2	1276.77	681.929	1137.65	1174.8	789	1159.82	1409.77	787.202	1169.98	1050.48	750.589	797.885	1412.51	770.016	689.462	1408.49	695.484	791.651	1370.47	708.254	682.675	1368.38	715.222	293.362	1420.17	712.868	208.562	1414.01	674.393	293.584	1385.45	675.607	212.891	1379.03	651.681	90.3849	1370.45	641.385	43.6179	1370.15	666.913	65.2983	1409.64	767.424	803.819	1031.62	787.665	695.043	1035.08	708.709	796.266	1065.46	721.902	686.587	1064.93	716.664	289.67	1030.45	718.641	209.238	1035.93	675.185	291.669	1064.71	676.179	210.83	1070.94	650.071	87.4776	1080.33	643.216	41.2814	1078.22	664.905	61.3042	1042.45	775.828	986.698	1416.72	773.239	563.71	1391.93	778.094	548.111	1271.94	767.759	507.559	1399.47	825.821	479.645	1357.69	710.673	110.129	1414.36	732.435	122.649	1330.06	863.054	65.3696	1329.12	830.946	51.4029	1442.25	872.614	69.9609	1371.64	783.281	992.38	1038.14	776.284	566.201	1054.81	768.843	551.976	1174.8	773.362	511.522	1047.73	827.183	482.29	1089.6	707.35	114.101	1037.77	734.673	125.074	1120.54	865.096	63.6536	1123.91	834.977	50.2956	1013.88	869.358	68.0825	1074.82
0.033	851.046	1074.15	1373.26	861.323	1078.51	1088.29	680.512	1135.19	1276.8	681.945	1137.64	1174.83	789.031	1159.81	1409.81	787.199	1169.96	1050.52	750.606	797.884	1412.53	770.041	689.457	1408.51	695.485	791.65	1370.51	708.262	682.677	1368.4	715.218	293.367	1420.17	712.866	208.56	1414.01	674.404	293.578	1385.45	675.609	212.891	1379.02	651.668	90.3863	1370.46	641.386	43.6088	1370.15	666.914	65.2951	1409.64	767.427	803.816	1031.64	787.689	695.039	1035.11	708.73	796.263	1065.5	721.928	686.581	1064.96	716.68	289.676	1030.45	718.651	209.236	1035.94	675.195	291.667	1064.72	676.183	210.831	1070.95	650.074	87.4792	1080.33	643.223	41.2928	1078.21	664.904	61.2941	1042.46	775.842	986.699	1416.76	773.288	563.784	1392.19	778.117	548.103	1271.96	767.762	507.554	1399.48	825.833	479.64	1357.71	710.642	109.964	1413.91	732.434	122.649	1330.06	863.059	65.3629	1329.12	830.941	51.4011	1442.26	872.615	69.9674	1371.64	783.309	992.368	1038.17	776.311	566.194	1054.84	768.861	551.969	1174.82	773.395	511.505	1047.76	827.201	482.279	1089.62	707.351	114.095	1037.77	734.672	125.075	1120.55	865.095	63.6509	1123.92	834.974	50.2903	1013.89	869.356	68.083	1074.82
0.04	851.054	1074.14	1373.29	861.345	1078.51	1088.32	680.536	1135.17	1276.85	681.968	1137.63	1174.87	789.048	1159.82	1409.86	787.203	1169.95	1050.55	750.622	797.886	1412.56	770.056	689.456	1408.53	695.504	791.646	1370.55	708.285	682.681	1368.44	715.228	293.359	1420.19	712.87	208.555	1414.01	674.407	293.569	1385.46	675.6	212.89	1379.03	651.669	90.3842	1370.45	641.383	43.6143	1370.16	666.904	65.2938	1409.64	767.443	803.806	1031.67	787.699	695.029	1035.15	708.738	796.264	1065.52	721.942	686.576	1064.98	716.681	289.679	1030.46	718.657	209.233	1035.96	675.206	291.668	1064.73	676.188	210.831	1070.95	650.073	87.4756	1080.33	643.213	41.2731	1078.23	664.896	61.2948	1042.46	775.871	986.686	1416.79	773.264	563.711	1391.97	778.108	548.111	1271.97	767.778	507.554	1399.5	825.836	479.635	1357.72	710.641	109.971	1413.91	732.431	122.649	1330.05	863.055	65.368	1329.12	830.939	51.4022	1442.26	872.612	69.9646	1371.63	783.321	992.359	1038.2	776.34	566.194	1054.87	768.872	551.95	1174.84	773.405	511.509	1047.78	827.214	482.269	1089.65	707.352	114.093	1037.78	734.672	125.072	1120.55	865.101	63.6474	1123.9	834.981	50.2923	1013.9	869.353	68.081	1074.82
0.047	851.068	1074.15	1373.32	861.365	1078.51	1088.34	680.545	1135.18	1276.88	681.981	1137.62	1174.9	789.068	1159.82	1409.88	787.215	1169.93	1050.59	750.648	797.871	1412.58	770.073	689.454	1408.55	695.516	791.639	1370.58	708.3	682.67	1368.46	715.243	293.36	1420.19	712.866	208.552	1414.01	674.41	293.577	1385.47	675.613	212.893	1379.04	651.667	90.3801	1370.46	641.377	43.6171	1370.15	666.91	65.2973	1409.64	767.455	803.803	1031.69	787.702	695.029	1035.17	708.758	796.26	1065.54	721.945	686.571	1065.01	716.69	289.676	1030.47	718.657	209.23	1035.96	675.206	291.668	1064.75	676.196	210.823	1070.97	650.072	87.4723	1080.33	643.22	41.2674	1078.22	664.898	61.2896	1042.45	775.887	986.686	1416.81	773.315	563.774	1392.22	778.163	548.095	1272	767.793	507.557	1399.52	825.868	479.639	1357.74	710.64	109.963	1413.91	732.424	122.642	1330.05	863.051	65.3613	1329.11	830.937	51.4046	1442.26	872.613	69.9661	1371.63	783.348	992.355	1038.25	776.336	566.187	1054.89	768.855	551.95	1174.86	773.415	511.509	1047.79	827.213	482.271	1089.67	707.346	114.091	1037.77	734.665	125.076	1120.55	865.099	63.6467	1123.9	834.976	50.2901	1013.9	869.357	68.0897	1074.82
0.053	851.083	1074.15	1373.35	861.378	1078.5	1088.38	680.568	1135.15	1276.91	681.997	1137.62	1174.93	789.091	1159.83	1409.93	787.211	1169.92	1050.62	750.666	797.87	1412.61	770.11	689.448	1408.58	695.539	791.622	1370.6	708.338	682.667	1368.48	715.248	293.349	1420.2	712.879	208.548	1414.02	674.429	293.579	1385.48	675.616	212.895	1379.04	651.667	90.3848	1370.46	641.388	43.6069	1370.16	666.908	65.2827	1409.64	767.464	803.808	1031.72	787.712	695.016	1035.19	708.77	796.264	1065.56	721.955	686.572	1065.03	716.695	289.677	1030.49	718.656	209.23	1035.97	675.207	291.648	1064.77	676.194	210.817	1070.97	650.071	87.4698	1080.34	643.22	41.2698	1078.22	664.893	61.2927	1042.46	775.905	986.678	1416.85	773.347	563.772	1392.23	778.173	548.1	1272.01	767.81	507.549	1399.53	825.873	479.629	1357.75	710.636	109.958	1413.91	732.428	122.646	1330.06	863.05	65.36	1329.11	830.926	51.3944	1442.26	872.613	69.9898	1371.63	783.345	992.348	1038.29	776.345	566.18	1054.91	768.861	551.934	1174.89	773.435	511.497	1047.82	827.228	482.264	1089.7	707.343	114.09	1037.78	734.677	125.066	1120.56	865.09	63.6544	1123.91	834.974	50.2959	1013.89	869.357	68.0918	1074.82
0.06	851.09	1074.15	1373.39	861.398	1078.5	1088.42	680.574	1135.15	1276.95	682.016	1137.61	1174.95	789.105	1159.83	1409.96	787.219	1169.91	1050.65	750.693	797.863	1412.63	770.134	689.444	1408.6	695.554	791.619	1370.63	708.356	682.654	1368.52	715.258	293.35	1420.21	712.883	208.545	1414.02	674.429	293.584	1385.49	675.623	212.895	1379.04	651.678	90.3879	1370.46	641.385	43.6096	1370.16	666.909	65.2828	1409.64	767.471	803.8	1031.75	787.71	695.012	1035.22	708.767	796.267	1065.59	721.947	686.571	1065.04	716.69	289.668	1030.49	718.655	209.221	1035.99	675.2	291.648	1064.79	676.189	210.812	1070.99	650.062	87.4666	1080.34	643.215	41.2666	1078.22	664.9	61.2813	1042.45	775.916	986.677	1416.89	773.37	563.77	1392.26	778.304	548.206	1271.88	767.837	507.54	1399.54	825.902	479.627	1357.76	710.645	109.958	1413.91	732.426	122.648	1330.06	863.053	65.3554	1329.11	830.934	51.3922	1442.25	872.614	69.9616	1371.64	783.383	992.343	1038.31	776.337	566.174	1054.93	768.858	551.901	1174.92	773.425	511.498	1047.83	827.22	482.254	1089.73	707.344	114.09	1037.79	734.667	125.064	1120.56	865.089	63.6485	1123.91	834.97	50.2976	1013.89	869.348	68.0883	1074.83
