Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Thigh.Top.LateralX	R.Thigh.Top.LateralY	R.Thigh.Top.LateralZ	R.Thigh.Bottom.LateralX	R.Thigh.Bottom.LateralY	R.Thigh.Bottom.LateralZ	R.Thigh.Top.MedialX	R.Thigh.Top.MedialY	R.Thigh.Top.MedialZ	R.Thigh.Bottom.MedialX	R.Thigh.Bottom.MedialY	R.Thigh.Bottom.MedialZ	R.Shank.Top.LateralX	R.Shank.Top.LateralY	R.Shank.Top.LateralZ	R.Shank.Bottom.LateralX	R.Shank.Bottom.LateralY	R.Shank.Bottom.LateralZ	R.Shank.Top.MedialX	R.Shank.Top.MedialY	R.Shank.Top.MedialZ	R.Shank.Bottom.MedialX	R.Shank.Bottom.MedialY	R.Shank.Bottom.MedialZ	R.Heel.TopX	R.Heel.TopY	R.Heel.TopZ	R.Heel.BottomX	R.Heel.BottomY	R.Heel.BottomZ	R.Heel.LateralX	R.Heel.LateralY	R.Heel.LateralZ	L.Thigh.Top.LateralX	L.Thigh.Top.LateralY	L.Thigh.Top.LateralZ	L.Thigh.Bottom.LateralX	L.Thigh.Bottom.LateralY	L.Thigh.Bottom.LateralZ	L.Thigh.Top.MedialX	L.Thigh.Top.MedialY	L.Thigh.Top.MedialZ	L.Thigh.Bottom.MedialX	L.Thigh.Bottom.MedialY	L.Thigh.Bottom.MedialZ	L.Shank.Top.LateralX	L.Shank.Top.LateralY	L.Shank.Top.LateralZ	L.Shank.Bottom.LateralX	L.Shank.Bottom.LateralY	L.Shank.Bottom.LateralZ	L.Shank.Top.MedialX	L.Shank.Top.MedialY	L.Shank.Top.MedialZ	L.Shank.Bottom.MedialX	L.Shank.Bottom.MedialY	L.Shank.Bottom.MedialZ	L.Heel.TopX	L.Heel.TopY	L.Heel.TopZ	L.Heel.BottomX	L.Heel.BottomY	L.Heel.BottomZ	L.Heel.LateralX	L.Heel.LateralY	L.Heel.LateralZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.Knee.MedialX	R.Knee.MedialY	R.Knee.MedialZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.Ankle.MedialX	R.Ankle.MedialY	R.Ankle.MedialZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	R.MT2X	R.MT2Y	R.MT2Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.Knee.MedialX	L.Knee.MedialY	L.Knee.MedialZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.Ankle.MedialX	L.Ankle.MedialY	L.Ankle.MedialZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z	L.MT2X	L.MT2Y	L.MT2Z
0	850.27	1084.28	1348.01	843.522	1083.34	1089.66	690.253	1106.57	1269.83	682.933	1101.88	1180.01	783.567	1136.7	1369.22	781.731	1131.49	1068.76	783.412	776.979	1419.81	764.837	668.126	1412.37	719.992	789.349	1394.9	698.097	682.121	1384.51	693.501	286.727	1430.81	692.871	202.899	1417.59	650.218	289.312	1399.13	653.072	209.465	1385.2	643.624	89.8013	1369.48	636.265	40.2442	1370.19	659.974	59.7613	1408.88	718.506	813.921	1041.8	708.703	704.028	1045.12	678.988	820.22	1099.81	662.576	711.389	1102.01	674.426	281.402	1027.71	689.365	202.706	1034.8	632.564	276.742	1060.56	646.686	196.952	1068.45	644.912	87.5693	1082.94	637.402	39.6482	1080.1	665.462	61.3326	1038.88	797.234	984.91	1392.88	733.092	559.923	1404.78	733.082	541.875	1287.97	724.404	502.733	1414.14	778.726	469.926	1364.91	702.702	107.691	1411.59	721.657	131.009	1328.8	857.147	61.1684	1328.69	832.755	54.6472	1433.01	858.099	74.0285	1369.92	777.911	984.701	1046.59	705.351	560.719	1055.95	714.682	537.454	1173.08	696.234	502.364	1045.78	755.321	468.33	1095.84	696.337	113.409	1034.69	718.789	124.893	1117.47	854.386	56.048	1119.53	828.488	50.4799	1010.91	858.131	71.5987	1080.14
0.007	850.274	1084.28	1348.01	843.508	1083.35	1089.66	690.24	1106.57	1269.85	682.904	1101.88	1180.03	783.568	1136.71	1369.22	781.716	1131.49	1068.77	783.424	776.983	1419.81	764.862	668.116	1412.35	719.995	789.344	1394.9	698.106	682.118	1384.5	693.505	286.728	1430.8	693.613	202.843	1417.23	650.231	289.308	1399.13	653.076	209.468	1385.21	643.617	89.7969	1369.47	636.26	40.2418	1370.18	659.98	59.7588	1408.89	718.507	813.92	1041.82	708.72	704.024	1045.11	678.997	820.218	1099.82	662.585	711.389	1102.03	674.432	281.405	1027.7	689.365	202.713	1034.79	632.561	276.739	1060.56	646.692	196.96	1068.45	644.918	87.5699	1082.93	637.404	39.6427	1080.09	665.463	61.3283	1038.88	797.237	984.911	1392.88	733.099	559.927	1404.78	733.107	541.874	1287.97	724.428	502.735	1414.14	778.736	469.926	1364.91	702.704	107.691	1411.59	721.661	131.011	1328.79	857.159	61.1614	1328.69	832.755	54.6319	1433	858.106	74.0302	1369.92	777.909	984.702	1046.59	705.363	560.742	1055.94	714.697	537.454	1173.07	696.246	502.375	1045.77	755.333	468.341	1095.85	696.337	113.405	1034.69	718.803	124.899	1117.48	854.388	56.0359	1119.53	828.483	50.475	1010.9	858.135	71.5923	1080.13
0.013	850.263	1084.29	1348.01	843.495	1083.36	1089.66	690.224	1106.56	1269.85	682.892	1101.87	1180.03	783.564	1136.7	1369.23	781.713	1131.51	1068.78	783.431	776.978	1419.81	764.873	668.125	1412.36	720.011	789.342	1394.91	698.123	682.111	1384.51	693.514	286.733	1430.8	693.613	202.852	1417.24	650.242	289.311	1399.13	653.08	209.466	1385.21	643.629	89.8027	1369.48	636.26	40.2412	1370.18	659.982	59.7597	1408.89	718.52	813.921	1041.81	708.73	704.031	1045.11	679.019	820.211	1099.82	662.606	711.393	1102.03	674.435	281.401	1027.7	689.376	202.713	1034.8	632.571	276.743	1060.56	646.693	196.952	1068.45	644.918	87.5705	1082.93	637.404	39.6455	1080.09	665.461	61.3263	1038.88	797.239	984.92	1392.89	733.122	559.917	1404.78	733.12	541.879	1287.96	724.439	502.729	1414.14	778.748	469.923	1364.91	702.711	107.697	1411.58	721.663	131	1328.79	857.16	61.1651	1328.69	832.752	54.6456	1433.01	858.091	74.0332	1369.93	777.893	984.709	1046.59	705.368	560.735	1055.93	714.721	537.448	1173.07	696.26	502.37	1045.76	755.352	468.34	1095.84	696.32	113.404	1034.68	718.794	124.904	1117.48	854.392	56.0424	1119.54	828.481	50.4749	1010.9	858.144	71.5963	1080.13
0.02	850.261	1084.29	1348	843.477	1083.37	1089.66	690.22	1106.55	1269.87	682.873	1101.86	1180.03	783.557	1136.7	1369.24	781.698	1131.51	1068.78	783.444	776.978	1419.82	764.884	668.121	1412.36	720.017	789.34	1394.9	698.135	682.108	1384.5	693.52	286.734	1430.81	693.618	202.852	1417.23	650.256	289.309	1399.13	653.085	209.474	1385.21	643.627	89.7941	1369.48	636.261	40.243	1370.19	659.984	59.7558	1408.88	718.52	813.92	1041.81	708.739	704.029	1045.1	679.024	820.205	1099.83	662.624	711.386	1102.04	674.44	281.411	1027.7	689.369	202.708	1034.79	632.573	276.745	1060.56	646.7	196.958	1068.45	644.92	87.5714	1082.93	637.409	39.6381	1080.09	665.462	61.3244	1038.88	797.243	984.914	1392.89	733.138	559.924	1404.78	733.131	541.876	1287.96	724.456	502.737	1414.14	778.76	469.924	1364.9	702.711	107.696	1411.58	721.664	131.006	1328.8	857.152	61.1708	1328.69	832.755	54.6634	1433.02	858.108	74.0286	1369.92	777.886	984.715	1046.59	705.393	560.727	1055.92	714.737	537.45	1173.07	696.263	502.373	1045.76	755.346	468.327	1095.82	696.344	113.398	1034.69	718.795	124.897	1117.47	854.388	56.0452	1119.54	828.49	50.481	1010.9	858.143	71.6018	1080.13
0.027	850.259	1084.29	1348	843.463	1083.37	1089.67	690.205	1106.54	1269.88	682.853	1101.86	1180.05	783.56	1136.7	1369.23	781.679	1131.53	1068.8	783.457	776.971	1419.82	764.897	668.121	1412.37	720.033	789.345	1394.92	698.148	682.11	1384.5	693.532	286.732	1430.81	693.625	202.848	1417.23	650.259	289.307	1399.13	653.088	209.466	1385.21	643.62	89.7945	1369.47	636.256	40.2392	1370.19	659.982	59.7548	1408.88	718.528	813.914	1041.81	708.748	704.038	1045.09	679.026	820.204	1099.83	662.633	711.378	1102.04	674.441	281.402	1027.7	689.377	202.717	1034.8	632.575	276.754	1060.57	646.698	196.955	1068.45	644.916	87.575	1082.92	637.41	39.6419	1080.09	665.46	61.3301	1038.88	797.248	984.916	1392.89	733.152	559.918	1404.78	733.139	541.875	1287.97	724.468	502.73	1414.14	778.756	469.916	1364.91	702.713	107.689	1411.58	721.655	131.002	1328.79	857.168	61.1724	1328.69	832.76	54.6541	1433.01	858.1	74.0269	1369.92	777.878	984.719	1046.59	705.396	560.729	1055.93	714.747	537.446	1173.09	696.273	502.37	1045.76	755.359	468.326	1095.82	696.331	113.394	1034.69	718.8	124.898	1117.47	854.39	56.0456	1119.54	828.49	50.4787	1010.89	858.134	71.6022	1080.14
0.033	850.261	1084.29	1348	843.439	1083.37	1089.67	690.192	1106.53	1269.88	682.835	1101.85	1180.06	783.561	1136.69	1369.25	781.663	1131.53	1068.81	783.473	776.97	1419.82	764.912	668.111	1412.37	720.044	789.333	1394.92	698.157	682.108	1384.51	693.535	286.722	1430.81	693.626	202.844	1417.24	650.263	289.317	1399.12	653.092	209.468	1385.2	643.628	89.7936	1369.47	636.263	40.2448	1370.2	659.986	59.7503	1408.88	718.523	813.918	1041.82	708.743	704.034	1045.1	679.035	820.196	1099.83	662.637	711.376	1102.04	674.439	281.402	1027.7	689.368	202.714	1034.79	632.581	276.746	1060.57	646.691	196.959	1068.45	644.649	87.7084	1082.71	637.403	39.6395	1080.09	665.463	61.3302	1038.88	797.245	984.912	1392.89	733.162	559.91	1404.78	733.162	541.866	1287.97	724.47	502.733	1414.15	778.772	469.912	1364.9	702.709	107.689	1411.59	721.654	130.996	1328.79	857.157	61.1725	1328.7	832.761	54.6503	1433.01	858.11	74.0268	1369.92	777.855	984.717	1046.59	705.398	560.737	1055.95	714.748	537.451	1173.07	696.128	502.394	1045.87	755.361	468.311	1095.83	696.345	113.395	1034.69	718.8	124.892	1117.46	854.396	56.0467	1119.53	828.492	50.4792	1010.9	858.138	71.6013	1080.14
0.04	850.261	1084.29	1348	843.427	1083.38	1089.68	690.181	1106.53	1269.9	682.823	1101.84	1180.07	783.56	1136.68	1369.24	781.663	1131.53	1068.82	783.487	776.962	1419.82	764.931	668.11	1412.36	720.055	789.333	1394.93	698.173	682.107	1384.51	693.547	286.734	1430.81	693.626	202.853	1417.23	650.272	289.315	1399.13	653.087	209.476	1385.21	643.629	89.7932	1369.47	636.256	40.2428	1370.19	659.98	59.7567	1408.88	718.52	813.914	1041.81	708.744	704.031	1045.1	679.033	820.201	1099.84	662.636	711.37	1102.04	674.433	281.408	1027.69	689.366	202.71	1034.79	632.581	276.747	1060.57	646.693	196.963	1068.45	644.914	87.5635	1082.92	637.4	39.6377	1080.1	665.461	61.3316	1038.89	797.255	984.91	1392.88	733.165	559.904	1404.79	733.158	541.872	1287.97	724.493	502.732	1414.15	778.773	469.915	1364.91	702.704	107.687	1411.59	721.645	131.003	1328.79	857.156	61.1744	1328.69	832.76	54.6443	1433	858.099	74.0252	1369.92	777.841	984.725	1046.6	705.414	560.729	1055.94	714.763	537.449	1173.08	696.119	502.4	1045.87	755.37	468.316	1095.84	696.333	113.412	1034.68	718.798	124.894	1117.47	854.39	56.0455	1119.53	828.487	50.4755	1010.9	858.141	71.6016	1080.13
0.047	850.265	1084.28	1348	843.426	1083.38	1089.68	690.175	1106.52	1269.91	682.809	1101.85	1180.09	783.55	1136.68	1369.25	781.663	1131.54	1068.83	783.495	776.958	1419.83	764.94	668.107	1412.37	720.067	789.338	1394.94	698.185	682.101	1384.52	693.552	286.731	1430.82	693.633	202.852	1417.23	650.28	289.313	1399.14	653.097	209.48	1385.21	643.621	89.7923	1369.47	636.259	40.2368	1370.19	659.989	59.7497	1408.88	718.511	813.928	1041.82	708.744	704.028	1045.1	679.025	820.199	1099.85	662.644	711.372	1102.04	674.441	281.398	1027.7	689.358	202.707	1034.79	632.586	276.744	1060.58	646.69	196.969	1068.45	644.919	87.5589	1082.93	637.409	39.6318	1080.09	665.465	61.3202	1038.89	797.262	984.909	1392.9	733.187	559.904	1404.79	733.177	541.866	1287.97	724.492	502.724	1414.16	778.791	469.917	1364.91	702.704	107.683	1411.59	721.652	131.009	1328.79	857.161	61.1724	1328.7	832.758	54.6524	1433.01	858.101	74.0239	1369.92	777.828	984.729	1046.6	705.402	560.732	1055.94	714.766	537.451	1173.08	696.126	502.39	1045.88	755.361	468.328	1095.83	696.333	113.397	1034.68	718.8	124.897	1117.47	854.397	56.0474	1119.53	828.49	50.4714	1010.9	858.132	71.6008	1080.14
0.053	850.257	1084.27	1348	843.412	1083.39	1089.69	690.172	1106.52	1269.92	682.797	1101.84	1180.1	783.555	1136.65	1369.27	781.657	1131.56	1068.84	783.511	776.962	1419.83	764.956	668.113	1412.39	720.07	789.325	1394.94	698.193	682.098	1384.53	693.555	286.731	1430.82	693.633	202.846	1417.25	650.281	289.31	1399.15	653.099	209.473	1385.22	643.621	89.7912	1369.47	636.258	40.2352	1370.19	659.983	59.7504	1408.89	718.492	813.929	1041.83	708.727	704.032	1045.11	679.011	820.196	1099.85	662.634	711.368	1102.05	674.43	281.405	1027.7	689.359	202.713	1034.79	632.582	276.743	1060.59	646.693	196.958	1068.45	644.917	87.5675	1082.93	637.401	39.6413	1080.09	665.455	61.3281	1038.88	797.266	984.905	1392.9	733.187	559.917	1404.8	733.174	541.868	1287.98	724.497	502.731	1414.17	778.796	469.908	1364.91	702.711	107.677	1411.58	721.653	131.016	1328.78	857.163	61.1724	1328.69	832.769	54.6449	1433	858.103	74.0279	1369.92	777.812	984.734	1046.6	705.4	560.721	1055.96	714.77	537.447	1173.08	696.123	502.388	1045.87	755.364	468.325	1095.85	696.329	113.392	1034.68	718.794	124.895	1117.47	854.392	56.0391	1119.53	828.497	50.481	1010.9	858.137	71.5944	1080.15
0.06	850.262	1084.28	1348.01	843.417	1083.39	1089.69	690.168	1106.52	1269.94	682.787	1101.85	1180.1	783.56	1136.64	1369.27	781.656	1131.57	1068.84	783.519	776.958	1419.84	764.957	668.098	1412.38	720.082	789.325	1394.94	698.201	682.101	1384.53	693.553	286.728	1430.82	693.637	202.849	1417.25	650.287	289.311	1399.14	653.097	209.473	1385.23	643.615	89.7977	1369.48	636.262	40.24	1370.19	659.988	59.7427	1408.89	718.48	813.924	1041.83	708.724	704.024	1045.12	679.003	820.203	1099.86	662.621	711.371	1102.06	674.425	281.403	1027.7	689.362	202.712	1034.79	632.577	276.741	1060.58	646.686	196.956	1068.47	644.92	87.5674	1082.91	637.403	39.6346	1080.09	665.463	61.3286	1038.88	797.28	984.907	1392.9	733.192	559.901	1404.8	733.166	541.871	1287.98	724.512	502.717	1414.17	778.792	469.904	1364.92	702.702	107.681	1411.58	721.669	131.004	1328.79	857.161	61.1676	1328.69	832.76	54.6555	1433.01	858.103	74.0289	1369.92	777.797	984.733	1046.61	705.403	560.733	1055.95	714.771	537.447	1173.09	696.123	502.401	1045.88	755.366	468.347	1095.85	696.327	113.401	1034.69	718.794	124.902	1117.46	854.39	56.0493	1119.54	828.482	50.4775	1010.89	858.141	71.5877	1080.14
