Time	Fx	Fy	Fz	COPx	COPy	COPz	Ty
1	-0	-0	-0	2149	0	976.7	-0
2	-0	-0	-0	2149	0	976.7	-0
3	-0	-0	-0	2149	0	976.7	-0
4	-0	-0	-0	2149	0	976.7	-0
5	-0	-0	-0	2149	0	976.7	-0
6	-0	-0	-0	2149	0	976.7	-0
7	-0	-0	-0	2149	0	976.7	-0
8	-0	-0	-0	2149	0	976.7	-0
9	-0	-0	-0	2149	0	976.7	-0
10	-0	-0	-0	2149	0	976.7	-0
11	-13.12	15.56	-0.08	2177.53	0	1044.9	-1907.5
12	11.75	-17.85	-4.12	2155.37	0	884.6	4624.78
13	-0	-0	-0	2149	0	976.7	-0
14	-0	-0	-0	2149	0	976.7	-0
15	-0	-0	-0	2149	0	976.7	-0
16	1.83	19.23	-7.02	2450.43	0	825.45	2568.56
17	-0	-0	-0	2149	0	976.7	-0
18	-0	-0	-0	2149	0	976.7	-0
19	-0	-0	-0	2149	0	976.7	-0
20	-0	-0	-0	2149	0	976.7	-0
21	17.85	15.11	7.48	2284.91	0	1170.42	1230.41
22	-10.53	-24.72	-10.07	2534.4	0	854.01	-6063.11
23	27.39	23.8	1.91	2399.59	0	898.36	-1460.98
24	-0	-0	-0	2149	0	976.7	-0
25	-0	-0	-0	2149	0	976.7	-0
26	-0	-0	-0	2149	0	976.7	-0
27	-0	-0	-0	2149	0	976.7	-0
28	-0	-0	-0	2149	0	976.7	-0
29	-0	-0	-0	2149	0	976.7	-0
30	-0	-0	-0	2149	0	976.7	-0
31	-0	-0	-0	2149	0	976.7	-0
32	-0	-0	-0	2149	0	976.7	-0
33	-0	-0	-0	2149	0	976.7	-0
34	-0	-0	-0	2149	0	976.7	-0
35	-0	-0	-0	2149	0	976.7	-0
36	-0	-0	-0	2149	0	976.7	-0
37	1.98	15.41	-12.28	2811.33	0	786.1	-3852.62
38	-0	-0	-0	2149	0	976.7	-0
39	-0	-0	-0	2149	0	976.7	-0
40	-0	-0	-0	2149	0	976.7	-0
41	-0	-0	-0	2149	0	976.7	-0
42	-0	-0	-0	2149	0	976.7	-0
43	-0	-0	-0	2149	0	976.7	-0
44	-0	-0	-0	2149	0	976.7	-0
45	-0	-0	-0	2149	0	976.7	-0
46	-0	-0	-0	2149	0	976.7	-0
47	-0	-0	-0	2149	0	976.7	-0
48	-4.35	59.36	-1.22	2662.81	0	940.98	4851.81
49	-34.03	164.79	-7.1	2371.83	0	960.83	11785.7
50	-41.05	350.49	-23.42	2336.32	0	941.77	-13997
51	-117.8	399.78	60.27	2366.11	0	982.62	-40676.2
52	-250.4	625.46	94.15	2283.44	0	967.29	33261.2
53	-204.85	675.66	134.58	2356.47	0	969.92	28428.7
54	-102.69	984.5	165.79	2292.94	0	986.65	21679.4
55	-99.41	968.32	123.6	2269.71	0	980.22	41409.5
56	-0.15	1201.78	83.92	2304.86	0	1000.59	-12849.1
57	-207.29	1321.26	-59.28	2227.08	0	992.44	11156
58	-265.96	1391.45	-134.96	2250.63	0	999.82	25986.2
59	-232.09	1427.31	-89.72	2238.48	0	1010.87	-32750.4
60	-234.22	1505.89	-167.77	2226.87	0	1002.57	-11969.8
61	-239.56	1517.79	-198.21	2212.47	0	1005.06	7948.82
62	-169.07	1614.84	-159.61	2215.85	0	1004.19	-10563.1
63	-193.94	1520.84	-120.7	2177.36	0	1009.9	-256.4
64	-184.48	1723.48	-131.45	2180.9	0	1004.76	-4566.84
65	-174.64	1629.33	-122.68	2173.56	0	1012.68	15067.6
66	-139.77	1716.31	-93.61	2139.03	0	1008.82	15743.4
67	-121.38	1758.12	-70.95	2153.15	0	1008.89	-11034.5
68	-108.34	1698.61	-85.91	2105.18	0	1001.72	19876.8
69	-31.36	1849.37	-51.88	2115.15	0	994.97	22033.9
70	-86.14	1680.15	-23.57	2080.42	0	998.93	6724.19
71	22.51	1752.01	5.11	2082.92	0	996.79	16774.1
72	-0.08	1674.5	18.23	2095.15	0	999.33	15205
73	-8.62	1610.57	6.41	2047.93	0	998.75	11616.6
74	105.51	1593.48	42.04	2062.33	0	999.08	18518.1
75	10.15	1506.35	-7.32	2031.19	0	994.16	17568.1
76	121.69	1524.51	-1.68	2021.61	0	994.97	2065.97
77	127.87	1435.55	-11.06	2010.8	0	992.51	22992.6
78	92.85	1406.25	-6.41	1975.16	0	996.27	9845.83
79	228.88	1377.26	-10.38	2004.07	0	994.67	11658.6
80	153.66	1248.47	-15.18	1949.45	0	997.05	11582.7
81	231.63	1250.76	-8.39	1960.62	0	1000.19	50.01
82	246.58	1111.91	-31.74	1945.84	0	999.47	14340.5
83	217.29	1080.47	-43.49	1913.05	0	993.94	15284.7
84	288.93	1000.06	-24.64	1926.63	0	996.19	3348.81
85	240.71	889.59	-24.41	1879.61	0	995.98	16991.2
86	283.89	829.77	-36.62	1895.54	0	991.45	14234
87	268.55	714.11	-15.18	1863.36	0	1002.67	44.62
88	249.94	651.55	-17.09	1862.9	0	992.26	13506.2
89	259.86	550.69	-15.41	1867	0	1002.47	1383.97
90	203.25	465.09	-31.97	1760.02	0	997.84	20920.3
91	232.54	420.84	-13.2	1905.29	0	989.39	2190.21
92	169.3	314.33	-25.02	1700.19	0	999.01	6232.2
93	180.59	280.3	-15.87	1811.3	0	990.06	13445.1
94	143.51	205.84	-18.31	1791.41	0	988.3	4190.61
95	104.45	145.87	-19.68	1581.92	0	994.75	2313.89
96	121.77	124.66	-14.04	1875.65	0	994.86	-9.06
97	45.32	87.28	-12.74	1595.25	0	1004.24	15737.7
98	70.04	70.95	-6.03	1864.24	0	1002.32	-1098.27
99	45.78	48.83	-3.59	1775.56	0	949	-4847.05
100	19.15	34.18	-0.61	1375.26	0	1034.77	1664.81
101	37.08	27.47	-17.01	2175.92	0	935.52	855.51
102	-0	-0	-0	2149	0	976.7	-0
103	-0	-0	-0	2149	0	976.7	-0
104	-0	-0	-0	2149	0	976.7	-0
105	-0	-0	-0	2149	0	976.7	-0
106	-0	-0	-0	2149	0	976.7	-0
107	-0	-0	-0	2149	0	976.7	-0
108	-0	-0	-0	2149	0	976.7	-0
109	-0	-0	-0	2149	0	976.7	-0
110	-0	-0	-0	2149	0	976.7	-0
111	-0	-0	-0	2149	0	976.7	-0
112	-0	-0	-0	2149	0	976.7	-0
113	20.6	15.41	10.45	2259.15	0	1112.69	-3290.99
114	-0	-0	-0	2149	0	976.7	-0
115	-0	-0	-0	2149	0	976.7	-0
116	-0	-0	-0	2149	0	976.7	-0
117	-5.65	-17.09	-8.01	2518.24	0	988.5	609.19
118	-0	-0	-0	2149	0	976.7	-0
119	-12.82	-19.07	-1.3	2334.28	0	874.72	338.87
120	10.22	19.53	-3.36	2169.35	0	875.65	5285.86
121	-4.2	-18.01	2.82	2533.85	0	758.89	-1516.34
122	-0	-0	-0	2149	0	976.7	-0
123	-0	-0	-0	2149	0	976.7	-0
124	-0	-0	-0	2149	0	976.7	-0
125	-0	-0	-0	2149	0	976.7	-0
126	-0	-0	-0	2149	0	976.7	-0
127	-0	-0	-0	2149	0	976.7	-0
128	-0	-0	-0	2149	0	976.7	-0
129	-0	-0	-0	2149	0	976.7	-0
130	-0	-0	-0	2149	0	976.7	-0
131	-0	-0	-0	2149	0	976.7	-0
132	-0	-0	-0	2149	0	976.7	-0
133	-0	-0	-0	2149	0	976.7	-0
134	-0	-0	-0	2149	0	976.7	-0
135	-0	-0	-0	2149	0	976.7	-0
136	-0	-0	-0	2149	0	976.7	-0
137	-0	-0	-0	2149	0	976.7	-0
138	-0	-0	-0	2149	0	976.7	-0
139	-0	-0	-0	2149	0	976.7	-0
140	-0	-0	-0	2149	0	976.7	-0
141	-0	-0	-0	2149	0	976.7	-0
142	-0	-0	-0	2149	0	976.7	-0
143	-0	-0	-0	2149	0	976.7	-0
144	-0	-0	-0	2149	0	976.7	-0
145	-0	-0	-0	2149	0	976.7	-0
146	-43.41	110.93	4.5	2333.64	0	1022.14	4098.01
147	-98.19	216.98	-2.52	2383.7	0	1053.85	-6455.45
148	122.15	349.58	-3.05	2480.26	0	1086.58	12892.7
149	-307.54	836.33	-96.44	2340.66	0	1024.48	26022.7
150	-550	610.05	-168.3	2404.66	0	1039.78	-8580.22
151	-69.66	1057.13	-123.29	2315.45	0	1036.15	-28628.7
152	-66.99	1215.36	-179.98	2346.58	0	1009.57	-95197.6
153	-168.3	1207.28	-64.24	2339.22	0	1014.47	13596
154	-61.72	1311.95	111.62	2284.54	0	1012.74	108821
155	-169.14	1296.69	64.01	2338.31	0	1011.65	-87787.3
156	-346.07	1272.58	84.3	2234.37	0	1004	1869.66
157	-254.9	1335.45	168.53	2306.56	0	1004.27	82957
158	-366.44	1330.26	114.29	2271.71	0	1017.88	-25380.2
159	-313.95	1343.69	106.2	2232	0	1008.45	58268.3
160	-257.03	1390.99	91.4	2290.98	0	1015.29	5872.98
161	-262.68	1444.09	6.03	2229.03	0	1014.04	-21040.6
162	-232.32	1584.17	37.16	2243.83	0	1004.95	42545.4
163	-320.13	1549.53	-10.99	2196.05	0	1010.65	-10185
164	-121.23	1717.99	-29.53	2205.97	0	1002.92	-5505.55
165	-209.73	1643.37	-18.77	2182.65	0	1012.45	47409.9
166	-190.05	1666.41	17.01	2163.4	0	1023.78	-16655.7
167	-104.68	1712.95	22.81	2181.63	0	1020.71	14636
168	-182.88	1616.52	-58.9	2115.27	0	1018.67	36736.5
