Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Thigh.Top.LateralX	R.Thigh.Top.LateralY	R.Thigh.Top.LateralZ	R.Thigh.Bottom.LateralX	R.Thigh.Bottom.LateralY	R.Thigh.Bottom.LateralZ	R.Thigh.Top.MedialX	R.Thigh.Top.MedialY	R.Thigh.Top.MedialZ	R.Thigh.Bottom.MedialX	R.Thigh.Bottom.MedialY	R.Thigh.Bottom.MedialZ	R.Shank.Top.LateralX	R.Shank.Top.LateralY	R.Shank.Top.LateralZ	R.Shank.Bottom.LateralX	R.Shank.Bottom.LateralY	R.Shank.Bottom.LateralZ	R.Shank.Top.MedialX	R.Shank.Top.MedialY	R.Shank.Top.MedialZ	R.Shank.Bottom.MedialX	R.Shank.Bottom.MedialY	R.Shank.Bottom.MedialZ	R.Heel.TopX	R.Heel.TopY	R.Heel.TopZ	R.Heel.BottomX	R.Heel.BottomY	R.Heel.BottomZ	R.Heel.LateralX	R.Heel.LateralY	R.Heel.LateralZ	L.Thigh.Top.LateralX	L.Thigh.Top.LateralY	L.Thigh.Top.LateralZ	L.Thigh.Bottom.LateralX	L.Thigh.Bottom.LateralY	L.Thigh.Bottom.LateralZ	L.Thigh.Top.MedialX	L.Thigh.Top.MedialY	L.Thigh.Top.MedialZ	L.Thigh.Bottom.MedialX	L.Thigh.Bottom.MedialY	L.Thigh.Bottom.MedialZ	L.Shank.Top.LateralX	L.Shank.Top.LateralY	L.Shank.Top.LateralZ	L.Shank.Bottom.LateralX	L.Shank.Bottom.LateralY	L.Shank.Bottom.LateralZ	L.Shank.Top.MedialX	L.Shank.Top.MedialY	L.Shank.Top.MedialZ	L.Shank.Bottom.MedialX	L.Shank.Bottom.MedialY	L.Shank.Bottom.MedialZ	L.Heel.TopX	L.Heel.TopY	L.Heel.TopZ	L.Heel.BottomX	L.Heel.BottomY	L.Heel.BottomZ	L.Heel.LateralX	L.Heel.LateralY	L.Heel.LateralZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z
0	2394.48	995.896	1139.8	2378.77	983.589	928.558	2212.22	1042.31	1098.13	2205.06	1037.46	990.115	2323.85	1079.39	1189.08	2317.49	1058.11	880.717	2426.38	740.911	1205.24	2510.78	671.381	1188.13	2388.41	707.015	1157.94	2471.69	639.04	1137.71	2354.77	442.06	1159.1	2298.4	385.207	1142.23	2325.76	478.419	1131.73	2269.37	424.158	1115.71	2176.08	378.973	1082.45	2133.88	356.873	1086.35	2167.68	350.122	1129.23	2237.73	744.347	868.624	2231.33	635.392	880.536	2183.89	754.639	909.013	2173.98	645.323	920.904	2016.68	261.489	942.921	1979.1	194.349	968.304	1983.72	292.61	970.612	1944.42	221.152	994.192	1864.19	150.787	1036.26	1836.48	112.796	1038.19	1866.49	118.507	995.772	2279.13	186.475	1058	2262.53	215.541	1167.73	2042.56	30.9833	1066.32	2000.83	39.879	954.847
0.007	2397.99	1002.85	1138.38	2383.51	988.688	929.181	2214.89	1048.37	1096.08	2208.56	1042.79	987.514	2325.9	1086.35	1188.27	2327.61	1063.37	880.249	2429.72	748.345	1204.9	2515.14	679.41	1186.57	2392.46	713.955	1156.81	2476.45	647.585	1136.49	2371.1	432.563	1156.71	2319.63	371.638	1139.57	2339.41	466.599	1129.07	2287.17	408.006	1112.8	2198.24	354.808	1079.36	2157.63	329.408	1083.06	2191.89	325.19	1125.92	2232.14	752.134	869.035	2220.39	643.104	882.332	2178.91	765.028	909.813	2163.96	656.506	922.861	1996.74	271.36	941.241	1959.3	203.936	966.211	1964.17	302.122	969.839	1924.99	230.417	993.082	1845.98	163.557	1034.05	1815.69	127.888	1036.63	1845.44	130.648	993.695	2317.53	172.245	1055.16	2297.72	199.224	1164.76	2013.8	31.4885	1065.57	1973.47	41.1718	953.963
0.013	2400.91	1009.28	1137.26	2388.25	993.748	929.626	2217.66	1054.13	1094.58	2212.37	1048.27	985.094	2327.54	1093.05	1187.4	2336.38	1068.71	879.634	2432.52	755.224	1204.31	2518.26	689.371	1187.75	2395.39	720.558	1156.44	2480.18	655.111	1135.38	2387.38	422.953	1154.72	2340.93	358.134	1137.22	2353.9	454.439	1125.94	2306.36	391.971	1109.69	2221.44	330.817	1076.03	2183.55	302.137	1079.09	2216.64	301.09	1123.32	2226.97	760.4	869.632	2210.34	652.058	883.398	2174.51	775.938	910.522	2154.61	668.308	924.435	1978.55	281.86	939.953	1941.23	214.003	964.027	1946.12	311.995	969.41	1907.41	239.848	992.04	1830.15	176.989	1032.17	1797.07	143.663	1035.35	1826.73	143.177	992.11	2356.61	159.469	1052.29	2333.57	184.311	1162.26	1985.65	33.4348	1064.7	1946.91	43.1664	952.75
0.02	2403.76	1015.48	1136.17	2392.97	998.769	929.946	2220.59	1059.88	1092.67	2216.3	1053.78	982.958	2328.75	1099.51	1186.59	2345.04	1074.45	879.256	2434.86	761.526	1203.5	2520.7	695.741	1186.66	2397.17	726.823	1156.68	2482.55	661.374	1134.54	2404.12	412.866	1152.67	2363.1	344.681	1134.76	2368.62	441.625	1123.52	2326.37	375.618	1106.69	2246.27	307.406	1073.2	2211.14	275.313	1075.57	2243.83	276.331	1119.46	2222.34	769.015	870.09	2200.8	661.612	884.125	2170.9	786.82	911.539	2145.82	680.411	925.849	1961.37	292.708	938.63	1924.98	224.154	961.79	1929.65	322.11	969.473	1891.76	249.246	991.289	1817.06	190.96	1030.69	1781.26	160.795	1034.19	1810.82	157.505	990.935	2396.26	148.368	1049.43	2370.56	170.832	1159.05	1959.39	33.683	1063.98	1921.25	45.712	951.682
0.027	2406.39	1020.98	1135.25	2397.7	1003.48	930.237	2223.67	1065.53	1091.16	2220.26	1059.19	980.95	2329.67	1105.64	1185.93	2353.29	1080.36	879.306	2436.71	766.943	1202.57	2522.36	701.025	1185.48	2399	731.759	1155.51	2483.57	666.204	1134.18	2420.44	402.52	1151.32	2385.82	331.318	1132.46	2384	428.444	1121.09	2347.21	359.243	1103.78	2272.74	284.383	1069.15	2240.46	249.192	1071.33	2273.06	253.342	1115.74	2218.14	777.94	870.448	2192.03	671.502	884.697	2168.02	797.787	912.681	2138.48	692.477	927.283	1945.72	303.93	937.293	1910.42	234.458	959.604	1914.76	332.039	970.217	1877.81	258.468	990.644	1806.88	205.697	1029.26	1768.35	179.117	1033.05	1797.63	173.276	989.338	2436.3	138.97	1046.67	2407.93	158.71	1155.8	1934.16	34.4412	1063.15	1896.41	49.8744	950.647
0.033	2408.78	1025.84	1134.71	2402.45	1007.87	930.521	2226.71	1070.94	1089.4	2224.25	1064.44	978.999	2330.45	1111.43	1185.28	2360.91	1086.3	879.645	2438.07	771.85	1201.23	2523.32	705.347	1184.26	2399.29	736.095	1156	2483.65	669.48	1134.32	2438.44	391.369	1149.21	2409.05	318.098	1130.13	2399.86	414.754	1118.86	2368.69	342.765	1100.93	2300.49	262.083	1065.58	2271.48	224.109	1067.41	2303.68	231.101	1111.92	2214.57	786.788	871.22	2183.86	681.702	884.922	2165.84	808.456	913.919	2131.84	704.632	928.351	1931.32	315.564	936.603	1896.92	244.95	957.537	1901.1	342.254	971.206	1864.77	267.777	989.896	1798.94	221.112	1027.69	1758.05	198.419	1031.72	1788.06	188.776	988.831	2476.47	131.246	1043.89	2445.7	147.929	1152.69	1909.97	37.662	1062.45	1872.91	55.9611	950.025
0.04	2411.03	1030.07	1134.47	2406.85	1012.28	930.784	2229.59	1076.01	1087.27	2228.26	1069.51	977.361	2330.92	1116.82	1184.74	2367.57	1092.13	880.47	2438.83	775.764	1199.82	2523.33	708.12	1183.42	2398.64	739.456	1156.61	2482.44	671.134	1135.42	2456.84	380.853	1147.07	2433.06	305.521	1127.99	2416.26	400.722	1116.78	2390.8	326.866	1098.36	2329.95	240.141	1062.27	2304.38	199.781	1063.24	2335.42	209.573	1108.27	2211.78	795.592	871.339	2176.65	691.836	885.008	2163.89	819.172	914.521	2126.08	716.614	929.156	1917.58	327.184	936.013	1884.22	255.944	955.847	1888.15	352.943	972.006	1852.4	277.857	989.072	1791.92	237.069	1026.02	1749	218.137	1030.48	1776.59	205.646	987.92	2516.36	125.206	1040.94	2485.25	138.861	1147.42	1888.01	44.1345	1061.5	1850.81	64.2245	949.326
0.047	2413	1033.51	1134.31	2411.07	1016.37	931.104	2232.39	1080.61	1085.78	2232.18	1074.24	975.964	2331.25	1121.76	1184.28	2373.22	1097.7	881.432	2439.08	778.936	1198.18	2522.7	710.086	1182.38	2397.99	742.234	1157.66	2480.06	671.308	1137.32	2474.91	369.484	1145.72	2457.42	292.459	1125.84	2433.12	386.659	1114.8	2413.82	311.174	1095.8	2360.37	219.372	1059.02	2338.02	177.118	1058.99	2368.11	189.041	1104.66	2209.68	803.947	871.161	2170.46	701.625	885.065	2163.09	829.412	914.479	2121.05	728.361	929.399	1904.89	339.63	935.983	1871.62	268.083	954.828	1875.61	364.629	972.539	1839.97	289.31	988.526	1783.81	253.434	1024.81	1739.74	237.372	1030.09	1765.64	222.79	987.088	2556.17	121.029	1038.21	2521.41	130.39	1146.76	1868.59	54.7584	1060.07	1829.95	75.0058	948.948
0.053	2414.74	1036.28	1134.52	2414.59	1019.83	931.54	2234.89	1084.83	1083.77	2235.89	1078.87	974.305	2331.5	1126.26	1183.9	2377.8	1103.15	882.475	2438.65	780.959	1196.68	2521.21	710.485	1181.61	2396.46	743.22	1157.92	2476.7	670.404	1139.75	2492.8	358.236	1144.47	2481.52	280.269	1123.76	2450.45	372.846	1112.9	2437.17	296.069	1093.5	2391.98	199.537	1055.42	2373.35	155.501	1055.51	2401.77	169.764	1101.22	2208.52	811.603	870.593	2165.61	710.844	884.838	2162.9	838.511	914.361	2116.92	739.446	928.885	1892.73	352.826	936.424	1859.02	281.298	954.559	1864.06	377.609	973.401	1827.59	302.37	988.543	1773.74	269.697	1025.09	1729.25	255.224	1031.18	1753.6	239.568	987.709	2595.28	118.945	1034.75	2558.76	124.519	1144.89	1851.64	67.3138	1056.93	1810.38	87.505	948.618
0.06	2416.33	1038.41	1135.09	2417.6	1022.8	931.88	2237.01	1088.58	1082.25	2239.3	1083.06	972.991	2331.81	1130.04	1183.53	2381.24	1108.26	883.163	2437.67	781.634	1195.22	2518.88	709.119	1181.36	2394.45	743.262	1158.34	2473.13	668.732	1141.32	2510.7	347.421	1143.72	2505.49	268.953	1121.75	2467.95	359.258	1111.85	2460.83	282.083	1091.45	2423.68	181.529	1052.65	2408.96	135.963	1052.14	2435.89	152.051	1098.04	2206.79	817.974	868.856	2161.99	719.098	884.13	2163.31	846.908	912.926	2113.95	749.369	927.774	1881.2	366.363	937.306	1845.98	295.265	954.995	1853.03	391.408	974.573	1815.25	316.639	989.244	1762.6	285.528	1026.95	1717.66	272.395	1034.07	1740.36	256.275	989.906	2633.67	118.987	1032.42	2596.65	120.126	1141.03	1834.54	80.3802	1053.24	1791.71	100.311	949.158
0.067	2417.61	1039.78	1136.09	2420.23	1025.64	932.233	2238.98	1091.73	1080.97	2242.56	1086.84	971.715	2332	1133.05	1183.28	2383.92	1113.02	883.672	2436.25	780.815	1194.17	2516	706.684	1181.05	2392.1	742.543	1158.2	2469.06	666.228	1142.22	2528.56	337.177	1143.28	2529.23	258.763	1120.16	2485.16	346.619	1111.72	2484.2	269.473	1089.9	2455.35	165.064	1050.14	2444.64	118.483	1049.14	2470.17	136.268	1095.23	2206.85	823.536	867.163	2159.88	725.865	883.052	2164.01	853.839	911.03	2112.41	757.584	926.091	1869.48	379.655	937.925	1832.93	309.516	956.004	1842.86	405.306	976.053	1803.27	331.541	990.975	1751.1	302.039	1029.97	1705.8	290.567	1038	1726.81	273.933	992.992	2670	121.028	1029.7	2633.08	117.853	1138.26	1816.22	93.1652	1052.83	1770.82	117.404	949.639
