Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Thigh.Top.LateralX	R.Thigh.Top.LateralY	R.Thigh.Top.LateralZ	R.Thigh.Bottom.LateralX	R.Thigh.Bottom.LateralY	R.Thigh.Bottom.LateralZ	R.Thigh.Top.MedialX	R.Thigh.Top.MedialY	R.Thigh.Top.MedialZ	R.Thigh.Bottom.MedialX	R.Thigh.Bottom.MedialY	R.Thigh.Bottom.MedialZ	R.Shank.Top.LateralX	R.Shank.Top.LateralY	R.Shank.Top.LateralZ	R.Shank.Bottom.LateralX	R.Shank.Bottom.LateralY	R.Shank.Bottom.LateralZ	R.Shank.Top.MedialX	R.Shank.Top.MedialY	R.Shank.Top.MedialZ	R.Shank.Bottom.MedialX	R.Shank.Bottom.MedialY	R.Shank.Bottom.MedialZ	R.Heel.TopX	R.Heel.TopY	R.Heel.TopZ	R.Heel.BottomX	R.Heel.BottomY	R.Heel.BottomZ	R.Heel.LateralX	R.Heel.LateralY	R.Heel.LateralZ	L.Thigh.Top.LateralX	L.Thigh.Top.LateralY	L.Thigh.Top.LateralZ	L.Thigh.Bottom.LateralX	L.Thigh.Bottom.LateralY	L.Thigh.Bottom.LateralZ	L.Thigh.Top.MedialX	L.Thigh.Top.MedialY	L.Thigh.Top.MedialZ	L.Thigh.Bottom.MedialX	L.Thigh.Bottom.MedialY	L.Thigh.Bottom.MedialZ	L.Shank.Top.LateralX	L.Shank.Top.LateralY	L.Shank.Top.LateralZ	L.Shank.Bottom.LateralX	L.Shank.Bottom.LateralY	L.Shank.Bottom.LateralZ	L.Shank.Top.MedialX	L.Shank.Top.MedialY	L.Shank.Top.MedialZ	L.Shank.Bottom.MedialX	L.Shank.Bottom.MedialY	L.Shank.Bottom.MedialZ	L.Heel.TopX	L.Heel.TopY	L.Heel.TopZ	L.Heel.BottomX	L.Heel.BottomY	L.Heel.BottomZ	L.Heel.LateralX	L.Heel.LateralY	L.Heel.LateralZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z
0	2114.95	1035.2	1148.72	2105.62	1032.04	886.856	1958.65	1098.78	1072.49	1949.85	1097.18	966.68	2090.14	1110.28	1168.61	2060.87	1111.96	846.328	1941.05	745.755	1186.71	1924.5	638.549	1171.07	1890.09	762.85	1142.58	1871.04	655.702	1123.21	1652.75	425.745	1138.6	1584.05	379.67	1119.28	1633.73	462.539	1105.08	1570.44	415.925	1085.63	1473.16	382.37	1057.31	1424.34	369.164	1050.84	1443.01	358.805	1091.32	2107.48	749.339	834.877	2161.64	655.819	857.102	2050.83	726.81	865.827	2099.92	629.626	885.777	2180.07	266.559	894.955	2201.78	190.801	911.702	2141.07	264.954	932.392	2160.59	187.777	948.71	2162.44	71.6307	977.151	2171.38	21.7681	981.176	2191.66	41.1933	931.262	1545.28	179.372	1023.21	1511.38	200.18	1135.78	2376.62	115.319	1002.69	2345	97.5301	889.972
0.007	2115.03	1031.8	1148.63	2104.98	1026.79	886.308	1958.12	1094.01	1072.12	1949.22	1091.53	966.408	2088.64	1107.02	1169.42	2060.61	1106.36	846.05	1945.43	738.706	1187.04	1931.11	631.089	1171.72	1894.53	754.813	1142.57	1877.19	647.699	1123.25	1655.89	431.095	1140.02	1584.85	388.795	1120.84	1638.49	469.263	1107.18	1572.74	426.295	1087.78	1473.97	398.748	1059.94	1424.44	388.112	1053.76	1443.2	375.464	1093.84	2108.82	746.032	836.063	2162.99	652.299	858.483	2051.81	723.124	866.009	2100.81	625.771	885.616	2176.13	261.891	895.582	2196.48	185.952	912.848	2136.67	261.046	932.623	2154.82	183.481	949.309	2154.03	72.0758	978.253	2159.98	21.9076	981.369	2181.93	40.9755	932.079	1535.18	192.852	1022.21	1504.01	213.56	1135.35	2368.6	106.357	1006.01	2337.5	90.5421	893.246
0.013	2115.08	1027.73	1148.61	2104.53	1021.4	885.732	1957.58	1088.51	1071.82	1948.38	1085.22	966.261	2087.59	1103.32	1169.29	2059.72	1100.18	845.648	1950.02	731.169	1187.5	1937.89	623.286	1172.21	1899.1	746.425	1142.69	1884.26	638.828	1123.14	1660	436.292	1141.53	1586.8	397.847	1122.25	1644.3	475.669	1109.36	1576.34	436.346	1089.94	1476.42	414.532	1062.6	1426.38	406.745	1056.9	1444.85	392.468	1096.53	2110.46	742.403	837.307	2164.55	648.554	859.374	2053.07	719.115	866.279	2102.08	621.508	885.241	2171.47	257.101	896.446	2189.91	180.66	914.021	2131.37	257.068	932.806	2147.75	179.276	949.849	2143.37	73.2216	979.789	2145.03	22.8734	981.934	2168.87	41.4354	933.21	1527.01	206.549	1021.14	1497.56	227.339	1135.12	2357.87	94.1822	1010.19	2327.17	81.0171	897.457
0.02	2115.09	1023.09	1148.6	2103.96	1015.91	885.166	1956.76	1082.16	1071.76	1947.36	1078.47	966.173	2086.05	1098.74	1169.91	2058.54	1093.65	845.281	1954.94	723.386	1187.91	1944.83	615.333	1172.79	1903.98	737.578	1142.91	1891.55	629.728	1123.07	1664.94	441.105	1143.19	1589.99	406.642	1123.83	1650.97	481.915	1111.55	1581.14	446.16	1092.11	1480.59	429.158	1064.89	1430.22	425.46	1060.53	1448.17	408.906	1099.26	2112.12	738.637	838.099	2166.14	644.615	859.833	2054.58	714.902	866.343	2103.38	617.284	884.865	2165.74	252.641	897.43	2181.69	175.772	915.282	2125.05	253.782	932.886	2138.88	175.538	950.255	2131.16	73.9129	980.633	2129.75	23.7355	982.403	2155.32	41.0216	934.218	1520.8	220.509	1020.33	1493.03	240.681	1134.84	2346.33	80.6254	1013.53	2316.11	70.2388	900.627
0.027	2114.94	1017.86	1148.65	2103.38	1010.23	884.617	1955.79	1075.24	1071.9	1946	1071.4	966.388	2084.08	1093.5	1171.95	2057.44	1086.77	844.882	1959.77	715.277	1188.74	1951.82	607.093	1173.6	1908.86	728.585	1143.39	1899.4	620.052	1122.32	1670.81	445.887	1144.9	1594.24	415.195	1125.35	1658.74	487.581	1113.7	1587.15	455.409	1094.18	1486.27	443.966	1067.82	1435.61	441.786	1063.11	1453.09	424.554	1102.03	2113.58	734.452	838.35	2167.51	640.438	859.581	2055.9	710.581	866.219	2104.7	613.031	884.724	2159.57	248.881	898.241	2172.87	171.633	916.325	2117.92	251.048	932.695	2129.33	172.44	950.376	2117.99	74.1356	981.419	2114.48	24.2523	982.654	2140.87	40.4452	935.124	1516.37	234.265	1019.46	1490.16	253.812	1134.67	2333.33	68.6815	1016.19	2303.66	60.1392	902.61
0.033	2114.55	1012.19	1148.7	2102.74	1004.53	883.967	1954.52	1067.82	1072.12	1944.39	1063.97	966.767	2083.42	1087	1171.46	2056.13	1079.65	844.45	1964.62	707.064	1189.75	1959.14	598.687	1174.35	1913.82	719.386	1143.98	1907.09	610.667	1122.56	1677.51	450.434	1146.66	1599.65	423.393	1126.95	1667.37	492.837	1115.75	1594.27	464.217	1096.27	1493.47	457.973	1070.87	1442.79	457.868	1066.22	1459.51	439.334	1104.88	2114.62	729.844	838.02	2168.46	635.879	859.307	2056.88	706.018	865.775	2105.92	608.583	884.743	2153.81	245.862	899.296	2164.36	168.046	917.253	2111.08	248.792	932.363	2120.01	170.039	949.952	2104.55	74.7749	982.315	2098.89	25.1045	983.057	2126.08	40.4267	935.586	1513.98	247.641	1018.97	1489.02	266.649	1134.61	2319.48	59.139	1017.68	2290.01	52.4855	903.737
0.04	2114.01	1006.13	1148.71	2101.8	998.668	883.368	1952.84	1059.94	1072.62	1942.26	1056.51	967.278	2081.87	1080.15	1172.8	2054.71	1072.18	843.937	1969.4	698.92	1190.76	1966.35	590.521	1175.47	1918.68	710.195	1144.86	1914.72	601.287	1123.02	1685.68	454.258	1147.8	1606.28	431.298	1128.72	1676.87	497.533	1117.78	1602.5	472.382	1098.26	1502	470.969	1073.74	1451.26	472.919	1069.28	1467.39	453.157	1107.73	2114.9	725.374	837.318	2169.21	631.824	859.105	2057.23	701.349	865	2106.87	604.413	885.177	2148.58	243.614	899.819	2156.57	165.56	917.853	2105.16	247.752	931.822	2111.56	168.638	949.44	2090.97	75.8764	983.09	2083.33	26.403	983.44	2110.77	41.2021	935.937	1513.53	260.533	1018.63	1489.62	278.842	1134.89	2305.7	51.2192	1017.68	2275.88	47.2259	902.991
0.047	2113.3	999.84	1148.69	2100.53	992.824	882.82	1950.75	1051.74	1073.21	1939.65	1048.97	967.974	2080.37	1073.29	1174.51	2053.22	1064.51	843.386	1974.01	690.921	1191.97	1973.75	582.546	1176.68	1923.4	701.059	1145.77	1922.46	591.955	1123.54	1694.26	457.963	1149.37	1613.97	438.224	1130.17	1687.04	501.796	1119.83	1611.69	479.849	1100.32	1511.61	482.81	1076.5	1461.03	486.686	1072.35	1476.35	465.869	1110.5	2114.38	721.311	835.917	2169.77	628.51	858.607	2057.29	697.028	864.659	2107.86	600.796	885.478	2143.63	242.031	899.754	2148.72	163.907	918.314	2100.33	248.201	931.158	2103.14	168.934	949.226	2076.5	77.1168	983.453	2067.53	27.5594	983.094	2095.18	42.3022	935.6	1514.68	272.718	1018.52	1491.94	290.445	1135.45	2292.01	47.6618	1016.75	2261.81	45.645	901.525
0.053	2112.37	993.373	1148.54	2098.84	987.133	882.293	1948.24	1043.23	1073.9	1936.62	1041.47	968.682	2079.39	1065.42	1175.19	2051.65	1056.77	842.854	1978.56	683.585	1192.95	1981.26	575.224	1178.11	1928.24	691.85	1146.01	1930	583.282	1124.61	1703.59	461.152	1151.07	1622.58	444.67	1131.77	1698.09	505.434	1121.81	1621.89	486.518	1102.29	1522.08	493.706	1078.91	1472.37	500.005	1074.45	1486.36	477.445	1113.02	2113.64	717.59	834.89	2170.14	625.448	857.321	2057.21	693.257	864.604	2109.11	597.514	885.311	2139.18	241.286	899.455	2139.9	163.242	918.814	2096.18	250.499	930.393	2094.29	170.848	949.014	2061.61	78.287	984.05	2051.82	28.6097	983.108	2079.63	43.5976	935.735	1517.63	283.835	1018.91	1495.93	301.224	1136.16	2276.31	46.7981	1016.52	2246	45.7983	900.327
0.06	2111.22	986.913	1148.37	2096.91	981.624	881.651	1945.24	1034.5	1074.83	1933.82	1034.14	969.795	2078.4	1057.24	1175.73	2049.97	1049.04	842.472	1983.17	677.343	1193.86	1988.96	568.949	1179.58	1932.68	683.844	1146.65	1937.47	575.265	1125.98	1713.69	463.737	1152.68	1632.12	450.373	1133.37	1709.8	508.424	1123.83	1632.9	492.473	1104.19	1533.16	502.88	1082.13	1483.59	510.955	1077.39	1497.38	487.279	1115.3	2113.08	714.424	834.158	2170.74	622.671	855.652	2057.38	689.503	864.712	2110.43	594.257	884.739	2133.78	241.243	899.617	2130.26	163.101	919.18	2090.76	252.611	930.124	2084.83	173.299	948.75	2046.64	79.5753	983.974	2036.16	29.8777	983.004	2064.06	44.6508	935.747	1522.24	293.827	1019.4	1501.69	311.145	1136.96	2261.56	46.0095	1016.18	2230.95	44.9011	900.526
