Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Thigh.Top.LateralX	R.Thigh.Top.LateralY	R.Thigh.Top.LateralZ	R.Thigh.Bottom.LateralX	R.Thigh.Bottom.LateralY	R.Thigh.Bottom.LateralZ	R.Thigh.Top.MedialX	R.Thigh.Top.MedialY	R.Thigh.Top.MedialZ	R.Thigh.Bottom.MedialX	R.Thigh.Bottom.MedialY	R.Thigh.Bottom.MedialZ	R.Shank.Top.LateralX	R.Shank.Top.LateralY	R.Shank.Top.LateralZ	R.Shank.Bottom.LateralX	R.Shank.Bottom.LateralY	R.Shank.Bottom.LateralZ	R.Shank.Top.MedialX	R.Shank.Top.MedialY	R.Shank.Top.MedialZ	R.Shank.Bottom.MedialX	R.Shank.Bottom.MedialY	R.Shank.Bottom.MedialZ	R.Heel.TopX	R.Heel.TopY	R.Heel.TopZ	R.Heel.BottomX	R.Heel.BottomY	R.Heel.BottomZ	R.Heel.LateralX	R.Heel.LateralY	R.Heel.LateralZ	L.Thigh.Top.LateralX	L.Thigh.Top.LateralY	L.Thigh.Top.LateralZ	L.Thigh.Bottom.LateralX	L.Thigh.Bottom.LateralY	L.Thigh.Bottom.LateralZ	L.Thigh.Top.MedialX	L.Thigh.Top.MedialY	L.Thigh.Top.MedialZ	L.Thigh.Bottom.MedialX	L.Thigh.Bottom.MedialY	L.Thigh.Bottom.MedialZ	L.Shank.Top.LateralX	L.Shank.Top.LateralY	L.Shank.Top.LateralZ	L.Shank.Bottom.LateralX	L.Shank.Bottom.LateralY	L.Shank.Bottom.LateralZ	L.Shank.Top.MedialX	L.Shank.Top.MedialY	L.Shank.Top.MedialZ	L.Shank.Bottom.MedialX	L.Shank.Bottom.MedialY	L.Shank.Bottom.MedialZ	L.Heel.TopX	L.Heel.TopY	L.Heel.TopZ	L.Heel.BottomX	L.Heel.BottomY	L.Heel.BottomZ	L.Heel.LateralX	L.Heel.LateralY	L.Heel.LateralZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z
0	2134.65	1091.4	1164.87	2141.61	1077.18	922.027	1963.24	1102.62	1081.69	1962.34	1092.2	987.96	2064.37	1157.46	1191.89	2084.03	1144.66	888.152	2144.8	788.743	1218.17	2195.61	693.347	1199.53	2087.65	766.884	1186.01	2134.57	669.122	1167.32	2166.3	259.067	1129.91	2169.66	177.663	1103.36	2136.85	268.753	1087.02	2141.5	191.238	1062.43	2117.81	78.2523	1024.93	2109.56	26.6678	1025.45	2126.83	49.1032	1066.7	2011.3	796.367	851.58	2011.09	686.261	859.787	1962.58	802.234	899.789	1955.78	692.137	907.317	1697.95	432.7	890.321	1632.44	386.334	902.137	1684.12	465.96	930.62	1617.89	420.805	944.737	1519.12	390.606	985.272	1468.94	386.686	993.886	1487.14	376.712	946.058	2344.79	50.5604	1014.22	2294.81	38.3076	1127.33	1548.4	162.572	985.049	1507.97	214.658	882
0.007	2132.44	1086.47	1164.72	2141.06	1071.18	922.244	1960.92	1096.23	1081.21	1960.75	1084.92	987.743	2063.2	1150.94	1192.4	2083.04	1138.09	887.09	2144.2	786.025	1218.43	2196.17	690.982	1199.48	2087.5	763.626	1186.04	2135.43	666.356	1167.25	2159.54	260.933	1129.32	2159.03	179.524	1102.43	2130.11	271.999	1086.67	2131.24	194.295	1061.81	2102.57	79.1631	1023.79	2093.6	27.574	1024.47	2111.2	50.2387	1065.69	2015.69	789.03	851.84	2017.93	679.071	859.966	1967.01	793.69	900.211	1962.63	683.564	907.668	1706.96	434.409	890.131	1640.36	390.682	902.083	1694.07	467.831	930.337	1626.44	424.639	944.149	1526.71	397.281	984.556	1476.43	394.148	993.628	1494.36	384.491	945.655	2330.68	49.487	1012.15	2282.32	41.3572	1125.15	1550.38	168.299	981.87	1511.2	222.666	879.625
0.013	2130.29	1082.69	1164.65	2140.05	1065.02	922.504	1958.36	1089.85	1080.5	1958.85	1077.48	987.639	2061.95	1144.37	1192.89	2081.82	1131.24	885.966	2143.63	783.354	1218.93	2196.27	689.025	1200.6	2086.6	760.265	1186.64	2137.02	663.408	1166.95	2151.65	262.11	1128.96	2148.46	180.824	1102.04	2122.5	274.353	1086.64	2121.14	196.612	1061.44	2087.24	80.1947	1023.38	2077.73	28.6671	1024.29	2095.48	51.3693	1065.37	2020.08	782.136	852.078	2025.08	672.217	860.222	1971.28	785.495	900.486	1969.57	675.339	907.929	1716.69	435.971	889.671	1648.82	394.146	901.166	1704.88	469.43	930.088	1636.05	428.13	943.67	1535.05	403.224	984.32	1484.7	401.596	992.062	1502.43	391.564	945.142	2314.92	49.6351	1012.57	2264.23	39.6421	1127.35	1553.99	173.731	978.808	1516.11	230.228	877.215
0.02	2127.94	1079.74	1165.08	2138.74	1058.99	922.946	1955.82	1083.68	1079.06	1956.74	1069.97	987.165	2060.36	1137.8	1193.39	2080.24	1124.42	884.529	2142.5	780.637	1219.56	2195.72	686.535	1201.58	2085.79	757.263	1186.9	2136.7	660.647	1167.6	2143.08	262.568	1129.16	2137.23	181.611	1102.24	2114.51	275.851	1086.71	2110.29	198.367	1062.21	2071.7	81.017	1023.54	2061.75	29.5183	1024.61	2079.67	52.2737	1065.71	2024.68	775.569	852.587	2032.39	665.842	860.712	1975.55	777.748	900.782	1976.58	667.451	908.119	1727.24	437.312	889.197	1658.34	397.252	900.435	1716.31	470.766	929.698	1646.38	431.337	943.119	1544.15	408.593	983.799	1493.69	407.722	991.34	1511.45	397.902	944.388	2299.44	49.7927	1013.67	2248.4	39.2303	1128.24	1559.13	178.828	975.915	1522.56	237.175	874.9
0.027	2126.08	1076.85	1166.09	2137.01	1052.96	923.274	1953.55	1078.12	1077.06	1954.21	1062.61	986.12	2058.13	1131.32	1193.67	2079.25	1116.93	883.688	2140.89	777.856	1220.19	2194.1	683.748	1202.51	2084.29	754.522	1187.16	2135.21	657.866	1168.24	2133.68	262.695	1129.99	2124.52	182.214	1102.86	2105.43	277.05	1087.43	2098.77	199.992	1062.55	2055.99	81.6671	1024	2045.66	30.2379	1024.98	2063.7	52.9633	1066.15	2029.5	769.443	853.348	2039.65	659.93	861.1	1979.94	770.279	901.162	1983.61	659.989	908.283	1738.4	438.435	888.652	1668.59	400.176	900.056	1728.49	471.842	929.458	1657.47	434.253	942.481	1553.72	413.431	983.072	1503.22	413.175	990.366	1521.11	403.56	943.423	2283.69	49.6478	1013.82	2232.43	38.9828	1128.68	1565.62	183.471	973.308	1530.61	243.316	872.451
0.033	2123.16	1074.92	1167	2135.19	1047.04	923.452	1951.47	1072.45	1075.63	1951.88	1055.77	985.167	2054.56	1125.19	1193.75	2077.02	1110.34	882.306	2138.98	775.155	1220.71	2191.82	680.714	1203.17	2082.49	752.077	1187.39	2132.85	655.116	1168.76	2122.98	263.138	1131.41	2111.59	182.984	1103.92	2095.69	277.952	1088.44	2086.26	201.24	1063.19	2039.99	82.2106	1024.41	2029.37	30.7165	1025.26	2047.59	53.3269	1066.4	2034.42	763.521	854.192	2047.13	654.208	861.608	1984.57	762.948	901.703	1991.88	652.726	908.461	1750.37	439.309	888.162	1679.51	402.655	899.311	1741.36	472.669	929.277	1669.19	436.829	941.969	1563.84	417.7	982.178	1513.23	417.821	989.146	1531.47	408.508	942.148	2267.69	49.5636	1014.44	2216.21	38.6266	1129.09	1573.66	187.654	971.001	1540.21	248.52	870.258
0.04	2120.71	1072.98	1167.37	2132.71	1041.33	924.236	1949.81	1067.84	1073.73	1949.52	1049.93	983.844	2050.19	1119.99	1193.65	2075.23	1103.43	881.155	2136.82	772.63	1221.33	2189.02	677.615	1203.63	2080.24	750.133	1187.71	2129.83	652.63	1169.32	2111.97	262.739	1132.31	2098.33	182.594	1104.44	2085.03	278.141	1089.05	2072.92	201.732	1064.69	2023.73	82.4619	1024.61	2013.02	31.0494	1025.42	2031.24	53.5297	1066.66	2039.42	757.948	855.032	2054.8	648.959	862.355	1989.21	755.971	901.984	1999.34	645.895	908.643	1762.74	439.951	887.935	1691.22	404.814	898.703	1754.54	473.276	929.199	1681.48	438.864	941.461	1574.7	421.883	980.225	1523.64	421.708	987.28	1542.47	412.471	940.494	2251.55	49.4026	1014.73	2199.91	38.32	1129.37	1582.93	191.268	969.106	1551.29	252.706	868.125
0.047	2119.32	1071.36	1167.1	2130.44	1036	924.069	1948.21	1063.87	1072.6	1947.31	1045.03	982.824	2045.95	1115.52	1193.55	2073.25	1096.91	879.911	2134.11	770.325	1222.24	2185.34	674.657	1204.58	2077.39	748.297	1188.56	2125.97	650.321	1170.2	2100.3	262.084	1132.81	2084.73	182.182	1104.8	2073.6	278.342	1089.9	2060.59	203.564	1064.48	2007.34	82.6313	1024.69	1996.43	31.2568	1025.51	2014.63	53.6811	1066.71	2044.39	752.604	855.802	2062.66	644.08	862.946	1993.97	749.252	902.324	2007	639.41	909.043	1775.53	440.532	887.878	1703.47	406.466	898.188	1767.93	473.646	929.195	1694.25	440.55	941.007	1585.22	424.413	979.543	1534.37	424.895	985.188	1554	415.627	938.503	2235.05	49.4089	1015.32	2183.27	38.059	1129.64	1593.45	194.26	967.548	1563.9	255.809	866.177
0.053	2118.15	1069.95	1166.24	2128.04	1030.81	923.037	1946.73	1060.85	1072.09	1944.91	1040.89	982.346	2044.68	1112.59	1192.42	2069.53	1091.5	878.237	2130.92	768.229	1223.01	2180.77	672.053	1205.89	2073.93	747.106	1189.38	2120.88	648.229	1171.86	2088.08	261.061	1133.13	2070.52	181.86	1105.08	2061.53	277.879	1090.6	2046.31	202.685	1064.87	1990.82	82.7795	1024.56	1979.76	31.4393	1025.46	1998.07	53.902	1066.52	2049.46	747.68	856.467	2070.54	639.687	863.687	1998.71	742.899	902.716	2014.76	633.446	909.46	1788.9	440.866	887.709	1716.32	407.674	897.601	1781.83	473.604	929.216	1707.39	441.756	940.566	1596.51	426.721	977.837	1545.61	427.166	982.729	1565.99	417.886	936.237	2218.25	49.3496	1015.54	2166.47	37.7229	1129.62	1605.07	196.557	966.427	1577.36	257.899	864.449
0.06	2117.21	1068.87	1165.04	2125.27	1026.64	922.996	1945.36	1058.84	1072.13	1942.8	1037.56	982.2	2041.96	1110.09	1192.51	2066.35	1086.42	876.936	2127.28	766.632	1223.81	2175.95	669.602	1206.48	2069.87	745.958	1190.67	2115.12	646.12	1173.37	2075.17	260.227	1133.53	2056.11	181.177	1105.12	2049.04	277.732	1090.91	2032.09	202.905	1065.16	1974.27	83.0139	1024.39	1962.87	31.7504	1025.35	1981.38	54.1894	1066.37	2054.24	743.388	857.231	2078.31	636.084	864.467	2003.57	737.066	903.277	2022.75	628.093	910.056	1802.47	440.652	887.737	1729.5	408.373	897.035	1795.68	473.477	929.26	1720.94	442.417	940.032	1608.17	428.29	975.928	1557.17	428.63	979.856	1578.53	419.136	933.863	2201.54	49.3345	1015.73	2149.6	37.5156	1129.63	1617.63	198.034	965.753	1591.82	258.917	863.194
