,R2_X,R2_Y,R2_Z,R2_Avg,Pearson_X,Pearson_Y,Pearson_Z,Pearson_Avg,PVal_X,PVal_Y,PVal_Z,PVal_Avg
Training,0.6742474490601109,0.9318696056814558,0.2210736699852751,0.6091,0.8300209675824155,0.9697451184420357,0.5066639935893882,0.7688,0.0,0.0,0.0,0.0
Validation,0.6336055133186838,0.927073624729247,0.15799981425362009,0.5729,0.8156006827620063,0.9669022623506951,0.5211508794006742,0.7679,0.0,0.0,0.0,0.0
Testing,0.648272371431474,0.9328992446024028,0.012396467408831158,0.5312,0.8152456598082896,0.970727764496642,0.4173871692448675,0.7345,0.0,0.0,0.0,0.0
