,R2_X,R2_Y,R2_Z,R2_Avg,Pearson_X,Pearson_Y,Pearson_Z,Pearson_Avg,PVal_X,PVal_Y,PVal_Z,PVal_Avg
Training,0.8651462655767218,0.953253464885158,0.4184496341662931,0.7456,0.9322424390111445,0.9773458333252681,0.6616988098946952,0.8571,0.0,0.0,0.0,0.0
Validation,0.8191952368270635,0.9668196917106121,0.42885506851343713,0.7383,0.9196391439062099,0.9835789647152354,0.7029193335747247,0.8687,0.0,0.0,0.0,0.0
Testing,0.8692122983909245,0.9630240636900079,0.22221863876638404,0.6848,0.9350283786206,0.9821129958655972,0.5367457010623339,0.818,0.0,0.0,0.0,0.0
