,R2_X,R2_Y,R2_Z,R2_Avg,Pearson_X,Pearson_Y,Pearson_Z,Pearson_Avg,PVal_X,PVal_Y,PVal_Z,PVal_Avg
Training,0.8103634310755958,0.9329714704269633,0.3782521622860302,0.7072,0.9218516436939235,0.9768637580137558,0.6174317909243187,0.8387,0.0,0.0,0.0,0.0
Validation,0.7662200231572227,0.942910813183063,0.42835356196996544,0.7125,0.9109422488100672,0.9797272638031607,0.7091010071454158,0.8666,0.0,0.0,0.0,0.0
Testing,0.8200796310959684,0.9376091297503387,0.2036609390434615,0.6538,0.9240900547098079,0.9801869832487506,0.5099072657721662,0.8047,0.0,0.0,0.0,0.0
