,R2_X,R2_Y,R2_Z,R2_Avg,Pearson_X,Pearson_Y,Pearson_Z,Pearson_Avg,PVal_X,PVal_Y,PVal_Z,PVal_Avg
Training,0.7585205510994328,0.9438443270760061,0.25790399782730977,0.6534,0.8895276796520697,0.9725125799545051,0.5314126112545022,0.7978,0.0,0.0,0.0,0.0
Validation,0.7100597969699274,0.9537968278815998,0.26957812603009623,0.6445,0.8699482637025518,0.9772179753954484,0.5645645656412791,0.8039,0.0,0.0,0.0,0.0
Testing,0.7569679422462157,0.955487854623504,0.0954739602053647,0.6026,0.8859304261010925,0.9789852327856456,0.4098825387553442,0.7583,0.0,0.0,0.0,0.0
