,R2_X,R2_Y,R2_Z,R2_Avg,Pearson_X,Pearson_Y,Pearson_Z,Pearson_Avg,PVal_X,PVal_Y,PVal_Z,PVal_Avg
Training,0.6428631140988479,0.6050296990036892,0.2553111080848781,0.5011,0.840369228023998,0.9523970405938393,0.5256517287109062,0.7728,0.0,0.0,0.0,0.0
Validation,0.5645849480049674,0.648965858741859,0.3299299982420977,0.5145,0.7961305655137046,0.9524738595376538,0.6229936447947021,0.7905,0.0,0.0,0.0,0.0
Testing,0.6541671586248454,0.596915522051107,0.18674528581525562,0.4793,0.8556096047370536,0.9601488467924857,0.5374582800532384,0.7844,0.0,0.0,0.0,0.0
