"a-g_P8","Gamma_P8","Alpha_P8","d-g_P8","t-g_O1","Theta_O1","Gamma_O1","t-g_P7","Beta_FP1","t-g_FP1","Clas"
1.04833906906251,-0.0426630703683379,-0.0344215597483918,1.25925319538791,1.15663919584177,-0.0165023939645955,-0.0835239430138117,0.981416082748272,0.00473586629270936,1.0851956857893,"1"
1.06313781890928,0.0444975462505205,0.068360858056111,1.11617546215897,1.05965449813098,0.0675780697729624,0.0858781133678995,1.01569306884769,0.0119254198305595,1.10037904171749,"1"
0.941918032350396,0.0346215477265344,-0.0624042999738102,1.08985154758017,1.0141850795699,-0.0529569109450202,0.00646399689859936,1.07426584467053,0.139821241676332,1.18983339409999,"1"
1.03251930738995,0.00906356277061116,0.00239220818341716,1.11121044606222,0.97586389748908,-0.115027405164745,-0.0225685869869429,1.09965224390225,0.061256956042835,1.13085057747989,"1"
1.06637285072586,0.0399769969458391,0.0669738843210954,1.15147632781134,1.14292666168896,0.0962725498814408,0.0338223043024175,1.08353773786139,0.195606137113879,1.14077972330839,"1"
1.08631133387083,0.0110817739278599,0.056723995027366,1.1483162162816,1.07190046763068,0.00649063680257687,0.012047742565702,1.0799936873469,0.0166374152261668,0.95164098394693,"1"
1.0409716128048,0.00666341947255755,0.00819409735137536,1.04024887971061,0.978180378696317,-0.113421772190941,-0.0231141103247001,0.955493984414344,-0.0368929330244209,0.980306970203306,"1"
1.02709504856989,-0.0149441687418929,-0.0265974974620008,0.997706254445521,0.98463769855669,-0.0947967031704063,-0.00913294406377112,1.0748855344207,-0.0150191015037528,1.05605783792887,"1"
1.17080553356284,-0.0407872877123897,0.0804897933275284,1.22718444251058,1.07546296648865,-0.0197171566658383,-0.017569892160134,1.09701617399165,-0.0220468740398614,1.14231147095937,"1"
1.04169158415687,0.00327287395004875,0.0054933490749323,1.18988795121797,1.01750396884724,-0.0518965713431484,0.00430431127223804,0.980368515337391,0.0425514445438795,0.887421592207203,"1"
0.990047971646401,-0.0756329559953772,-0.119515594692725,1.17061294396172,1.11232665934478,-0.0575664797152917,-0.0868037902898504,1.09886955068291,-0.0862699492475741,1.04801026783755,"1"
0.995738733458522,0.0225932594789276,-0.0203536978526826,1.16604973754757,1.04205666739448,-0.0470829190003307,-0.014380024247382,1.04017094273098,0.0427568717942684,1.08391916994861,"1"
1.06357065237796,0.0238080730953596,0.0476250431205473,1.08101049047655,1.04110882120887,-0.0435124982989499,-0.00978638110215813,1.04163833622141,0.0148956806020165,1.05564937127121,"1"
1.1388128072504,0.00927342701319859,0.105814189019384,1.17198089887723,1.11774927389514,0.00665344501638287,-0.0293083148422289,1.09763523019981,0.0243712283150902,1.0339968542645,"1"
1.04020730546285,0.00689986270909521,0.00769048497225388,1.11194955672711,1.06353731718846,-0.0410777055402103,-0.0282010964510112,1.01827335192545,0.115009285071435,1.11992618270907,"1"
1.05222535662918,-0.0593519905218195,-0.0477370647683154,1.0793589431132,0.930168412479329,-0.165653928488391,-0.0332139839770031,0.992058073708325,-0.0381472849859169,0.965492370900404,"1"
1.03565051595011,0.00266232737162145,-0.000946144474756355,1.06425058973082,1.02154773363403,-0.0823499963452357,-0.0318021189119502,1.0196653561832,0.00459065906764374,1.07294711853537,"1"
1.02328384849343,-0.0584344576699544,-0.0730257878283418,1.11383808055092,1.00921127964252,-0.120544195592012,-0.0607576952792211,0.961035848457377,0.00763817630362984,1.04195551741482,"1"
1.00626588527286,-0.0275855249895531,-0.0585762704521923,1.08578615268168,1.03324486478465,-0.0793085396700287,-0.0395902037430624,0.971444842325072,-0.0155316006974187,0.974037792438395,"1"
1.04089177163176,0.0134546766408416,0.0149178320847736,1.0583870501776,1.09214019612458,0.0288514563026417,0.0153598981869409,1.10547114511682,0.108615662999468,1.17491426883601,"1"
1.03132801377669,0.0168392808604092,0.00895107178215904,1.10259809178728,1.05139912453809,-0.0318321632690357,-0.00750400785255978,1.15549019771942,0.176081543079547,1.08236509554799,"1"
1.00215288279922,0.0244930533685201,-0.0122114795605004,1.0521861857309,1.07901944689376,-0.00808207352172003,-0.00918587553815555,1.04637840092036,0.0849268876201171,0.997521654456685,"1"
1.04089123080483,-0.00489909769720246,-0.00346295793873281,1.14562615843754,1.06217673543681,-0.0325520386266175,-0.0183050641877804,1.07573780142524,0.124431266158614,1.19646385744103,"1"
1.00532998029568,0.0526840001833895,0.0181871992104228,1.1224932180012,1.12478899957405,0.0646251551701069,0.0201672678637471,1.1687018594829,0.0843441794380841,1.12588550047006,"1"
1.05283004458991,-0.00135324470951031,0.0115588215092214,1.13582218624487,1.02642426667906,-0.0454066759810862,0.00239110351733298,1.02862073057189,0.0117680512856691,0.999212644103087,"1"
1.06886393928617,-0.0262537579199628,0.00135759599918764,1.17757810154972,1.06746349843378,-0.0334709261312445,-0.024094847747488,1.10687389968268,0.0615297037892158,1.08407247593618,"1"
