0,1,2,3,4,5,6,7,8,9,10,11,12,14,14,15,16,17
"Coordinate(x=244.9655303955078, y=374.3125)","Coordinate(x=244.9655303955078, y=407.4375)","Coordinate(x=211.86207580566406, y=407.4375)","Coordinate(x=158.8965606689453, y=414.0625)","Coordinate(x=92.68965911865234, y=414.0625)","Coordinate(x=284.6896667480469, y=407.4375)","Coordinate(x=337.6551818847656, y=420.6875)","Coordinate(x=397.24139404296875, y=420.6875)","Coordinate(x=218.48277282714844, y=520.0625)","Coordinate(x=225.10345458984375, y=606.1875)","Coordinate(x=225.10345458984375, y=679.0625)","Coordinate(x=264.8276062011719, y=520.0625)","Coordinate(x=258.2069091796875, y=606.1875)","Coordinate(x=251.58621215820312, y=679.0625)","Coordinate(x=238.34483337402344, y=367.6875)","Coordinate(x=251.58621215820312, y=367.6875)","Coordinate(x=225.10345458984375, y=367.6875)","Coordinate(x=264.8276062011719, y=374.3125)"
"Coordinate(x=244.9655303955078, y=374.3125)","Coordinate(x=238.34483337402344, y=407.4375)","Coordinate(x=211.86207580566406, y=407.4375)","Coordinate(x=152.27586364746094, y=414.0625)","Coordinate(x=92.68965911865234, y=414.0625)","Coordinate(x=278.0689697265625, y=407.4375)","Coordinate(x=337.6551818847656, y=420.6875)","Coordinate(x=397.24139404296875, y=420.6875)","Coordinate(x=225.10345458984375, y=520.0625)","Coordinate(x=225.10345458984375, y=599.5625)","Coordinate(x=225.10345458984375, y=679.0625)","Coordinate(x=264.8276062011719, y=520.0625)","Coordinate(x=258.2069091796875, y=606.1875)","Coordinate(x=251.58621215820312, y=679.0625)","Coordinate(x=231.72415161132812, y=367.6875)","Coordinate(x=251.58621215820312, y=367.6875)","Coordinate(x=225.10345458984375, y=367.6875)","Coordinate(x=264.8276062011719, y=374.3125)"
"Coordinate(x=238.34483337402344, y=374.3125)","Coordinate(x=238.34483337402344, y=407.4375)","Coordinate(x=211.86207580566406, y=407.4375)","Coordinate(x=152.27586364746094, y=414.0625)","Coordinate(x=92.68965911865234, y=414.0625)","Coordinate(x=278.0689697265625, y=407.4375)","Coordinate(x=337.6551818847656, y=420.6875)","Coordinate(x=403.8620910644531, y=420.6875)","Coordinate(x=218.48277282714844, y=520.0625)","Coordinate(x=225.10345458984375, y=599.5625)","Coordinate(x=225.10345458984375, y=679.0625)","Coordinate(x=264.8276062011719, y=520.0625)","Coordinate(x=258.2069091796875, y=606.1875)","Coordinate(x=251.58621215820312, y=679.0625)","Coordinate(x=231.72415161132812, y=361.0625)","Coordinate(x=251.58621215820312, y=361.0625)","Coordinate(x=225.10345458984375, y=367.6875)","Coordinate(x=264.8276062011719, y=367.6875)"
"Coordinate(x=244.9655303955078, y=367.6875)","Coordinate(x=238.34483337402344, y=407.4375)","Coordinate(x=205.2413787841797, y=407.4375)","Coordinate(x=152.27586364746094, y=414.0625)","Coordinate(x=92.68965911865234, y=414.0625)","Coordinate(x=278.0689697265625, y=407.4375)","Coordinate(x=337.6551818847656, y=420.6875)","Coordinate(x=403.8620910644531, y=420.6875)","Coordinate(x=218.48277282714844, y=520.0625)","Coordinate(x=225.10345458984375, y=606.1875)","Coordinate(x=225.10345458984375, y=679.0625)","Coordinate(x=264.8276062011719, y=520.0625)","Coordinate(x=258.2069091796875, y=606.1875)","Coordinate(x=251.58621215820312, y=679.0625)","Coordinate(x=231.72415161132812, y=361.0625)","Coordinate(x=251.58621215820312, y=361.0625)","Coordinate(x=225.10345458984375, y=367.6875)","Coordinate(x=264.8276062011719, y=367.6875)"
"Coordinate(x=244.9655303955078, y=367.6875)","Coordinate(x=238.34483337402344, y=407.4375)","Coordinate(x=205.2413787841797, y=407.4375)","Coordinate(x=152.27586364746094, y=414.0625)","Coordinate(x=92.68965911865234, y=414.0625)","Coordinate(x=278.0689697265625, y=407.4375)","Coordinate(x=337.6551818847656, y=420.6875)","Coordinate(x=397.24139404296875, y=420.6875)","Coordinate(x=218.48277282714844, y=520.0625)","Coordinate(x=225.10345458984375, y=606.1875)","Coordinate(x=225.10345458984375, y=679.0625)","Coordinate(x=264.8276062011719, y=520.0625)","Coordinate(x=258.2069091796875, y=606.1875)","Coordinate(x=251.58621215820312, y=679.0625)","Coordinate(x=231.72415161132812, y=361.0625)","Coordinate(x=251.58621215820312, y=361.0625)","Coordinate(x=225.10345458984375, y=367.6875)","Coordinate(x=264.8276062011719, y=367.6875)"
"Coordinate(x=244.9655303955078, y=374.3125)","Coordinate(x=238.34483337402344, y=407.4375)","Coordinate(x=205.2413787841797, y=407.4375)","Coordinate(x=152.27586364746094, y=414.0625)","Coordinate(x=92.68965911865234, y=414.0625)","Coordinate(x=278.0689697265625, y=407.4375)","Coordinate(x=337.6551818847656, y=420.6875)","Coordinate(x=397.24139404296875, y=420.6875)","Coordinate(x=218.48277282714844, y=520.0625)","Coordinate(x=225.10345458984375, y=606.1875)","Coordinate(x=225.10345458984375, y=679.0625)","Coordinate(x=264.8276062011719, y=520.0625)","Coordinate(x=258.2069091796875, y=606.1875)","Coordinate(x=251.58621215820312, y=679.0625)","Coordinate(x=231.72415161132812, y=361.0625)","Coordinate(x=251.58621215820312, y=361.0625)","Coordinate(x=225.10345458984375, y=367.6875)","Coordinate(x=264.8276062011719, y=374.3125)"
"Coordinate(x=244.9655303955078, y=367.6875)","Coordinate(x=238.34483337402344, y=407.4375)","Coordinate(x=205.2413787841797, y=407.4375)","Coordinate(x=145.65518188476562, y=414.0625)","Coordinate(x=92.68965911865234, y=414.0625)","Coordinate(x=278.0689697265625, y=407.4375)","Coordinate(x=337.6551818847656, y=420.6875)","Coordinate(x=397.24139404296875, y=420.6875)","Coordinate(x=218.48277282714844, y=520.0625)","Coordinate(x=225.10345458984375, y=606.1875)","Coordinate(x=225.10345458984375, y=679.0625)","Coordinate(x=264.8276062011719, y=520.0625)","Coordinate(x=258.2069091796875, y=606.1875)","Coordinate(x=251.58621215820312, y=679.0625)","Coordinate(x=231.72415161132812, y=361.0625)","Coordinate(x=251.58621215820312, y=361.0625)","Coordinate(x=225.10345458984375, y=367.6875)","Coordinate(x=264.8276062011719, y=367.6875)"
"Coordinate(x=238.34483337402344, y=367.6875)","Coordinate(x=238.34483337402344, y=407.4375)","Coordinate(x=198.62069702148438, y=407.4375)","Coordinate(x=145.65518188476562, y=414.0625)","Coordinate(x=86.0689697265625, y=414.0625)","Coordinate(x=271.4482727050781, y=407.4375)","Coordinate(x=331.03448486328125, y=420.6875)","Coordinate(x=397.24139404296875, y=420.6875)","Coordinate(x=218.48277282714844, y=520.0625)","Coordinate(x=225.10345458984375, y=606.1875)","Coordinate(x=225.10345458984375, y=679.0625)","Coordinate(x=264.8276062011719, y=520.0625)","Coordinate(x=258.2069091796875, y=606.1875)","Coordinate(x=251.58621215820312, y=679.0625)","Coordinate(x=231.72415161132812, y=361.0625)","Coordinate(x=244.9655303955078, y=361.0625)","Coordinate(x=218.48277282714844, y=367.6875)","Coordinate(x=258.2069091796875, y=367.6875)"
"Coordinate(x=231.72415161132812, y=367.6875)","Coordinate(x=238.34483337402344, y=407.4375)","Coordinate(x=198.62069702148438, y=407.4375)","Coordinate(x=139.03448486328125, y=414.0625)","Coordinate(x=92.68965911865234, y=414.0625)","Coordinate(x=271.4482727050781, y=407.4375)","Coordinate(x=331.03448486328125, y=420.6875)","Coordinate(x=390.6206970214844, y=420.6875)","Coordinate(x=211.86207580566406, y=520.0625)","Coordinate(x=225.10345458984375, y=606.1875)","Coordinate(x=225.10345458984375, y=679.0625)","Coordinate(x=264.8276062011719, y=520.0625)","Coordinate(x=258.2069091796875, y=606.1875)","Coordinate(x=251.58621215820312, y=679.0625)","Coordinate(x=225.10345458984375, y=361.0625)","Coordinate(x=244.9655303955078, y=361.0625)","Coordinate(x=218.48277282714844, y=367.6875)","Coordinate(x=258.2069091796875, y=367.6875)"
"Coordinate(x=231.72415161132812, y=374.3125)","Coordinate(x=238.34483337402344, y=407.4375)","Coordinate(x=198.62069702148438, y=407.4375)","Coordinate(x=145.65518188476562, y=414.0625)","Coordinate(x=92.68965911865234, y=414.0625)","Coordinate(x=271.4482727050781, y=407.4375)","Coordinate(x=331.03448486328125, y=420.6875)","Coordinate(x=390.6206970214844, y=420.6875)","Coordinate(x=211.86207580566406, y=520.0625)","Coordinate(x=218.48277282714844, y=606.1875)","Coordinate(x=225.10345458984375, y=679.0625)","Coordinate(x=258.2069091796875, y=520.0625)","Coordinate(x=258.2069091796875, y=606.1875)","Coordinate(x=251.58621215820312, y=679.0625)","Coordinate(x=225.10345458984375, y=361.0625)","Coordinate(x=244.9655303955078, y=361.0625)","Coordinate(x=218.48277282714844, y=367.6875)","Coordinate(x=258.2069091796875, y=367.6875)"
"Coordinate(x=238.34483337402344, y=374.3125)","Coordinate(x=238.34483337402344, y=407.4375)","Coordinate(x=198.62069702148438, y=407.4375)","Coordinate(x=145.65518188476562, y=414.0625)","Coordinate(x=92.68965911865234, y=414.0625)","Coordinate(x=271.4482727050781, y=407.4375)","Coordinate(x=324.413818359375, y=420.6875)","Coordinate(x=390.6206970214844, y=420.6875)","Coordinate(x=211.86207580566406, y=520.0625)","Coordinate(x=218.48277282714844, y=599.5625)","Coordinate(x=225.10345458984375, y=679.0625)","Coordinate(x=258.2069091796875, y=520.0625)","Coordinate(x=258.2069091796875, y=606.1875)","Coordinate(x=251.58621215820312, y=679.0625)","Coordinate(x=231.72415161132812, y=361.0625)","Coordinate(x=244.9655303955078, y=361.0625)","Coordinate(x=218.48277282714844, y=367.6875)","Coordinate(x=258.2069091796875, y=367.6875)"
"Coordinate(x=231.72415161132812, y=374.3125)","Coordinate(x=238.34483337402344, y=407.4375)","Coordinate(x=198.62069702148438, y=407.4375)","Coordinate(x=139.03448486328125, y=414.0625)","Coordinate(x=86.0689697265625, y=414.0625)","Coordinate(x=271.4482727050781, y=407.4375)","Coordinate(x=331.03448486328125, y=420.6875)","Coordinate(x=390.6206970214844, y=420.6875)","Coordinate(x=211.86207580566406, y=520.0625)","Coordinate(x=218.48277282714844, y=599.5625)","Coordinate(x=225.10345458984375, y=679.0625)","Coordinate(x=258.2069091796875, y=520.0625)","Coordinate(x=258.2069091796875, y=606.1875)","Coordinate(x=251.58621215820312, y=679.0625)","Coordinate(x=225.10345458984375, y=361.0625)","Coordinate(x=238.34483337402344, y=361.0625)","Coordinate(x=218.48277282714844, y=367.6875)","Coordinate(x=258.2069091796875, y=367.6875)"
"Coordinate(x=231.72415161132812, y=374.3125)","Coordinate(x=238.34483337402344, y=407.4375)","Coordinate(x=192.0, y=407.4375)","Coordinate(x=139.03448486328125, y=414.0625)","Coordinate(x=86.0689697265625, y=414.0625)","Coordinate(x=271.4482727050781, y=407.4375)","Coordinate(x=324.413818359375, y=414.0625)","Coordinate(x=390.6206970214844, y=420.6875)","Coordinate(x=211.86207580566406, y=520.0625)","Coordinate(x=218.48277282714844, y=599.5625)","Coordinate(x=225.10345458984375, y=679.0625)","Coordinate(x=258.2069091796875, y=520.0625)","Coordinate(x=258.2069091796875, y=606.1875)","Coordinate(x=251.58621215820312, y=679.0625)","Coordinate(x=225.10345458984375, y=367.6875)","Coordinate(x=244.9655303955078, y=367.6875)","Coordinate(x=211.86207580566406, y=374.3125)","Coordinate(x=251.58621215820312, y=367.6875)"
"Coordinate(x=238.34483337402344, y=367.6875)","Coordinate(x=238.34483337402344, y=400.8125)","Coordinate(x=192.0, y=407.4375)","Coordinate(x=139.03448486328125, y=414.0625)","Coordinate(x=79.44828033447266, y=420.6875)","Coordinate(x=271.4482727050781, y=407.4375)","Coordinate(x=324.413818359375, y=414.0625)","Coordinate(x=390.6206970214844, y=420.6875)","Coordinate(x=211.86207580566406, y=520.0625)","Coordinate(x=218.48277282714844, y=599.5625)","Coordinate(x=218.48277282714844, y=679.0625)","Coordinate(x=258.2069091796875, y=520.0625)","Coordinate(x=258.2069091796875, y=606.1875)","Coordinate(x=251.58621215820312, y=679.0625)","Coordinate(x=225.10345458984375, y=361.0625)","Coordinate(x=244.9655303955078, y=361.0625)","Coordinate(x=218.48277282714844, y=367.6875)","Coordinate(x=251.58621215820312, y=367.6875)"
"Coordinate(x=231.72415161132812, y=367.6875)","Coordinate(x=238.34483337402344, y=407.4375)","Coordinate(x=192.0, y=407.4375)","Coordinate(x=139.03448486328125, y=414.0625)","Coordinate(x=79.44828033447266, y=420.6875)","Coordinate(x=264.8276062011719, y=407.4375)","Coordinate(x=317.7931213378906, y=414.0625)","Coordinate(x=390.6206970214844, y=420.6875)","Coordinate(x=211.86207580566406, y=520.0625)","Coordinate(x=218.48277282714844, y=606.1875)","Coordinate(x=218.48277282714844, y=679.0625)","Coordinate(x=258.2069091796875, y=520.0625)","Coordinate(x=258.2069091796875, y=606.1875)","Coordinate(x=251.58621215820312, y=679.0625)","Coordinate(x=225.10345458984375, y=361.0625)","Coordinate(x=238.34483337402344, y=361.0625)","Coordinate(x=211.86207580566406, y=367.6875)","Coordinate(x=251.58621215820312, y=367.6875)"
"Coordinate(x=225.10345458984375, y=367.6875)","Coordinate(x=238.34483337402344, y=407.4375)","Coordinate(x=192.0, y=407.4375)","Coordinate(x=132.41380310058594, y=414.0625)","Coordinate(x=79.44828033447266, y=420.6875)","Coordinate(x=264.8276062011719, y=407.4375)","Coordinate(x=317.7931213378906, y=414.0625)","Coordinate(x=390.6206970214844, y=420.6875)","Coordinate(x=211.86207580566406, y=520.0625)","Coordinate(x=218.48277282714844, y=606.1875)","Coordinate(x=218.48277282714844, y=679.0625)","Coordinate(x=258.2069091796875, y=520.0625)","Coordinate(x=258.2069091796875, y=606.1875)","Coordinate(x=251.58621215820312, y=679.0625)","Coordinate(x=218.48277282714844, y=361.0625)","Coordinate(x=231.72415161132812, y=361.0625)","Coordinate(x=211.86207580566406, y=374.3125)","Coordinate(x=251.58621215820312, y=367.6875)"
"Coordinate(x=225.10345458984375, y=367.6875)","Coordinate(x=231.72415161132812, y=400.8125)","Coordinate(x=192.0, y=407.4375)","Coordinate(x=139.03448486328125, y=414.0625)","Coordinate(x=79.44828033447266, y=420.6875)","Coordinate(x=264.8276062011719, y=407.4375)","Coordinate(x=317.7931213378906, y=414.0625)","Coordinate(x=390.6206970214844, y=420.6875)","Coordinate(x=211.86207580566406, y=520.0625)","Coordinate(x=218.48277282714844, y=606.1875)","Coordinate(x=218.48277282714844, y=679.0625)","Coordinate(x=258.2069091796875, y=520.0625)","Coordinate(x=258.2069091796875, y=606.1875)","Coordinate(x=251.58621215820312, y=679.0625)","Coordinate(x=218.48277282714844, y=361.0625)","Coordinate(x=231.72415161132812, y=361.0625)","Coordinate(x=211.86207580566406, y=374.3125)","Coordinate(x=251.58621215820312, y=367.6875)"
"Coordinate(x=225.10345458984375, y=367.6875)","Coordinate(x=231.72415161132812, y=400.8125)","Coordinate(x=192.0, y=407.4375)","Coordinate(x=132.41380310058594, y=414.0625)","Coordinate(x=79.44828033447266, y=420.6875)","Coordinate(x=264.8276062011719, y=407.4375)","Coordinate(x=317.7931213378906, y=414.0625)","Coordinate(x=384.0, y=420.6875)","Coordinate(x=211.86207580566406, y=520.0625)","Coordinate(x=218.48277282714844, y=599.5625)","Coordinate(x=218.48277282714844, y=679.0625)","Coordinate(x=258.2069091796875, y=520.0625)","Coordinate(x=258.2069091796875, y=606.1875)","Coordinate(x=251.58621215820312, y=672.4375)","Coordinate(x=218.48277282714844, y=361.0625)","Coordinate(x=231.72415161132812, y=361.0625)","Coordinate(x=211.86207580566406, y=374.3125)","Coordinate(x=244.9655303955078, y=367.6875)"
"Coordinate(x=225.10345458984375, y=367.6875)","Coordinate(x=231.72415161132812, y=400.8125)","Coordinate(x=192.0, y=407.4375)","Coordinate(x=132.41380310058594, y=414.0625)","Coordinate(x=79.44828033447266, y=420.6875)","Coordinate(x=264.8276062011719, y=407.4375)","Coordinate(x=317.7931213378906, y=414.0625)","Coordinate(x=384.0, y=420.6875)","Coordinate(x=211.86207580566406, y=520.0625)","Coordinate(x=211.86207580566406, y=599.5625)","Coordinate(x=218.48277282714844, y=679.0625)","Coordinate(x=258.2069091796875, y=520.0625)","Coordinate(x=258.2069091796875, y=599.5625)","Coordinate(x=251.58621215820312, y=672.4375)","Coordinate(x=218.48277282714844, y=361.0625)","Coordinate(x=231.72415161132812, y=361.0625)","Coordinate(x=211.86207580566406, y=374.3125)","Coordinate(x=244.9655303955078, y=367.6875)"
"Coordinate(x=225.10345458984375, y=367.6875)","Coordinate(x=231.72415161132812, y=400.8125)","Coordinate(x=192.0, y=407.4375)","Coordinate(x=132.41380310058594, y=414.0625)","Coordinate(x=79.44828033447266, y=420.6875)","Coordinate(x=264.8276062011719, y=407.4375)","Coordinate(x=317.7931213378906, y=414.0625)","Coordinate(x=384.0, y=420.6875)","Coordinate(x=205.2413787841797, y=520.0625)","Coordinate(x=211.86207580566406, y=599.5625)","Coordinate(x=218.48277282714844, y=672.4375)","Coordinate(x=251.58621215820312, y=520.0625)","Coordinate(x=258.2069091796875, y=599.5625)","Coordinate(x=251.58621215820312, y=659.1875)","Coordinate(x=218.48277282714844, y=361.0625)","Coordinate(x=231.72415161132812, y=361.0625)","Coordinate(x=211.86207580566406, y=367.6875)","Coordinate(x=251.58621215820312, y=367.6875)"
"Coordinate(x=225.10345458984375, y=367.6875)","Coordinate(x=231.72415161132812, y=400.8125)","Coordinate(x=192.0, y=407.4375)","Coordinate(x=132.41380310058594, y=414.0625)","Coordinate(x=79.44828033447266, y=420.6875)","Coordinate(x=264.8276062011719, y=407.4375)","Coordinate(x=317.7931213378906, y=414.0625)","Coordinate(x=384.0, y=420.6875)","Coordinate(x=205.2413787841797, y=520.0625)","Coordinate(x=211.86207580566406, y=599.5625)","Coordinate(x=225.10345458984375, y=672.4375)","Coordinate(x=251.58621215820312, y=520.0625)","Coordinate(x=258.2069091796875, y=599.5625)","Coordinate(x=251.58621215820312, y=659.1875)","Coordinate(x=218.48277282714844, y=361.0625)","Coordinate(x=231.72415161132812, y=361.0625)","Coordinate(x=211.86207580566406, y=367.6875)","Coordinate(x=251.58621215820312, y=367.6875)"
"Coordinate(x=225.10345458984375, y=367.6875)","Coordinate(x=231.72415161132812, y=400.8125)","Coordinate(x=192.0, y=407.4375)","Coordinate(x=132.41380310058594, y=414.0625)","Coordinate(x=79.44828033447266, y=420.6875)","Coordinate(x=264.8276062011719, y=407.4375)","Coordinate(x=317.7931213378906, y=414.0625)","Coordinate(x=384.0, y=420.6875)","Coordinate(x=205.2413787841797, y=520.0625)","Coordinate(x=211.86207580566406, y=599.5625)","Coordinate(x=225.10345458984375, y=672.4375)","Coordinate(x=251.58621215820312, y=520.0625)","Coordinate(x=251.58621215820312, y=599.5625)","Coordinate(x=251.58621215820312, y=659.1875)","Coordinate(x=218.48277282714844, y=361.0625)","Coordinate(x=231.72415161132812, y=361.0625)","Coordinate(x=205.2413787841797, y=367.6875)","Coordinate(x=251.58621215820312, y=367.6875)"
